,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__GSW,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__SAC,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CLE,OPP__DEN,OPP__GSW,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__PHI,OPP__PHX,OPP__SAC,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
10,Nicolas Batum,201587,LAC @ PHX,LAC,1610612746,PHX,0,42200171,2023-04-16,W,21,3,2,1,1,3,0.333,1,3,0.333,0,0,,0,1,0,0,1,1,-8,6.2,1.0,0.5,F,,110.6,113.7,127.7,132.9,-17.0,0.0,0.056,0.026,0.111,0.5,2.0,0.075,0.5,102.1,105.61,0.019,47,88.01,0.079,"APR 16, 2023",240,41,93,0.441,10,31,0.323,23,29,0.793,15,34,49,23,6,4,13,21,115,110.83269082498072,8.0,9.0,42.0,0.4756097560975609,1610612756.0,110.83269082498072,103.76,102.14,100.52,1,1,6-8,230.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,21.0,3.0,1.0,0.0,0.06,0.03,0.08,47.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,21.0,3.0,1.0,0.0,0.06,0.03,0.08,47.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,21.0,3.0,1.0,0.0,0.06,0.03,0.08,47.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,3.0,1.0,,,,,0,2.5,1.0,-1.5,0.25,0.0,-0.25,2.25,1.0,-1.25,0.06,0.03,-0.03,0.09,0.08,-0.01,100.52,102.14,1.62,0.25,1.0,0.75,LAC-PHX,1,1,First Round,109.67999999999999,119.35999999999999,0.19419999999999998,4,1610612756,5,1610612756,108.92,1610612756,111.25,1610612756.0,108.25,1610612756.0,105.6,0.38225,103.266,1610612756,102.062,102.664,0,0
11,DeAndre Jordan,201599,DEN vs. MIN,DEN,1610612743,MIN,1,42200141,2023-04-16,W,6,4,1,0,2,3,0.667,0,0,,0,0,,0,0,0,0,2,2,7,3.5,1.333,0.6666666666666666,,,116.7,117.8,70.0,70.0,46.7,0.0,0.0,0.0,0.333,0.667,0.5,0.333,0.667,88.4,88.89,0.0,12,74.07,0.388,"APR 16, 2023",240,41,90,0.456,16,39,0.41,11,17,0.647,11,43,54,24,6,4,10,20,109,112.97678275290215,6.0,6.0,38.0,0.3703703703703703,1610612750.0,112.97678275290215,96.48,95.26,94.04,1,0,6-11,265.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,6.0,3.0,2.0,0.0,0.0,0.0,0.33,12.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,6.0,3.0,2.0,0.0,0.0,0.0,0.33,12.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,6.0,3.0,2.0,0.0,0.0,0.0,0.33,12.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,0.0,0.0,,,,,0,0.0,1.33,1.33,0.0,0.0,0.0,0.0,1.33,1.33,0.0,0.08,0.08,0.0,0.14,0.14,98.58,99.04,0.46,0.0,0.67,0.67,DEN-MIN,1,1,First Round,117.52000000000001,86.2,0.22080000000000002,5,1610612750,5,1610612750,112.64000000000001,1610612750,107.46666666666665,1610612750.0,112.5,1610612750.0,120.4,0.461,94.134,1610612750,94.19,94.162,0,0
12,Jrue Holiday,201950,MIL vs. MIA,MIL,1610612749,MIA,1,42200101,2023-04-16,L,35,16,16,7,6,18,0.333,2,9,0.222,2,2,1.0,3,4,1,0,1,3,-15,50.4,0.847,0.3888888888888889,G,,109.5,105.4,133.3,131.2,-23.9,0.079,0.167,0.113,0.593,0.389,16.0,0.235,0.424,103.4,100.64,0.13,74,83.87,0.232,"APR 16, 2023",240,45,91,0.495,11,45,0.244,16,22,0.727,8,30,38,29,3,4,13,22,117,110.7115821347464,6.0,1.0,36.0,0.5952380952380952,1610612748.0,110.7115821347464,105.68,104.96,104.24,1,1,6-4,205.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,35.0,18.0,6.0,0.08,0.17,0.11,0.24,74.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,35.0,18.0,6.0,0.08,0.17,0.11,0.24,74.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,35.0,18.0,6.0,0.08,0.17,0.11,0.24,74.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,7.0,5.0,,,,,0,5.0,7.0,2.0,0.0,1.0,1.0,5.0,6.0,1.0,0.08,0.09,0.01,0.26,0.21,-0.05,104.32,106.22,1.9,3.0,2.25,-0.75,MIA-MIL,1,1,First Round,111.17999999999999,124.94000000000001,0.2278,5,1610612748,4,1610612748,110.24000000000001,1610612748,106.46666666666665,1610612748.0,115.13333333333333,1610612748.0,117.4,0.252,102.45,1610612748,101.968,102.209,1,2
13,Wesley Matthews,202083,MIL vs. MIA,MIL,1610612749,MIA,1,42200101,2023-04-16,L,18,6,1,3,2,4,0.5,2,4,0.5,0,0,,1,2,1,1,0,2,-13,17.1,1.5,0.75,,,120.5,117.3,157.9,152.7,-37.4,0.048,0.2,0.097,0.063,0.75,0.0,0.091,0.75,108.17,104.95,0.071,39,87.46,0.093,"APR 16, 2023",240,45,91,0.495,11,45,0.244,16,22,0.727,8,30,38,29,3,4,13,22,117,110.7115821347464,6.0,1.0,36.0,0.5952380952380952,1610612748.0,110.7115821347464,105.68,104.96,104.24,1,0,6-5,220.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1,18.0,4.0,2.0,0.05,0.2,0.1,0.09,39.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,18.0,4.0,2.0,0.05,0.2,0.1,0.09,39.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,18.0,4.0,2.0,0.05,0.2,0.1,0.09,39.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,3.0,,,,,,0,0.0,1.5,1.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.05,0.05,0.0,0.09,0.09,0.0,111.3,111.3,0.0,0.0,0.0,MIA-MIL,1,1,First Round,111.17999999999999,124.94000000000001,0.2278,5,1610612748,4,1610612748,110.24000000000001,1610612748,106.46666666666665,1610612748.0,115.13333333333333,1610612748.0,117.4,0.252,102.45,1610612748,101.968,102.209,0,2
14,Ish Smith,202397,DEN vs. MIN,DEN,1610612743,MIN,1,42200141,2023-04-16,W,4,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,1,2,1.2,0.0,0.0,,,77.8,87.5,55.6,55.6,22.2,0.0,0.25,0.143,0.0,0.0,0.0,0.1,0.0,96.0,101.65,-0.105,9,84.71,0.111,"APR 16, 2023",240,41,90,0.456,16,39,0.41,11,17,0.647,11,43,54,24,6,4,10,20,109,112.97678275290215,6.0,6.0,38.0,0.3703703703703703,1610612750.0,112.97678275290215,96.48,95.26,94.04,1,0,6-0,175.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,4.0,1.0,0.0,0.0,0.25,0.14,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,4.0,1.0,0.0,0.0,0.25,0.14,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,4.0,1.0,0.0,0.0,0.25,0.14,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,1.0,0.0,,,,,0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.04,0.04,0.0,0.09,0.09,0.0,98.36,98.36,0.0,0.0,0.0,DEN-MIN,1,1,First Round,117.52000000000001,86.2,0.22080000000000002,5,1610612750,5,1610612750,112.64000000000001,1610612750,107.46666666666665,1610612750.0,112.5,1610612750.0,120.4,0.461,94.134,1610612750,94.19,94.162,0,0
15,Bismack Biyombo,202687,PHX vs. LAC,PHX,1610612756,LAC,1,42200171,2023-04-16,L,5,2,0,2,0,0,,0,0,,2,4,0.5,0,2,0,1,1,1,-11,6.4,0.0,,,,18.2,22.8,130.0,134.9,-111.8,0.0,0.4,0.25,0.0,0.0,0.0,0.273,0.568,94.97,108.39,0.083,11,90.32,0.342,"APR 16, 2023",240,39,82,0.476,6,19,0.316,26,33,0.788,6,36,42,27,8,9,10,25,110,109.43095901313173,6.0,4.0,49.0,0.4408602150537634,1610612746.0,109.43095901313173,100.52,102.14,103.76,1,0,6-8,255.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1,5.0,0.0,0.0,0.0,0.4,0.25,0.27,11.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,5.0,0.0,0.0,0.0,0.4,0.25,0.27,11.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,5.0,0.0,0.0,0.0,0.4,0.25,0.27,11.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,2.0,4.0,,,,,0,2.75,4.0,1.25,1.0,1.5,0.5,1.75,2.5,0.75,0.13,0.21,0.08,0.14,0.18,0.04,96.97,102.08,5.11,0.75,0.75,0.0,LAC-PHX,1,1,First Round,118.24000000000001,108.92,0.21400000000000002,5,1610612746,4,1610612746,119.35999999999999,1610612746,120.13333333333333,1610612746.0,118.35,1610612746.0,127.4,0.35725,102.062,1610612746,103.266,102.664,0,1
16,Kawhi Leonard,202695,LAC @ PHX,LAC,1610612746,PHX,0,42200171,2023-04-16,W,42,38,5,5,13,24,0.542,3,5,0.6,9,10,0.9,0,5,1,1,3,4,3,54.5,1.338,0.6041666666666666,F,,113.6,110.6,109.0,111.8,4.6,0.0,0.128,0.057,0.217,0.604,1.67,0.295,0.669,102.35,102.24,0.179,88,85.2,0.297,"APR 16, 2023",240,41,93,0.441,10,31,0.323,23,29,0.793,15,34,49,23,6,4,13,21,115,110.83269082498072,8.0,9.0,42.0,0.4756097560975609,1610612756.0,110.83269082498072,103.76,102.14,100.52,1,1,6-7,225.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,42.0,24.0,13.0,0.0,0.13,0.06,0.3,88.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,42.0,24.0,13.0,0.0,0.13,0.06,0.3,88.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,42.0,24.0,13.0,0.0,0.13,0.06,0.3,88.0,93.0,31.0,0.44,0.32,42.0,0.48,100.52,,5.0,,,,,0,8.0,5.0,-3.0,3.0,0.0,-3.0,5.0,5.0,0.0,0.12,0.06,-0.06,0.27,0.3,0.03,95.9,102.14,6.24,3.0,3.0,0.0,LAC-PHX,1,1,First Round,109.67999999999999,119.35999999999999,0.19419999999999998,4,1610612756,5,1610612756,108.92,1610612756,111.25,1610612756.0,108.25,1610612756.0,105.6,0.38225,103.266,1610612756,102.062,102.664,0,0
17,Reggie Jackson,202704,DEN vs. MIN,DEN,1610612743,MIN,1,42200141,2023-04-16,W,4,0,1,0,0,0,,0,0,,0,0,,0,0,1,0,1,0,2,3.5,0.0,,,,77.8,87.5,55.6,55.6,22.2,0.0,0.0,0.0,0.333,0.0,1.0,0.1,0.0,96.0,101.65,0.105,9,84.71,0.111,"APR 16, 2023",240,41,90,0.456,16,39,0.41,11,17,0.647,11,43,54,24,6,4,10,20,109,112.97678275290215,6.0,6.0,38.0,0.3703703703703703,1610612750.0,112.97678275290215,96.48,95.26,94.04,1,0,6-2,208.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,4.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,4.0,0.0,0.0,0.0,0.0,0.0,0.1,9.0,90.0,39.0,0.46,0.41,38.0,0.37,94.04,0.0,0.0,,,,,0,0.5,0.25,-0.25,0.0,0.0,0.0,0.5,0.25,-0.25,0.12,0.04,-0.08,0.1,0.08,-0.02,97.15,98.36,1.21,0.0,0.25,0.25,DEN-MIN,1,1,First Round,117.52000000000001,86.2,0.22080000000000002,5,1610612750,5,1610612750,112.64000000000001,1610612750,107.46666666666665,1610612750.0,112.5,1610612750.0,120.4,0.461,94.134,1610612750,94.19,94.162,0,0
18,Jimmy Butler III,202710,MIA @ MIL,MIA,1610612748,MIL,0,42200101,2023-04-16,W,43,35,11,5,15,27,0.556,0,1,0.0,5,8,0.625,0,5,3,0,3,4,17,63.5,1.147,0.5555555555555556,F,,131.9,126.0,114.4,109.5,17.4,0.0,0.109,0.065,0.355,0.556,3.67,0.333,0.573,105.91,101.28,0.156,91,84.4,0.326,"APR 16, 2023",240,50,84,0.595,15,25,0.6,15,21,0.714,4,32,36,32,6,1,15,24,130,124.71220260936302,3.0,4.0,38.0,0.4945054945054945,1610612749.0,124.71220260936302,104.24,104.96,105.68,1,1,6-7,230.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,43.0,27.0,15.0,0.0,0.11,0.06,0.33,91.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,43.0,27.0,15.0,0.0,0.11,0.06,0.33,91.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,43.0,27.0,15.0,0.0,0.11,0.06,0.33,91.0,84.0,25.0,0.6,0.6,38.0,0.49,105.68,5.0,5.0,,,,,0,6.59,6.0,-0.59,2.24,1.8,-0.44,4.35,4.2,-0.15,0.08,0.08,0.0,0.27,0.33,0.06,94.49,105.84,11.35,1.71,2.4,0.69,MIA-MIL,1,1,First Round,128.64000000000001,110.24000000000001,0.211,4,1610612749,5,1610612749,124.94000000000001,1610612749,128.2,1610612749.0,125.25,1610612749.0,117.8,0.45,101.968,1610612749,102.45,102.209,0,1
19,Anthony Davis,203076,LAL @ MEM,LAL,1610612747,MEM,0,42200151,2023-04-16,W,37,22,3,12,10,17,0.588,0,0,,2,2,1.0,4,8,3,7,3,1,27,67.9,1.23,0.5882352941176471,C,,129.5,124.3,96.1,94.4,33.4,0.111,0.2,0.158,0.1,0.588,1.0,0.231,0.615,104.88,101.81,0.191,78,84.84,0.235,"APR 16, 2023",240,49,92,0.533,16,37,0.432,14,16,0.875,10,35,45,25,7,11,14,18,128,124.22360248447204,6.0,2.0,34.0,0.4719101123595505,1610612763.0,124.22360248447204,103.04,102.54,102.04,1,1,6-10,253.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.0,1,37.0,17.0,10.0,0.11,0.2,0.16,0.23,78.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,37.0,17.0,10.0,0.11,0.2,0.16,0.23,78.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,37.0,17.0,10.0,0.11,0.2,0.16,0.23,78.0,92.0,37.0,0.53,0.43,34.0,0.47,102.04,17.0,12.0,,,,,0,14.57,10.5,-4.07,2.21,3.5,1.29,12.36,7.0,-5.36,0.18,0.13,-0.05,0.24,0.22,-0.02,100.88,99.39,-1.49,2.07,2.5,0.43,LAL-MEM,1,1,First Round,125.62,109.42,0.19580000000000003,5,1610612763,5,1610612763,126.44000000000001,1610612763,127.83333333333333,1610612763.0,131.5,1610612763.0,129.1,0.327,102.30199999999999,1610612763,101.446,101.874,0,1
20,Terrence Ross,203082,PHX vs. LAC,PHX,1610612756,LAC,1,42200171,2023-04-16,L,4,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,0,-1,1.2,0.0,0.0,,,77.8,79.9,88.9,100.0,-11.1,0.0,0.2,0.125,0.0,0.0,0.0,0.111,0.0,95.02,102.05,0.0,9,85.04,0.114,"APR 16, 2023",240,39,82,0.476,6,19,0.316,26,33,0.788,6,36,42,27,8,9,10,25,110,109.43095901313173,6.0,4.0,49.0,0.4408602150537634,1610612746.0,109.43095901313173,100.52,102.14,103.76,1,0,6-7,206.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,4.0,1.0,0.0,0.0,0.2,0.12,0.11,9.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,4.0,1.0,0.0,0.0,0.2,0.12,0.11,9.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,4.0,1.0,0.0,0.0,0.2,0.12,0.11,9.0,82.0,19.0,0.48,0.32,49.0,0.44,103.76,1.0,1.0,,,,,0,1.4,1.0,-0.4,0.0,0.0,0.0,1.4,1.0,-0.4,0.05,0.12,0.07,0.18,0.11,-0.07,99.54,102.14,2.6,0.2,0.0,-0.2,LAC-PHX,1,1,First Round,118.24000000000001,108.92,0.21400000000000002,5,1610612746,4,1610612746,119.35999999999999,1610612746,120.13333333333333,1610612746.0,118.35,1610612746.0,127.4,0.35725,102.062,1610612746,103.266,102.664,0,1
21,Austin Rivers,203085,MIN @ DEN,MIN,1610612750,DEN,0,42200141,2023-04-16,L,16,3,0,3,1,2,0.5,1,2,0.5,0,0,,0,3,0,0,1,0,-12,5.6,1.5,0.75,,,84.4,82.4,118.2,115.1,-33.8,0.0,0.231,0.103,0.0,0.75,0.0,0.091,0.75,98.73,96.3,0.067,32,80.25,0.089,"APR 16, 2023",240,30,81,0.37,11,36,0.306,9,16,0.563,5,33,38,18,6,6,11,16,80,85.07018290089323,6.0,4.0,54.0,0.4555555555555555,1610612743.0,85.07018290089323,94.04,95.26,96.48,1,0,6-4,200.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1,16.0,2.0,1.0,0.0,0.23,0.1,0.09,32.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,16.0,2.0,1.0,0.0,0.23,0.1,0.09,32.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,16.0,2.0,1.0,0.0,0.23,0.1,0.09,32.0,81.0,36.0,0.37,0.31,54.0,0.46,96.48,0.0,3.0,,,,,0,0.67,3.0,2.33,0.33,0.0,-0.33,0.33,3.0,2.67,0.02,0.1,0.08,0.09,0.09,0.0,99.76,95.26,-4.5,0.0,1.0,1.0,DEN-MIN,1,1,First Round,84.92,112.64000000000001,0.2032,5,1610612743,5,1610612743,86.2,1610612743,84.80000000000001,1610612743.0,82.55,1610612743.0,96.3,0.39,94.19,1610612743,94.134,94.162,0,1
22,Jae Crowder,203109,MIL vs. MIA,MIL,1610612749,MIA,1,42200101,2023-04-16,L,12,2,1,0,1,5,0.2,0,4,0.0,0,0,,0,0,0,0,1,2,-4,2.5,0.4,0.2,,,93.1,88.1,114.8,116.4,-21.7,0.0,0.0,0.0,0.111,0.2,1.0,0.176,0.2,116.83,114.22,-0.094,29,95.18,0.178,"APR 16, 2023",240,45,91,0.495,11,45,0.244,16,22,0.727,8,30,38,29,3,4,13,22,117,110.7115821347464,6.0,1.0,36.0,0.5952380952380952,1610612748.0,110.7115821347464,105.68,104.96,104.24,1,0,6-6,235.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,12.0,5.0,1.0,0.0,0.0,0.0,0.18,29.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,12.0,5.0,1.0,0.0,0.0,0.0,0.18,29.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,12.0,5.0,1.0,0.0,0.0,0.0,0.18,29.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,0.0,1.0,,,,,0,3.0,0.33,-2.67,1.0,0.0,-1.0,2.0,0.33,-1.67,0.11,0.01,-0.1,0.11,0.12,0.01,104.32,106.99,2.67,0.0,0.33,0.33,MIA-MIL,1,1,First Round,111.17999999999999,124.94000000000001,0.2278,5,1610612748,4,1610612748,110.24000000000001,1610612748,106.46666666666665,1610612748.0,115.13333333333333,1610612748.0,117.4,0.252,102.45,1610612748,101.968,102.209,0,2
23,Khris Middleton,203114,MIL vs. MIA,MIL,1610612749,MIA,1,42200101,2023-04-16,L,33,33,4,9,12,20,0.6,2,7,0.286,7,10,0.7,2,7,0,0,5,1,1,44.8,1.352,0.65,F,,119.1,115.6,115.9,111.2,3.2,0.063,0.259,0.153,0.211,0.65,0.8,0.387,0.676,102.99,99.36,0.19,68,82.8,0.381,"APR 16, 2023",240,45,91,0.495,11,45,0.244,16,22,0.727,8,30,38,29,3,4,13,22,117,110.7115821347464,6.0,1.0,36.0,0.5952380952380952,1610612748.0,110.7115821347464,105.68,104.96,104.24,1,1,6-7,222.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,33.0,20.0,12.0,0.06,0.26,0.15,0.39,68.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,33.0,20.0,12.0,0.06,0.26,0.15,0.39,68.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,33.0,20.0,12.0,0.06,0.26,0.15,0.39,68.0,91.0,45.0,0.5,0.24,36.0,0.6,104.24,9.0,5.0,,,,,0,6.0,6.5,0.5,1.0,1.5,0.5,5.0,5.0,0.0,0.11,0.09,-0.02,0.27,0.29,0.02,104.32,106.22,1.9,1.0,4.0,3.0,MIA-MIL,1,1,First Round,111.17999999999999,124.94000000000001,0.2278,5,1610612748,4,1610612748,110.24000000000001,1610612748,106.46666666666665,1610612748.0,115.13333333333333,1610612748.0,117.4,0.252,102.45,1610612748,101.968,102.209,0,2
