,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__GSW,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__SAC,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CLE,OPP__DEN,OPP__GSW,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__PHI,OPP__PHX,OPP__SAC,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
715,Austin Reaves,1630559,LAL vs. DEN,LAL,1610612747,DEN,1,42200314,2023-05-22,L,41,17,3,2,6,11,0.545,1,2,0.5,4,4,1.0,1,1,0,0,1,4,-4,22.9,1.332,0.5909090909090909,G,,121.1,115.5,128.0,119.9,-6.9,0.025,0.026,0.025,0.111,0.591,3.0,0.144,0.666,94.22,89.08,0.068,76,74.23,0.15,"MAY 22, 2023",240,40,86,0.465,8,20,0.4,23,26,0.885,8,30,38,20,5,4,6,19,111,116.30343671416595,3.0,9.0,40.0,0.4823529411764706,1610612743.0,116.30343671416595,95.44,93.56,91.68,1,1,6-5,197.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4,38.0,13.0,7.5,0.04,0.09,0.06,0.2,79.5,83.0,31.0,0.45,0.29,44.0,0.47,98.64,39.25,13.0,7.25,0.04,0.07,0.05,0.19,81.25,81.25,28.0,0.49,0.38,47.0,0.47,98.28,37.83,13.17,6.83,0.03,0.08,0.06,0.2,78.5,83.0,27.33,0.48,0.36,46.0,0.47,99.17,4.25,4.62,7.0,3.0,2.0,5.0,1,4.5,4.0,-0.5,1.29,1.0,-0.29,3.21,3.0,-0.21,0.06,0.05,-0.01,0.18,0.18,0.0,100.88,99.39,-1.49,1.71,0.5,-1.21,DEN-LAL,3,4,Conference Finals,121.44000000000001,126.67999999999999,0.1916,3,1610612743,5,1610612743,120.28,1610612743,121.0,1610612743.0,119.7,1610612743.0,120.0,0.39275,90.238,1610612743,90.306,90.27199999999999,0,1
716,Udonis Haslem,2617,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,0,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,48.32,96.64,2.0,1,80.54,0.5,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,0,6-7,235.0,0,1,0,3.0,0,46.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2.0,2.0,0.0,0.0,0.5,0.2,0.33,6.0,84.0,33.0,0.54,0.48,37.0,0.45,100.28,2.0,2.0,0.0,0.0,0.5,0.2,0.33,6.0,84.0,33.0,0.54,0.48,37.0,0.45,100.28,2.0,2.0,0.0,0.0,0.5,0.2,0.33,6.0,84.0,33.0,0.54,0.48,37.0,0.45,100.28,0.5,,1.0,,,,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.5,0.33,-0.17,93.12,98.38,5.26,0.0,0.0,0.0,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,0,1
717,Kyle Lowry,200768,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,30,9,5,3,4,8,0.5,1,4,0.25,0,0,,0,3,2,0,1,4,-4,25.1,1.125,0.5625,,,112.5,112.2,113.6,115.0,-1.1,0.0,0.12,0.053,0.263,0.563,5.0,0.138,0.563,93.07,93.56,0.091,56,77.97,0.142,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,0,6-0,196.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.67,3,25.0,6.0,3.0,0.0,0.12,0.06,0.18,45.0,87.0,37.0,0.45,0.41,41.5,0.51,90.24,23.0,6.0,3.0,0.01,0.14,0.08,0.17,43.5,88.25,33.0,0.43,0.45,42.5,0.46,91.54,25.0,6.17,2.67,0.03,0.14,0.09,0.17,46.83,84.83,31.17,0.45,0.4,41.0,0.48,90.91,3.89,3.31,0.0,5.0,7.0,2.0,1,3.89,2.2,-1.69,0.61,0.2,-0.41,3.28,2.0,-1.28,0.07,0.05,-0.02,0.17,0.18,0.01,94.37,105.84,11.47,1.67,2.0,0.33,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,0,1
718,Jeff Green,201145,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,17,4,1,0,2,2,1.0,0,0,,0,0,,0,0,0,0,0,1,-1,5.5,2.0,1.0,,,112.1,112.3,115.2,110.1,-3.0,0.0,0.0,0.0,0.091,1.0,0.0,0.049,1.0,92.7,90.67,0.067,33,75.56,0.051,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,0,6-8,235.0,0,1,0,3.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.67,3,13.5,2.0,1.5,0.06,0.05,0.05,0.14,26.0,77.0,27.5,0.51,0.34,37.0,0.45,91.84,15.0,1.75,1.25,0.03,0.11,0.07,0.1,29.75,81.75,32.25,0.5,0.37,39.25,0.45,94.22,15.5,2.33,1.17,0.03,0.1,0.06,0.1,30.5,84.5,33.17,0.5,0.38,37.83,0.47,95.96,1.64,1.62,1.0,1.0,1.0,4.0,1,1.11,1.91,0.8,0.22,0.36,0.14,0.89,1.55,0.66,0.04,0.05,0.01,0.1,0.11,0.01,94.85,98.19,3.34,0.33,0.55,0.22,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
719,Kevin Love,201567,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,16,6,0,2,2,5,0.4,2,5,0.4,0,0,,0,2,0,0,0,2,-10,8.4,1.2,0.6,F,,87.5,89.7,122.6,123.1,-35.1,0.0,0.133,0.057,0.0,0.6,0.0,0.143,0.6,93.12,94.5,0.044,32,78.75,0.151,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,1,6-8,251.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,2,18.0,8.0,2.5,0.19,0.3,0.24,0.22,33.0,78.0,29.0,0.5,0.44,37.5,0.51,86.52,13.25,6.25,2.25,0.1,0.34,0.22,0.24,25.0,78.75,31.25,0.5,0.42,42.75,0.48,91.86,14.0,5.33,2.0,0.07,0.33,0.21,0.21,27.33,82.0,30.33,0.5,0.42,40.0,0.49,94.29,4.88,6.18,10.0,6.0,4.0,2.0,1,4.93,7.4,2.47,0.8,0.4,-0.4,4.13,7.0,2.87,0.15,0.17,0.02,0.18,0.15,-0.03,94.62,105.84,11.22,0.6,0.2,-0.4,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,0,1
720,Reggie Jackson,202704,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,1,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,0,-2,2.7,0.0,0.0,,,50.0,50.0,133.3,133.3,-83.3,0.0,0.5,0.25,1.0,0.0,0.0,0.2,0.0,121.45,121.45,0.25,4,101.2,0.25,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,0,6-2,208.0,1,0,0,0.0,1,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,3.0,0.5,0.5,0.0,0.0,0.0,0.1,5.5,85.5,30.0,0.49,0.37,34.5,0.46,100.62,3.25,0.25,0.25,0.0,0.06,0.04,0.05,6.25,89.25,31.0,0.49,0.41,37.25,0.47,100.32,3.4,0.2,0.2,0.0,0.05,0.03,0.06,6.8,89.4,32.6,0.48,0.41,37.4,0.45,99.06,0.25,0.5,0.0,0.0,1.0,0.0,1,0.5,0.25,-0.25,0.0,0.0,0.0,0.5,0.25,-0.25,0.12,0.04,-0.08,0.1,0.08,-0.02,97.15,98.36,1.21,0.0,0.25,0.25,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
721,Jimmy Butler III,202710,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,40,28,4,2,11,24,0.458,1,4,0.25,5,6,0.833,1,1,0,1,2,2,-11,37.4,1.051,0.4791666666666667,F,,106.6,105.7,119.5,117.4,-12.9,0.022,0.029,0.025,0.211,0.479,2.0,0.333,0.526,92.17,91.0,0.099,76,75.84,0.339,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,1,6-7,230.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.33,3,39.0,16.5,6.5,0.06,0.09,0.07,0.22,73.0,87.0,37.0,0.45,0.41,41.5,0.51,90.24,42.0,20.5,7.5,0.06,0.1,0.08,0.26,79.5,88.25,33.0,0.43,0.45,42.5,0.46,91.54,40.17,18.83,7.33,0.06,0.13,0.09,0.26,75.83,84.83,31.17,0.45,0.4,41.0,0.48,90.91,6.89,6.08,4.0,7.0,7.0,11.0,1,6.59,6.0,-0.59,2.24,1.8,-0.44,4.35,4.2,-0.15,0.08,0.08,0.0,0.27,0.33,0.06,94.49,105.84,11.35,1.71,2.4,0.69,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,0,1
722,Cody Zeller,203469,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,6,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,4,0.0,0.0,,,,116.7,117.8,83.3,83.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.05,96.54,-0.057,12,80.45,0.0,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,0,6-11,240.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,3,7.5,1.5,1.0,0.04,0.2,0.09,0.15,15.0,87.0,37.0,0.45,0.41,41.5,0.51,90.24,5.25,1.25,1.0,0.08,0.16,0.11,0.21,10.5,86.25,31.75,0.44,0.42,41.75,0.49,89.45,8.67,1.83,1.17,0.07,0.17,0.11,0.18,17.17,84.0,32.33,0.46,0.41,43.83,0.48,92.03,2.0,2.64,0.0,3.0,0.0,2.0,1,2.12,3.0,0.88,0.53,0.5,-0.03,1.59,2.5,0.91,0.14,0.14,0.0,0.16,0.1,-0.06,94.44,106.06,11.62,0.65,0.5,-0.15,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,0,1
723,Kentavious Caldwell-Pope,203484,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,28,6,0,3,1,4,0.25,0,3,0.0,4,4,1.0,0,3,0,0,1,2,12,8.6,1.042,0.25,G,,119.3,120.0,103.7,101.1,15.6,0.0,0.091,0.051,0.0,0.25,0.0,0.106,0.521,95.77,94.85,0.026,57,79.04,0.11,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,1,6-5,204.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3,36.0,6.0,2.0,0.01,0.07,0.04,0.1,68.0,77.0,27.5,0.51,0.34,37.0,0.45,91.84,36.25,8.0,3.5,0.01,0.08,0.04,0.12,70.5,81.75,32.25,0.5,0.37,39.25,0.45,94.22,34.5,9.5,4.33,0.02,0.07,0.04,0.14,68.0,84.5,33.17,0.5,0.38,37.83,0.47,95.96,3.45,2.88,3.0,3.0,4.0,3.0,1,3.22,3.27,0.05,0.78,0.64,-0.14,2.44,2.64,0.2,0.05,0.05,0.0,0.13,0.12,-0.01,94.85,98.19,3.34,0.89,0.64,-0.25,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
724,Aaron Gordon,203932,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,34,11,5,10,5,10,0.5,0,0,,1,4,0.25,3,7,1,0,0,3,16,33.5,0.935,0.5,F,,114.5,118.3,94.0,93.0,20.5,0.094,0.167,0.135,0.2,0.5,0.0,0.15,0.468,95.51,96.56,0.109,69,80.47,0.158,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,1,6-8,235.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.67,3,37.0,8.5,6.0,0.05,0.14,0.09,0.12,71.0,77.0,27.5,0.51,0.34,37.0,0.45,91.84,36.75,9.0,5.75,0.06,0.09,0.08,0.13,71.25,81.75,32.25,0.5,0.37,39.25,0.45,94.22,37.0,9.0,5.33,0.06,0.07,0.07,0.14,74.0,84.5,33.17,0.5,0.38,37.83,0.47,95.96,5.55,6.5,7.0,6.0,6.0,3.0,1,5.89,6.09,0.2,2.11,2.73,0.62,3.78,3.36,-0.42,0.08,0.09,0.01,0.15,0.16,0.01,94.85,98.19,3.34,1.0,1.0,0.0,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
725,Nikola Jokić,203999,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,44,32,10,21,12,21,0.571,1,2,0.5,7,8,0.875,3,18,0,2,3,5,15,75.2,1.305,0.5952380952380952,C,,121.4,118.6,104.8,103.0,16.6,0.086,0.353,0.244,0.37,0.595,3.33,0.283,0.653,93.56,91.65,0.264,84,76.37,0.289,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,1,6-11,284.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,3,41.0,20.0,12.0,0.04,0.21,0.13,0.32,78.5,77.0,27.5,0.51,0.34,37.0,0.45,91.84,41.25,20.75,11.0,0.04,0.2,0.13,0.3,79.75,81.75,32.25,0.5,0.37,39.25,0.45,94.22,41.5,20.17,10.83,0.07,0.25,0.16,0.29,83.17,84.5,33.17,0.5,0.38,37.83,0.47,95.96,14.82,11.75,11.0,10.0,14.0,6.0,1,14.22,12.82,-1.4,2.56,4.18,1.62,11.67,8.64,-3.03,0.17,0.18,0.01,0.28,0.32,0.04,94.85,98.19,3.34,3.56,3.45,-0.11,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
726,Jamal Murray,1627750,DEN @ MIA,DEN,1610612743,MIA,0,42200403,2023-06-07,W,45,34,10,10,12,22,0.545,3,6,0.5,7,8,0.875,3,7,1,0,7,2,14,57.0,1.332,0.6136363636363636,G,,118.6,120.0,102.3,100.7,16.3,0.077,0.13,0.108,0.385,0.614,1.43,0.324,0.666,92.78,92.59,0.198,86,77.16,0.337,"JUN 07, 2023",240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,118.63299956464954,7.0,3.0,33.0,0.3695652173913043,1610612748.0,118.63299956464954,91.88,93.12,94.36,1,1,6-4,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.67,3,41.5,18.5,9.0,0.03,0.1,0.06,0.23,78.0,77.0,27.5,0.51,0.34,37.0,0.45,91.84,42.0,21.0,10.75,0.01,0.1,0.06,0.26,80.25,81.75,32.25,0.5,0.37,39.25,0.45,94.22,41.33,21.33,11.0,0.02,0.12,0.07,0.26,81.83,84.5,33.17,0.5,0.38,37.83,0.47,95.96,5.64,6.0,4.0,6.0,3.0,7.0,1,6.22,5.18,-1.04,0.89,0.64,-0.25,5.33,4.55,-0.78,0.07,0.07,0.0,0.26,0.28,0.02,94.85,98.19,3.34,2.67,2.36,-0.31,DEN-MIA,4,3,NBA Finals,119.16,99.53999999999999,0.2012,5,1610612748,5,1610612748,119.97999999999999,1610612748,117.5,1610612748.0,121.225,1610612748.0,122.69999999999999,0.25,93.82000000000001,1610612748,91.402,92.611,0,0
727,Bam Adebayo,1628389,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,41,22,3,17,7,21,0.333,0,0,,8,10,0.8,6,11,0,1,0,2,-20,49.9,0.866,0.3333333333333333,C,,98.7,98.1,122.8,121.2,-24.1,0.118,0.314,0.198,0.15,0.333,0.0,0.292,0.433,93.07,92.2,0.135,78,76.84,0.301,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743.0,99.61848240779992,94.36,93.12,91.88,1,1,6-9,255.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,3,40.0,19.5,10.5,0.05,0.26,0.15,0.26,75.5,87.0,37.0,0.45,0.41,41.5,0.51,90.24,42.25,16.25,7.25,0.06,0.21,0.13,0.21,80.0,88.25,33.0,0.43,0.45,42.5,0.46,91.54,39.33,14.5,6.83,0.06,0.2,0.13,0.23,74.5,84.83,31.17,0.45,0.4,41.0,0.48,90.91,10.11,9.62,9.0,13.0,10.0,13.0,1,10.22,8.6,-1.62,2.89,2.2,-0.69,7.33,6.4,-0.93,0.13,0.14,0.01,0.22,0.28,0.06,94.37,105.84,11.47,2.5,3.4,0.9,DEN-MIA,4,3,NBA Finals,95.22,119.97999999999999,0.2138,5,1610612743,5,1610612743,99.53999999999999,1610612743,103.0,1610612743.0,93.45,1610612743.0,104.8,0.26675,91.402,1610612743,93.82000000000001,92.611,1,1
