,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
10,Quentin Grimes,1629656,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,27,5,1,5,1,4,0.25,1,4,0.25,2,2,1.0,1,4,0,1,0,3,10,15.5,1.025,0.375,G,,116.4,120.4,96.4,96.9,19.9,0.037,0.125,0.085,0.043,0.375,0.0,0.076,0.512,96.96,98.85,0.05,55,82.37,0.078,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
11,Dean Wade,1629731,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,7,2,0,1,0,1,0.0,0,1,0.0,2,2,1.0,0,1,0,0,0,0,-14,3.2,1.064,0.0,,,41.2,41.8,110.5,112.7,-69.3,0.0,0.143,0.063,0.0,0.0,0.0,0.118,0.532,114.04,115.97,0.105,17,96.64,0.119,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.42045454545454547,1610612752.0,101.8479630407392,95.24,94.46000000000001,93.68
12,Obi Toppin,1630167,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,14,9,1,4,3,4,0.75,1,2,0.5,2,2,1.0,1,3,0,0,1,0,12,14.3,1.844,0.875,,,133.3,136.1,93.3,94.9,40.0,0.077,0.2,0.143,0.091,0.875,1.0,0.167,0.922,97.88,99.68,0.2,30,83.06,0.174,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
13,Stephen Curry,201939,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,37,30,2,6,11,20,0.55,6,14,0.429,2,2,1.0,1,5,0,0,5,3,11,35.2,1.437,0.7,G,,117.6,117.0,108.5,106.8,9.1,0.026,0.1,0.067,0.077,0.7,0.4,0.265,0.718,108.23,107.08,0.133,85,89.23,0.275,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
14,Draymond Green,203110,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,33,4,11,9,1,5,0.2,0,1,0.0,2,2,1.0,2,7,2,1,3,3,-1,37.3,0.68,0.2,F,,113.2,113.9,117.6,113.6,-4.4,0.059,0.179,0.123,0.379,0.2,3.67,0.103,0.34,109.1,107.64,0.102,76,89.7,0.109,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
15,Alex Len,203458,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,13,4,0,7,2,2,1.0,0,0,,0,0,,2,5,0,1,2,3,10,13.4,2.0,1.0,,,157.7,147.7,106.9,116.5,50.8,0.2,0.385,0.304,0.0,1.0,0.0,0.125,1.0,101.07,102.26,0.09,26,85.22,0.126,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
16,Andrew Wiggins,203952,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,28,17,1,3,7,16,0.438,1,8,0.125,2,4,0.5,2,1,0,4,0,3,-5,34.1,0.957,0.46875,,,107.8,107.5,117.5,114.2,-9.6,0.063,0.029,0.045,0.056,0.469,0.0,0.25,0.479,109.75,108.09,0.068,64,90.07,0.26,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
17,Trey Lyles,1626168,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,18,16,1,6,6,8,0.75,4,6,0.667,0,0,,2,4,0,0,0,3,7,24.7,2.0,1.0,,,125.0,123.8,102.4,101.2,22.6,0.125,0.2,0.167,0.091,1.0,0.0,0.174,1.0,110.72,109.55,0.227,40,91.29,0.18,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
18,Kevon Looney,1626172,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,32,8,2,9,2,2,1.0,0,0,,4,6,0.667,2,7,1,1,0,5,0,27.8,1.724,1.0,C,,115.1,116.8,116.7,117.0,-1.6,0.065,0.189,0.132,0.071,1.0,0.0,0.062,0.862,107.09,108.05,0.091,73,90.04,0.064,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
19,Domantas Sabonis,1627734,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,35,12,2,16,5,17,0.294,0,1,0.0,2,4,0.5,5,11,3,0,4,3,-9,39.2,0.64,0.29411764705882354,C,,106.4,104.5,117.9,116.0,-11.5,0.106,0.314,0.195,0.083,0.294,0.5,0.242,0.32,109.25,107.38,0.064,78,89.48,0.249,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
20,Gary Payton II,1627780,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,20,8,2,4,4,7,0.571,0,2,0.0,0,0,,1,3,2,0,2,3,-3,19.8,1.143,0.5714285714285714,,,117.8,116.7,121.7,118.7,-4.0,0.048,0.1,0.078,0.125,0.571,1.0,0.184,0.571,109.04,107.2,0.08,45,89.33,0.186,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
21,Donte DiVincenzo,1628978,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,20,10,4,3,3,5,0.6,2,4,0.5,2,2,1.0,1,2,0,0,1,3,2,18.6,1.701,0.8,F,,122.7,123.5,123.8,120.1,-1.1,0.059,0.091,0.077,0.267,0.8,4.0,0.14,0.85,105.45,104.24,0.114,44,86.87,0.147,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.97999999999999,108.08
22,Kevin Huerter,1628989,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,31,6,2,5,3,12,0.25,0,5,0.0,0,0,,0,5,0,1,0,2,-2,18.0,0.5,0.25,G,,111.3,106.0,117.4,118.6,-6.1,0.0,0.179,0.072,0.083,0.25,0.0,0.136,0.25,110.7,108.5,0.018,71,90.42,0.14,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
23,Keegan Murray,1631099,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,16,2,0,4,1,5,0.2,0,3,0.0,0,0,,2,2,0,0,0,2,1,6.8,0.4,0.2,F,,117.6,115.9,111.4,112.6,6.2,0.091,0.143,0.111,0.0,0.2,0.0,0.116,0.2,104.83,104.59,-0.014,34,87.16,0.118,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
24,Harrison Barnes,203084,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,36,13,2,7,5,11,0.455,1,3,0.333,2,2,1.0,4,3,3,0,0,0,-10,33.4,1.094,0.5,F,,107.4,105.7,116.9,116.0,-9.5,0.083,0.083,0.083,0.08,0.5,0.0,0.122,0.547,109.37,108.11,0.112,81,90.09,0.126,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744.0,116.580310880829,108.08,107.97999999999999,107.88
25,James Harden,201935,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,36,23,13,4,8,21,0.381,7,13,0.538,0,0,,1,3,1,0,4,3,20,46.3,1.095,0.5476190476190477,G,,141.4,139.1,112.9,115.7,28.6,0.027,0.143,0.069,0.5,0.548,3.25,0.294,0.548,92.75,93.12,0.119,70,77.6,0.297,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6
26,Seth Curry,203552,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,16,10,1,0,4,5,0.8,2,3,0.667,0,0,,0,0,0,0,1,0,-7,10.5,2.0,1.0,,,112.1,111.9,141.9,140.5,-29.8,0.0,0.0,0.0,0.111,1.0,1.0,0.176,1.0,94.73,94.14,0.107,33,78.45,0.181,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,1610612755.0,111.47902869757176,90.6,90.32,90.04
27,Spencer Dinwiddie,203915,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,36,14,7,3,5,12,0.417,1,5,0.2,3,5,0.6,0,3,2,0,4,1,-13,30.1,0.986,0.4583333333333333,G,,117.4,117.9,140.3,135.9,-22.9,0.0,0.079,0.051,0.28,0.458,1.75,0.254,0.493,90.96,89.72,0.069,69,74.77,0.255,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,1610612755.0,111.47902869757176,90.6,90.32,90.04
28,Joe Harris,203925,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,14,3,0,2,1,3,0.333,1,3,0.333,0,0,,0,2,0,0,2,1,-3,3.4,1.0,0.5,,,96.3,93.3,116.0,116.0,-19.7,0.0,0.167,0.095,0.0,0.5,0.0,0.172,0.5,90.54,89.04,0.0,27,74.2,0.179,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,1610612755.0,111.47902869757176,90.6,90.32,90.04
29,Royce O'Neale,1626220,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,28,4,6,3,2,5,0.4,0,3,0.0,0,0,,0,3,1,0,2,3,-13,17.6,0.8,0.4,,,111.1,112.1,135.2,137.5,-24.1,0.0,0.13,0.073,0.3,0.4,3.0,0.121,0.4,91.58,92.79,0.044,54,77.32,0.126,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,1610612755.0,111.47902869757176,90.6,90.32,90.04
30,Georges Niang,1627777,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,20,8,0,0,3,5,0.6,2,4,0.5,0,0,,0,0,0,0,0,3,9,8.0,1.6,0.8,,,132.4,131.3,100.0,102.0,32.4,0.0,0.0,0.0,0.0,0.8,0.0,0.122,0.8,92.6,93.18,0.031,37,77.65,0.121,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6
31,De'Anthony Melton,1629001,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,22,6,5,3,2,9,0.222,2,7,0.286,0,0,,1,2,1,0,0,1,15,20.1,0.667,0.3333333333333333,,,134.9,134.3,100.0,99.5,34.9,0.05,0.143,0.088,0.263,0.333,0.0,0.184,0.333,93.11,92.68,0.062,43,77.23,0.187,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6
32,Nic Claxton,1629651,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,30,5,1,10,2,4,0.5,0,0,,1,2,0.5,1,9,0,3,0,2,-20,27.5,1.025,0.5,C,,93.1,99.9,129.8,125.5,-36.7,0.048,0.243,0.172,0.05,0.5,0.0,0.082,0.512,89.88,91.44,0.097,58,76.2,0.088,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,1610612755.0,111.47902869757176,90.6,90.32,90.04
33,Jalen McDaniels,1629667,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,17,5,2,4,2,2,1.0,1,1,1.0,0,0,,0,4,0,0,0,1,11,12.8,2.5,1.25,,,140.0,138.5,93.9,93.4,46.1,0.0,0.333,0.16,0.143,1.25,0.0,0.059,1.25,90.21,89.47,0.133,30,74.56,0.058,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6
34,Paul Reed,1630194,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,13,11,0,4,5,6,0.833,0,0,,1,1,1.0,2,2,2,0,1,3,5,20.8,1.708,0.8333333333333334,,,134.6,137.6,111.1,115.0,23.5,0.2,0.333,0.25,0.0,0.833,0.0,0.241,0.854,95.98,98.73,0.188,26,82.28,0.246,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6
35,Julius Randle,203944,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,34,19,4,10,7,20,0.35,3,10,0.3,2,4,0.5,2,8,2,0,5,4,-8,38.0,0.873,0.425,F,,91.0,90.7,101.5,105.0,-10.4,0.051,0.229,0.135,0.25,0.425,0.8,0.325,0.437,95.13,96.56,0.099,67,80.47,0.341,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
36,Donovan Mitchell,1628378,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,44,38,8,5,14,30,0.467,6,16,0.375,4,6,0.667,1,4,3,1,2,1,2,66.0,1.164,0.5666666666666667,G,,108.1,107.8,108.3,105.9,-0.2,0.022,0.083,0.054,0.4,0.567,4.0,0.354,0.582,94.69,93.51,0.227,86,77.92,0.36,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.42045454545454547,1610612752.0,101.8479630407392,95.24,94.46000000000001,93.68
37,Jarrett Allen,1628386,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,43,14,4,14,6,8,0.75,0,0,,2,2,1.0,3,11,0,0,1,3,2,35.8,1.577,0.75,C,,107.1,107.8,107.3,103.6,-0.2,0.068,0.229,0.152,0.143,0.75,4.0,0.103,0.788,94.32,92.98,0.172,84,77.48,0.106,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.42045454545454547,1610612752.0,101.8479630407392,95.24,94.46000000000001,93.68
38,Josh Hart,1628404,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,33,17,2,10,8,11,0.727,1,2,0.5,0,0,,5,5,1,0,2,4,5,33.0,1.545,0.7727272727272727,,,107.9,104.0,98.4,98.4,9.5,0.143,0.143,0.143,0.111,0.773,1.0,0.16,0.773,94.47,92.69,0.196,63,77.24,0.166,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
39,Mitchell Robinson,1629011,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,26,6,0,8,3,5,0.6,0,0,,0,0,,5,3,2,0,0,2,-15,21.6,1.2,0.6,C,,80.0,76.5,107.8,109.8,-27.8,0.152,0.107,0.131,0.0,0.6,0.0,0.079,0.6,94.11,92.86,0.142,50,77.38,0.082,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
40,RJ Barrett,1629628,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,31,7,6,4,2,12,0.167,1,5,0.2,2,2,1.0,0,4,4,0,1,1,-13,31.8,0.543,0.20833333333333334,F,,95.0,90.4,118.6,116.7,-23.6,0.0,0.143,0.061,0.333,0.208,6.0,0.189,0.272,95.02,91.93,0.085,60,76.61,0.192,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.43373493975903615,1610612739.0,107.81383432963278,93.68,94.46000000000001,95.24
41,Isaac Okoro,1630171,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,23,6,2,3,1,6,0.167,0,4,0.0,4,4,1.0,2,1,0,0,0,3,6,12.6,0.773,0.16666666666666666,F,,100.0,100.1,85.1,84.4,14.9,0.074,0.036,0.055,0.118,0.167,0.0,0.145,0.387,98.82,98.43,0.03,46,82.03,0.148,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.42045454545454547,1610612752.0,101.8479630407392,95.24,94.46000000000001,93.68
