,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_REB_2,REB_ROLL_REB_2,REB_STD_AVG_2,OREB_ROLL_REB_2,DREB_ROLL_REB_2,OREB_PCT_ROLL_REB_2,DREB_PCT_ROLL_REB_2,REB_PCT_ROLL_REB_2,USG_PCT_ROLL_REB_2,GAME_PACE_ROLL_REB_2,MIN_ROLL_REB_4,REB_ROLL_REB_4,REB_STD_AVG_4,OREB_ROLL_REB_4,DREB_ROLL_REB_4,OREB_PCT_ROLL_REB_4,DREB_PCT_ROLL_REB_4,REB_PCT_ROLL_REB_4,USG_PCT_ROLL_REB_4,GAME_PACE_ROLL_REB_4,MIN_ROLL_REB_6,REB_ROLL_REB_6,REB_STD_AVG_6,OREB_ROLL_REB_6,DREB_ROLL_REB_6,OREB_PCT_ROLL_REB_6,DREB_PCT_ROLL_REB_6,REB_PCT_ROLL_REB_6,USG_PCT_ROLL_REB_6,GAME_PACE_ROLL_REB_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,DAYS_OF_REST,DAYS_AGO,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,REB_VS_DEF,OREB_PCT_VS_DEF,DREB_PCT_VS_DEF,REB_PCT_VS_DEF,USG_PCT_VS_DEF,GAME_PACE_VS_DEF,GUARD,FORWARD,CENTER
73,73,Leonard Miller,1631159,MIN @ LAL,MIN,1610612750,LAL,0,42400161,2025-04-19,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,1,1.2,0.0,,,,100.0,138.9,100.0,100.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.0,0.0,67.74,80.64,0.182,4,67.2,0.0,"APR 19, 2025",240,44,86,0.512,21,42,0.5,8,10,0.8,11,33,44,29,8,4,10,21,117,130.8724832214765,5.0,4.0,38.0,0.3975903614457831,1610612747,130.8724832214765,89.4,89.72,90.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,64,,,,,130.87,5.0,4.0,-1.6220095365986904,-0.0622206191534617,0,-0.401,-1.0,1.22,0.0,-1.0,-0.066,0,1,0
39,39,Shake Milton,1629003,LAL vs. MIN,LAL,1610612747,MIN,1,42400161,2025-04-19,L,3,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,1,1,0.0,0.0,0.0,,,125.0,125.0,80.0,103.1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,62.35,71.21,-0.4,4,59.34,0.111,"APR 19, 2025",240,33,83,0.398,15,41,0.366,14,16,0.875,13,25,38,15,5,4,13,10,95,105.50866281652598,8.0,4.0,44.0,0.5116279069767442,1610612750,105.50866281652598,90.04,89.72,89.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,64,,,,,105.51,8.0,4.0,0.47254947287486965,0.7629453149978763,1,,,,,0.85,-0.042,1,0,0
4,4,Michael Porter Jr.,1629008,DEN vs. LAC,DEN,1610612743,LAC,1,42400171,2025-04-19,W,26,3,0,4,1,4,0.25,1,2,0.5,0,0,,1,3,0,0,1,1,-8,6.8,0.75,0.375,F,,92.3,90.5,112.0,109.6,-19.7,0.04,0.115,0.078,0.0,0.375,0.0,0.088,0.375,94.43,92.51,0.018,52,77.09,0.091,"APR 19, 2025",265,41,94,0.436,9,27,0.333,21,27,0.778,12,33,45,24,11,1,11,18,112,106.78871090770406,7.0,6.0,44.0,0.5,1610612746,106.78871090770406,104.88,103.46,102.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,64,,,,,106.79,7.0,6.0,0.366830406150652,0.8187873753426782,1,-0.324,0.0,-0.233,-0.133,-0.323,0.044,0,1,0
20,20,Ryan Rollins,1631157,MIL @ IND,MIL,1610612749,IND,0,42400131,2025-04-19,L,19,5,3,2,2,8,0.25,1,4,0.25,0,0,,1,1,1,0,0,2,-13,14.9,0.625,0.3125,G,,90.2,91.6,131.6,133.7,-41.3,0.045,0.077,0.057,0.25,0.313,0.0,0.167,0.313,100.24,101.79,0.031,41,84.82,0.18,"APR 19, 2025",240,35,84,0.417,9,37,0.243,19,28,0.679,8,33,41,15,4,3,10,20,98,99.67453213995118,6.0,6.0,43.0,0.5185185185185185,1610612754,99.67453213995118,98.32,95.38,92.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,64,,,,,99.67,6.0,6.0,0.9548927148041124,0.9724816123404478,1,0.0,0.125,-0.038,-0.05,-0.018,0.0,1,0,0
57,57,Mitchell Robinson,1629011,NYK vs. DET,NYK,1610612752,DET,1,42400121,2025-04-19,W,18,6,0,6,3,3,1.0,0,0,,0,0,,3,3,1,2,0,1,-9,22.2,2.0,1.0,,,94.7,92.4,115.4,113.5,-20.6,0.136,0.188,0.158,0.0,1.0,0.0,0.067,1.0,105.51,103.37,0.195,38,86.14,0.068,"APR 19, 2025",240,49,93,0.527,10,26,0.385,15,17,0.882,8,28,36,26,12,9,9,21,123,121.20614899487585,6.0,9.0,37.0,0.4767441860465116,1610612765,121.20614899487585,101.48,102.14,102.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,64,,,,,121.21,6.0,9.0,-0.8241609549143603,0.5795761451436776,0,-0.077,-0.15,0.106,-0.013,-0.043,0.018,0,1,1
56,56,Landry Shamet,1629013,NYK vs. DET,NYK,1610612752,DET,1,42400121,2025-04-19,W,10,2,0,0,1,2,0.5,0,0,,0,0,,0,0,0,0,1,0,-6,1.0,1.0,0.5,,,108.7,102.8,134.8,142.5,-26.1,0.0,0.0,0.0,0.0,0.5,0.0,0.115,0.5,108.25,108.06,0.0,23,90.05,0.114,"APR 19, 2025",240,49,93,0.527,10,26,0.385,15,17,0.882,8,28,36,26,12,9,9,21,123,121.20614899487585,6.0,9.0,37.0,0.4767441860465116,1610612765,121.20614899487585,101.48,102.14,102.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,64,,,,,121.21,6.0,9.0,-0.8241609549143603,0.5795761451436776,0,-1.0,,-1.0,-1.0,0.438,0.025,1,0,0
61,61,Christian Braun,1631128,DEN vs. LAC,DEN,1610612743,LAC,1,42400171,2025-04-19,W,45,11,1,3,5,10,0.5,1,4,0.25,0,0,,1,2,2,0,0,4,5,22.1,1.1,0.55,G,,117.4,115.6,112.9,112.0,4.5,0.022,0.054,0.036,0.029,0.55,0.0,0.098,0.55,92.07,90.96,0.041,86,75.8,0.102,"APR 19, 2025",265,41,94,0.436,9,27,0.333,21,27,0.778,12,33,45,24,11,1,11,18,112,106.78871090770406,7.0,6.0,44.0,0.5,1610612746,106.78871090770406,104.88,103.46,102.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,64,,,,,106.79,7.0,6.0,0.366830406150652,0.8187873753426782,1,-0.462,-0.45,-0.4,-0.486,-0.3,0.044,1,0,0
11,11,Gary Trent Jr.,1629018,MIL @ IND,MIL,1610612749,IND,0,42400131,2025-04-19,L,27,14,2,2,6,11,0.545,2,7,0.286,0,0,,0,2,1,0,0,1,-4,22.4,1.273,0.6363636363636364,,,101.9,101.6,107.4,111.2,-5.5,0.0,0.071,0.035,0.154,0.636,0.0,0.186,0.636,93.88,95.38,0.139,53,79.48,0.192,"APR 19, 2025",240,35,84,0.417,9,37,0.243,19,28,0.679,8,33,41,15,4,3,10,20,98,99.67453213995118,6.0,6.0,43.0,0.5185185185185185,1610612754,99.67453213995118,98.32,95.38,92.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,64,,,,,99.67,6.0,6.0,0.9548927148041124,0.9724816123404478,1,0.333,,0.42,0.75,0.431,-0.018,1,0,0
38,38,Jarred Vanderbilt,1629020,LAL vs. MIN,LAL,1610612747,MIN,1,42400161,2025-04-19,L,14,2,2,4,1,3,0.333,0,0,,0,0,,2,2,1,0,0,0,-2,12.8,0.667,0.3333333333333333,,,141.7,143.8,150.0,144.7,-8.3,0.182,0.2,0.19,0.182,0.333,0.0,0.107,0.333,86.17,85.25,0.088,24,71.04,0.113,"APR 19, 2025",240,33,83,0.398,15,41,0.366,14,16,0.875,13,25,38,15,5,4,13,10,95,105.50866281652598,8.0,4.0,44.0,0.5116279069767442,1610612750,105.50866281652598,90.04,89.72,89.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,64,,,,,105.51,8.0,4.0,0.47254947287486965,0.7629453149978763,1,-0.25,1.275,-0.167,0.118,0.189,-0.051,0,1,0
82,82,Luka Dončić,1629029,LAL vs. MIN,LAL,1610612747,MIN,1,42400161,2025-04-19,L,40,37,1,8,12,22,0.545,5,10,0.5,8,9,0.889,1,7,2,0,5,3,-12,49.1,1.425,0.6590909090909091,G,,110.4,108.1,126.0,126.8,-15.6,0.025,0.189,0.104,0.059,0.659,0.2,0.352,0.713,92.19,91.52,0.166,77,76.27,0.358,"APR 19, 2025",240,33,83,0.398,15,41,0.366,14,16,0.875,13,25,38,15,5,4,13,10,95,105.50866281652598,8.0,4.0,44.0,0.5116279069767442,1610612750,105.50866281652598,90.04,89.72,89.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,64,,,,,105.51,8.0,4.0,0.47254947287486965,0.7629453149978763,1,0.067,1.5,0.05,0.04,0.135,-0.042,1,1,0
33,33,James Harden,201935,LAC @ DEN,LAC,1610612746,DEN,0,42400171,2025-04-19,L,43,32,11,6,11,22,0.5,4,9,0.444,6,6,1.0,0,6,0,1,2,5,0,56.7,1.299,0.5909090909090909,G,,116.0,117.1,116.0,115.4,0.0,0.0,0.14,0.076,0.423,0.591,5.5,0.289,0.649,90.71,90.84,0.179,81,75.7,0.295,"APR 19, 2025",265,43,86,0.5,12,33,0.364,12,16,0.75,11,33,44,25,7,6,20,25,110,107.80086240689926,11.0,1.0,45.0,0.4361702127659574,1610612743,107.80086240689926,102.04,103.46,104.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,64,,,,,107.8,11.0,1.0,0.28341145506357485,0.626766484011542,0,0.091,-1.0,0.077,0.086,0.204,0.096,1,0,0
37,37,Rui Hachimura,1629060,LAL vs. MIN,LAL,1610612747,MIN,1,42400161,2025-04-19,L,30,9,2,5,3,9,0.333,3,7,0.429,0,0,,0,5,0,0,1,0,-26,17.0,1.0,0.5,F,,79.3,80.1,126.3,124.9,-47.0,0.0,0.179,0.081,0.167,0.5,2.0,0.154,0.5,93.12,93.09,0.087,58,77.57,0.16,"APR 19, 2025",240,33,83,0.398,15,41,0.366,14,16,0.875,13,25,38,15,5,4,13,10,95,105.50866281652598,8.0,4.0,44.0,0.5116279069767442,1610612750,105.50866281652598,90.04,89.72,89.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,64,,,,,105.51,8.0,4.0,0.47254947287486965,0.7629453149978763,1,0.0,,-0.006,0.013,0.027,0.0,0,1,0
