,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CHI,TEAM__DAL,TEAM__DEN,TEAM__GSW,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NOP,TEAM__PHI,TEAM__PHX,TEAM__TOR,TEAM__UTA,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CHI,OPP__DAL,OPP__DEN,OPP__GSW,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NOP,OPP__PHI,OPP__PHX,OPP__TOR,OPP__UTA,MATCHUP_AVG_PTS_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,FG_PCT_ROLL_AVG_2,FG3A_ROLL_AVG_2,FG3M_ROLL_AVG_2,FG3_PCT_ROLL_AVG_2,FTM_ROLL_AVG_2,FTA_ROLL_AVG_2,FT_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,TS_PCT_ROLL_AVG_2,EFG_PCT_ROLL_AVG_2,TEAM_PACE_ROLL_AVG_2,TEAM_OFF_RATING_ROLL_AVG_2,OPP_DEF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,FG_PCT_ROLL_AVG_4,FG3A_ROLL_AVG_4,FG3M_ROLL_AVG_4,FG3_PCT_ROLL_AVG_4,FTM_ROLL_AVG_4,FTA_ROLL_AVG_4,FT_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,TS_PCT_ROLL_AVG_4,EFG_PCT_ROLL_AVG_4,TEAM_PACE_ROLL_AVG_4,TEAM_OFF_RATING_ROLL_AVG_4,OPP_DEF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,FG_PCT_ROLL_AVG_6,FG3A_ROLL_AVG_6,FG3M_ROLL_AVG_6,FG3_PCT_ROLL_AVG_6,FTM_ROLL_AVG_6,FTA_ROLL_AVG_6,FT_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,TS_PCT_ROLL_AVG_6,EFG_PCT_ROLL_AVG_6,TEAM_PACE_ROLL_AVG_6,TEAM_OFF_RATING_ROLL_AVG_6,OPP_DEF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,PTS_LAG_1,PTS_LAG_2,PTS_LAG_3,PTS_LAG_4,DEF_CATEGORY,PTS_VS_DEF_STRONG,PTS_VS_DEF_WEAK,PTS_VS_DEF_DIFF,FGA_VS_DEF_STRONG,FGA_VS_DEF_WEAK,FGA_VS_DEF_DIFF,FTA_VS_DEF_STRONG,FTA_VS_DEF_WEAK,FTA_VS_DEF_DIFF,FG3A_VS_DEF_STRONG,FG3A_VS_DEF_WEAK,FG3A_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
10,Bojan Bogdanović,202711,UTA vs. DAL,UTA,1610612762,DAL,1,42100173,2022-04-21,L,32,24,2,6,8,12,0.667,4,7,0.571,4,4,1.0,0,6,0,0,3,5,4,31.2,1.744,0.8333333333333334,F,,131.7,130.7,125.4,120.4,6.3,0.0,0.214,0.122,0.091,0.833,0.67,0.262,0.872,97.37,95.04,0.14,63,79.2,0.268,"APR 21, 2022",240,39,69,0.565,9,28,0.321,31,33,0.939,1,31,32,20,2,4,14,28,118,122.25445503522587,10.0,1.0,32.0,0.4939759036144578,1610612742.0,122.25445503522587,96.52,97.58,98.64,1,1,6-7,226.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,3,40.0,17.5,10.0,0.57,5.0,1.5,0.29,4.0,4.5,0.93,0.24,0.66,0.62,91.96,110.5,110.5,40.0,17.5,10.0,0.57,5.0,1.5,0.29,4.0,4.5,0.93,0.24,0.66,0.62,91.96,110.5,110.5,40.0,17.5,10.0,0.57,5.0,1.5,0.29,4.0,4.5,0.93,0.24,0.66,0.62,91.96,110.5,110.5,24.0,17.67,25.0,26.0,,,1,16.4,0.0,-16.4,12.2,0.0,-12.2,4.4,0.0,-4.4,5.4,0.0,-5.4,0.22,0.0,-0.22,2.0,0.0,-2.0,DAL-UTA,1,2,First Round,114.94000000000001,126.84,0.2112,5,1610612742,4,1610612742,117.38,1610612742,124.3,1610612742,113.10000000000001,1610612742.0,92.9,0.3273333333333333,96.83200000000001,1610612742,95.47200000000001,96.15200000000002,0,2
11,Dāvis Bertāns,202722,DAL @ UTA,DAL,1610612742,UTA,0,42100173,2022-04-21,W,14,15,0,2,4,7,0.571,4,7,0.571,3,3,1.0,1,1,0,1,1,3,6,19.4,1.803,0.8571428571428571,,,146.7,141.2,122.6,137.1,24.1,0.077,0.125,0.095,0.0,0.857,0.0,0.265,0.901,101.72,105.39,0.143,30,87.82,0.271,"APR 21, 2022",240,41,83,0.494,18,42,0.429,26,31,0.839,6,26,32,24,10,1,8,32,126,127.73722627737226,2.0,4.0,32.0,0.5652173913043478,1610612762.0,127.73722627737226,98.64,97.58,96.52,1,0,6-10,225.0,0,1,0,3.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.33,3,15.5,2.0,0.5,0.17,2.0,0.5,0.17,0.5,1.0,0.5,0.07,0.26,0.25,90.34,112.42,112.42,15.5,2.0,0.5,0.17,2.0,0.5,0.17,0.5,1.0,0.5,0.07,0.26,0.25,90.34,112.42,112.42,15.5,2.0,0.5,0.17,2.0,0.5,0.17,0.5,1.0,0.5,0.07,0.26,0.25,90.34,112.42,112.42,1.33,15.0,0.0,4.0,,,1,4.43,3.8,-0.63,3.71,2.6,-1.11,0.57,0.6,0.03,3.14,2.6,-0.54,0.18,0.14,-0.04,0.29,0.1,-0.19,DAL-UTA,1,2,First Round,114.5,117.38,0.18619999999999998,4,1610612762,5,1610612762,126.84,1610612762,123.65,1610612762,127.65,1610612762.0,131.6,0.2144,95.47200000000001,1610612762,96.83200000000001,96.15200000000002,0,0
12,Austin Rivers,203085,DEN vs. GSW,DEN,1610612743,GSW,1,42100163,2022-04-21,L,21,6,1,1,2,2,1.0,2,2,1.0,0,0,,0,1,2,1,1,5,1,16.7,3.0,1.5,,,115.2,115.9,115.6,118.3,-0.3,0.0,0.063,0.03,0.059,1.5,1.0,0.059,1.5,101.76,103.26,0.05,46,86.05,0.06,"APR 21, 2022",240,40,80,0.5,11,26,0.423,22,27,0.815,11,33,44,25,9,3,17,26,113,115.44748671843077,7.0,6.0,30.0,0.5540540540540541,1610612744.0,115.44748671843077,97.88,98.1,98.32,1,0,6-4,200.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,3,23.5,5.0,2.5,0.5,2.5,0.5,0.25,0.5,0.5,1.0,0.1,0.58,0.55,97.48,109.3,109.3,23.5,5.0,2.5,0.5,2.5,0.5,0.25,0.5,0.5,1.0,0.1,0.58,0.55,97.48,109.3,109.3,23.5,5.0,2.5,0.5,2.5,0.5,0.25,0.5,0.5,1.0,0.1,0.58,0.55,97.48,109.3,109.3,6.0,4.0,7.0,5.0,,,1,4.0,0.0,-4.0,3.25,0.0,-3.25,0.0,0.0,0.0,2.25,0.0,-2.25,0.08,0.0,-0.08,0.75,0.0,-0.75,DEN-GSW,1,2,First Round,115.8,115.08,0.2082,5,1610612744,4,1610612744,109.82000000000001,1610612744,116.0,1610612744,105.7,,,0.45920000000000005,99.5,1610612744,101.938,100.719,0,0
13,Draymond Green,203110,GSW @ DEN,GSW,1610612744,DEN,0,42100163,2022-04-21,W,35,6,10,5,2,6,0.333,1,3,0.333,1,4,0.25,0,5,2,1,4,5,4,32.0,0.773,0.4166666666666667,F,,117.6,119.0,113.7,114.3,3.9,0.0,0.152,0.077,0.357,0.417,2.5,0.154,0.387,98.82,99.68,0.049,74,83.07,0.156,"APR 21, 2022",240,41,74,0.554,18,40,0.45,18,28,0.643,4,26,30,29,7,6,16,25,118,120.01627339300244,9.0,3.0,44.0,0.5,1610612743.0,120.01627339300244,98.32,98.1,97.88,1,1,6-6,230.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,3,29.5,6.0,3.5,0.56,2.5,1.0,0.42,1.0,1.5,0.75,0.11,0.66,0.64,97.16,128.13,128.13,29.5,6.0,3.5,0.56,2.5,1.0,0.42,1.0,1.5,0.75,0.11,0.66,0.64,97.16,128.13,128.13,29.5,6.0,3.5,0.56,2.5,1.0,0.42,1.0,1.5,0.75,0.11,0.66,0.64,97.16,128.13,128.13,9.67,6.0,6.0,12.0,,,0,7.53,9.0,1.47,6.47,6.75,0.28,2.06,2.75,0.69,1.65,2.25,0.6,0.14,0.13,-0.01,3.0,2.0,-1.0,DEN-GSW,1,2,First Round,111.02000000000001,109.82000000000001,0.1504,4,1610612743,5,1610612743,115.08,1610612743,119.85,1610612743,111.5,1610612743.0,112.7,0.47375,101.938,1610612743,99.5,100.719,0,1
14,Will Barton,203115,DEN vs. GSW,DEN,1610612743,GSW,1,42100163,2022-04-21,L,34,13,5,4,5,13,0.385,3,7,0.429,0,0,,1,3,1,0,1,4,-6,27.3,1.0,0.5,G,,111.3,110.5,119.7,120.3,-8.5,0.029,0.107,0.065,0.217,0.5,5.0,0.173,0.5,101.14,101.03,0.065,71,84.19,0.174,"APR 21, 2022",240,40,80,0.5,11,26,0.423,22,27,0.815,11,33,44,25,9,3,17,26,113,115.44748671843077,7.0,6.0,30.0,0.5540540540540541,1610612744.0,115.44748671843077,97.88,98.1,98.32,1,1,6-5,181.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.33,3,33.5,16.5,7.5,0.44,5.0,2.0,0.42,1.0,1.0,1.0,0.25,0.52,0.51,97.48,109.3,109.3,33.5,16.5,7.5,0.44,5.0,2.0,0.42,1.0,1.0,1.0,0.25,0.52,0.51,97.48,109.3,109.3,33.5,16.5,7.5,0.44,5.0,2.0,0.42,1.0,1.0,1.0,0.25,0.52,0.51,97.48,109.3,109.3,13.0,16.67,12.0,24.0,,,1,11.25,0.0,-11.25,12.0,0.0,-12.0,1.0,0.0,-1.0,5.5,0.0,-5.5,0.17,0.0,-0.17,1.75,0.0,-1.75,DEN-GSW,1,2,First Round,115.8,115.08,0.2082,5,1610612744,4,1610612744,109.82000000000001,1610612744,116.0,1610612744,105.7,,,0.45920000000000005,99.5,1610612744,101.938,100.719,0,0
15,JaMychal Green,203210,DEN vs. GSW,DEN,1610612743,GSW,1,42100163,2022-04-21,L,12,6,0,0,1,2,0.5,0,0,,4,4,1.0,0,0,0,0,1,3,-4,5.0,1.596,0.5,,,108.3,111.7,120.0,126.9,-11.7,0.0,0.0,0.0,0.0,0.5,0.0,0.185,0.798,94.1,98.27,0.027,24,81.89,0.198,"APR 21, 2022",240,40,80,0.5,11,26,0.423,22,27,0.815,11,33,44,25,9,3,17,26,113,115.44748671843077,7.0,6.0,30.0,0.5540540540540541,1610612744.0,115.44748671843077,97.88,98.1,98.32,1,0,6-9,227.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.33,3,16.5,5.0,1.0,0.24,2.5,0.5,0.5,1.0,1.0,1.0,0.14,0.38,0.32,97.48,109.3,109.3,16.5,5.0,1.0,0.24,2.5,0.5,0.5,1.0,1.0,1.0,0.14,0.38,0.32,97.48,109.3,109.3,16.5,5.0,1.0,0.24,2.5,0.5,0.5,1.0,1.0,1.0,0.14,0.38,0.32,97.48,109.3,109.3,6.0,2.33,4.0,3.0,,,1,4.25,0.0,-4.25,3.25,0.0,-3.25,1.75,0.0,-1.75,1.0,0.0,-1.0,0.13,0.0,-0.13,0.5,0.0,-0.5,DEN-GSW,1,2,First Round,115.8,115.08,0.2082,5,1610612744,4,1610612744,109.82000000000001,1610612744,116.0,1610612744,105.7,,,0.45920000000000005,99.5,1610612744,101.938,100.719,0,0
16,Otto Porter Jr.,203490,GSW @ DEN,GSW,1610612744,DEN,0,42100163,2022-04-21,W,22,6,3,3,3,7,0.429,0,3,0.0,0,0,,0,3,2,0,2,3,16,18.1,0.857,0.4285714285714285,,,134.1,138.1,100.0,104.2,34.1,0.0,0.2,0.103,0.176,0.429,1.5,0.2,0.429,91.83,95.11,0.056,44,79.26,0.206,"APR 21, 2022",240,41,74,0.554,18,40,0.45,18,28,0.643,4,26,30,29,7,6,16,25,118,120.01627339300244,9.0,3.0,44.0,0.5,1610612743.0,120.01627339300244,98.32,98.1,97.88,1,0,6-8,230.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.33,3,23.5,5.5,1.5,0.27,3.5,0.5,0.12,0.0,0.0,0.5,0.11,0.32,0.32,97.16,128.13,128.13,23.5,5.5,1.5,0.27,3.5,0.5,0.12,0.0,0.0,0.5,0.11,0.32,0.32,97.16,128.13,128.13,23.5,5.5,1.5,0.27,3.5,0.5,0.12,0.0,0.0,0.5,0.11,0.32,0.32,97.16,128.13,128.13,3.33,6.0,3.0,4.0,,,0,6.07,3.25,-2.82,3.93,4.0,0.07,0.5,0.5,0.0,2.43,2.5,0.07,0.1,0.11,0.01,0.5,1.0,0.5,DEN-GSW,1,2,First Round,111.02000000000001,109.82000000000001,0.1504,4,1610612743,5,1610612743,115.08,1610612743,119.85,1610612743,111.5,1610612743.0,112.7,0.47375,101.938,1610612743,99.5,100.719,0,1
17,Reggie Bullock Jr.,203493,DAL @ UTA,DAL,1610612742,UTA,0,42100173,2022-04-21,W,44,12,3,6,3,6,0.5,3,6,0.5,3,3,1.0,0,6,1,0,0,2,2,26.7,1.639,0.75,F,,128.9,124.9,125.3,124.6,3.6,0.0,0.2,0.087,0.083,0.75,0.0,0.071,0.82,99.49,97.65,0.088,90,81.38,0.072,"APR 21, 2022",240,41,83,0.494,18,42,0.429,26,31,0.839,6,26,32,24,10,1,8,32,126,127.73722627737226,2.0,4.0,32.0,0.5652173913043478,1610612762.0,127.73722627737226,98.64,97.58,96.52,1,1,6-6,205.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.67,3,44.5,8.5,4.5,0.54,6.5,3.0,0.49,1.0,1.0,1.0,0.1,0.74,0.72,90.34,112.42,112.42,44.5,8.5,4.5,0.54,6.5,3.0,0.49,1.0,1.0,1.0,0.1,0.74,0.72,90.34,112.42,112.42,44.5,8.5,4.5,0.54,6.5,3.0,0.49,1.0,1.0,1.0,0.1,0.74,0.72,90.34,112.42,112.42,11.67,12.0,11.0,15.0,,,1,11.43,9.5,-1.93,8.57,8.1,-0.47,1.14,0.8,-0.34,7.43,7.1,-0.33,0.1,0.11,0.01,0.14,0.6,0.46,DAL-UTA,1,2,First Round,114.5,117.38,0.18619999999999998,4,1610612762,5,1610612762,126.84,1610612762,123.65,1610612762,127.65,1610612762.0,131.6,0.2144,95.47200000000001,1610612762,96.83200000000001,96.15200000000002,0,0
18,Rudy Gobert,203497,UTA vs. DAL,UTA,1610612762,DAL,1,42100173,2022-04-21,L,29,15,0,7,6,6,1.0,0,0,,3,3,1.0,0,7,0,1,0,4,-16,26.4,2.049,1.0,C,,100.0,102.1,131.6,122.2,-31.6,0.0,0.28,0.149,0.0,1.0,0.0,0.113,1.025,98.28,95.67,0.189,59,79.73,0.119,"APR 21, 2022",240,39,69,0.565,9,28,0.321,31,33,0.939,1,31,32,20,2,4,14,28,118,122.25445503522587,10.0,1.0,32.0,0.4939759036144578,1610612742.0,122.25445503522587,96.52,97.58,98.64,1,1,7-1,258.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.33,3,36.0,3.0,1.0,0.2,0.0,0.0,0.5,4.5,6.0,0.75,0.1,0.61,0.2,91.96,110.5,110.5,36.0,3.0,1.0,0.2,0.0,0.0,0.5,4.5,6.0,0.75,0.1,0.61,0.2,91.96,110.5,110.5,36.0,3.0,1.0,0.2,0.0,0.0,0.5,4.5,6.0,0.75,0.1,0.61,0.2,91.96,110.5,110.5,15.0,10.0,8.0,5.0,,,1,13.4,0.0,-13.4,6.4,0.0,-6.4,7.6,0.0,-7.6,0.0,0.0,0.0,0.16,0.0,-0.16,1.4,0.0,-1.4,DAL-UTA,1,2,First Round,114.94000000000001,126.84,0.2112,5,1610612742,4,1610612742,117.38,1610612742,124.3,1610612742,113.10000000000001,1610612742.0,92.9,0.3273333333333333,96.83200000000001,1610612742,95.47200000000001,96.15200000000002,1,2
19,Trey Burke,203504,DAL @ UTA,DAL,1610612742,UTA,0,42100173,2022-04-21,W,4,3,0,0,0,1,0.0,0,0,,3,3,1.0,0,0,0,0,0,2,5,3.0,1.293,0.0,,,155.6,164.3,100.0,101.4,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.647,100.99,104.47,0.0,9,87.06,0.095,"APR 21, 2022",240,41,83,0.494,18,42,0.429,26,31,0.839,6,26,32,24,10,1,8,32,126,127.73722627737226,2.0,4.0,32.0,0.5652173913043478,1610612762.0,127.73722627737226,98.64,97.58,96.52,1,0,6-0,185.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2,5.0,3.0,1.0,0.33,2.0,1.0,0.5,0.0,0.0,1.0,0.38,0.5,0.5,89.72,122.6,122.6,5.0,3.0,1.0,0.33,2.0,1.0,0.5,0.0,0.0,1.0,0.38,0.5,0.5,89.72,122.6,122.6,5.0,3.0,1.0,0.33,2.0,1.0,0.5,0.0,0.0,1.0,0.38,0.5,0.5,89.72,122.6,122.6,3.5,3.0,3.0,,,,1,4.75,2.17,-2.58,2.75,1.83,-0.92,1.0,0.33,-0.67,1.5,0.67,-0.83,0.32,0.18,-0.14,0.0,0.17,0.17,DAL-UTA,1,2,First Round,114.5,117.38,0.18619999999999998,4,1610612762,5,1610612762,126.84,1610612762,123.65,1610612762,127.65,1610612762.0,131.6,0.2144,95.47200000000001,1610612762,96.83200000000001,96.15200000000002,0,0
20,Jordan Clarkson,203903,UTA vs. DAL,UTA,1610612762,DAL,1,42100173,2022-04-21,L,30,14,2,3,5,9,0.556,1,3,0.333,3,3,1.0,0,3,0,0,1,2,0,19.6,1.357,0.6111111111111112,,,143.5,142.8,145.9,142.3,-2.4,0.0,0.107,0.07,0.087,0.611,2.0,0.169,0.678,99.35,97.86,0.078,62,81.55,0.174,"APR 21, 2022",240,39,69,0.565,9,28,0.321,31,33,0.939,1,31,32,20,2,4,14,28,118,122.25445503522587,10.0,1.0,32.0,0.4939759036144578,1610612742.0,122.25445503522587,96.52,97.58,98.64,1,0,6-3,194.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0,3,21.5,9.0,6.0,0.65,3.0,1.5,0.38,2.0,2.0,1.0,0.25,0.76,0.72,91.96,110.5,110.5,21.5,9.0,6.0,0.65,3.0,1.5,0.38,2.0,2.0,1.0,0.25,0.76,0.72,91.96,110.5,110.5,21.5,9.0,6.0,0.65,3.0,1.5,0.38,2.0,2.0,1.0,0.25,0.76,0.72,91.96,110.5,110.5,14.0,17.0,21.0,10.0,,,1,19.0,0.0,-19.0,13.2,0.0,-13.2,3.2,0.0,-3.2,4.4,0.0,-4.4,0.24,0.0,-0.24,1.4,0.0,-1.4,DAL-UTA,1,2,First Round,114.94000000000001,126.84,0.2112,5,1610612742,4,1610612742,117.38,1610612742,124.3,1610612742,113.10000000000001,1610612742.0,92.9,0.3273333333333333,96.83200000000001,1610612742,95.47200000000001,96.15200000000002,0,2
21,Spencer Dinwiddie,203915,DAL @ UTA,DAL,1610612742,UTA,0,42100173,2022-04-21,W,41,20,6,5,6,21,0.286,2,7,0.286,6,7,0.857,2,3,3,0,2,6,8,42.0,0.831,0.3333333333333333,G,,122.2,115.9,113.8,111.6,8.5,0.05,0.1,0.071,0.231,0.333,3.0,0.286,0.415,98.3,94.77,0.062,81,78.97,0.284,"APR 21, 2022",240,41,83,0.494,18,42,0.429,26,31,0.839,6,26,32,24,10,1,8,32,126,127.73722627737226,2.0,4.0,32.0,0.5652173913043478,1610612762.0,127.73722627737226,98.64,97.58,96.52,1,1,6-5,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.67,3,38.0,16.5,6.0,0.37,5.0,0.5,0.08,7.0,10.0,0.81,0.31,0.46,0.38,90.34,112.42,112.42,38.0,16.5,6.0,0.37,5.0,0.5,0.08,7.0,10.0,0.81,0.31,0.46,0.38,90.34,112.42,112.42,38.0,16.5,6.0,0.37,5.0,0.5,0.08,7.0,10.0,0.81,0.31,0.46,0.38,90.34,112.42,112.42,16.0,20.0,17.0,22.0,,,1,17.14,11.3,-5.84,12.57,8.9,-3.67,5.29,1.4,-3.89,6.29,4.8,-1.49,0.25,0.2,-0.05,2.14,1.0,-1.14,DAL-UTA,1,2,First Round,114.5,117.38,0.18619999999999998,4,1610612762,5,1610612762,126.84,1610612762,123.65,1610612762,127.65,1610612762.0,131.6,0.2144,95.47200000000001,1610612762,96.83200000000001,96.15200000000002,0,0
22,Aaron Gordon,203932,DEN vs. GSW,DEN,1610612743,GSW,1,42100163,2022-04-21,L,34,18,4,12,7,13,0.538,1,1,1.0,3,4,0.75,6,6,0,1,2,5,5,39.4,1.22,0.5769230769230769,F,,118.3,117.3,109.7,113.4,8.6,0.188,0.2,0.194,0.167,0.577,2.0,0.21,0.61,99.34,100.55,0.118,71,83.79,0.211,"APR 21, 2022",240,40,80,0.5,11,26,0.423,22,27,0.815,11,33,44,25,9,3,17,26,113,115.44748671843077,7.0,6.0,30.0,0.5540540540540541,1610612744.0,115.44748671843077,97.88,98.1,98.32,1,1,6-8,235.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,3,25.5,9.5,3.0,0.32,3.5,0.5,0.12,1.0,1.5,0.67,0.16,0.37,0.34,97.48,109.3,109.3,25.5,9.5,3.0,0.32,3.5,0.5,0.12,1.0,1.5,0.67,0.16,0.37,0.34,97.48,109.3,109.3,25.5,9.5,3.0,0.32,3.5,0.5,0.12,1.0,1.5,0.67,0.16,0.37,0.34,97.48,109.3,109.3,18.0,10.0,7.0,8.0,,,1,15.25,0.0,-15.25,11.0,0.0,-11.0,6.25,0.0,-6.25,3.0,0.0,-3.0,0.2,0.0,-0.2,2.0,0.0,-2.0,DEN-GSW,1,2,First Round,115.8,115.08,0.2082,5,1610612744,4,1610612744,109.82000000000001,1610612744,116.0,1610612744,105.7,,,0.45920000000000005,99.5,1610612744,101.938,100.719,0,0
23,Kyle Anderson,203937,MEM @ MIN,MEM,1610612763,MIN,0,42100153,2022-04-21,W,26,4,3,3,2,3,0.667,0,0,,0,0,,1,2,1,1,0,3,2,18.1,1.333,0.6666666666666666,F,,115.4,109.6,109.4,107.3,6.0,0.037,0.071,0.055,0.158,0.667,0.0,0.05,0.667,98.62,95.21,0.074,52,79.34,0.05,"APR 21, 2022",240,35,83,0.422,14,37,0.378,20,31,0.645,13,35,48,22,7,9,18,20,104,102.3219205037387,11.0,11.0,41.0,0.388235294117647,1610612750.0,102.3219205037387,101.64,101.88,102.12,1,1,6-9,230.0,1,1,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3,19.5,3.5,1.5,0.46,0.5,0.0,0.0,1.0,1.5,0.67,0.08,0.47,0.46,105.0,115.05,115.05,19.5,3.5,1.5,0.46,0.5,0.0,0.0,1.0,1.5,0.67,0.08,0.47,0.46,105.0,115.05,115.05,19.5,3.5,1.5,0.46,0.5,0.0,0.0,1.0,1.5,0.67,0.08,0.47,0.46,105.0,115.05,115.05,5.33,4.0,2.0,6.0,,,0,6.2,4.0,-2.2,4.5,3.0,-1.5,1.5,0.0,-1.5,1.2,0.0,-1.2,0.14,0.05,-0.09,1.0,0.0,-1.0,MEM-MIN,1,2,First Round,108.47999999999999,91.82000000000001,0.179,4,1610612750,5,1610612750,103.64000000000001,1610612750,102.36666666666667,1610612750,105.55,1610612750.0,104.8,0.30425,97.012,1610612750,95.298,96.155,0,1
