,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__CHI,TEAM__DAL,TEAM__DEN,TEAM__GSW,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NOP,TEAM__PHI,TEAM__PHX,TEAM__TOR,TEAM__UTA,OPP__ATL,OPP__BKN,OPP__BOS,OPP__CHI,OPP__DAL,OPP__DEN,OPP__GSW,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NOP,OPP__PHI,OPP__PHX,OPP__TOR,OPP__UTA,MATCHUP_AVG_PTS_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,FG_PCT_ROLL_AVG_2,FG3A_ROLL_AVG_2,FG3M_ROLL_AVG_2,FG3_PCT_ROLL_AVG_2,FTM_ROLL_AVG_2,FTA_ROLL_AVG_2,FT_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,TS_PCT_ROLL_AVG_2,EFG_PCT_ROLL_AVG_2,TEAM_PACE_ROLL_AVG_2,TEAM_OFF_RATING_ROLL_AVG_2,OPP_DEF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,FG_PCT_ROLL_AVG_4,FG3A_ROLL_AVG_4,FG3M_ROLL_AVG_4,FG3_PCT_ROLL_AVG_4,FTM_ROLL_AVG_4,FTA_ROLL_AVG_4,FT_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,TS_PCT_ROLL_AVG_4,EFG_PCT_ROLL_AVG_4,TEAM_PACE_ROLL_AVG_4,TEAM_OFF_RATING_ROLL_AVG_4,OPP_DEF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,FG_PCT_ROLL_AVG_6,FG3A_ROLL_AVG_6,FG3M_ROLL_AVG_6,FG3_PCT_ROLL_AVG_6,FTM_ROLL_AVG_6,FTA_ROLL_AVG_6,FT_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,TS_PCT_ROLL_AVG_6,EFG_PCT_ROLL_AVG_6,TEAM_PACE_ROLL_AVG_6,TEAM_OFF_RATING_ROLL_AVG_6,OPP_DEF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,PTS_LAG_1,PTS_LAG_2,PTS_LAG_3,PTS_LAG_4,DEF_CATEGORY,PTS_VS_DEF_STRONG,PTS_VS_DEF_WEAK,PTS_VS_DEF_DIFF,FGA_VS_DEF_STRONG,FGA_VS_DEF_WEAK,FGA_VS_DEF_DIFF,FTA_VS_DEF_STRONG,FTA_VS_DEF_WEAK,FTA_VS_DEF_DIFF,FG3A_VS_DEF_STRONG,FG3A_VS_DEF_WEAK,FG3A_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
876,Reggie Bullock Jr.,203493,DAL @ PHX,DAL,1610612742,PHX,0,42100227,2022-05-15,W,32,5,0,3,1,4,0.25,1,4,0.25,2,2,1.0,0,3,1,0,2,2,44,9.6,1.025,0.375,F,,141.0,140.3,68.9,69.8,72.1,0.0,0.075,0.046,0.0,0.375,0.0,0.103,0.512,90.47,90.88,0.019,61,75.74,0.104,"MAY 15, 2022",240,46,81,0.568,19,39,0.487,12,12,1.0,6,37,43,14,9,6,11,17,123,134.75021910604733,8.0,4.0,39.0,0.3793103448275862,1610612756.0,134.75021910604733,91.28,91.6,91.92,1,1,6-6,205.0,1,1,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,7,37.5,10.0,3.5,0.23,7.0,2.5,0.23,0.0,0.0,1.0,0.13,0.32,0.32,92.36,104.59,104.59,38.75,9.25,3.5,0.31,7.25,2.75,0.31,0.5,0.5,1.0,0.12,0.46,0.44,93.7,108.6,108.6,37.5,8.83,3.5,0.35,7.33,2.83,0.34,0.83,1.0,0.92,0.11,0.51,0.5,94.73,110.8,110.8,10.86,8.14,19.0,0.0,7.0,15.0,0,11.43,9.5,-1.93,8.57,8.1,-0.47,1.14,0.8,-0.34,7.43,7.1,-0.33,0.1,0.11,0.01,0.14,0.6,0.46,DAL-PHX,2,7,Conference Semifinals,141.4,81.1,0.196,5,1610612756,5,1610612756,138.84,1610612756,140.26666666666668,1610612756,145.3,1610612756.0,130.3,0.40700000000000003,91.388,1610612756,90.92999999999999,91.15899999999999,0,0
877,Trey Burke,203504,DAL @ PHX,DAL,1610612742,PHX,0,42100227,2022-05-15,W,5,4,0,1,2,2,1.0,0,0,,0,0,,0,1,0,0,0,1,-11,5.2,2.0,1.0,,,69.2,75.0,166.7,166.7,-97.4,0.0,0.143,0.091,0.0,1.0,0.0,0.154,1.0,109.02,113.56,0.133,13,94.64,0.167,"MAY 15, 2022",240,46,81,0.568,19,39,0.487,12,12,1.0,6,37,43,14,9,6,11,17,123,134.75021910604733,8.0,4.0,39.0,0.3793103448275862,1610612756.0,134.75021910604733,91.28,91.6,91.92,1,0,6-0,185.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,5,3.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.14,0.17,0.0,92.36,104.59,104.59,3.0,1.25,0.25,0.17,0.75,0.25,0.25,0.5,0.5,1.0,0.15,0.21,0.12,94.25,107.42,107.42,3.5,1.67,0.5,0.21,0.67,0.17,0.17,0.83,0.83,1.0,0.17,0.33,0.17,94.81,111.13,111.13,1.75,3.0,0.0,2.0,0.0,3.0,0,4.75,2.17,-2.58,2.75,1.83,-0.92,1.0,0.33,-0.67,1.5,0.67,-0.83,0.32,0.18,-0.14,0.0,0.17,0.17,DAL-PHX,2,7,Conference Semifinals,141.4,81.1,0.196,5,1610612756,5,1610612756,138.84,1610612756,140.26666666666668,1610612756,145.3,1610612756.0,130.3,0.40700000000000003,91.388,1610612756,90.92999999999999,91.15899999999999,0,0
878,Giannis Antetokounmpo,203507,MIL @ BOS,MIL,1610612749,BOS,0,42100217,2022-05-15,L,43,25,9,20,10,26,0.385,1,4,0.25,4,6,0.667,3,17,2,1,5,3,-20,66.5,0.873,0.4038461538461538,F,,79.3,81.1,103.3,101.2,-24.0,0.058,0.315,0.189,0.474,0.404,1.8,0.333,0.436,101.19,101.22,0.193,92,84.35,0.347,"MAY 15, 2022",240,33,90,0.367,4,33,0.121,11,16,0.688,11,45,56,20,5,5,13,18,81,81.78513731825524,5.0,7.0,48.0,0.4204545454545454,1610612738.0,81.78513731825524,99.04,99.48,99.92,1,1,6-11,243.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.33,7,40.5,28.5,15.0,0.53,4.0,2.0,0.53,10.0,12.5,0.77,0.42,0.62,0.57,98.08,104.58,104.58,40.25,29.75,15.0,0.51,4.5,1.25,0.31,8.75,12.0,0.71,0.42,0.57,0.53,99.88,104.21,104.21,39.5,28.5,13.33,0.47,4.0,1.0,0.25,7.67,11.33,0.65,0.41,0.52,0.48,99.31,101.16,101.16,35.5,27.83,44.0,40.0,34.0,42.0,1,32.9,25.5,-7.4,24.1,22.0,-2.1,11.2,11.0,-0.2,3.5,3.0,-0.5,0.37,0.36,-0.01,4.4,5.0,0.6,BOS-MIL,2,7,Conference Semifinals,80.28,105.0,0.2036,4,1610612738,4,1610612738,81.2,1610612738,81.73333333333333,1610612738,81.5,1610612738.0,84.3,0.0834,103.394,1610612738,101.674,102.534,1,1
879,Thanasis Antetokounmpo,203648,MIL @ BOS,MIL,1610612749,BOS,0,42100217,2022-05-15,L,2,0,0,1,0,0,,0,0,,0,0,,1,0,0,0,0,0,-4,1.2,0.0,,,,100.0,133.3,200.0,200.0,-100.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,81.95,93.66,0.038,4,78.05,0.0,"MAY 15, 2022",240,33,90,0.367,4,33,0.121,11,16,0.688,11,45,56,20,5,5,13,18,81,81.78513731825524,5.0,7.0,48.0,0.4204545454545454,1610612738.0,81.78513731825524,99.04,99.48,99.92,1,0,6-7,219.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,5,1.0,0.0,0.0,0.32,0.0,0.0,0.2,0.5,1.0,0.5,0.12,0.28,0.0,99.4,102.08,102.08,1.25,0.0,0.0,0.32,0.0,0.0,0.2,0.25,0.5,0.5,0.06,0.14,0.0,98.79,98.58,98.58,1.67,0.0,0.0,0.32,0.0,0.0,0.2,0.17,0.33,0.5,0.04,0.09,0.0,100.48,103.44,103.44,0.33,0.8,1.0,0.0,0.0,0.0,1,0.71,0.0,-0.71,0.43,0.0,-0.43,0.43,0.0,-0.43,0.0,0.0,0.0,0.05,0.0,-0.05,0.0,0.0,0.0,BOS-MIL,2,7,Conference Semifinals,80.28,105.0,0.2036,4,1610612738,4,1610612738,81.2,1610612738,81.73333333333333,1610612738,81.5,1610612738.0,84.3,0.0834,103.394,1610612738,101.674,102.534,0,1
880,Elfrid Payton,203901,PHX vs. DAL,PHX,1610612756,DAL,1,42100227,2022-05-15,L,5,2,2,0,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,11,5.0,1.0,0.5,,,166.7,166.7,69.2,75.0,97.4,0.0,0.0,0.0,0.286,0.5,0.0,0.118,0.5,109.02,113.56,0.1,12,94.64,0.118,"MAY 15, 2022",240,33,87,0.379,12,34,0.353,12,18,0.667,15,24,39,22,8,4,12,18,90,97.911227154047,9.0,6.0,43.0,0.5679012345679012,1610612742.0,97.911227154047,91.92,91.6,91.28,1,0,6-3,195.0,1,0,0,0.0,1,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,1.0,91.6,112.45,112.45,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,1.0,91.6,112.45,112.45,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,1.0,91.6,112.45,112.45,2.0,2.0,2.0,,,,1,2.0,2.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,-0.01,0.0,0.0,0.0,DAL-PHX,2,7,Conference Semifinals,71.72,138.84,0.1982,5,1610612742,5,1610612742,81.1,1610612742,79.73333333333333,1610612742,78.525,1610612742.0,89.5,0.125,90.92999999999999,1610612742,91.388,91.15899999999999,0,2
881,Spencer Dinwiddie,203915,DAL @ PHX,DAL,1610612742,PHX,0,42100227,2022-05-15,W,25,30,2,3,11,15,0.733,5,7,0.714,3,3,1.0,0,3,1,1,0,0,29,42.6,1.838,0.9,,,151.1,149.8,89.4,94.1,61.7,0.0,0.097,0.064,0.133,0.9,0.0,0.314,0.919,86.97,88.82,0.346,47,74.02,0.324,"MAY 15, 2022",240,46,81,0.568,19,39,0.487,12,12,1.0,6,37,43,14,9,6,11,17,123,134.75021910604733,8.0,4.0,39.0,0.3793103448275862,1610612756.0,134.75021910604733,91.28,91.6,91.92,1,0,6-5,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.67,7,18.5,5.0,2.5,0.36,4.5,2.5,0.36,1.0,1.0,1.0,0.2,0.66,0.54,92.36,104.59,104.59,20.0,6.75,2.5,0.32,3.75,1.75,0.3,1.0,1.0,1.0,0.19,0.52,0.44,93.7,108.6,108.6,23.0,7.5,2.67,0.33,4.0,1.83,0.35,1.17,1.33,0.92,0.18,0.51,0.44,94.73,110.8,110.8,14.71,13.57,15.0,2.0,10.0,4.0,0,17.14,11.3,-5.84,12.57,8.9,-3.67,5.29,1.4,-3.89,6.29,4.8,-1.49,0.25,0.2,-0.05,2.14,1.0,-1.14,DAL-PHX,2,7,Conference Semifinals,141.4,81.1,0.196,5,1610612756,5,1610612756,138.84,1610612756,140.26666666666668,1610612756,145.3,1610612756.0,130.3,0.40700000000000003,91.388,1610612756,90.92999999999999,91.15899999999999,0,0
882,Nik Stauskas,203917,BOS vs. MIL,BOS,1610612738,MIL,1,42100217,2022-05-15,W,2,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,4,1.5,0.0,,,,200.0,200.0,100.0,133.3,100.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,81.95,93.66,0.077,4,78.05,0.0,"MAY 15, 2022",240,37,88,0.42,22,55,0.4,13,18,0.722,8,40,48,29,5,7,12,19,109,109.08726981585268,5.0,5.0,56.0,0.3666666666666666,1610612749.0,109.08726981585268,99.92,99.48,99.04,1,0,6-6,207.0,1,0,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.67,4,1.5,0.0,0.0,0.33,0.0,0.0,0.5,1.0,1.0,1.0,0.17,0.57,0.0,93.86,115.76,115.76,1.67,0.67,0.0,0.0,0.33,0.0,0.0,0.67,0.67,1.0,0.28,0.38,0.0,96.17,106.6,106.6,1.67,0.67,0.0,0.0,0.33,0.0,0.0,0.67,0.67,1.0,0.28,0.38,0.0,96.17,106.6,106.6,0.0,2.5,2.0,0.0,0.0,,1,1.0,0.0,-1.0,0.92,0.0,-0.92,0.31,0.0,-0.31,0.77,0.0,-0.77,0.26,0.0,-0.26,0.0,0.0,0.0,BOS-MIL,2,7,Conference Semifinals,103.46,81.2,0.1978,4,1610612749,4,1610612749,105.0,1610612749,105.53333333333335,1610612749,103.3,1610612749.0,105.1,0.3024,101.674,1610612749,103.394,102.534,0,1
883,Marcus Smart,203935,BOS vs. MIL,BOS,1610612738,MIL,1,42100217,2022-05-15,W,37,11,10,7,2,9,0.222,1,6,0.167,6,7,0.857,1,6,1,1,2,5,18,38.4,0.911,0.2777777777777778,G,,105.1,102.7,80.0,82.9,25.1,0.021,0.143,0.078,0.385,0.278,5.0,0.161,0.455,101.61,102.26,0.103,78,85.21,0.161,"MAY 15, 2022",240,37,88,0.42,22,55,0.4,13,18,0.722,8,40,48,29,5,7,12,19,109,109.08726981585268,5.0,5.0,56.0,0.3666666666666666,1610612749.0,109.08726981585268,99.92,99.48,99.04,1,1,6-3,220.0,1,0,0,0.0,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.67,6,39.0,13.5,7.0,0.52,7.0,4.0,0.58,0.0,0.0,0.86,0.18,0.67,0.67,95.36,112.76,112.76,37.0,12.0,5.75,0.45,5.25,2.75,0.52,1.5,2.0,0.75,0.18,0.61,0.55,98.37,109.96,109.96,36.33,12.5,5.5,0.42,5.67,2.5,0.44,2.0,2.67,0.75,0.19,0.56,0.51,99.33,107.04,107.04,13.6,17.67,21.0,15.0,18.0,9.0,1,15.18,16.5,1.32,13.06,14.25,1.19,3.06,2.5,-0.56,6.18,8.0,1.82,0.2,0.2,0.0,2.47,2.5,0.03,BOS-MIL,2,7,Conference Semifinals,103.46,81.2,0.1978,4,1610612749,4,1610612749,105.0,1610612749,105.53333333333335,1610612749,103.3,1610612749.0,105.1,0.3024,101.674,1610612749,103.394,102.534,0,1
884,Dwight Powell,203939,DAL @ PHX,DAL,1610612742,PHX,0,42100227,2022-05-15,W,20,6,0,5,3,3,1.0,0,0,,0,0,,1,4,0,1,2,2,24,13.0,2.0,1.0,C,,145.0,151.8,89.5,90.3,55.5,0.091,0.182,0.152,0.0,1.0,0.0,0.114,1.0,90.11,92.67,0.088,40,77.23,0.121,"MAY 15, 2022",240,46,81,0.568,19,39,0.487,12,12,1.0,6,37,43,14,9,6,11,17,123,134.75021910604733,8.0,4.0,39.0,0.3793103448275862,1610612756.0,134.75021910604733,91.28,91.6,91.92,1,1,6-10,240.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.67,7,12.5,1.0,1.0,1.0,0.0,0.0,0.5,2.0,3.0,0.67,0.06,0.43,0.5,92.36,104.59,104.59,11.25,1.0,0.75,0.75,0.0,0.0,0.5,1.0,2.0,0.33,0.06,0.34,0.38,93.7,108.6,108.6,12.33,1.5,1.0,0.67,0.0,0.0,0.5,1.0,1.67,0.56,0.08,0.45,0.44,94.73,110.8,110.8,3.86,3.57,8.0,0.0,0.0,2.0,0,1.57,4.3,2.73,1.14,2.1,0.96,0.71,1.8,1.09,0.29,0.0,-0.29,0.07,0.1,0.03,0.29,0.7,0.41,DAL-PHX,2,7,Conference Semifinals,141.4,81.1,0.196,5,1610612756,5,1610612756,138.84,1610612756,140.26666666666668,1610612756,145.3,1610612756.0,130.3,0.40700000000000003,91.388,1610612756,90.92999999999999,91.15899999999999,0,0
885,Devin Booker,1626164,PHX vs. DAL,PHX,1610612756,DAL,1,42100227,2022-05-15,L,37,11,2,3,3,14,0.214,0,4,0.0,5,6,0.833,1,2,1,0,4,3,-41,16.6,0.661,0.2142857142857142,G,,81.4,82.4,140.0,139.2,-58.6,0.024,0.071,0.043,0.111,0.214,0.5,0.266,0.331,90.57,90.85,-0.019,70,75.71,0.276,"MAY 15, 2022",240,33,87,0.379,12,34,0.353,12,18,0.667,15,24,39,22,8,4,12,18,90,97.911227154047,9.0,6.0,43.0,0.5679012345679012,1610612742.0,97.911227154047,91.92,91.6,91.28,1,1,6-6,206.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.33,7,37.0,18.5,8.5,0.45,5.5,1.5,0.21,5.0,5.5,0.88,0.31,0.56,0.49,95.14,103.17,103.17,39.25,18.0,8.25,0.46,5.75,2.5,0.4,6.0,7.0,0.79,0.3,0.59,0.53,94.45,103.57,103.57,38.5,18.5,8.5,0.46,6.0,2.67,0.4,5.83,6.5,0.86,0.29,0.6,0.53,94.99,112.41,112.41,24.67,21.25,19.0,28.0,35.0,18.0,1,23.43,23.0,-0.43,17.86,16.67,-1.19,6.43,2.67,-3.76,5.71,8.33,2.62,0.29,0.28,-0.01,3.86,1.67,-2.19,DAL-PHX,2,7,Conference Semifinals,71.72,138.84,0.1982,5,1610612742,5,1610612742,81.1,1610612742,79.73333333333333,1610612742,78.525,1610612742.0,89.5,0.125,90.92999999999999,1610612742,91.388,91.15899999999999,1,2
886,Cameron Payne,1626166,PHX vs. DAL,PHX,1610612756,DAL,1,42100227,2022-05-15,L,13,5,3,4,2,7,0.286,1,3,0.333,0,0,,2,2,0,0,2,2,8,12.3,0.714,0.3571428571428571,,,162.5,165.0,119.2,124.6,43.3,0.143,0.25,0.182,0.25,0.357,1.5,0.265,0.357,92.18,94.99,0.03,24,79.16,0.268,"MAY 15, 2022",240,33,87,0.379,12,34,0.353,12,18,0.667,15,24,39,22,8,4,12,18,90,97.911227154047,9.0,6.0,43.0,0.5679012345679012,1610612742.0,97.911227154047,91.92,91.6,91.28,1,0,6-3,183.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.67,7,4.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.18,0.0,0.0,95.14,103.17,103.17,9.5,3.25,0.25,0.05,1.25,0.0,0.0,0.0,0.0,0.5,0.17,0.05,0.05,94.45,103.57,103.57,11.5,4.17,1.17,0.2,1.5,0.17,0.07,0.0,0.0,0.5,0.17,0.21,0.21,94.99,112.41,112.41,5.43,2.67,0.0,0.0,2.0,0.0,1,2.86,5.67,2.81,4.57,7.0,2.43,0.0,1.0,1.0,1.71,3.0,1.29,0.19,0.26,0.07,0.86,1.17,0.31,DAL-PHX,2,7,Conference Semifinals,71.72,138.84,0.1982,5,1610612742,5,1610612742,81.1,1610612742,79.73333333333333,1610612742,78.525,1610612742.0,89.5,0.125,90.92999999999999,1610612742,91.388,91.15899999999999,0,2
887,Bobby Portis,1626171,MIL @ BOS,MIL,1610612749,BOS,0,42100217,2022-05-15,L,22,10,0,6,4,9,0.444,2,3,0.667,0,0,,0,6,1,1,3,3,-9,20.2,1.111,0.5555555555555556,,,76.1,75.2,100.0,100.1,-23.9,0.0,0.261,0.115,0.0,0.556,0.0,0.226,0.556,99.18,98.65,0.114,46,82.21,0.233,"MAY 15, 2022",240,33,90,0.367,4,33,0.121,11,16,0.688,11,45,56,20,5,5,13,18,81,81.78513731825524,5.0,7.0,48.0,0.4204545454545454,1610612738.0,81.78513731825524,99.04,99.48,99.92,1,0,6-10,250.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,7,28.5,11.0,3.0,0.27,2.5,0.0,0.0,3.0,3.0,1.0,0.18,0.34,0.27,98.08,104.58,104.58,24.5,9.5,2.75,0.29,2.5,0.25,0.06,2.0,2.0,1.0,0.18,0.35,0.3,99.88,104.21,104.21,26.0,9.5,3.67,0.39,3.17,0.5,0.09,2.0,2.17,0.88,0.17,0.46,0.42,99.31,101.16,101.16,7.17,14.0,4.0,14.0,4.0,9.0,1,10.2,12.5,2.3,9.5,10.0,0.5,1.6,3.0,1.4,3.5,6.0,2.5,0.21,0.17,-0.04,1.5,0.5,-1.0,BOS-MIL,2,7,Conference Semifinals,80.28,105.0,0.2036,4,1610612738,4,1610612738,81.2,1610612738,81.73333333333333,1610612738,81.5,1610612738.0,84.3,0.0834,103.394,1610612738,101.674,102.534,0,1
888,Pat Connaughton,1626192,MIL @ BOS,MIL,1610612749,BOS,0,42100217,2022-05-15,L,32,2,2,6,1,6,0.167,0,5,0.0,0,0,,0,6,0,0,0,1,-17,12.2,0.333,0.1666666666666666,,,70.4,71.3,98.5,96.1,-28.1,0.0,0.136,0.074,0.111,0.167,0.0,0.078,0.167,104.78,104.13,0.041,71,86.77,0.081,"MAY 15, 2022",240,33,90,0.367,4,33,0.121,11,16,0.688,11,45,56,20,5,5,13,18,81,81.78513731825524,5.0,7.0,48.0,0.4204545454545454,1610612738.0,81.78513731825524,99.04,99.48,99.92,1,0,6-5,209.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,7,32.0,7.5,5.0,0.66,4.0,2.5,0.63,1.0,1.0,1.0,0.12,0.85,0.83,98.08,104.58,104.58,31.75,8.25,4.5,0.56,5.5,2.75,0.54,0.5,0.5,1.0,0.11,0.73,0.72,99.88,104.21,104.21,28.83,7.67,4.5,0.6,4.67,2.33,0.52,0.33,0.33,1.0,0.13,0.76,0.75,99.31,101.16,101.16,10.33,8.67,14.0,13.0,11.0,11.0,1,10.3,5.5,-4.8,7.5,6.5,-1.0,0.5,0.0,-0.5,5.4,5.0,-0.4,0.13,0.15,0.02,0.5,1.0,0.5,BOS-MIL,2,7,Conference Semifinals,80.28,105.0,0.2036,4,1610612738,4,1610612738,81.2,1610612738,81.73333333333333,1610612738,81.5,1610612738.0,84.3,0.0834,103.394,1610612738,101.674,102.534,0,1
889,Boban Marjanović,1626246,DAL @ PHX,DAL,1610612742,PHX,0,42100227,2022-05-15,W,3,2,0,0,1,2,0.5,0,0,,0,0,,0,0,1,0,1,0,-12,4.0,1.0,0.5,,,50.0,57.1,200.0,200.0,-150.0,0.0,0.0,0.0,0.0,0.5,0.0,0.375,0.5,111.92,119.38,0.047,8,99.48,0.429,"MAY 15, 2022",240,46,81,0.568,19,39,0.487,12,12,1.0,6,37,43,14,9,6,11,17,123,134.75021910604733,8.0,4.0,39.0,0.3793103448275862,1610612756.0,134.75021910604733,91.28,91.6,91.92,1,0,7-4,290.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2,1.5,1.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,0.5,0.27,0.0,92.54,116.22,116.22,1.5,1.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,0.5,0.27,0.0,92.54,116.22,116.22,1.5,1.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,0.5,0.27,0.0,92.54,116.22,116.22,1.0,2.0,2.0,0.0,,,0,0.0,1.33,1.33,0.0,1.33,1.33,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.67,0.67,DAL-PHX,2,7,Conference Semifinals,141.4,81.1,0.196,5,1610612756,5,1610612756,138.84,1610612756,140.26666666666668,1610612756,145.3,1610612756.0,130.3,0.40700000000000003,91.388,1610612756,90.92999999999999,91.15899999999999,0,0
