,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__BOS,TEAM__CLE,TEAM__DEN,TEAM__DET,TEAM__GSW,TEAM__HOU,TEAM__IND,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__MIN,TEAM__NYK,TEAM__OKC,TEAM__ORL,OPP__BOS,OPP__CLE,OPP__DEN,OPP__DET,OPP__GSW,OPP__HOU,OPP__IND,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__MIN,OPP__NYK,OPP__OKC,OPP__ORL,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
693,Gary Payton II,1627780,GSW @ MIN,GSW,1610612744,MIN,0,42400235,2025-05-14,L,6,0,0,0,0,0,,0,0,,0,0,,0,0,1,0,0,0,2,3.0,0.0,,,,115.4,121.8,92.9,100.9,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.11,113.68,0.042,13,94.74,0.0,"MAY 14, 2025",240,39,90,0.433,11,39,0.282,21,30,0.7,18,22,40,21,14,1,17,21,110,107.6320939334638,11.0,4.0,39.0,0.6282051282051282,1610612750,107.6320939334638,102.2,100.4,98.6,1,0,6-2,195.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.33,5,21.0,4.5,1.0,0.09,0.02,0.06,0.12,41.5,83.0,25.0,0.43,0.37,41.0,0.47,99.84,19.75,3.75,1.25,0.08,0.04,0.06,0.1,40.0,82.25,31.0,0.43,0.36,40.5,0.46,98.49,18.33,4.33,1.67,0.05,0.09,0.06,0.12,37.0,87.0,36.17,0.42,0.35,41.17,0.47,98.49,2.6,1.83,3.0,1.0,1.0,5.0,1,2.1,3.0,0.9,1.0,0.0,-1.0,1.1,3.0,1.9,0.06,0.09,0.03,0.12,0.21,0.09,96.88,88.48,-8.4,0.5,1.0,0.5,GSW-MIN,2,5,Conference Semifinals,103.58,124.7,0.1648,4,1610612750,5,1610612750,110.26000000000002,1610612750,110.55000000000001,1610612750,116.9,1610612750.0,106.15,0.20850000000000002,99.34200000000001,1610612750,98.668,99.00500000000001,0,0
694,OG Anunoby,1628384,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,36,6,2,8,1,12,0.083,1,5,0.2,3,4,0.75,2,6,0,1,2,3,-15,19.6,0.436,0.125,F,,116.2,104.7,140.3,136.6,-24.1,0.045,0.182,0.104,0.091,0.125,1.0,0.184,0.218,96.34,90.17,-0.011,68,75.14,0.187,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,1,6-7,240.0,1,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,5,35.5,10.0,4.5,0.04,0.03,0.04,0.13,69.5,86.0,29.5,0.47,0.28,36.5,0.48,90.96,38.75,12.25,5.25,0.03,0.05,0.04,0.16,76.75,86.25,31.75,0.45,0.33,45.75,0.42,96.24,39.67,12.67,5.83,0.03,0.07,0.05,0.16,80.5,86.83,30.33,0.45,0.33,44.0,0.43,98.55,5.67,4.33,3.0,2.0,5.0,4.0,1,4.6,3.5,-1.1,1.33,0.5,-0.83,3.27,3.0,-0.27,0.06,0.04,-0.02,0.18,0.15,-0.03,99.27,94.93,-4.34,1.73,1.0,-0.73,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,0,2
695,Derrick White,1628401,BOS vs. NYK,BOS,1610612738,NYK,1,42400215,2025-05-14,W,40,34,2,3,9,16,0.563,7,13,0.538,9,11,0.818,0,3,0,3,2,3,26,47.6,1.631,0.78125,G,,142.1,142.9,107.9,99.9,34.2,0.0,0.067,0.039,0.071,0.781,1.0,0.271,0.816,94.86,91.47,0.167,76,76.22,0.279,"MAY 14, 2025",240,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,3,12,8,25,127,138.88888888888889,5.0,4.0,40.0,0.3580246913580246,1610612752,138.88888888888889,91.44,94.02,96.6,1,1,6-4,190.0,1,0,0,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.67,5,39.0,11.0,6.0,0.08,0.04,0.06,0.17,75.0,81.0,44.0,0.48,0.44,43.0,0.47,92.84,40.5,14.25,6.0,0.06,0.12,0.08,0.18,78.75,88.25,47.0,0.42,0.34,45.25,0.45,95.43,38.67,12.33,5.5,0.05,0.11,0.08,0.17,75.0,84.5,40.5,0.45,0.37,43.83,0.43,95.53,6.17,3.8,3.0,5.0,9.0,11.0,1,5.57,4.25,-1.32,1.57,0.75,-0.82,4.0,3.5,-0.5,0.07,0.06,-0.01,0.19,0.19,0.0,95.8,91.9,-3.9,1.14,1.25,0.11,BOS-NYK,2,5,Conference Semifinals,131.12,112.58,0.21500000000000002,4,1610612752,5,1610612752,140.36,1610612752,140.35000000000002,1610612752,137.73333333333335,1610612752.0,140.4,0.4944,92.97,1610612752,92.13,92.55,0,1
696,Josh Hart,1628404,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,36,24,2,7,7,15,0.467,5,9,0.556,5,6,0.833,1,6,0,0,1,2,-24,34.4,1.361,0.6333333333333333,F,,105.9,96.6,143.3,140.0,-37.4,0.024,0.2,0.099,0.143,0.633,2.0,0.232,0.68,96.22,90.76,0.149,68,75.63,0.236,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,1,6-4,215.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,5,32.0,8.0,2.5,0.05,0.21,0.13,0.16,63.0,86.0,29.5,0.47,0.28,36.5,0.48,90.96,38.0,10.0,4.75,0.07,0.15,0.11,0.16,74.75,86.25,31.75,0.45,0.33,45.75,0.42,96.24,37.17,9.67,4.83,0.06,0.16,0.11,0.16,74.67,86.83,30.33,0.45,0.33,44.0,0.43,98.55,7.83,9.17,9.0,6.0,6.0,11.0,1,8.93,8.5,-0.43,2.6,1.5,-1.1,6.33,7.0,0.67,0.13,0.1,-0.03,0.14,0.13,-0.01,99.27,94.93,-4.34,2.0,1.5,-0.5,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,0,2
697,Luke Kornet,1628436,BOS vs. NYK,BOS,1610612738,NYK,1,42400215,2025-05-14,W,26,10,1,9,5,5,1.0,0,0,,0,0,,2,7,1,7,0,4,20,46.3,2.0,1.0,,,153.1,150.6,110.0,101.9,43.1,0.083,0.212,0.158,0.05,1.0,0.0,0.086,1.0,97.2,92.7,0.185,49,77.25,0.088,"MAY 14, 2025",240,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,3,12,8,25,127,138.88888888888889,5.0,4.0,40.0,0.3580246913580246,1610612752,138.88888888888889,91.44,94.02,96.6,1,0,7-1,250.0,0,1,1,0.0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.67,5,9.0,1.0,1.0,0.09,0.0,0.06,0.06,16.0,81.0,44.0,0.48,0.44,43.0,0.47,92.84,13.25,2.5,1.75,0.09,0.13,0.11,0.08,26.25,88.25,47.0,0.42,0.34,45.25,0.45,95.43,15.33,2.17,1.67,0.07,0.11,0.1,0.07,30.33,84.5,40.5,0.45,0.37,43.83,0.43,95.53,4.83,2.8,0.0,2.0,8.0,5.0,1,4.29,3.25,-1.04,1.57,1.25,-0.32,2.71,2.0,-0.71,0.11,0.1,-0.01,0.08,0.1,0.02,95.8,91.9,-3.9,0.43,0.5,0.07,BOS-NYK,2,5,Conference Semifinals,131.12,112.58,0.21500000000000002,4,1610612752,5,1610612752,140.36,1610612752,140.35000000000002,1610612752,137.73333333333335,1610612752.0,140.4,0.4944,92.97,1610612752,92.13,92.55,0,1
698,Torrey Craig,1628470,BOS vs. NYK,BOS,1610612738,NYK,1,42400215,2025-05-14,W,4,0,0,4,0,1,0.0,0,1,0.0,0,0,,1,3,0,0,0,1,1,4.8,0.0,0.0,,,112.5,150.0,133.3,141.8,-20.8,0.167,0.75,0.4,0.0,0.0,0.0,0.083,0.0,72.88,87.65,0.12,8,73.04,0.1,"MAY 14, 2025",240,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,3,12,8,25,127,138.88888888888889,5.0,4.0,40.0,0.3580246913580246,1610612752,138.88888888888889,91.44,94.02,96.6,1,0,6-5,221.0,0,1,0,0.0,1,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2,3.0,0.5,0.5,0.0,0.0,0.0,0.09,6.5,79.5,32.0,0.52,0.52,43.5,0.39,90.54,2.33,0.33,0.33,0.0,0.0,0.0,0.06,5.0,80.33,33.67,0.5,0.49,42.67,0.4,89.64,2.33,0.33,0.33,0.0,0.0,0.0,0.06,5.0,80.33,33.67,0.5,0.49,42.67,0.4,89.64,1.33,0.5,0.0,0.0,0.0,,1,1.67,0.0,-1.67,0.67,0.0,-0.67,1.0,0.0,-1.0,0.15,0.0,-0.15,0.06,0.09,0.03,93.26,91.0,-2.26,0.0,0.5,0.5,BOS-NYK,2,5,Conference Semifinals,131.12,112.58,0.21500000000000002,4,1610612752,5,1610612752,140.36,1610612752,140.35000000000002,1610612752,137.73333333333335,1610612752.0,140.4,0.4944,92.97,1610612752,92.13,92.55,0,1
699,Mikal Bridges,1628969,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,40,9,3,2,4,14,0.286,1,3,0.333,0,0,,0,2,1,1,2,0,-25,19.9,0.643,0.3214285714285714,G,,100.0,93.2,132.5,129.8,-32.5,0.0,0.05,0.022,0.176,0.321,1.5,0.165,0.321,97.7,93.33,0.025,77,77.78,0.171,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,1,6-6,209.0,1,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5,41.0,15.5,8.5,0.02,0.1,0.06,0.19,79.5,86.0,29.5,0.47,0.28,36.5,0.48,90.96,44.0,15.5,6.5,0.01,0.1,0.06,0.18,86.25,86.25,31.75,0.45,0.33,45.75,0.42,96.24,43.0,15.67,7.33,0.02,0.1,0.06,0.19,86.0,86.83,30.33,0.45,0.33,44.0,0.43,98.55,4.5,5.33,7.0,3.0,7.0,6.0,1,4.53,5.5,0.97,1.13,1.5,0.37,3.4,4.0,0.6,0.05,0.07,0.02,0.19,0.18,-0.01,99.27,94.93,-4.34,2.4,1.0,-1.4,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,0,2
700,Jalen Brunson,1628973,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,33,22,6,1,7,17,0.412,1,4,0.25,7,9,0.778,1,0,0,0,2,6,-18,30.2,1.05,0.4411764705882353,G,,119.0,110.5,145.3,145.8,-26.3,0.024,0.0,0.014,0.429,0.441,3.0,0.288,0.525,96.25,92.83,0.061,63,77.36,0.292,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,1,6-2,190.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,5,40.0,23.0,11.5,0.03,0.1,0.06,0.31,79.0,86.0,29.5,0.47,0.28,36.5,0.48,90.96,40.25,22.0,9.5,0.02,0.08,0.05,0.3,79.5,86.25,31.75,0.45,0.33,45.75,0.42,96.24,39.83,22.83,9.5,0.02,0.07,0.05,0.3,80.83,86.83,30.33,0.45,0.33,44.0,0.43,98.55,3.83,4.0,5.0,4.0,3.0,4.0,1,3.47,4.0,0.53,0.53,2.0,1.47,2.93,2.0,-0.93,0.05,0.05,0.0,0.31,0.36,0.05,99.27,94.93,-4.34,3.07,4.0,0.93,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,1,2
701,Donte DiVincenzo,1628978,MIN vs. GSW,MIN,1610612750,GSW,1,42400235,2025-05-14,W,26,13,6,2,5,7,0.714,2,4,0.5,1,2,0.5,0,2,4,0,1,3,7,35.4,1.65,0.8571428571428571,,,117.2,118.7,107.0,108.7,10.2,0.0,0.065,0.042,0.261,0.857,6.0,0.138,0.825,102.9,104.35,0.177,58,86.96,0.145,"MAY 14, 2025",240,49,78,0.628,13,31,0.419,10,15,0.667,6,33,39,36,11,4,20,19,121,122.71805273833672,14.0,1.0,40.0,0.4333333333333333,1610612744,122.71805273833672,98.6,100.4,102.2,1,0,6-4,203.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.33,5,21.0,5.0,1.5,0.03,0.11,0.07,0.17,45.5,80.5,34.0,0.47,0.43,37.0,0.43,96.38,25.25,7.5,2.25,0.05,0.07,0.06,0.18,52.75,83.5,33.5,0.46,0.36,41.75,0.43,93.59,27.0,9.0,2.5,0.05,0.07,0.06,0.18,56.17,85.5,36.17,0.44,0.33,40.83,0.43,93.39,3.0,3.0,3.0,2.0,3.0,3.0,1,2.91,3.0,0.09,0.82,0.67,-0.15,2.09,2.33,0.24,0.06,0.06,0.0,0.16,0.19,0.03,98.5,92.81,-5.69,2.0,1.67,-0.33,GSW-MIN,2,5,Conference Semifinals,124.84,110.26000000000002,0.2068,5,1610612744,4,1610612744,124.7,1610612744,119.25,1610612744,128.33333333333334,,,0.389,98.668,1610612744,99.34200000000001,99.00500000000001,0,1
702,Mitchell Robinson,1629011,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,23,8,0,13,1,3,0.333,0,0,,6,6,1.0,6,7,2,1,1,1,-9,31.6,1.418,0.3333333333333333,,,109.1,108.2,126.7,125.6,-17.6,0.207,0.292,0.245,0.0,0.333,0.0,0.127,0.709,93.54,92.75,0.2,44,77.29,0.131,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,0,7-0,240.0,0,1,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67,5,22.0,3.0,1.5,0.24,0.13,0.19,0.15,41.5,86.0,29.5,0.47,0.28,36.5,0.48,90.96,21.75,2.75,1.5,0.17,0.16,0.17,0.14,42.75,86.25,31.75,0.45,0.33,45.75,0.42,96.24,20.5,3.33,1.83,0.18,0.16,0.17,0.14,41.0,86.83,30.33,0.45,0.33,44.0,0.43,98.55,7.33,6.33,8.0,8.0,8.0,7.0,1,7.4,5.0,-2.4,3.8,3.5,-0.3,3.6,1.5,-2.1,0.16,0.16,0.0,0.1,0.11,0.01,99.27,94.93,-4.34,0.73,1.0,0.27,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,0,2
703,Landry Shamet,1629013,NYK @ BOS,NYK,1610612752,BOS,0,42400215,2025-05-14,L,3,1,1,0,0,0,,0,0,,1,4,0.25,0,0,0,0,0,0,-1,2.5,0.0,,,,150.0,159.6,140.0,175.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.284,72.56,84.16,-0.083,4,70.13,0.532,"MAY 14, 2025",240,29,81,0.358,12,30,0.4,32,40,0.8,12,28,40,17,5,4,10,20,102,105.59006211180125,3.0,12.0,44.0,0.5238095238095238,1610612738,105.59006211180125,96.6,94.02,91.44,1,0,6-4,190.0,1,0,0,0.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2.0,0.5,0.0,0.0,0.0,0.0,0.08,3.5,85.5,29.0,0.39,0.33,48.0,0.46,90.48,3.25,0.25,0.0,0.0,0.0,0.0,0.06,5.5,84.5,31.25,0.41,0.33,46.75,0.45,93.45,4.6,0.6,0.2,0.0,0.0,0.0,0.07,9.0,86.2,30.2,0.44,0.34,44.8,0.46,95.32,0.25,0.0,0.0,0.0,0.0,0.0,1,0.5,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,-0.5,0.03,0.0,-0.03,0.17,0.04,-0.13,97.9,94.93,-2.97,0.25,0.5,0.25,BOS-NYK,2,5,Conference Semifinals,109.64000000000001,140.36,0.2238,5,1610612738,4,1610612738,112.58,1610612738,108.2,1610612738,115.60000000000001,1610612738.0,119.15,0.33440000000000003,92.13,1610612738,92.97,92.55,0,2
704,Nickeil Alexander-Walker,1629638,MIN vs. GSW,MIN,1610612750,GSW,1,42400235,2025-05-14,W,14,2,2,0,1,3,0.333,0,1,0.0,0,0,,0,0,0,0,1,2,0,4.0,0.667,0.3333333333333333,,,100.0,100.4,100.0,101.5,0.0,0.0,0.0,0.0,0.154,0.333,2.0,0.118,0.333,110.53,111.57,-0.018,32,92.98,0.122,"MAY 14, 2025",240,49,78,0.628,13,31,0.419,10,15,0.667,6,33,39,36,11,4,20,19,121,122.71805273833672,14.0,1.0,40.0,0.4333333333333333,1610612744,122.71805273833672,98.6,100.4,102.2,1,0,6-5,205.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.33,5,17.5,4.5,2.5,0.03,0.08,0.06,0.17,38.0,80.5,34.0,0.47,0.43,37.0,0.43,96.38,18.75,6.25,3.0,0.02,0.05,0.04,0.18,39.75,83.5,33.5,0.46,0.36,41.75,0.43,93.59,18.67,6.67,2.83,0.02,0.06,0.04,0.19,40.0,85.5,36.17,0.44,0.33,40.83,0.43,93.39,1.2,1.67,2.0,2.0,2.0,0.0,1,2.0,1.33,-0.67,0.73,0.0,-0.73,1.27,1.33,0.06,0.05,0.03,-0.02,0.19,0.18,-0.01,98.5,92.81,-5.69,1.55,2.0,0.45,GSW-MIN,2,5,Conference Semifinals,124.84,110.26000000000002,0.2068,5,1610612744,4,1610612744,124.7,1610612744,119.25,1610612744,128.33333333333334,,,0.389,98.668,1610612744,99.34200000000001,99.00500000000001,0,1
705,Neemias Queta,1629674,BOS vs. NYK,BOS,1610612738,NYK,1,42400215,2025-05-14,W,3,4,1,1,2,2,1.0,0,0,,0,0,,1,0,0,0,0,1,1,6.7,2.0,1.0,,,140.0,175.0,150.0,159.6,-10.0,0.333,0.0,0.2,1.0,1.0,0.0,0.286,1.0,72.56,84.16,0.375,5,70.13,0.333,"MAY 14, 2025",240,44,84,0.524,22,49,0.449,17,26,0.654,12,32,44,27,3,12,8,25,127,138.88888888888889,5.0,4.0,40.0,0.3580246913580246,1610612752,138.88888888888889,91.44,94.02,96.6,1,0,7-0,248.0,0,0,1,0.0,1,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2,3.0,1.0,1.0,0.0,0.0,0.0,0.1,6.0,79.5,32.0,0.52,0.52,43.5,0.39,90.54,3.0,1.0,1.0,0.0,0.0,0.0,0.1,6.0,79.5,32.0,0.52,0.52,43.5,0.39,90.54,3.0,1.0,1.0,0.0,0.0,0.0,0.1,6.0,79.5,32.0,0.52,0.52,43.5,0.39,90.54,0.5,0.5,0.0,0.0,,,1,0.67,0.0,-0.67,0.67,0.0,-0.67,0.0,0.0,0.0,0.09,0.0,-0.09,0.15,0.2,0.05,93.26,93.12,-0.14,0.0,0.0,0.0,BOS-NYK,2,5,Conference Semifinals,131.12,112.58,0.21500000000000002,4,1610612752,5,1610612752,140.36,1610612752,140.35000000000002,1610612752,137.73333333333335,1610612752.0,140.4,0.4944,92.97,1610612752,92.13,92.55,0,1
