,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__DAL,TEAM__DEN,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__POR,TEAM__UTA,TEAM__WAS,OPP__ATL,OPP__BKN,OPP__BOS,OPP__DAL,OPP__DEN,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__NYK,OPP__PHI,OPP__PHX,OPP__POR,OPP__UTA,OPP__WAS,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
649,Russell Westbrook,201566,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,42,19,14,21,3,19,0.158,0,4,0.0,13,16,0.813,6,15,2,0,4,5,-2,67.2,0.73,0.1578947368421052,G,,108.2,113.2,110.6,108.6,-2.4,0.122,0.278,0.204,0.452,0.158,3.5,0.279,0.365,107.07,108.5,0.151,97,90.41,0.296,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,1,6-4,200.0,1,0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,4,31.5,14.0,5.5,0.07,0.23,0.14,0.28,67.0,94.0,28.5,0.4,0.16,48.0,0.57,101.58,35.33,15.0,6.0,0.05,0.18,0.11,0.26,75.33,92.0,25.67,0.45,0.24,45.33,0.55,102.89,35.33,15.0,6.0,0.05,0.18,0.11,0.26,75.33,92.0,25.67,0.45,0.24,45.33,0.55,102.89,16.5,6.33,12.0,6.0,5.0,,1,11.75,5.0,-6.75,3.25,1.0,-2.25,8.5,4.0,-4.5,0.15,0.06,-0.09,0.29,0.23,-0.06,103.9,104.06,0.16,3.75,6.0,2.25,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,0,1
650,Robin Lopez,201577,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,19,16,0,5,8,11,0.727,0,0,,0,0,,3,2,0,2,0,0,-8,28.0,1.455,0.7272727272727273,,,109.1,110.7,111.9,113.0,-2.8,0.13,0.08,0.104,0.0,0.727,0.0,0.216,0.727,107.47,108.78,0.23,44,90.65,0.218,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,0,7-1,281.0,0,0,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.67,4,12.5,3.0,2.0,0.0,0.0,0.0,0.11,27.5,94.0,28.5,0.4,0.16,48.0,0.57,101.58,12.33,3.33,2.33,0.03,0.03,0.03,0.14,26.67,92.0,25.67,0.45,0.24,45.33,0.55,102.89,12.33,3.33,2.33,0.03,0.03,0.03,0.14,26.67,92.0,25.67,0.45,0.24,45.33,0.55,102.89,2.5,1.33,0.0,0.0,2.0,,1,1.75,2.0,0.25,0.75,1.0,0.25,1.0,1.0,0.0,0.04,0.08,0.04,0.14,0.18,0.04,103.9,104.06,0.16,0.0,1.0,1.0,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,0,1
651,George Hill,201588,PHI @ WAS,PHI,1610612755,WAS,0,42000104,2021-05-31,L,22,14,2,1,3,5,0.6,3,5,0.6,5,6,0.833,1,0,0,0,1,1,2,17.2,1.832,0.9,,,111.3,108.3,105.6,108.9,5.8,0.033,0.0,0.018,0.125,0.9,2.0,0.155,0.916,114.98,115.16,0.113,53,95.96,0.157,"MAY 31, 2021",240,40,96,0.417,12,38,0.316,22,34,0.647,12,36,48,21,7,6,11,30,114,103.67406329574388,8.0,12.0,57.0,0.4545454545454545,1610612764.0,103.67406329574388,109.96,108.22,106.48,1,0,6-4,188.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.33,4,20.5,3.5,2.0,0.0,0.06,0.03,0.11,43.5,87.5,27.0,0.57,0.47,40.5,0.4,103.6,19.67,5.0,3.0,0.02,0.06,0.04,0.14,42.0,89.33,28.67,0.55,0.42,40.67,0.45,103.27,19.67,5.0,3.0,0.02,0.06,0.04,0.14,42.0,89.33,28.67,0.55,0.42,40.67,0.45,103.27,1.67,1.5,2.0,1.0,2.0,,0,1.12,1.75,0.63,0.25,0.75,0.5,0.88,1.0,0.12,0.03,0.05,0.02,0.12,0.12,0.0,100.71,104.35,3.64,0.75,1.0,0.25,PHI-WAS,1,4,First Round,101.38,106.52000000000001,0.21480000000000002,5,1610612764,3,1610612764,102.67999999999999,1610612764,107.9,1610612764,99.2,1610612764.0,93.3,0.14375,110.52000000000001,1610612764,109.458,109.989,0,1
652,Danny Green,201980,PHI @ WAS,PHI,1610612755,WAS,0,42000104,2021-05-31,L,31,11,1,3,4,10,0.4,3,8,0.375,0,0,,3,0,1,3,2,2,-7,26.1,1.1,0.55,F,,100.0,98.3,109.9,112.8,-9.9,0.073,0.0,0.039,0.045,0.55,0.5,0.148,0.55,109.62,110.11,0.048,71,91.76,0.148,"MAY 31, 2021",240,40,96,0.417,12,38,0.316,22,34,0.647,12,36,48,21,7,6,11,30,114,103.67406329574388,8.0,12.0,57.0,0.4545454545454545,1610612764.0,103.67406329574388,109.96,108.22,106.48,1,1,6-6,215.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4,24.0,6.0,3.5,0.06,0.07,0.07,0.12,49.0,87.5,27.0,0.57,0.47,40.5,0.4,103.6,26.33,6.0,3.67,0.05,0.06,0.06,0.11,54.67,89.33,28.67,0.55,0.42,40.67,0.45,103.27,26.33,6.0,3.67,0.05,0.06,0.06,0.11,54.67,89.33,28.67,0.55,0.42,40.67,0.45,103.27,2.67,3.5,4.0,2.0,2.0,,0,2.0,3.25,1.25,0.75,1.5,0.75,1.25,1.75,0.5,0.07,0.06,-0.01,0.07,0.12,0.05,100.76,104.35,3.59,0.5,0.75,0.25,PHI-WAS,1,4,First Round,101.38,106.52000000000001,0.21480000000000002,5,1610612764,3,1610612764,102.67999999999999,1610612764,107.9,1610612764,99.2,1610612764.0,93.3,0.14375,110.52000000000001,1610612764,109.458,109.989,0,1
653,Derrick Favors,202324,UTA @ MEM,UTA,1610612762,MEM,0,42000144,2021-05-31,W,16,8,0,5,4,5,0.8,0,0,,0,0,,3,2,0,0,0,1,3,14.0,1.6,0.8,,,111.8,111.5,102.9,103.7,8.8,0.2,0.133,0.167,0.0,0.8,0.0,0.135,0.8,104.59,104.84,0.132,34,87.37,0.135,"MAY 31, 2021",240,39,85,0.459,17,34,0.5,25,28,0.893,7,35,42,23,7,4,11,16,120,118.43663639952626,8.0,4.0,42.0,0.4673913043478261,1610612763.0,118.43663639952626,101.32,102.06,102.8,1,0,6-9,265.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.33,4,12.5,2.0,1.5,0.17,0.28,0.22,0.09,25.0,85.5,41.0,0.52,0.46,41.5,0.49,101.44,16.0,3.0,2.33,0.16,0.28,0.22,0.11,32.33,84.0,43.0,0.49,0.39,41.67,0.47,101.71,16.0,3.0,2.33,0.16,0.28,0.22,0.11,32.33,84.0,43.0,0.49,0.39,41.67,0.47,101.71,5.0,6.5,8.0,3.0,11.0,,0,3.0,6.25,3.25,1.57,2.0,0.43,1.43,4.25,2.82,0.14,0.18,0.04,0.09,0.1,0.01,96.01,101.27,5.26,0.57,0.5,-0.07,MEM-UTA,1,4,First Round,123.32000000000001,116.85999999999999,0.18380000000000002,5,1610612763,5,1610612763,117.24000000000001,1610612763,116.83333333333333,1610612763,110.56666666666666,1610612763.0,117.85,0.5589999999999999,100.684,1610612763,102.58,101.632,0,3
654,Ish Smith,202397,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,20,2,3,3,1,5,0.2,0,0,,0,0,,0,3,2,1,1,3,2,18.1,0.4,0.2,,,120.0,119.6,102.3,100.6,17.7,0.0,0.125,0.064,0.158,0.2,3.0,0.115,0.2,110.45,109.37,0.029,45,91.14,0.117,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,0,6-0,175.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.33,4,21.5,10.5,4.0,0.02,0.14,0.08,0.2,47.5,94.0,28.5,0.4,0.16,48.0,0.57,101.58,22.0,10.0,3.67,0.01,0.12,0.06,0.18,48.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,22.0,10.0,3.67,0.01,0.12,0.06,0.18,48.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,4.5,2.33,6.0,1.0,2.0,,1,3.5,2.0,-1.5,0.25,0.0,-0.25,3.25,2.0,-1.25,0.07,0.04,-0.03,0.17,0.16,-0.01,103.9,104.06,0.16,1.25,0.0,-1.25,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,0,1
655,Jonas Valančiūnas,202685,MEM vs. UTA,MEM,1610612763,UTA,1,42000144,2021-05-31,L,35,14,1,12,6,10,0.6,0,1,0.0,2,2,1.0,3,9,1,1,2,2,-1,33.9,1.287,0.6,C,,126.1,120.8,127.5,125.9,-1.4,0.1,0.273,0.19,0.036,0.6,0.5,0.171,0.643,98.66,95.91,0.108,69,79.92,0.171,"MAY 31, 2021",240,43,92,0.467,10,35,0.286,17,20,0.85,7,35,42,26,8,4,9,21,113,109.92217898832686,7.0,4.0,42.0,0.4588235294117647,1610612762.0,109.92217898832686,102.8,102.06,101.32,1,1,6-11,265.0,0,0,1,2.0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.33,4,32.5,10.5,6.0,0.14,0.16,0.15,0.17,65.0,92.5,32.0,0.49,0.33,42.5,0.52,101.26,34.67,11.67,6.33,0.13,0.16,0.14,0.17,70.0,95.0,28.0,0.47,0.34,45.0,0.49,100.01,34.67,11.67,6.33,0.13,0.16,0.14,0.17,70.0,95.0,28.0,0.47,0.34,45.0,0.49,100.01,12.5,8.0,13.0,6.0,12.0,,1,9.25,12.0,2.75,3.5,6.0,2.5,5.75,6.0,0.25,0.15,0.14,-0.01,0.19,0.18,-0.01,102.22,99.88,-2.34,2.0,2.0,0.0,MEM-UTA,1,4,First Round,113.55999999999999,117.24000000000001,0.22300000000000003,5,1610612762,5,1610612762,116.85999999999999,1610612762,113.94999999999999,1610612762,121.7,1610612762.0,113.0,0.08859999999999998,102.58,1610612762,100.684,101.632,0,0
656,Tobias Harris,202699,PHI @ WAS,PHI,1610612755,WAS,0,42000104,2021-05-31,L,37,21,5,13,8,24,0.333,1,5,0.2,4,4,1.0,1,12,0,1,2,4,-8,45.1,0.815,0.3541666666666667,F,,104.8,104.7,113.1,116.2,-8.3,0.02,0.293,0.144,0.217,0.354,2.5,0.287,0.408,105.68,107.04,0.114,83,89.2,0.29,"MAY 31, 2021",240,40,96,0.417,12,38,0.316,22,34,0.647,12,36,48,21,7,6,11,30,114,103.67406329574388,8.0,12.0,57.0,0.4545454545454545,1610612764.0,103.67406329574388,109.96,108.22,106.48,1,1,6-8,226.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.67,4,27.5,13.5,8.5,0.0,0.33,0.21,0.24,59.0,87.5,27.0,0.57,0.47,40.5,0.4,103.6,30.67,18.67,10.67,0.0,0.28,0.16,0.28,65.67,89.33,28.67,0.55,0.42,40.67,0.45,103.27,30.67,18.67,10.67,0.0,0.28,0.16,0.28,65.67,89.33,28.67,0.55,0.42,40.67,0.45,103.27,8.0,13.0,13.0,9.0,6.0,,0,7.62,10.25,2.63,1.12,0.25,-0.87,6.5,10.0,3.5,0.11,0.14,0.03,0.22,0.28,0.06,100.71,104.35,3.64,1.5,1.5,0.0,PHI-WAS,1,4,First Round,101.38,106.52000000000001,0.21480000000000002,5,1610612764,3,1610612764,102.67999999999999,1610612764,107.9,1610612764,99.2,1610612764.0,93.3,0.14375,110.52000000000001,1610612764,109.458,109.989,0,1
657,Bojan Bogdanović,202711,UTA @ MEM,UTA,1610612762,MEM,0,42000144,2021-05-31,W,33,13,2,2,5,10,0.5,3,5,0.6,0,0,,0,2,0,0,1,3,7,17.4,1.3,0.65,F,,127.5,129.8,120.9,115.5,6.6,0.0,0.063,0.031,0.083,0.65,2.0,0.145,0.65,100.33,98.91,0.049,69,82.42,0.149,"MAY 31, 2021",240,39,85,0.459,17,34,0.5,25,28,0.893,7,35,42,23,7,4,11,16,120,118.43663639952626,8.0,4.0,42.0,0.4673913043478261,1610612763.0,118.43663639952626,101.32,102.06,102.8,1,1,6-7,226.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.67,4,33.5,10.5,5.5,0.01,0.12,0.07,0.2,70.0,85.5,41.0,0.52,0.46,41.5,0.49,101.44,33.33,12.33,6.33,0.02,0.11,0.07,0.24,69.33,84.0,43.0,0.49,0.39,41.67,0.47,101.71,33.33,12.33,6.33,0.02,0.11,0.07,0.24,69.33,84.0,43.0,0.49,0.39,41.67,0.47,101.71,5.33,4.0,6.0,3.0,5.0,,0,3.71,5.25,1.54,0.43,0.75,0.32,3.29,4.5,1.21,0.06,0.08,0.02,0.19,0.22,0.03,96.01,101.27,5.26,1.86,2.5,0.64,MEM-UTA,1,4,First Round,123.32000000000001,116.85999999999999,0.18380000000000002,5,1610612763,5,1610612763,117.24000000000001,1610612763,116.83333333333333,1610612763,110.56666666666666,1610612763.0,117.85,0.5589999999999999,100.684,1610612763,102.58,101.632,0,3
658,Dāvis Bertāns,202722,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,23,15,0,4,4,7,0.571,3,6,0.5,4,4,1.0,0,4,0,1,0,1,-5,22.8,1.712,0.7857142857142857,F,,103.8,104.8,100.0,99.3,3.8,0.0,0.125,0.067,0.0,0.786,0.0,0.15,0.856,110.32,110.45,0.158,53,92.04,0.154,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,1,6-10,225.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,4,27.5,5.0,1.0,0.0,0.05,0.02,0.09,58.0,94.0,28.5,0.4,0.16,48.0,0.57,101.58,27.67,6.67,2.33,0.0,0.08,0.04,0.11,59.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,27.67,6.67,2.33,0.0,0.08,0.04,0.11,59.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,2.0,3.5,0.0,2.0,5.0,,1,2.0,5.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,0.04,0.09,0.05,0.11,0.14,0.03,104.47,104.06,-0.41,0.33,0.0,-0.33,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,0,1
659,Bradley Beal,203078,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,43,27,4,4,9,23,0.391,2,5,0.4,7,8,0.875,0,4,1,2,7,4,4,39.8,1.018,0.4347826086956521,G,,110.1,114.3,105.2,103.9,4.9,0.0,0.071,0.039,0.148,0.435,0.57,0.306,0.509,107.91,109.25,0.064,99,91.04,0.323,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,1,6-4,207.0,1,0,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.67,4,36.0,27.0,12.0,0.01,0.16,0.07,0.35,76.0,94.0,28.5,0.4,0.16,48.0,0.57,101.58,37.67,25.67,12.33,0.03,0.16,0.09,0.34,80.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,37.67,25.67,12.33,0.03,0.16,0.09,0.34,80.0,92.0,25.67,0.45,0.24,45.33,0.55,102.89,5.0,7.0,6.0,4.0,10.0,,1,5.25,10.0,4.75,1.0,2.0,1.0,4.25,8.0,3.75,0.07,0.13,0.06,0.34,0.32,-0.02,103.9,104.06,0.16,3.5,6.0,2.5,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,1,1
660,Mike Scott,203118,PHI @ WAS,PHI,1610612755,WAS,0,42000104,2021-05-31,L,17,0,2,2,0,4,0.0,0,3,0.0,0,0,,1,1,1,1,0,2,5,11.4,0.0,0.0,,,111.1,108.2,94.6,97.7,16.5,0.043,0.048,0.045,0.143,0.0,0.0,0.091,0.0,105.13,105.42,-0.016,36,87.85,0.091,"MAY 31, 2021",240,40,96,0.417,12,38,0.316,22,34,0.647,12,36,48,21,7,6,11,30,114,103.67406329574388,8.0,12.0,57.0,0.4545454545454545,1610612764.0,103.67406329574388,109.96,108.22,106.48,1,0,6-7,237.0,0,1,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3,5.5,2.0,1.0,0.0,0.05,0.03,0.15,11.5,87.5,27.0,0.57,0.47,40.5,0.4,103.6,5.5,2.0,1.0,0.0,0.05,0.03,0.15,11.5,87.5,27.0,0.57,0.47,40.5,0.4,103.6,5.5,2.0,1.0,0.0,0.05,0.03,0.15,11.5,87.5,27.0,0.57,0.47,40.5,0.4,103.6,0.0,1.5,1.0,0.0,,,0,0.0,1.0,1.0,0.0,0.33,0.33,0.0,0.67,0.67,0.0,0.04,0.04,0.05,0.13,0.08,99.54,104.45,4.91,0.0,0.0,0.0,PHI-WAS,1,4,First Round,101.38,106.52000000000001,0.21480000000000002,5,1610612764,3,1610612764,102.67999999999999,1610612764,107.9,1610612764,99.2,1610612764.0,93.3,0.14375,110.52000000000001,1610612764,109.458,109.989,0,1
661,Alex Len,203458,WAS vs. PHI,WAS,1610612764,PHI,1,42000104,2021-05-31,W,1,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,-2,1.5,0.0,,,,133.3,138.9,200.0,208.3,-66.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.93,104.1,-0.111,3,86.75,0.0,"MAY 31, 2021",240,40,88,0.455,9,24,0.375,33,42,0.786,13,44,57,24,8,12,13,27,122,114.5755071374906,7.0,6.0,48.0,0.4166666666666667,1610612755.0,114.5755071374906,106.48,108.22,109.96,1,0,7-0,250.0,0,0,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.33,4,11.5,4.0,2.0,0.13,0.17,0.15,0.14,26.0,94.0,28.5,0.4,0.16,48.0,0.57,101.58,13.0,4.67,2.67,0.09,0.19,0.13,0.18,28.67,92.0,25.67,0.45,0.24,45.33,0.55,102.89,13.0,4.67,2.67,0.09,0.19,0.13,0.18,28.67,92.0,25.67,0.45,0.24,45.33,0.55,102.89,1.0,3.0,2.0,5.0,3.0,,1,2.0,3.0,1.0,1.0,0.0,-1.0,1.0,3.0,2.0,0.2,0.1,-0.1,0.07,0.26,0.19,103.9,104.06,0.16,0.0,1.0,1.0,PHI-WAS,1,4,First Round,108.12,102.67999999999999,0.1938,3,1610612755,5,1610612755,106.52000000000001,1610612755,106.5,1610612755,103.8,1610612755.0,100.0,0.35,109.458,1610612755,110.52000000000001,109.989,0,1
