,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,IS_PLAYOFF,STARTING,HEIGHT,WEIGHT,GUARD,FORWARD,CENTER,TEAM_DAYS_REST,TEAM_B2B,PLAYER_DAYS_REST,PLAYER_B2B,PLAYER_MISSED_LAST,TEAM__ATL,TEAM__BKN,TEAM__BOS,TEAM__DAL,TEAM__DEN,TEAM__LAC,TEAM__LAL,TEAM__MEM,TEAM__MIA,TEAM__MIL,TEAM__NYK,TEAM__PHI,TEAM__PHX,TEAM__POR,TEAM__UTA,TEAM__WAS,OPP__ATL,OPP__BKN,OPP__BOS,OPP__DAL,OPP__DEN,OPP__LAC,OPP__LAL,OPP__MEM,OPP__MIA,OPP__MIL,OPP__NYK,OPP__PHI,OPP__PHX,OPP__POR,OPP__UTA,OPP__WAS,MATCHUP_AVG_REB_LAST_3,GAMES_VS_OPP,MIN_ROLL_AVG_2,FGA_ROLL_AVG_2,FGM_ROLL_AVG_2,OREB_PCT_ROLL_AVG_2,DREB_PCT_ROLL_AVG_2,REB_PCT_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,POSS_ROLL_AVG_2,TEAM_FGA_ROLL_AVG_2,TEAM_FG3A_ROLL_AVG_2,TEAM_FG_PCT_ROLL_AVG_2,TEAM_FG3_PCT_ROLL_AVG_2,OPP_REB_ROLL_AVG_2,OPP_FG_PCT_ROLL_AVG_2,OPP_PACE_ROLL_AVG_2,MIN_ROLL_AVG_4,FGA_ROLL_AVG_4,FGM_ROLL_AVG_4,OREB_PCT_ROLL_AVG_4,DREB_PCT_ROLL_AVG_4,REB_PCT_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,POSS_ROLL_AVG_4,TEAM_FGA_ROLL_AVG_4,TEAM_FG3A_ROLL_AVG_4,TEAM_FG_PCT_ROLL_AVG_4,TEAM_FG3_PCT_ROLL_AVG_4,OPP_REB_ROLL_AVG_4,OPP_FG_PCT_ROLL_AVG_4,OPP_PACE_ROLL_AVG_4,MIN_ROLL_AVG_6,FGA_ROLL_AVG_6,FGM_ROLL_AVG_6,OREB_PCT_ROLL_AVG_6,DREB_PCT_ROLL_AVG_6,REB_PCT_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,POSS_ROLL_AVG_6,TEAM_FGA_ROLL_AVG_6,TEAM_FG3A_ROLL_AVG_6,TEAM_FG_PCT_ROLL_AVG_6,TEAM_FG3_PCT_ROLL_AVG_6,OPP_REB_ROLL_AVG_6,OPP_FG_PCT_ROLL_AVG_6,OPP_PACE_ROLL_AVG_6,PLAYER_HOME_AVG_REB,PLAYER_AWAY_AVG_REB,REB_LAG_1,REB_LAG_2,REB_LAG_3,REB_LAG_4,DEF_CATEGORY,REB_VS_DEF_STRONG,REB_VS_DEF_WEAK,REB_VS_DEF_DIFF,OREB_VS_DEF_STRONG,OREB_VS_DEF_WEAK,OREB_VS_DEF_DIFF,DREB_VS_DEF_STRONG,DREB_VS_DEF_WEAK,DREB_VS_DEF_DIFF,REB_PCT_VS_DEF_STRONG,REB_PCT_VS_DEF_WEAK,REB_PCT_VS_DEF_DIFF,USG_PCT_VS_DEF_STRONG,USG_PCT_VS_DEF_WEAK,USG_PCT_VS_DEF_DIFF,GAME_PACE_VS_DEF_STRONG,GAME_PACE_VS_DEF_WEAK,GAME_PACE_VS_DEF_DIFF,TOV_VS_DEF_STRONG,TOV_VS_DEF_WEAK,TOV_VS_DEF_DIFF,MATCHUP_KEY,SERIES,GAME_IN_SERIES,SERIES_NAME,TEAM_STARTER_OFF_RATING_AVG,TEAM_STARTER_DEF_RATING_AVG,TEAM_STARTER_USG_PCT_AVG,NUM_USUAL_STARTERS_PRESENT,TEAM_ID_OPP,NUM_USUAL_STARTERS_PRESENT_OPP,TEAM_ID_OPP,OPP_STARTER_AVG_DEF_RATING,TEAM_ID_OPP,OPP_GUARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_FORWARDS_AVG_DEF_RATING_OPP,TEAM_ID_OPP,OPP_CENTERS_AVG_DEF_RATING_OPP,TEAM_STARTER_SPACING_METRIC,TEAM_STARTER_PACE,TEAM_ID_OPP,OPP_STARTER_PACE,PACE_EXPECTATION,IS_STAR,NUM_STARS_ON_TEAM
10,Taj Gibson,201959,NYK vs. ATL,NYK,1610612752,ATL,1,42000131,2021-05-23,L,24,5,2,9,2,2,1.0,0,0,,1,1,1.0,5,4,1,1,0,1,1,24.8,2.049,1.0,,,118.4,116.1,123.9,119.9,-5.5,0.172,0.167,0.17,0.095,1.0,0.0,0.031,1.025,96.34,93.89,0.137,49,78.24,0.034,"MAY 23, 2021",240,42,94,0.447,10,30,0.333,11,15,0.733,13,36,49,21,3,4,11,16,105,106.49087221095334,6.0,7.0,42.0,0.4666666666666667,1610612737.0,106.49087221095334,98.6,96.44,94.28,1,0,6-9,232.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,24.0,2.0,2.0,0.17,0.17,0.17,0.03,49.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,24.0,2.0,2.0,0.17,0.17,0.17,0.03,49.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,24.0,2.0,2.0,0.17,0.17,0.17,0.03,49.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,9.0,6.0,,,,,0,6.5,9.0,2.5,2.75,5.0,2.25,3.75,4.0,0.25,0.1,0.17,0.07,0.08,0.03,-0.05,95.29,96.44,1.15,0.75,0.0,-0.75,ATL-NYK,1,1,First Round,86.08,98.46000000000001,0.19619999999999999,3,1610612737,4,1610612737,107.85999999999999,1610612737,107.86666666666667,1610612737,108.85,1610612737.0,107.85,0.16666666666666666,96.69800000000001,1610612737,96.144,96.421,0,1
11,Danny Green,201980,PHI vs. WAS,PHI,1610612755,WAS,1,42000101,2021-05-23,W,31,11,2,2,4,6,0.667,3,4,0.75,0,0,,1,1,2,1,1,1,15,24.4,1.833,0.9166666666666666,F,,136.4,130.2,111.9,107.2,24.4,0.03,0.04,0.034,0.069,0.917,2.0,0.089,0.917,106.45,101.8,0.086,66,84.83,0.088,"MAY 23, 2021",240,46,93,0.495,10,32,0.313,23,33,0.697,13,27,40,27,10,5,11,18,125,118.46095526914328,4.0,4.0,41.0,0.5568181818181818,1610612764.0,118.46095526914328,105.52,104.06,102.6,1,1,6-6,215.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1,31.0,6.0,4.0,0.03,0.04,0.03,0.09,66.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,31.0,6.0,4.0,0.03,0.04,0.03,0.09,66.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,31.0,6.0,4.0,0.03,0.04,0.03,0.09,66.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,2.0,4.0,,,,,0,2.0,3.25,1.25,0.75,1.5,0.75,1.25,1.75,0.5,0.07,0.06,-0.01,0.07,0.12,0.05,100.76,104.35,3.59,0.5,0.75,0.25,PHI-WAS,1,1,First Round,126.47999999999999,107.52000000000001,0.22279999999999997,5,1610612764,5,1610612764,129.42000000000002,1610612764,129.70000000000002,1610612764,124.7,1610612764.0,133.3,0.29660000000000003,101.992,1610612764,101.276,101.634,0,1
12,Wesley Matthews,202083,LAL @ PHX,LAL,1610612747,PHX,0,42000151,2021-05-23,L,12,2,0,0,1,4,0.25,0,3,0.0,0,0,,0,0,0,0,0,2,-7,2.0,0.5,0.25,,,87.5,81.6,121.7,119.0,-34.2,0.0,0.0,0.0,0.0,0.25,0.0,0.133,0.25,100.58,96.0,-0.115,24,80.0,0.135,"MAY 23, 2021",240,33,76,0.434,7,26,0.269,17,28,0.607,10,23,33,19,10,5,14,18,90,97.48700173310226,7.0,4.0,47.0,0.4651162790697674,1610612756.0,97.48700173310226,92.32,90.8,89.28,1,0,6-5,220.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,12.0,4.0,1.0,0.0,0.0,0.0,0.13,24.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,12.0,4.0,1.0,0.0,0.0,0.0,0.13,24.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,12.0,4.0,1.0,0.0,0.0,0.0,0.13,24.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,0.0,0.0,,,,,0,2.0,0.0,-2.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.06,0.0,-0.06,0.15,0.13,-0.02,96.46,90.8,-5.66,0.0,0.0,0.0,LAL-PHX,1,1,First Round,97.68,107.2,0.20659999999999998,5,1610612756,5,1610612756,95.72,1610612756,98.96666666666665,1610612756,94.4,1610612756.0,90.3,0.268,94.774,1610612756,93.046,93.91,0,2
13,Derrick Favors,202324,UTA vs. MEM,UTA,1610612762,MEM,1,42000141,2021-05-23,L,23,12,0,11,4,5,0.8,0,0,,4,5,0.8,3,8,0,4,1,2,-12,36.2,1.667,0.8,,,104.3,99.7,119.6,119.7,-15.4,0.13,0.276,0.212,0.0,0.8,0.0,0.151,0.833,104.72,102.51,0.192,47,85.42,0.148,"MAY 23, 2021",240,34,81,0.42,12,47,0.255,29,33,0.879,12,38,50,20,3,11,14,21,109,111.77194421657096,12.0,5.0,42.0,0.45,1610612763.0,111.77194421657096,97.52,99.88,102.24,1,0,6-9,265.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,1,23.0,5.0,4.0,0.13,0.28,0.21,0.15,47.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,23.0,5.0,4.0,0.13,0.28,0.21,0.15,47.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,23.0,5.0,4.0,0.13,0.28,0.21,0.15,47.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,11.0,8.0,,,,,0,3.0,6.25,3.25,1.57,2.0,0.43,1.43,4.25,2.82,0.14,0.18,0.04,0.09,0.1,0.01,96.01,101.27,5.26,0.57,0.5,-0.07,MEM-UTA,1,1,First Round,112.75999999999999,117.82000000000001,0.19,4,1610612763,5,1610612763,113.52000000000001,1610612763,109.96666666666665,1610612763,117.7,1610612763.0,118.85,0.34975,97.104,1610612763,97.35799999999999,97.231,0,2
14,Ish Smith,202397,WAS @ PHI,WAS,1610612764,PHI,0,42000101,2021-05-23,L,23,6,2,2,3,9,0.333,0,0,,0,0,,0,2,3,1,0,2,9,23.4,0.667,0.3333333333333333,,,130.6,134.7,114.6,110.2,16.0,0.0,0.08,0.045,0.083,0.333,0.0,0.161,0.333,103.63,103.16,0.05,49,85.97,0.168,"MAY 23, 2021",240,49,88,0.557,8,20,0.4,12,15,0.8,7,34,41,26,4,4,15,24,118,115.00974658869396,10.0,5.0,40.0,0.4946236559139785,1610612755.0,115.00974658869396,102.6,104.06,105.52,1,0,6-0,175.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,23.0,9.0,3.0,0.0,0.08,0.04,0.16,49.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,23.0,9.0,3.0,0.0,0.08,0.04,0.16,49.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,23.0,9.0,3.0,0.0,0.08,0.04,0.16,49.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,6.0,2.0,,,,,0,3.5,2.0,-1.5,0.25,0.0,-0.25,3.25,2.0,-1.25,0.07,0.04,-0.03,0.17,0.16,-0.01,103.9,104.06,0.16,1.25,0.0,-1.25,PHI-WAS,1,1,First Round,104.74000000000001,129.42000000000002,0.2076,5,1610612755,5,1610612755,107.52000000000001,1610612755,109.7,1610612755,104.46666666666665,1610612755.0,92.2,0.41675,101.276,1610612755,101.992,101.634,0,1
15,Jonas Valančiūnas,202685,MEM @ UTA,MEM,1610612763,UTA,0,42000141,2021-05-23,W,39,15,3,12,7,14,0.5,0,0,,1,2,0.5,6,6,0,1,2,5,15,34.9,1.008,0.5,C,,123.8,118.8,103.7,104.0,20.0,0.128,0.158,0.141,0.091,0.5,1.5,0.179,0.504,100.1,98.2,0.084,80,81.83,0.175,"MAY 23, 2021",240,45,100,0.45,7,20,0.35,15,21,0.714,16,26,42,18,12,5,9,23,112,109.54616588419404,3.0,11.0,50.0,0.419753086419753,1610612762.0,109.54616588419404,102.24,99.88,97.52,1,1,6-11,265.0,0,0,1,3.0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,1,39.0,14.0,7.0,0.13,0.16,0.14,0.18,80.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,39.0,14.0,7.0,0.13,0.16,0.14,0.18,80.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,39.0,14.0,7.0,0.13,0.16,0.14,0.18,80.0,100.0,20.0,0.45,0.35,50.0,0.42,97.52,13.0,12.0,,,,,0,9.25,12.0,2.75,3.5,6.0,2.5,5.75,6.0,0.25,0.15,0.14,-0.01,0.19,0.18,-0.01,102.22,99.88,-2.34,2.0,2.0,0.0,MEM-UTA,1,1,First Round,118.17999999999999,113.52000000000001,0.2232,5,1610612762,4,1610612762,117.82000000000001,1610612762,118.15,1610612762,125.16666666666667,1610612762.0,100.0,0.275,97.35799999999999,1610612762,97.104,97.231,0,0
16,Alec Burks,202692,NYK vs. ATL,NYK,1610612752,ATL,1,42000131,2021-05-23,L,26,27,4,3,9,13,0.692,3,5,0.6,6,8,0.75,1,2,0,0,1,2,8,35.6,1.634,0.8076923076923077,,,141.2,131.6,128.0,127.0,13.2,0.036,0.087,0.059,0.211,0.808,4.0,0.258,0.817,96.79,92.99,0.2,51,77.49,0.267,"MAY 23, 2021",240,42,94,0.447,10,30,0.333,11,15,0.733,13,36,49,21,3,4,11,16,105,106.49087221095334,6.0,7.0,42.0,0.4666666666666667,1610612737.0,106.49087221095334,98.6,96.44,94.28,1,0,6-5,214.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,26.0,13.0,9.0,0.04,0.09,0.06,0.26,51.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,26.0,13.0,9.0,0.04,0.09,0.06,0.26,51.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,26.0,13.0,9.0,0.04,0.09,0.06,0.26,51.0,94.0,30.0,0.45,0.33,42.0,0.47,94.28,3.0,2.0,,,,,0,5.5,3.0,-2.5,1.0,1.0,0.0,4.5,2.0,-2.5,0.1,0.06,-0.04,0.22,0.26,0.04,95.29,96.44,1.15,0.75,1.0,0.25,ATL-NYK,1,1,First Round,86.08,98.46000000000001,0.19619999999999999,3,1610612737,4,1610612737,107.85999999999999,1610612737,107.86666666666667,1610612737,108.85,1610612737.0,107.85,0.16666666666666666,96.69800000000001,1610612737,96.144,96.421,0,1
17,Tobias Harris,202699,PHI vs. WAS,PHI,1610612755,WAS,1,42000101,2021-05-23,W,37,37,2,6,15,29,0.517,2,5,0.4,5,5,1.0,0,6,2,0,2,0,2,51.2,1.186,0.5517241379310345,F,,120.3,113.7,116.3,114.7,4.0,0.0,0.194,0.079,0.095,0.552,1.0,0.34,0.593,106.7,103.04,0.188,79,85.87,0.342,"MAY 23, 2021",240,46,93,0.495,10,32,0.313,23,33,0.697,13,27,40,27,10,5,11,18,125,118.46095526914328,4.0,4.0,41.0,0.5568181818181818,1610612764.0,118.46095526914328,105.52,104.06,102.6,1,1,6-8,226.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,1,37.0,29.0,15.0,0.0,0.19,0.08,0.34,79.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,37.0,29.0,15.0,0.0,0.19,0.08,0.34,79.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,37.0,29.0,15.0,0.0,0.19,0.08,0.34,79.0,93.0,32.0,0.5,0.31,41.0,0.56,102.6,6.0,13.0,,,,,0,7.62,10.25,2.63,1.12,0.25,-0.87,6.5,10.0,3.5,0.11,0.14,0.03,0.22,0.28,0.06,100.71,104.35,3.64,1.5,1.5,0.0,PHI-WAS,1,1,First Round,126.47999999999999,107.52000000000001,0.22279999999999997,5,1610612764,5,1610612764,129.42000000000002,1610612764,129.70000000000002,1610612764,124.7,1610612764.0,133.3,0.29660000000000003,101.992,1610612764,101.276,101.634,0,1
18,Bojan Bogdanović,202711,UTA vs. MEM,UTA,1610612762,MEM,1,42000141,2021-05-23,L,33,29,0,5,8,16,0.5,4,11,0.364,9,9,1.0,1,4,2,0,4,1,-11,37.0,1.453,0.625,F,,105.9,105.9,125.8,120.2,-19.9,0.031,0.1,0.069,0.0,0.625,0.0,0.316,0.726,99.62,97.41,0.182,68,81.17,0.324,"MAY 23, 2021",240,34,81,0.42,12,47,0.255,29,33,0.879,12,38,50,20,3,11,14,21,109,111.77194421657096,12.0,5.0,42.0,0.45,1610612763.0,111.77194421657096,97.52,99.88,102.24,1,1,6-7,226.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,1,33.0,16.0,8.0,0.03,0.1,0.07,0.32,68.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,33.0,16.0,8.0,0.03,0.1,0.07,0.32,68.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,33.0,16.0,8.0,0.03,0.1,0.07,0.32,68.0,81.0,47.0,0.42,0.26,42.0,0.45,102.24,5.0,6.0,,,,,0,3.71,5.25,1.54,0.43,0.75,0.32,3.29,4.5,1.21,0.06,0.08,0.02,0.19,0.22,0.03,96.01,101.27,5.26,1.86,2.5,0.64,MEM-UTA,1,1,First Round,112.75999999999999,117.82000000000001,0.19,4,1610612763,5,1610612763,113.52000000000001,1610612763,109.96666666666665,1610612763,117.7,1610612763.0,118.85,0.34975,97.104,1610612763,97.35799999999999,97.231,0,2
19,Dāvis Bertāns,202722,WAS @ PHI,WAS,1610612764,PHI,0,42000101,2021-05-23,L,28,14,1,5,5,10,0.5,4,8,0.5,0,0,,0,5,0,1,0,3,9,24.5,1.4,0.7,,,121.3,122.3,108.3,105.6,13.0,0.0,0.147,0.088,0.038,0.7,0.0,0.143,0.7,105.02,104.09,0.104,61,86.74,0.15,"MAY 23, 2021",240,49,88,0.557,8,20,0.4,12,15,0.8,7,34,41,26,4,4,15,24,118,115.00974658869396,10.0,5.0,40.0,0.4946236559139785,1610612755.0,115.00974658869396,102.6,104.06,105.52,1,0,6-10,225.0,0,1,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,28.0,10.0,5.0,0.0,0.15,0.09,0.14,61.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,28.0,10.0,5.0,0.0,0.15,0.09,0.14,61.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,28.0,10.0,5.0,0.0,0.15,0.09,0.14,61.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,0.0,5.0,,,,,0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,0.04,0.09,0.05,0.11,0.14,0.03,104.47,104.06,-0.41,0.33,0.0,-0.33,PHI-WAS,1,1,First Round,104.74000000000001,129.42000000000002,0.2076,5,1610612755,5,1610612755,107.52000000000001,1610612755,109.7,1610612755,104.46666666666665,1610612755.0,92.2,0.41675,101.276,1610612755,101.992,101.634,0,1
20,E'Twaun Moore,202734,PHX vs. LAL,PHX,1610612756,LAL,1,42000151,2021-05-23,W,2,0,2,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,6,4.2,0.0,,,,120.0,120.0,0.0,0.0,120.0,0.0,0.333,0.167,0.667,0.0,0.0,0.0,0.0,106.23,106.23,0.75,5,88.52,0.0,"MAY 23, 2021",240,40,86,0.465,9,28,0.321,10,12,0.833,16,31,47,24,7,4,14,20,99,110.88709677419357,10.0,5.0,33.0,0.4342105263157895,1610612747.0,110.88709677419357,89.28,90.8,92.32,1,0,6-3,191.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,2.0,0.0,0.0,0.0,0.33,0.17,0.0,5.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,2.0,0.0,0.0,0.0,0.33,0.17,0.0,5.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,2.0,0.0,0.0,0.0,0.33,0.17,0.0,5.0,86.0,28.0,0.46,0.32,33.0,0.43,92.32,1.0,1.0,,,,,0,1.6,1.0,-0.6,0.0,0.0,0.0,1.6,1.0,-0.6,0.13,0.12,-0.01,0.24,0.19,-0.05,95.46,95.22,-0.24,0.4,0.5,0.1,LAL-PHX,1,1,First Round,110.46,95.72,0.1792,5,1610612747,5,1610612747,107.2,1610612747,106.75,1610612747,105.15,1610612747.0,111.95,0.45725,93.046,1610612747,94.774,93.91,0,2
21,Anthony Davis,203076,LAL @ PHX,LAL,1610612747,PHX,0,42000151,2021-05-23,L,39,13,2,7,5,16,0.313,0,2,0.0,3,5,0.6,0,7,0,3,0,1,-18,33.4,0.714,0.3125,F,,90.7,92.7,111.7,115.8,-21.0,0.0,0.171,0.089,0.1,0.313,0.0,0.214,0.357,91.34,94.03,0.075,75,78.36,0.221,"MAY 23, 2021",240,33,76,0.434,7,26,0.269,17,28,0.607,10,23,33,19,10,5,14,18,90,97.48700173310226,7.0,4.0,47.0,0.4651162790697674,1610612756.0,97.48700173310226,92.32,90.8,89.28,1,1,6-10,253.0,0,1,1,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1,39.0,16.0,5.0,0.0,0.17,0.09,0.21,75.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,39.0,16.0,5.0,0.0,0.17,0.09,0.21,75.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,39.0,16.0,5.0,0.0,0.17,0.09,0.21,75.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,11.0,7.0,,,,,0,6.5,7.0,0.5,1.75,0.0,-1.75,4.75,7.0,2.25,0.12,0.09,-0.03,0.21,0.21,0.0,95.14,90.8,-4.34,1.5,0.0,-1.5,LAL-PHX,1,1,First Round,97.68,107.2,0.20659999999999998,5,1610612756,5,1610612756,95.72,1610612756,98.96666666666665,1610612756,94.4,1610612756.0,90.3,0.268,94.774,1610612756,93.046,93.91,1,2
22,Bradley Beal,203078,WAS @ PHI,WAS,1610612764,PHI,0,42000101,2021-05-23,L,41,33,6,10,13,23,0.565,1,6,0.167,6,6,1.0,2,8,1,0,6,0,-4,51.0,1.287,0.5869565217391305,F,,119.3,119.7,126.7,120.8,-7.4,0.065,0.167,0.127,0.2,0.587,1.0,0.323,0.644,104.19,101.9,0.174,88,84.91,0.338,"MAY 23, 2021",240,49,88,0.557,8,20,0.4,12,15,0.8,7,34,41,26,4,4,15,24,118,115.00974658869396,10.0,5.0,40.0,0.4946236559139785,1610612755.0,115.00974658869396,102.6,104.06,105.52,1,1,6-4,207.0,1,0,0,0.0,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,1,41.0,23.0,13.0,0.06,0.17,0.13,0.32,88.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,41.0,23.0,13.0,0.06,0.17,0.13,0.32,88.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,41.0,23.0,13.0,0.06,0.17,0.13,0.32,88.0,88.0,20.0,0.56,0.4,40.0,0.49,105.52,6.0,10.0,,,,,0,5.25,10.0,4.75,1.0,2.0,1.0,4.25,8.0,3.75,0.07,0.13,0.06,0.34,0.32,-0.02,103.9,104.06,0.16,3.5,6.0,2.5,PHI-WAS,1,1,First Round,104.74000000000001,129.42000000000002,0.2076,5,1610612755,5,1610612755,107.52000000000001,1610612755,109.7,1610612755,104.46666666666665,1610612755.0,92.2,0.41675,101.276,1610612755,101.992,101.634,1,1
23,Andre Drummond,203083,LAL @ PHX,LAL,1610612747,PHX,0,42000151,2021-05-23,L,19,12,0,9,5,7,0.714,0,0,,2,4,0.5,7,2,1,1,2,1,-4,26.8,1.37,0.7142857142857143,C,,102.4,109.7,112.2,118.3,-9.8,0.389,0.1,0.237,0.0,0.714,0.0,0.229,0.685,97.04,103.13,0.148,41,85.94,0.243,"MAY 23, 2021",240,33,76,0.434,7,26,0.269,17,28,0.607,10,23,33,19,10,5,14,18,90,97.48700173310226,7.0,4.0,47.0,0.4651162790697674,1610612756.0,97.48700173310226,92.32,90.8,89.28,1,1,6-11,279.0,0,0,1,0.0,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,1,19.0,7.0,5.0,0.39,0.1,0.24,0.23,41.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,19.0,7.0,5.0,0.39,0.1,0.24,0.23,41.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,19.0,7.0,5.0,0.39,0.1,0.24,0.23,41.0,76.0,26.0,0.43,0.27,47.0,0.47,89.28,11.0,9.0,,,,,0,11.5,9.0,-2.5,3.0,7.0,4.0,8.5,2.0,-6.5,0.26,0.24,-0.02,0.17,0.23,0.06,97.99,90.8,-7.19,2.25,2.0,-0.25,LAL-PHX,1,1,First Round,97.68,107.2,0.20659999999999998,5,1610612756,5,1610612756,95.72,1610612756,98.96666666666665,1610612756,94.4,1610612756.0,90.3,0.268,94.774,1610612756,93.046,93.91,0,2
