,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,POSITION
19,19,Tyrese Maxey,1630178,PHI @ BOS,PHI,1610612755,BOS,0,1,22200001,2022-10-18,L,38,21,2,1,8,16,0.5,2,5,0.4,3,3,1.0,0,1,2,0,1,5,-6,30.2,1.212,G,117.5,128.2,-10.7,0.0,0.032,0.015,0.077,2.0,0.207,0.606,100.98,99.27,0.071,82.73,"OCT 18, 2022",240,40,80,0.5,13,34,0.382,24,28,0.857,4,27,31,16,8,3,14,25,117,114.347146207975,8.0,3.0,36.0,0.5609756097560976,1610612738,114.347146207975,102.32,100.32,98.32,Guard
20,20,Russell Westbrook,201566,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,31,19,3,11,7,12,0.583,1,3,0.333,4,5,0.8,1,10,1,0,4,1,-6,35.7,1.338,G,102.7,107.8,-5.1,0.028,0.263,0.149,0.143,0.75,0.214,0.669,121.46,118.89,0.161,99.08,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
21,21,Stephen Curry,201939,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,33,33,7,6,10,22,0.455,4,13,0.308,9,9,1.0,1,5,4,1,4,1,20,61.7,1.271,G,122.0,100.0,22.0,0.025,0.143,0.08,0.269,1.75,0.315,0.636,121.98,118.52,0.194,98.77,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
22,22,Andrew Wiggins,203952,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,29,20,4,6,8,14,0.571,4,7,0.571,0,0,,1,5,1,1,1,5,25,38.2,1.429,F,134.2,100.0,34.2,0.031,0.161,0.095,0.148,4.0,0.19,0.714,121.69,118.92,0.115,99.1,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Forward
23,23,Kevon Looney,1626172,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,21,7,2,6,3,4,0.75,0,0,,1,1,1.0,2,4,1,0,0,2,30,20.2,1.577,C,141.5,86.5,55.0,0.1,0.19,0.146,0.087,0.0,0.07,0.788,117.37,119.23,0.098,99.36,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Forward
24,24,James Wiseman,1630164,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,17,8,0,7,4,6,0.667,0,0,,0,4,0.0,1,6,0,1,0,2,-11,19.4,1.031,,61.5,92.1,-30.6,0.043,0.273,0.156,0.0,0.0,0.17,0.515,116.13,111.89,0.215,93.24,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Center
25,25,Matt Ryan,1630346,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,18,3,0,1,1,4,0.25,1,3,0.333,0,0,,0,1,1,0,1,2,1,6.2,0.75,,92.7,88.1,4.6,0.0,0.045,0.023,0.0,0.0,0.111,0.375,111.86,111.81,-0.017,93.17,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward
26,26,Moses Moody,1630541,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,8,5,0,1,2,4,0.5,1,3,0.333,0,0,,0,1,0,0,0,0,1,6.2,1.25,,105.6,105.9,-0.3,0.0,0.125,0.063,0.0,0.0,0.211,0.625,111.02,110.77,0.129,92.31,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
27,27,Scotty Pippen Jr.,1630590,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,2,2,0,0,0,0,,0,0,,2,2,1.0,0,0,0,0,0,0,3,2.0,0.0,,125.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.25,1.136,86.91,102.86,0.4,85.71,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
28,28,Max Christie,1631108,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,2,3,0,1,1,1,1.0,1,1,1.0,0,0,,0,1,0,0,0,0,3,4.2,3.0,,125.0,50.0,75.0,0.0,0.5,0.25,0.0,0.0,0.25,1.5,86.91,102.86,0.8,85.71,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
29,29,LeBron James,2544,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,35,31,8,15,12,26,0.462,3,10,0.3,4,4,1.0,5,10,0,0,5,2,-10,56.0,1.117,F,97.6,109.4,-11.8,0.111,0.294,0.19,0.421,1.6,0.327,0.558,118.06,115.91,0.195,96.59,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward
30,30,Jonathan Kuminga,1630228,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,13,0,0,3,0,3,0.0,0,2,0.0,0,0,,1,2,0,1,2,2,-8,4.6,0.0,,55.2,80.0,-24.8,0.063,0.105,0.086,0.0,0.0,0.147,0.0,111.55,108.4,-0.25,90.33,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Forward
31,31,Juan Toscano-Anderson,1629308,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,14,0,0,4,0,3,0.0,0,3,0.0,0,0,,0,4,0,0,2,1,0,2.8,0.0,,76.5,74.3,2.2,0.0,0.182,0.103,0.0,0.0,0.132,0.0,118.69,115.8,-0.077,96.5,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward
32,32,Wenyen Gabriel,1629117,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,8,0,1,1,0,1,0.0,0,0,,0,2,0.0,1,0,0,0,0,2,0,2.7,0.0,,66.7,63.2,3.5,0.071,0.0,0.048,0.25,0.0,0.095,0.0,109.29,113.85,-0.438,94.87,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward
33,33,Anthony Davis,203076,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,36,27,0,6,10,22,0.455,0,3,0.0,7,9,0.778,0,6,4,1,3,2,-21,46.2,1.04,C,98.9,121.6,-22.7,0.0,0.136,0.072,0.0,0.0,0.296,0.52,120.49,117.98,0.104,98.31,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward-Center
34,34,Kendrick Nunn,1629134,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,23,13,2,3,5,9,0.556,3,6,0.5,0,0,,0,3,1,0,3,2,-19,19.6,1.444,,100.0,127.1,-27.1,0.0,0.111,0.058,0.133,0.67,0.188,0.722,122.86,119.74,0.085,99.78,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
35,35,Patrick Beverley,201976,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,25,3,2,2,1,5,0.2,1,5,0.2,0,0,,1,1,4,2,1,5,-5,25.4,0.6,G,96.4,103.6,-7.2,0.042,0.032,0.036,0.1,2.0,0.102,0.3,107.73,108.0,0.015,90.0,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
36,36,Donte DiVincenzo,1628978,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,22,8,2,2,3,6,0.5,1,2,0.5,1,2,0.5,0,2,1,0,4,2,-5,12.4,1.163,,96.1,112.5,-16.4,0.0,0.087,0.044,0.133,0.5,0.19,0.581,110.45,109.92,0.037,91.6,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
37,37,Austin Reaves,1630559,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,16,3,1,0,1,3,0.333,0,2,0.0,1,1,1.0,0,0,0,0,0,1,-6,4.5,0.872,,80.0,95.0,-15.0,0.0,0.0,0.0,0.083,0.0,0.068,0.436,125.76,120.0,0.019,100.0,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard
38,38,Lonnie Walker IV,1629022,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,29,5,5,3,2,7,0.286,0,3,0.0,1,2,0.5,1,2,1,1,2,0,-13,20.1,0.635,F,95.7,115.9,-20.2,0.027,0.065,0.044,0.217,2.5,0.125,0.317,115.82,113.92,0.044,94.93,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Guard-Forward
39,39,Jordan Poole,1629673,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,28,12,7,2,4,15,0.267,2,9,0.222,2,2,1.0,0,2,2,0,4,2,1,26.9,0.756,,88.2,89.4,-1.2,0.0,0.053,0.026,0.368,1.75,0.247,0.378,119.7,114.11,0.071,95.09,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
40,40,JaMychal Green,203210,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,23,8,0,7,3,6,0.5,2,3,0.667,0,0,,5,2,1,0,0,1,-3,19.4,1.333,,91.1,98.2,-7.1,0.152,0.077,0.119,0.0,0.0,0.087,0.667,115.2,113.68,0.117,94.74,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Forward-Center
41,41,Draymond Green,203110,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,25,4,5,5,2,5,0.4,0,0,,0,0,,0,5,0,0,1,1,12,16.5,0.8,F,111.7,91.7,20.0,0.0,0.152,0.081,0.217,5.0,0.09,0.4,118.51,116.68,0.082,97.23,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Forward
42,42,Klay Thompson,202691,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,20,18,3,2,6,13,0.462,2,6,0.333,4,5,0.8,0,2,1,0,2,3,11,25.9,1.184,G,117.4,93.5,23.9,0.0,0.074,0.041,0.214,1.5,0.327,0.592,115.1,112.37,0.122,93.64,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
43,43,Cole Swider,1631306,LAL @ GSW,LAL,1610612747,GSW,0,1,22200002,2022-10-18,L,2,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,0,3,2.7,0.0,,125.0,50.0,75.0,0.0,0.5,0.25,1.0,0.0,0.25,0.0,86.91,102.86,0.2,85.71,"OCT 18, 2022",240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,109,93.16239316239316,11.0,4.0,48.0,0.4545454545454545,1610612744,93.16239316239316,117.0,116.56,116.12,Forward
44,44,Ryan Rollins,1631157,GSW vs. LAL,GSW,1610612744,LAL,1,0,22200002,2022-10-18,W,2,0,1,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,2,-3,2.7,0.0,,50.0,125.0,-75.0,0.0,0.5,0.25,1.0,0.0,0.25,0.0,86.91,102.86,-0.2,85.71,"OCT 18, 2022",240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,123,105.92490527040992,12.0,4.0,48.0,0.425531914893617,1610612747,105.92490527040992,116.12,116.56,117.0,Guard
