Game,Tipoff,Season,Score,Over_Under,Home_Line
DET @ MIA,Jan 18 8:00 PM,2020,107-113,215.0,-6.0
GSW @ LAL,Jan 18 10:00 PM,2020,115-113,225.5,-9.0
OKC @ DEN,Jan 19 9:00 PM,2020,101-119,220.0,-10.0
NOP @ UTA,Jan 19 9:00 PM,2020,102-118,217.5,-6.5
BKN @ CLE,Jan 20 7:00 PM,2020,135-147,226.5,10.5
DAL @ IND,Jan 20 7:00 PM,2020,124-112,221.5,2.5
BOS @ PHI,Jan 20 7:00 PM,2020,109-117,220.5,-4.5
DET @ ATL,Jan 20 7:30 PM,2020,115-123,221.0,-4.5
MIA @ TOR,Jan 20 7:30 PM,2020,111-102,222.0,-4.0
ORL @ MIN,Jan 20 8:00 PM,2020,97-96,220.0,4.0
PHX @ HOU,Jan 20 9:30 PM,2020,109-103,219.0,5.5
SAS @ GSW,Jan 20 10:00 PM,2020,99-121,228.5,-1.0
SAC @ LAC,Jan 20 10:00 PM,2020,96-115,231.0,-11.0
LAL @ MIL,Jan 21 7:30 PM,2020,113-106,228.0,1.0
NYK @ GSW,Jan 21 10:00 PM,2020,119-104,215.0,-5.0
NOP @ UTA,Jan 21 10:00 PM,2020,118-129,217.5,-6.5
CHI @ CHA,Jan 22 7:00 PM,2020,123-110,228.5,-3.0
HOU @ DET,Jan 22 7:00 PM,2020,103-102,215.5,-3.0
ORL @ IND,Jan 22 7:00 PM,2020,118-120,215.5,-5.0
BKN @ CLE,Jan 22 7:30 PM,2020,113-125,223.5,6.5
BOS @ PHI,Jan 22 7:30 PM,2020,110-122,221.0,-4.5
MIA @ TOR,Jan 22 7:30 PM,2020,81-101,220.0,-2.0
ATL @ MIN,Jan 22 8:00 PM,2020,116-98,226.5,6.0
DAL @ SAS,Jan 22 8:30 PM,2020,122-117,223.0,2.0
OKC @ LAC,Jan 22 10:00 PM,2020,106-120,221.0,-13.5
DEN @ PHX,Jan 22 10:00 PM,2020,130-126,219.5,-1.0
NYK @ SAC,Jan 22 10:00 PM,2020,94-103,219.0,-3.5
MIA @ BKN,Jan 23 8:00 PM,2020,124-128,232.0,-7.5
PHI @ DET,Jan 23 8:00 PM,2020,114-110,215.5,8.5
NOP @ MIN,Jan 23 8:00 PM,2020,110-120,217.5,8.5
LAL @ CHI,Jan 23 9:00 PM,2020,101-90,227.0,9.5
HOU @ DAL,Jan 23 9:00 PM,2020,133-108,222.0,-7.0
DEN @ PHX,Jan 23 9:00 PM,2020,120-112,216.5,2.5
GSW @ UTA,Jan 23 9:00 PM,2020,108-127,228.5,-7.0
TOR @ IND,Jan 24 1:00 PM,2020,107-102,217.0,-4.5
OKC @ LAC,Jan 24 4:00 PM,2020,100-108,220.5,-13.0
CLE @ BOS,Jan 24 7:00 PM,2020,103-141,212.5,-6.0
CHA @ ORL,Jan 24 7:00 PM,2020,107-104,214.5,2.0
ATL @ MIL,Jan 24 8:00 PM,2020,115-129,224.5,-12.0
WAS @ SAS,Jan 24 8:00 PM,2020,101-121,233.5,-5.5
NYK @ POR,Jan 24 10:00 PM,2020,113-116,214.5,-4.0
PHI @ DET,Jan 25 7:00 PM,2020,104-119,216.0,4.5
TOR @ IND,Jan 25 7:00 PM,2020,114-129,219.0,-2.0
CHA @ ORL,Jan 25 7:00 PM,2020,108-117,214.0,1.0
MIA @ BKN,Jan 25 7:30 PM,2020,85-98,237.0,-7.5
LAL @ CLE,Jan 25 8:00 PM,2020,115-108,214.5,12.0
DEN @ DAL,Jan 25 8:30 PM,2020,117-113,223.0,2.0
BOS @ CHI,Jan 25 9:00 PM,2020,119-103,227.5,3.5
MIN @ GSW,Jan 25 10:00 PM,2020,108-130,227.0,-8.5
OKC @ POR,Jan 25 10:00 PM,2020,125-122,226.5,-4.5
LAC @ ATL,Jan 26 7:30 PM,2020,99-108,226.5,-5.5
WAS @ HOU,Jan 26 8:00 PM,2020,88-107,234.0,-3.0
NYK @ UTA,Jan 26 9:00 PM,2020,94-108,212.0,-11.0
IND @ CHA,Jan 27 7:00 PM,2020,116-106,221.5,3.0
DET @ CLE,Jan 27 7:00 PM,2020,107-122,215.5,-2.0
SAC @ ORL,Jan 27 7:00 PM,2020,121-107,223.5,-1.0
BKN @ ATL,Jan 27 7:30 PM,2020,132-128,238.0,6.0
DEN @ MIA,Jan 27 7:30 PM,2020,109-82,215.0,6.0
LAL @ PHI,Jan 27 7:30 PM,2020,106-107,222.5,4.0
MIL @ TOR,Jan 27 7:30 PM,2020,115-108,228.0,6.0
BOS @ SAS,Jan 27 8:30 PM,2020,106-110,224.5,4.5
WAS @ NOP,Jan 27 9:00 PM,2020,106-124,227.5,-8.0
OKC @ PHX,Jan 27 9:00 PM,2020,102-97,215.0,-8.0
DAL @ UTA,Jan 27 9:00 PM,2020,104-116,221.0,-2.0
MIN @ GSW,Jan 27 10:00 PM,2020,111-123,229.0,-9.0
POR @ HOU,Jan 28 7:30 PM,2020,101-104,229.5,-4.5
LAL @ DET,Jan 28 8:00 PM,2020,92-107,214.0,7.0
LAC @ MIA,Jan 28 8:00 PM,2020,109-105,212.5,-2.0
GSW @ PHX,Jan 28 10:00 PM,2020,93-114,219.5,1.0
IND @ CHA,Jan 29 7:00 PM,2020,105-108,221.5,3.5
ATL @ WAS,Jan 29 7:00 PM,2020,116-100,234.5,3.5
MIL @ NOP,Jan 29 7:30 PM,2020,126-131,230.0,6.5
CLE @ NYK,Jan 29 7:30 PM,2020,81-102,209.0,1.0
SAC @ TOR,Jan 29 7:30 PM,2020,126-124,226.5,-4.0
PHI @ MIN,Jan 29 8:00 PM,2020,118-94,225.0,9.5
BKN @ OKC,Jan 29 8:00 PM,2020,147-125,229.5,7.0
LAC @ ORL,Jan 29 8:00 PM,2020,116-90,217.0,7.0
DEN @ SAS,Jan 29 8:30 PM,2020,109-119,222.0,4.0
DAL @ UTA,Jan 29 10:00 PM,2020,101-120,222.0,-3.5
MIL @ CHA,Jan 30 8:00 PM,2020,114-126,230.5,9.0
POR @ CHI,Jan 30 8:00 PM,2020,123-122,233.0,-1.5
SAC @ MIA,Jan 30 8:00 PM,2020,104-105,223.0,-6.5
HOU @ NOP,Jan 30 8:00 PM,2020,126-112,222.5,1.0
LAL @ BOS,Jan 30 8:30 PM,2020,96-95,217.5,3.5
MEM @ SAS,Jan 30 8:30 PM,2020,129-112,219.0,-3.5
PHX @ DAL,Jan 30 9:00 PM,2020,111-105,215.0,1.0
DET @ GSW,Jan 30 10:00 PM,2020,91-118,224.5,-5.5
LAC @ NYK,Jan 31 1:00 PM,2020,129-115,210.5,9.5
UTA @ DEN,Jan 31 3:30 PM,2020,117-128,220.0,3.0
PHI @ IND,Jan 31 7:00 PM,2020,119-110,221.5,1.5
ORL @ TOR,Jan 31 7:00 PM,2020,102-115,215.5,-5.0
BKN @ WAS,Jan 31 7:00 PM,2020,146-149,244.5,5.5
CLE @ MIN,Jan 31 8:00 PM,2020,104-109,219.0,3.5
LAL @ ATL,Feb 1 7:30 PM,2020,107-99,219.0,7.0
CHA @ MIA,Feb 1 7:30 PM,2020,129-121,216.5,-7.5
NYK @ CHI,Feb 1 8:00 PM,2020,102-110,217.0,-3.5
MIN @ CLE,Feb 1 8:00 PM,2020,98-100,221.5,-3.5
POR @ MIL,Feb 1 8:00 PM,2020,106-134,235.0,-10.0
SAC @ NOP,Feb 1 8:00 PM,2020,118-109,234.5,-2.5
HOU @ OKC,Feb 1 8:00 PM,2020,136-106,224.5,5.0
PHX @ DAL,Feb 1 8:30 PM,2020,109-108,219.5,-2.0
MEM @ SAS,Feb 1 8:30 PM,2020,133-102,222.0,-4.0
TOR @ ORL,Feb 2 7:00 PM,2020,123-108,215.5,6.5
LAC @ BKN,Feb 2 7:30 PM,2020,120-124,241.5,1.5
MEM @ IND,Feb 2 8:00 PM,2020,116-134,221.5,-4.5
POR @ WAS,Feb 2 8:00 PM,2020,132-121,241.5,-3.0
BOS @ GSW,Feb 2 10:00 PM,2020,111-107,227.0,2.5
DET @ UTA,Feb 2 10:00 PM,2020,105-117,218.5,-12.5
PHI @ CHA,Feb 3 7:00 PM,2020,118-111,225.5,7.0
IND @ MIL,Feb 3 7:00 PM,2020,110-130,231.5,-9.0
DAL @ ATL,Feb 3 7:30 PM,2020,122-116,223.5,2.0
NYK @ CHI,Feb 3 8:00 PM,2020,107-103,218.0,-1.5
LAC @ CLE,Feb 3 8:00 PM,2020,121-99,219.5,9.0
WAS @ MIA,Feb 3 8:00 PM,2020,103-100,228.0,-9.0
HOU @ OKC,Feb 3 8:00 PM,2020,87-104,221.5,6.5
MIN @ SAS,Feb 3 8:30 PM,2020,108-111,226.0,-7.5
PHX @ NOP,Feb 3 9:30 PM,2020,101-123,223.0,2.5
BOS @ SAC,Feb 3 10:00 PM,2020,111-116,224.0,1.0
UTA @ ATL,Feb 4 7:30 PM,2020,112-91,221.0,10.0
GSW @ DAL,Feb 4 7:30 PM,2020,147-116,229.5,-4.0
POR @ PHI,Feb 4 8:00 PM,2020,121-105,223.0,-10.0
HOU @ MEM,Feb 4 9:00 PM,2020,115-103,226.5,-3.5
DEN @ LAL,Feb 4 10:00 PM,2020,93-114,217.0,-5.0
NOP @ IND,Feb 5 7:00 PM,2020,114-113,228.0,-1.5
CHI @ ORL,Feb 5 7:00 PM,2020,119-123,224.5,2.5
TOR @ BKN,Feb 5 7:30 PM,2020,123-117,239.5,-5.5
MIL @ CLE,Feb 5 7:30 PM,2020,123-105,228.5,11.0
UTA @ CHA,Feb 5 8:00 PM,2020,138-121,224.5,8.0
WAS @ MIA,Feb 5 8:00 PM,2020,95-122,230.0,-7.0
MIN @ OKC,Feb 5 8:00 PM,2020,106-103,220.5,2.5
DET @ PHX,Feb 5 9:00 PM,2020,92-109,212.0,-8.0
BOS @ LAC,Feb 5 10:00 PM,2020,119-115,219.0,-5.5
POR @ NYK,Feb 6 1:00 PM,2020,99-110,215.5,1.5
DEN @ SAC,Feb 6 5:00 PM,2020,114-119,226.0,2.5
CHI @ ORL,Feb 6 7:00 PM,2020,118-92,224.5,1.5
TOR @ ATL,Feb 6 8:00 PM,2020,121-132,223.0,1.0
MIL @ CLE,Feb 6 8:00 PM,2020,124-99,227.0,10.0
SAS @ HOU,Feb 6 8:00 PM,2020,111-106,225.5,1.0
MIN @ OKC,Feb 6 8:00 PM,2020,118-120,220.5,1.0
BKN @ PHI,Feb 6 8:00 PM,2020,108-124,233.5,-7.5
GSW @ DAL,Feb 6 8:30 PM,2020,132-134,232.5,-4.5
MEM @ NOP,Feb 6 9:00 PM,2020,109-118,227.0,1.0
DET @ LAL,Feb 6 10:00 PM,2020,129-135,214.0,-14.5
WAS @ CHA,Feb 7 1:00 PM,2020,97-119,237.5,1.5
UTA @ IND,Feb 7 1:00 PM,2020,103-95,225.0,5.0
MIA @ NYK,Feb 7 1:00 PM,2020,109-103,207.0,5.5
BOS @ PHX,Feb 7 2:00 PM,2020,91-100,215.0,-3.0
SAC @ LAC,Feb 7 3:00 PM,2020,113-110,228.5,-8.0
HOU @ CHA,Feb 8 7:00 PM,2020,94-119,219.5,1.5
WAS @ CHI,Feb 8 8:00 PM,2020,105-101,237.0,-4.5
TOR @ MEM,Feb 8 8:00 PM,2020,128-113,223.5,3.0
MIN @ DAL,Feb 8 8:30 PM,2020,122-127,228.5,-10.0
GSW @ SAS,Feb 8 8:30 PM,2020,100-105,233.0,-1.5
CLE @ PHX,Feb 8 9:00 PM,2020,113-119,212.5,-5.5
MIL @ DEN,Feb 8 9:30 PM,2020,125-112,233.5,2.0
OKC @ LAL,Feb 8 10:00 PM,2020,112-119,220.5,-10.0
BKN @ DET,Feb 9 7:00 PM,2020,111-122,228.5,5.5
NYK @ MIA,Feb 9 7:30 PM,2020,96-98,207.5,-6.0
HOU @ NOP,Feb 9 7:30 PM,2020,101-130,226.0,-6.5
GSW @ SAS,Feb 9 8:30 PM,2020,114-91,230.0,1.5
ORL @ POR,Feb 9 10:00 PM,2020,97-106,220.0,-6.0
PHI @ SAC,Feb 9 10:00 PM,2020,119-111,232.0,4.5
BOS @ UTA,Feb 9 10:00 PM,2020,108-122,221.5,-5.5
TOR @ WAS,Feb 10 7:00 PM,2020,137-115,235.0,5.5
ATL @ DAL,Feb 10 7:30 PM,2020,117-118,231.0,-3.5
IND @ BKN,Feb 10 8:00 PM,2020,94-104,235.0,1.0
CHA @ MEM,Feb 10 8:00 PM,2020,114-130,224.0,-2.5
LAC @ MIN,Feb 10 8:00 PM,2020,119-112,224.5,8.5
NOP @ CHI,Feb 10 9:00 PM,2020,116-129,230.0,2.5
CLE @ DEN,Feb 10 9:00 PM,2020,95-133,218.0,-9.5
OKC @ LAL,Feb 10 10:00 PM,2020,113-114,217.0,-11.5
MIL @ PHX,Feb 10 10:00 PM,2020,124-125,229.0,4.0
TOR @ BOS,Feb 11 7:30 PM,2020,106-120,219.0,-2.5
MIA @ HOU,Feb 11 7:30 PM,2020,101-94,214.0,2.0
IND @ DET,Feb 11 8:00 PM,2020,111-95,214.5,4.0
ORL @ GSW,Feb 11 10:00 PM,2020,105-111,221.5,-9.0
PHI @ POR,Feb 11 10:00 PM,2020,114-118,229.0,5.5
