Game,Tipoff,Season,Score,Over_Under,Home_Line
TOR @ CHI,Oct 26 8:00 PM,2019,108-84,219.0,3.0
IND @ CLE,Oct 26 8:00 PM,2019,99-110,213.0,4.5
NOP @ HOU,Oct 26 8:00 PM,2019,123-126,238.5,-12.0
WAS @ SAS,Oct 26 8:30 PM,2019,122-124,219.5,-11.5
SAC @ UTA,Oct 26 9:00 PM,2019,81-113,221.5,-9.0
LAC @ PHX,Oct 26 10:00 PM,2019,122-130,225.5,10.0
GSW @ OKC,Oct 27 3:30 PM,2019,92-120,224.0,1.0
BKN @ MEM,Oct 27 6:00 PM,2019,133-134,225.0,4.0
POR @ DAL,Oct 27 7:00 PM,2019,121-119,219.0,-2.5
MIA @ MIN,Oct 27 7:00 PM,2019,109-116,224.5,-7.0
CHA @ LAL,Oct 27 9:30 PM,2019,101-120,216.5,-13.5
IND @ DET,Oct 28 7:00 PM,2019,94-96,213.0,2.0
CHI @ NYK,Oct 28 7:00 PM,2019,98-105,224.5,2.0
PHI @ ATL,Oct 28 7:30 PM,2019,105-103,221.0,6.5
ORL @ TOR,Oct 28 7:30 PM,2019,95-104,208.5,-5.0
OKC @ HOU,Oct 28 8:00 PM,2019,112-116,227.5,-10.0
CLE @ MIL,Oct 28 8:00 PM,2019,112-129,224.5,-15.5
GSW @ NOP,Oct 28 8:00 PM,2019,134-123,236.0,-2.5
POR @ SAS,Oct 28 8:30 PM,2019,110-113,223.0,-6.0
UTA @ PHX,Oct 28 10:00 PM,2019,96-95,213.5,5.0
DEN @ SAC,Oct 28 10:00 PM,2019,101-94,217.5,5.0
CHA @ LAC,Oct 28 10:30 PM,2019,96-111,228.0,-15.5
ATL @ MIA,Oct 29 7:30 PM,2019,97-112,223.0,-8.5
DAL @ DEN,Oct 29 9:00 PM,2019,109-106,212.5,-5.0
MEM @ LAL,Oct 29 10:30 PM,2019,91-120,215.0,-11.5
CHI @ CLE,Oct 30 7:00 PM,2019,111-117,216.5,2.0
NYK @ ORL,Oct 30 7:00 PM,2019,83-95,209.5,-9.5
MIN @ PHI,Oct 30 7:00 PM,2019,95-117,222.0,-7.0
IND @ BKN,Oct 30 7:30 PM,2019,118-108,221.0,-3.0
MIL @ BOS,Oct 30 7:30 PM,2019,105-116,224.5,3.5
DET @ TOR,Oct 30 7:30 PM,2019,113-125,214.0,-9.5
POR @ OKC,Oct 30 8:00 PM,2019,102-99,222.0,1.5
HOU @ WAS,Oct 30 8:00 PM,2019,159-158,234.0,8.0
CHA @ SAC,Oct 30 10:00 PM,2019,118-111,223.0,-7.5
LAC @ UTA,Oct 30 10:00 PM,2019,96-110,216.5,-7.0
PHX @ GSW,Oct 30 10:30 PM,2019,121-110,231.5,-5.5
MIA @ ATL,Oct 31 7:00 PM,2019,106-97,215.0,6.5
DEN @ NOP,Oct 31 9:30 PM,2019,107-122,223.5,4.0
SAS @ LAC,Oct 31 10:30 PM,2019,97-103,229.0,-5.0
HOU @ BKN,Nov 1 7:00 PM,2019,116-123,245.0,4.5
CLE @ IND,Nov 1 7:00 PM,2019,95-102,215.0,-7.0
MIL @ ORL,Nov 1 7:00 PM,2019,123-91,214.0,4.5
NYK @ BOS,Nov 1 7:30 PM,2019,102-104,211.0,-9.0
DET @ CHI,Nov 1 8:00 PM,2019,106-112,215.0,-4.0
LAL @ DAL,Nov 1 9:30 PM,2019,119-110,218.0,-1.0
UTA @ SAC,Nov 1 10:00 PM,2019,101-102,214.5,4.5
SAS @ GSW,Nov 1 10:30 PM,2019,127-110,222.5,7.0
NOP @ OKC,Nov 2 5:00 PM,2019,104-115,227.5,-2.0
BKN @ DET,Nov 2 7:00 PM,2019,109-113,222.5,4.0
DEN @ ORL,Nov 2 7:00 PM,2019,91-87,199.5,4.0
PHX @ MEM,Nov 2 8:00 PM,2019,114-105,221.5,3.0
TOR @ MIL,Nov 2 8:00 PM,2019,105-115,227.0,-6.0
MIN @ WAS,Nov 2 8:00 PM,2019,131-109,229.5,-3.0
CHA @ GSW,Nov 2 8:30 PM,2019,93-87,221.0,6.0
PHI @ POR,Nov 2 10:00 PM,2019,129-128,224.0,1.0
CHI @ IND,Nov 3 5:00 PM,2019,95-108,217.0,-2.0
HOU @ MIA,Nov 3 6:00 PM,2019,100-129,233.5,3.0
SAC @ NYK,Nov 3 6:00 PM,2019,113-92,213.0,1.5
LAL @ SAS,Nov 3 7:00 PM,2019,103-96,217.0,1.5
DAL @ CLE,Nov 3 7:30 PM,2019,131-111,218.5,5.5
UTA @ LAC,Nov 3 9:00 PM,2019,94-105,213.0,-4.5
DET @ WAS,Nov 4 7:00 PM,2019,99-115,225.5,-4.0
NOP @ BKN,Nov 4 7:30 PM,2019,125-135,239.5,-3.5
HOU @ MEM,Nov 4 8:00 PM,2019,107-100,230.0,6.0
MIL @ MIN,Nov 4 8:00 PM,2019,134-106,230.0,7.5
PHI @ PHX,Nov 4 9:00 PM,2019,109-114,223.5,1.0
POR @ GSW,Nov 4 10:30 PM,2019,118-127,220.0,11.5
IND @ CHA,Nov 5 7:00 PM,2019,120-122,213.0,2.5
BOS @ CLE,Nov 5 7:00 PM,2019,119-113,215.5,6.0
SAS @ ATL,Nov 5 7:30 PM,2019,100-108,223.0,5.5
LAL @ CHI,Nov 5 8:00 PM,2019,118-112,215.0,7.0
ORL @ OKC,Nov 5 8:00 PM,2019,94-102,201.0,-2.5
MIA @ DEN,Nov 5 9:00 PM,2019,89-109,210.5,-5.0
NYK @ DET,Nov 6 7:00 PM,2019,102-122,206.0,-3.5
WAS @ IND,Nov 6 7:00 PM,2019,106-121,227.0,-3.0
CHI @ ATL,Nov 6 7:30 PM,2019,113-93,221.5,-2.5
GSW @ HOU,Nov 6 7:30 PM,2019,112-129,229.0,-16.0
SAC @ TOR,Nov 6 7:30 PM,2019,120-124,219.0,-8.0
MIN @ MEM,Nov 6 8:00 PM,2019,121-137,224.5,3.5
ORL @ DAL,Nov 6 8:30 PM,2019,106-107,207.5,-7.0
PHI @ UTA,Nov 6 9:00 PM,2019,104-106,209.0,-3.0
MIL @ LAC,Nov 6 10:00 PM,2019,129-124,228.0,6.5
BOS @ CHA,Nov 7 8:00 PM,2019,108-87,214.5,7.0
OKC @ SAS,Nov 7 8:30 PM,2019,112-121,211.5,-5.0
MIA @ PHX,Nov 7 9:00 PM,2019,124-108,220.0,-2.0
POR @ LAC,Nov 7 10:30 PM,2019,101-107,231.0,-5.5
DET @ IND,Nov 8 7:00 PM,2019,106-112,210.0,-6.0
MEM @ ORL,Nov 8 7:00 PM,2019,86-118,208.5,-7.5
CLE @ WAS,Nov 8 7:00 PM,2019,113-100,233.0,-5.0
SAC @ ATL,Nov 8 7:30 PM,2019,121-109,226.0,3.0
GSW @ MIN,Nov 8 8:00 PM,2019,119-125,228.0,-11.5
TOR @ NOP,Nov 8 8:00 PM,2019,122-104,232.5,2.0
NYK @ DAL,Nov 8 8:30 PM,2019,106-102,215.5,-11.0
PHI @ DEN,Nov 8 9:00 PM,2019,97-100,211.5,-5.0
MIL @ UTA,Nov 8 9:00 PM,2019,100-103,217.5,2.0
BKN @ POR,Nov 8 10:00 PM,2019,119-115,240.5,-3.0
MIA @ LAL,Nov 8 10:30 PM,2019,80-95,218.5,-8.5
BOS @ SAS,Nov 9 5:00 PM,2019,135-115,218.5,-2.0
NOP @ CHA,Nov 9 7:00 PM,2019,115-110,232.0,2.0
HOU @ CHI,Nov 9 8:00 PM,2019,117-94,233.5,6.5
DAL @ MEM,Nov 9 8:00 PM,2019,138-122,222.0,5.5
GSW @ OKC,Nov 9 8:00 PM,2019,108-114,216.0,-12.5
DEN @ MIN,Nov 10 3:30 PM,2019,100-98,218.5,4.0
IND @ ORL,Nov 10 6:00 PM,2019,109-102,202.5,-4.5
CHA @ PHI,Nov 10 6:00 PM,2019,106-114,213.5,-14.0
MIL @ OKC,Nov 10 7:00 PM,2019,121-119,219.5,9.0
CLE @ NYK,Nov 10 7:30 PM,2019,108-87,213.5,-2.5
BKN @ PHX,Nov 10 8:00 PM,2019,112-138,231.5,-3.0
ATL @ POR,Nov 10 9:00 PM,2019,113-124,226.0,-9.0
TOR @ LAL,Nov 10 9:30 PM,2019,113-104,210.5,-10.5
MIN @ DET,Nov 11 7:00 PM,2019,120-114,223.5,-4.0
DAL @ BOS,Nov 11 7:30 PM,2019,106-116,220.5,-3.0
MEM @ SAS,Nov 11 7:30 PM,2019,113-109,224.5,-10.5
HOU @ NOP,Nov 11 8:00 PM,2019,122-116,242.5,7.5
UTA @ GSW,Nov 11 10:30 PM,2019,122-108,211.0,8.0
TOR @ LAC,Nov 11 10:30 PM,2019,88-98,221.0,-9.5
OKC @ IND,Nov 12 7:00 PM,2019,85-111,212.5,-1.5
CLE @ PHI,Nov 12 7:00 PM,2019,97-98,220.0,-11.0
DET @ MIA,Nov 12 7:30 PM,2019,108-117,214.5,-9.0
NYK @ CHI,Nov 12 8:00 PM,2019,102-120,211.5,-6.5
ATL @ DEN,Nov 12 9:00 PM,2019,125-121,209.5,-10.5
LAL @ PHX,Nov 12 9:00 PM,2019,123-115,221.0,3.5
BKN @ UTA,Nov 12 9:00 PM,2019,114-119,220.0,-6.5
POR @ SAC,Nov 12 10:00 PM,2019,99-107,222.5,1.5
MEM @ CHA,Nov 13 7:00 PM,2019,119-117,221.0,-2.5
PHI @ ORL,Nov 13 7:00 PM,2019,97-112,207.5,1.0
WAS @ BOS,Nov 13 7:30 PM,2019,133-140,230.0,-7.0
LAC @ HOU,Nov 13 7:30 PM,2019,93-102,233.0,-2.5
SAS @ MIN,Nov 13 8:00 PM,2019,114-129,228.5,-1.5
GSW @ LAL,Nov 13 10:00 PM,2019,94-120,219.0,-9.0
TOR @ POR,Nov 13 10:00 PM,2019,114-106,219.0,-3.5
MIA @ CLE,Nov 14 6:00 PM,2019,108-97,215.0,4.5
CHI @ MIL,Nov 14 8:00 PM,2019,115-124,228.5,-11.5
LAC @ NOP,Nov 14 8:00 PM,2019,127-132,233.0,4.0
DAL @ NYK,Nov 14 8:00 PM,2019,103-106,214.5,7.5
ATL @ PHX,Nov 14 9:00 PM,2019,112-128,230.0,-8.0
BKN @ DEN,Nov 14 10:30 PM,2019,93-101,222.5,-7.5
DET @ CHA,Nov 15 7:00 PM,2019,106-109,220.5,4.0
SAS @ ORL,Nov 15 7:00 PM,2019,109-111,211.5,-2.5
IND @ HOU,Nov 15 8:00 PM,2019,102-111,226.0,-6.0
UTA @ MEM,Nov 15 8:00 PM,2019,106-107,215.0,8.0
WAS @ MIN,Nov 15 8:00 PM,2019,137-116,239.0,-5.5
PHI @ OKC,Nov 15 8:00 PM,2019,119-127,214.0,3.5
BOS @ GSW,Nov 15 10:30 PM,2019,105-100,223.0,7.0
SAC @ LAL,Nov 15 10:30 PM,2019,97-99,214.0,-10.5
BKN @ CHI,Nov 16 6:00 PM,2019,117-111,225.0,-3.5
MIL @ IND,Nov 16 7:00 PM,2019,102-83,220.5,7.5
CHA @ NYK,Nov 16 7:30 PM,2019,103-102,213.0,-4.0
NOP @ MIA,Nov 16 8:00 PM,2019,94-109,226.5,-8.0
HOU @ MIN,Nov 16 8:00 PM,2019,125-105,230.5,-2.5
TOR @ DAL,Nov 16 8:30 PM,2019,102-110,218.0,-4.5
POR @ SAS,Nov 16 8:30 PM,2019,121-116,225.5,-1.5
ATL @ LAC,Nov 16 10:30 PM,2019,101-150,224.0,-9.0
PHI @ CLE,Nov 17 3:00 PM,2019,114-95,216.0,7.0
BOS @ SAC,Nov 17 3:30 PM,2019,99-100,215.0,3.0
DEN @ MEM,Nov 17 6:00 PM,2019,131-114,215.0,6.5
WAS @ ORL,Nov 17 6:00 PM,2019,121-125,226.5,-6.0
GSW @ NOP,Nov 17 7:00 PM,2019,100-108,226.0,-3.5
ATL @ LAL,Nov 17 9:30 PM,2019,101-122,220.5,-14.5
CLE @ NYK,Nov 18 7:00 PM,2019,105-123,210.0,-5.5
IND @ BKN,Nov 18 7:30 PM,2019,115-86,214.0,-2.5
CHA @ TOR,Nov 18 7:30 PM,2019,96-132,214.0,-8.5
MIL @ CHI,Nov 18 8:00 PM,2019,115-101,231.0,8.5
POR @ HOU,Nov 18 8:00 PM,2019,108-132,231.0,-7.5
SAS @ DAL,Nov 18 8:30 PM,2019,110-117,224.0,-4.5
BOS @ PHX,Nov 18 9:00 PM,2019,99-85,226.5,-2.5
MIN @ UTA,Nov 18 9:00 PM,2019,112-102,219.0,-9.0
OKC @ LAC,Nov 18 10:30 PM,2019,88-90,222.0,-7.5
GSW @ MEM,Nov 19 8:00 PM,2019,114-95,222.0,-6.0
POR @ NOP,Nov 19 8:00 PM,2019,104-115,231.5,1.0
PHX @ SAC,Nov 19 10:00 PM,2019,116-120,219.0,-3.0
OKC @ LAL,Nov 19 10:30 PM,2019,107-112,209.5,-11.0
NYK @ PHI,Nov 20 7:00 PM,2019,104-109,210.5,-12.5
SAS @ WAS,Nov 20 7:00 PM,2019,132-138,237.0,2.0
MIL @ ATL,Nov 20 7:30 PM,2019,135-127,233.0,11.0
CHA @ BKN,Nov 20 7:30 PM,2019,91-101,219.0,-4.5
GSW @ DAL,Nov 20 7:30 PM,2019,94-142,216.0,-14.5
CLE @ MIA,Nov 20 7:30 PM,2019,100-124,213.5,-9.5
ORL @ TOR,Nov 20 7:30 PM,2019,97-113,207.0,-3.0
DET @ CHI,Nov 20 8:00 PM,2019,89-109,222.5,1.0
UTA @ MIN,Nov 20 8:00 PM,2019,103-95,223.0,3.0
HOU @ DEN,Nov 20 9:00 PM,2019,95-105,221.5,-1.5
BOS @ LAC,Nov 20 10:00 PM,2019,104-107,217.0,-7.5
POR @ MIL,Nov 21 8:00 PM,2019,129-137,228.5,-14.0
NOP @ PHX,Nov 21 10:30 PM,2019,124-121,234.5,-3.0
ATL @ DET,Nov 22 7:00 PM,2019,103-128,226.5,-6.5
CHA @ WAS,Nov 22 7:00 PM,2019,118-125,234.0,-6.0
SAC @ BKN,Nov 22 7:30 PM,2019,97-116,214.5,-2.0
MIA @ CHI,Nov 22 8:00 PM,2019,116-108,216.5,4.5
LAL @ OKC,Nov 22 8:00 PM,2019,130-127,209.0,4.5
SAS @ PHI,Nov 22 8:00 PM,2019,104-115,220.5,-7.0
CLE @ DAL,Nov 22 8:30 PM,2019,101-143,221.5,-10.0
BOS @ DEN,Nov 22 9:00 PM,2019,92-96,206.5,-5.0
GSW @ UTA,Nov 22 9:00 PM,2019,109-113,208.5,-16.0
HOU @ LAC,Nov 22 10:30 PM,2019,119-122,226.5,-5.5
PHX @ MIN,Nov 23 5:00 PM,2019,100-98,234.5,-4.5
CHI @ CHA,Nov 23 7:00 PM,2019,116-115,219.0,2.0
ORL @ IND,Nov 23 7:00 PM,2019,106-111,201.0,-6.5
TOR @ ATL,Nov 23 7:30 PM,2019,119-116,223.5,7.0
SAS @ NYK,Nov 23 7:30 PM,2019,111-104,217.0,2.5
MIA @ PHI,Nov 23 7:30 PM,2019,86-113,210.5,-5.5
POR @ CLE,Nov 23 8:00 PM,2019,104-110,226.5,6.0
LAL @ MEM,Nov 23 8:00 PM,2019,109-108,225.5,8.0
DET @ MIL,Nov 23 8:30 PM,2019,90-104,225.5,-13.0
NOP @ UTA,Nov 23 9:00 PM,2019,120-128,226.5,-5.5
DAL @ HOU,Nov 24 3:30 PM,2019,137-123,229.5,-5.5
BKN @ NYK,Nov 24 6:00 PM,2019,103-101,215.5,2.5
SAC @ WAS,Nov 24 6:00 PM,2019,113-106,233.5,-2.5
PHX @ DEN,Nov 24 8:00 PM,2019,104-116,214.0,-11.0
NOP @ LAC,Nov 24 9:00 PM,2019,109-134,232.5,-13.0
BKN @ CLE,Nov 25 7:00 PM,2019,108-106,218.5,-1.0
ORL @ DET,Nov 25 7:00 PM,2019,88-103,208.0,-4.5
MEM @ IND,Nov 25 7:00 PM,2019,114-126,217.0,-10.0
MIN @ ATL,Nov 25 7:30 PM,2019,125-113,236.0,4.5
SAC @ BOS,Nov 25 7:30 PM,2019,102-103,206.0,-6.0
CHA @ MIA,Nov 25 7:30 PM,2019,100-117,212.5,-10.5
PHI @ TOR,Nov 25 7:30 PM,2019,96-101,212.5,1.5
POR @ CHI,Nov 25 8:00 PM,2019,117-94,226.0,1.0
UTA @ MIL,Nov 25 8:00 PM,2019,118-122,226.5,-9.0
LAL @ SAS,Nov 25 8:30 PM,2019,114-104,222.5,4.5
OKC @ GSW,Nov 25 10:30 PM,2019,100-97,212.5,7.5
LAC @ DAL,Nov 26 8:30 PM,2019,114-99,226.0,1.5
WAS @ DEN,Nov 26 9:00 PM,2019,104-117,227.0,-10.0
BKN @ BOS,Nov 27 7:00 PM,2019,110-121,214.0,-8.5
DET @ CHA,Nov 27 7:00 PM,2019,101-102,215.0,4.0
ORL @ CLE,Nov 27 7:00 PM,2019,116-104,209.5,-1.0
UTA @ IND,Nov 27 7:00 PM,2019,102-121,208.0,-1.0
SAC @ PHI,Nov 27 7:00 PM,2019,91-97,211.0,-9.5
NYK @ TOR,Nov 27 7:30 PM,2019,98-126,211.0,-9.5
MIA @ HOU,Nov 27 8:00 PM,2019,108-117,227.0,-7.0
LAC @ MEM,Nov 27 8:00 PM,2019,121-119,227.0,6.0
ATL @ MIL,Nov 27 8:00 PM,2019,102-111,240.0,-14.5
MIN @ SAS,Nov 27 8:30 PM,2019,113-101,230.0,-3.0
WAS @ PHX,Nov 27 9:00 PM,2019,140-132,240.5,-6.5
LAL @ NOP,Nov 27 9:30 PM,2019,114-110,231.0,6.5
OKC @ POR,Nov 27 10:00 PM,2019,119-136,219.5,-2.5
CHI @ GSW,Nov 27 10:30 PM,2019,90-104,215.5,2.0
BOS @ BKN,Nov 29 12:00 PM,2019,107-112,213.0,4.5
CHA @ DET,Nov 29 7:00 PM,2019,110-107,213.0,-8.0
TOR @ ORL,Nov 29 7:00 PM,2019,90-83,209.0,3.0
MIL @ CLE,Nov 29 7:30 PM,2019,119-110,229.5,11.5
PHI @ NYK,Nov 29 7:30 PM,2019,101-95,209.0,6.5
ATL @ IND,Nov 29 8:00 PM,2019,104-105,223.5,-11.0
UTA @ MEM,Nov 29 8:00 PM,2019,103-94,223.0,7.0
GSW @ MIA,Nov 29 8:00 PM,2019,105-122,209.0,-11.5
NOP @ OKC,Nov 29 8:00 PM,2019,104-109,229.0,-4.5
LAC @ SAS,Nov 29 8:30 PM,2019,97-107,224.5,5.0
DAL @ PHX,Nov 29 9:00 PM,2019,120-113,230.0,2.5
CHI @ POR,Nov 29 10:00 PM,2019,103-107,227.0,-7.0
WAS @ LAL,Nov 29 10:30 PM,2019,103-125,235.5,-11.5
DEN @ SAC,Nov 30 5:00 PM,2019,97-100,205.0,4.0
IND @ PHI,Nov 30 7:00 PM,2019,116-119,207.0,-6.5
ATL @ HOU,Nov 30 8:00 PM,2019,111-158,238.5,-14.0
CHA @ MIL,Nov 30 8:00 PM,2019,96-137,225.0,-14.0
MIA @ BKN,Dec 1 3:00 PM,2019,109-106,215.0,4.5
MEM @ MIN,Dec 1 3:30 PM,2019,115-107,231.0,-12.0
BOS @ NYK,Dec 1 3:30 PM,2019,113-104,208.5,7.5
DAL @ LAL,Dec 1 4:00 PM,2019,114-100,222.5,-6.5
SAS @ DET,Dec 1 5:00 PM,2019,98-132,217.5,-2.5
OKC @ NOP,Dec 1 5:00 PM,2019,107-104,226.5,-2.5
GSW @ ORL,Dec 1 6:00 PM,2019,96-100,204.0,-8.0
UTA @ TOR,Dec 1 6:00 PM,2019,110-130,208.0,-2.0
WAS @ LAC,Dec 1 10:30 PM,2019,125-150,240.0,-12.5
PHX @ CHA,Dec 2 7:00 PM,2019,109-104,222.0,4.0
UTA @ PHI,Dec 2 7:00 PM,2019,94-103,209.0,-5.0
GSW @ ATL,Dec 2 7:30 PM,2019,79-104,222.5,-6.5
IND @ MEM,Dec 2 8:00 PM,2019,117-104,217.0,9.5
NYK @ MIL,Dec 2 8:00 PM,2019,88-132,222.5,-17.0
CHI @ SAC,Dec 2 10:00 PM,2019,113-106,212.0,-4.5
DET @ CLE,Dec 3 7:00 PM,2019,127-94,216.5,3.5
ORL @ WAS,Dec 3 7:00 PM,2019,127-120,229.5,1.0
DAL @ NOP,Dec 3 7:30 PM,2019,118-97,233.5,4.5
MIA @ TOR,Dec 3 7:30 PM,2019,121-110,212.0,-5.5
HOU @ SAS,Dec 3 8:30 PM,2019,133-135,233.5,7.0
LAL @ DEN,Dec 3 9:00 PM,2019,105-96,208.0,-2.5
POR @ LAC,Dec 3 10:00 PM,2019,97-117,232.5,-9.0
GSW @ CHA,Dec 4 7:00 PM,2019,91-106,213.0,-2.5
MIL @ DET,Dec 4 7:00 PM,2019,127-103,222.5,9.0
PHX @ ORL,Dec 4 7:00 PM,2019,114-128,213.5,1.5
BKN @ ATL,Dec 4 7:30 PM,2019,130-118,227.5,3.0
MIA @ BOS,Dec 4 7:30 PM,2019,93-112,209.0,-5.5
MEM @ CHI,Dec 4 8:00 PM,2019,99-106,223.0,-6.5
IND @ OKC,Dec 4 8:00 PM,2019,107-100,208.5,1.0
MIN @ DAL,Dec 4 8:30 PM,2019,114-121,228.0,-5.5
LAL @ UTA,Dec 4 9:00 PM,2019,121-96,212.5,-2.0
SAC @ POR,Dec 4 10:00 PM,2019,116-127,216.5,-5.0
PHI @ WAS,Dec 5 7:00 PM,2019,113-119,233.0,7.5
DEN @ NYK,Dec 5 7:30 PM,2019,129-92,204.0,8.5
HOU @ TOR,Dec 5 7:30 PM,2019,119-109,230.5,-2.0
PHX @ NOP,Dec 5 8:00 PM,2019,139-132,235.0,-4.0
BKN @ CHA,Dec 6 7:00 PM,2019,111-104,219.5,3.0
ORL @ CLE,Dec 6 7:00 PM,2019,93-87,210.0,5.0
IND @ DET,Dec 6 7:00 PM,2019,101-108,212.0,1.5
DEN @ BOS,Dec 6 8:00 PM,2019,95-108,205.5,-3.5
GSW @ CHI,Dec 6 8:00 PM,2019,100-98,215.0,-4.5
WAS @ MIA,Dec 6 8:00 PM,2019,103-112,228.5,-9.5
MIN @ OKC,Dec 6 8:00 PM,2019,127-139,217.5,-3.5
LAC @ MIL,Dec 6 8:30 PM,2019,91-119,234.0,-4.5
SAC @ SAS,Dec 6 8:30 PM,2019,104-105,214.5,-4.0
LAL @ POR,Dec 6 10:30 PM,2019,136-113,225.0,4.5
NOP @ DAL,Dec 7 2:00 PM,2019,84-130,232.0,-9.0
IND @ NYK,Dec 7 7:30 PM,2019,104-103,209.0,5.5
CLE @ PHI,Dec 7 7:30 PM,2019,94-141,215.0,-10.5
PHX @ HOU,Dec 7 8:00 PM,2019,109-115,240.5,-11.5
MEM @ UTA,Dec 7 10:00 PM,2019,112-126,218.0,-11.5
DEN @ BKN,Dec 8 3:00 PM,2019,102-105,212.0,4.5
ATL @ CHA,Dec 8 5:00 PM,2019,122-107,222.5,-2.0
CHI @ MIA,Dec 8 6:00 PM,2019,105-110,210.0,-7.0
TOR @ PHI,Dec 8 6:00 PM,2019,104-110,214.0,-3.0
LAC @ WAS,Dec 8 6:00 PM,2019,135-119,235.0,9.0
SAC @ DAL,Dec 8 7:00 PM,2019,110-106,215.0,-8.5
OKC @ POR,Dec 8 9:00 PM,2019,108-96,223.0,-3.5
MIN @ LAL,Dec 8 9:30 PM,2019,125-142,227.0,-9.5
LAC @ IND,Dec 9 7:00 PM,2019,110-99,217.0,1.0
CLE @ BOS,Dec 9 7:30 PM,2019,88-110,216.0,-13.5
TOR @ CHI,Dec 9 8:00 PM,2019,93-92,214.0,6.0
SAC @ HOU,Dec 9 8:00 PM,2019,119-118,225.0,-12.0
ORL @ MIL,Dec 9 8:00 PM,2019,101-110,217.5,-13.0
DET @ NOP,Dec 9 8:00 PM,2019,105-103,227.5,0.0
MIN @ PHX,Dec 9 9:00 PM,2019,109-125,233.0,-3.5
OKC @ UTA,Dec 9 9:00 PM,2019,104-90,206.5,-8.5
MEM @ GSW,Dec 9 10:30 PM,2019,110-102,220.0,-3.0
WAS @ CHA,Dec 10 7:00 PM,2019,107-114,229.5,2.0
ATL @ MIA,Dec 10 8:00 PM,2019,121-135,218.5,-8.0
DEN @ PHI,Dec 10 8:00 PM,2019,92-97,208.5,-5.0
NYK @ POR,Dec 10 10:00 PM,2019,87-115,223.5,-9.0
HOU @ CLE,Dec 11 7:00 PM,2019,116-110,230.5,11.5
BOS @ IND,Dec 11 7:00 PM,2019,117-122,211.0,-1.5
LAL @ ORL,Dec 11 7:00 PM,2019,96-87,210.5,8.5
LAC @ TOR,Dec 11 7:00 PM,2019,112-92,222.0,2.5
CHA @ BKN,Dec 11 7:30 PM,2019,113-108,216.5,-10.0
ATL @ CHI,Dec 11 8:00 PM,2019,102-136,221.0,-6.5
UTA @ MIN,Dec 11 8:00 PM,2019,127-116,220.5,1.0
MEM @ PHX,Dec 11 9:00 PM,2019,115-108,230.5,-7.0
NOP @ MIL,Dec 11 9:30 PM,2019,112-127,233.0,-9.5
OKC @ SAC,Dec 11 10:00 PM,2019,93-94,207.5,-1.5
NYK @ GSW,Dec 11 10:30 PM,2019,124-122,211.0,-5.0
PHI @ BOS,Dec 12 8:00 PM,2019,115-109,212.5,1.5
CLE @ SAS,Dec 12 8:30 PM,2019,117-109,218.5,-11.5
DAL @ DET,Dec 12 9:00 PM,2019,122-111,217.0,6.5
POR @ DEN,Dec 12 10:30 PM,2019,99-114,216.5,-7.5
LAL @ MIA,Dec 13 7:00 PM,2019,113-110,212.0,5.5
HOU @ ORL,Dec 13 7:00 PM,2019,130-107,220.5,6.5
