,PLAYER 1,CATEGORY 1,PLAYER 1 LINE,PLAYER 2,CATEGORY 2,PLAYER 2 LINE,TYPE,EV,PROBABILITY,KELLY CRITERION
82,Jalen Williams,PTS,21.5,Tyrese Haliburton,PTS,18.5,UNDER/OVER,-15.26,0.2825,0.2789
83,Jalen Williams,PTS,21.5,Shai Gilgeous-Alexander,PTS,33.5,UNDER/UNDER,12.69,0.3756,0.3725
84,Jalen Williams,PTS,21.5,Alex Caruso,PTS,9.5,UNDER/UNDER,-14.96,0.2835,0.2799
85,Jalen Williams,PTS,21.5,Isaiah Hartenstein,PTS,6.0,UNDER/OVER,24.27,0.4142,0.4113
86,Jalen Williams,PTS,21.5,Ben Sheppard,PTS,2.5,UNDER/OVER,-0.97,0.3301,0.3268
87,Andrew Nembhard,PTS,10.5,Aaron Nesmith,PTS,11.5,OVER/OVER,20.36,0.4012,0.3982
88,Andrew Nembhard,PTS,10.5,Bennedict Mathurin,PTS,10.5,OVER/OVER,1.22,0.3374,0.3341
89,Andrew Nembhard,PTS,10.5,Chet Holmgren,PTS,15.5,OVER/OVER,6.32,0.3544,0.3512
90,Andrew Nembhard,PTS,10.5,Obi Toppin,PTS,9.0,OVER/UNDER,1.51,0.3384,0.3351
91,Andrew Nembhard,PTS,10.5,Cason Wallace,PTS,5.5,OVER/UNDER,1.24,0.3375,0.3342
92,Andrew Nembhard,PTS,10.5,Pascal Siakam,PTS,19.5,OVER/OVER,8.66,0.3622,0.359
93,Andrew Nembhard,PTS,10.5,Tyrese Haliburton,PTS,18.5,OVER/OVER,-1.99,0.3267,0.3233
94,Andrew Nembhard,PTS,10.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,29.23,0.4308,0.428
95,Andrew Nembhard,PTS,10.5,Alex Caruso,PTS,9.5,OVER/UNDER,-1.69,0.3277,0.3243
96,Andrew Nembhard,PTS,10.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,46.89,0.4896,0.487
97,Andrew Nembhard,PTS,10.5,Ben Sheppard,PTS,2.5,OVER/OVER,13.62,0.3787,0.3756
98,Aaron Nesmith,PTS,11.5,Bennedict Mathurin,PTS,10.5,OVER/OVER,1.34,0.3378,0.3345
99,Aaron Nesmith,PTS,11.5,Chet Holmgren,PTS,15.5,OVER/OVER,-1.12,0.3296,0.3262
100,Aaron Nesmith,PTS,11.5,Obi Toppin,PTS,9.0,OVER/UNDER,-3.42,0.3219,0.3185
101,Aaron Nesmith,PTS,11.5,Cason Wallace,PTS,5.5,OVER/OVER,-7.5,0.3083,0.3048
102,Aaron Nesmith,PTS,11.5,Pascal Siakam,PTS,19.5,OVER/OVER,3.94,0.3465,0.3432
103,Aaron Nesmith,PTS,11.5,Tyrese Haliburton,PTS,18.5,OVER/OVER,-4.62,0.3179,0.3145
104,Aaron Nesmith,PTS,11.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,25.65,0.4188,0.4159
105,Aaron Nesmith,PTS,11.5,Alex Caruso,PTS,9.5,OVER/UNDER,-6.5,0.3117,0.3083
106,Aaron Nesmith,PTS,11.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,39.57,0.4652,0.4625
107,Aaron Nesmith,PTS,11.5,Ben Sheppard,PTS,2.5,OVER/OVER,11.13,0.3704,0.3673
108,Bennedict Mathurin,PTS,10.5,Chet Holmgren,PTS,15.5,OVER/OVER,-15.0,0.2833,0.2797
109,Bennedict Mathurin,PTS,10.5,Obi Toppin,PTS,9.0,OVER/UNDER,-15.8,0.2807,0.2771
110,Bennedict Mathurin,PTS,10.5,Cason Wallace,PTS,5.5,OVER/UNDER,-18.58,0.2714,0.2678
111,Bennedict Mathurin,PTS,10.5,Pascal Siakam,PTS,19.5,OVER/OVER,-9.2,0.3027,0.2992
112,Bennedict Mathurin,PTS,10.5,Tyrese Haliburton,PTS,18.5,OVER/OVER,-17.67,0.2744,0.2708
113,Bennedict Mathurin,PTS,10.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,6.04,0.3535,0.3503
114,Bennedict Mathurin,PTS,10.5,Alex Caruso,PTS,9.5,OVER/OVER,-19.65,0.2678,0.2641
115,Bennedict Mathurin,PTS,10.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,19.87,0.3996,0.3966
116,Bennedict Mathurin,PTS,10.5,Ben Sheppard,PTS,2.5,OVER/OVER,-6.96,0.3101,0.3067
117,Chet Holmgren,PTS,15.5,Obi Toppin,PTS,9.0,OVER/UNDER,-15.7,0.281,0.2774
118,Chet Holmgren,PTS,15.5,Cason Wallace,PTS,5.5,OVER/UNDER,-17.02,0.2766,0.273
119,Chet Holmgren,PTS,15.5,Pascal Siakam,PTS,19.5,OVER/OVER,-11.2,0.296,0.2925
120,Chet Holmgren,PTS,15.5,Tyrese Haliburton,PTS,18.5,OVER/OVER,-18.1,0.273,0.2694
121,Chet Holmgren,PTS,15.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,4.45,0.3482,0.3449
122,Chet Holmgren,PTS,15.5,Alex Caruso,PTS,9.5,OVER/UNDER,-19.93,0.2669,0.2632
123,Chet Holmgren,PTS,15.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,21.29,0.4043,0.4013
124,Chet Holmgren,PTS,15.5,Ben Sheppard,PTS,2.5,OVER/OVER,-2.97,0.3234,0.32
125,Obi Toppin,PTS,9.0,Cason Wallace,PTS,5.5,UNDER/UNDER,-20.66,0.2645,0.2608
126,Obi Toppin,PTS,9.0,Pascal Siakam,PTS,19.5,UNDER/OVER,-12.67,0.2911,0.2876
127,Obi Toppin,PTS,9.0,Tyrese Haliburton,PTS,18.5,UNDER/UNDER,-22.44,0.2585,0.2548
128,Obi Toppin,PTS,9.0,Shai Gilgeous-Alexander,PTS,33.5,UNDER/UNDER,3.48,0.3449,0.3416
129,Obi Toppin,PTS,9.0,Alex Caruso,PTS,9.5,UNDER/UNDER,-20.56,0.2648,0.2611
130,Obi Toppin,PTS,9.0,Isaiah Hartenstein,PTS,6.0,UNDER/OVER,17.4,0.3913,0.3883
131,Obi Toppin,PTS,9.0,Ben Sheppard,PTS,2.5,UNDER/OVER,-7.61,0.308,0.3045
132,Cason Wallace,PTS,5.5,Pascal Siakam,PTS,19.5,UNDER/OVER,-13.66,0.2878,0.2842
133,Cason Wallace,PTS,5.5,Tyrese Haliburton,PTS,18.5,UNDER/OVER,-21.99,0.26,0.2563
134,Cason Wallace,PTS,5.5,Shai Gilgeous-Alexander,PTS,33.5,UNDER/UNDER,2.0,0.34,0.3367
135,Cason Wallace,PTS,5.5,Alex Caruso,PTS,9.5,UNDER/OVER,-23.27,0.2558,0.2521
136,Cason Wallace,PTS,5.5,Isaiah Hartenstein,PTS,6.0,UNDER/OVER,15.03,0.3834,0.3803
137,Cason Wallace,PTS,5.5,Ben Sheppard,PTS,2.5,UNDER/OVER,-8.23,0.3059,0.3024
138,Pascal Siakam,PTS,19.5,Tyrese Haliburton,PTS,18.5,OVER/OVER,-14.1,0.2863,0.2827
139,Pascal Siakam,PTS,19.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,11.47,0.3716,0.3685
140,Pascal Siakam,PTS,19.5,Alex Caruso,PTS,9.5,OVER/UNDER,-15.17,0.2828,0.2792
141,Pascal Siakam,PTS,19.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,27.16,0.4239,0.421
142,Pascal Siakam,PTS,19.5,Ben Sheppard,PTS,2.5,OVER/OVER,-1.22,0.3293,0.3259
143,Tyrese Haliburton,PTS,18.5,Shai Gilgeous-Alexander,PTS,33.5,OVER/UNDER,2.66,0.3422,0.3389
144,Tyrese Haliburton,PTS,18.5,Alex Caruso,PTS,9.5,OVER/UNDER,-22.74,0.2575,0.2538
145,Tyrese Haliburton,PTS,18.5,Isaiah Hartenstein,PTS,6.0,OVER/OVER,13.31,0.3777,0.3746
146,Tyrese Haliburton,PTS,18.5,Ben Sheppard,PTS,2.5,OVER/OVER,-8.01,0.3066,0.3031
147,Shai Gilgeous-Alexander,PTS,33.5,Alex Caruso,PTS,9.5,UNDER/OVER,1.94,0.3398,0.3365
148,Shai Gilgeous-Alexander,PTS,33.5,Isaiah Hartenstein,PTS,6.0,UNDER/OVER,49.14,0.4971,0.4946
149,Shai Gilgeous-Alexander,PTS,33.5,Ben Sheppard,PTS,2.5,UNDER/OVER,18.3,0.3943,0.3913
150,Alex Caruso,PTS,9.5,Isaiah Hartenstein,PTS,6.0,UNDER/OVER,14.35,0.3812,0.3781
151,Alex Caruso,PTS,9.5,Ben Sheppard,PTS,2.5,UNDER/OVER,-10.0,0.3,0.2965
152,Isaiah Hartenstein,PTS,6.0,Ben Sheppard,PTS,2.5,OVER/OVER,34.83,0.4494,0.4466
153,Isaiah Joe,PTS,2.5,Myles Turner,REB,5.0,OVER/UNDER,12.73,0.3758,0.3727
154,Isaiah Joe,PTS,2.5,Luguentz Dort,REB,3.5,OVER/OVER,10.71,0.369,0.3658
155,Isaiah Joe,PTS,2.5,Jalen Williams,REB,5.5,OVER/OVER,13.74,0.3791,0.376
156,Isaiah Joe,PTS,2.5,Andrew Nembhard,REB,3.5,OVER/UNDER,18.54,0.3951,0.3921
157,Isaiah Joe,PTS,2.5,Aaron Nesmith,REB,4.5,OVER/OVER,36.2,0.454,0.4513
158,Isaiah Joe,PTS,2.5,Chet Holmgren,REB,8.5,OVER/UNDER,11.3,0.371,0.3679
159,Isaiah Joe,PTS,2.5,Obi Toppin,REB,4.5,OVER/UNDER,42.65,0.4755,0.4729
160,Isaiah Joe,PTS,2.5,Tyrese Haliburton,REB,5.0,OVER/OVER,35.53,0.4518,0.4491
161,Isaiah Joe,PTS,2.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,16.06,0.3869,0.3838
162,Isaiah Joe,PTS,2.5,Alex Caruso,REB,3.5,OVER/UNDER,45.77,0.4859,0.4833
163,Isaiah Joe,PTS,2.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,31.14,0.4371,0.4343
164,Isaiah Joe,PTS,2.5,Pascal Siakam,REB,7.5,OVER/UNDER,63.87,0.5462,0.5439
165,Isaiah Joe,PTS,2.5,Cason Wallace,REB,2.5,OVER/OVER,26.01,0.42,0.4171
166,Myles Turner,PTS,13.5,Luguentz Dort,REB,3.5,OVER/OVER,-5.06,0.3165,0.3131
167,Myles Turner,PTS,13.5,Jalen Williams,REB,5.5,OVER/OVER,-4.24,0.3192,0.3158
168,Myles Turner,PTS,13.5,Andrew Nembhard,REB,3.5,OVER/UNDER,-1.81,0.3273,0.3239
169,Myles Turner,PTS,13.5,Aaron Nesmith,REB,4.5,OVER/OVER,12.2,0.374,0.3709
170,Myles Turner,PTS,13.5,Chet Holmgren,REB,8.5,OVER/UNDER,-7.83,0.3072,0.3037
171,Myles Turner,PTS,13.5,Obi Toppin,REB,4.5,OVER/UNDER,17.42,0.3914,0.3884
172,Myles Turner,PTS,13.5,Tyrese Haliburton,REB,5.0,OVER/OVER,12.13,0.3738,0.3707
173,Myles Turner,PTS,13.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-3.21,0.3226,0.3192
174,Myles Turner,PTS,13.5,Alex Caruso,REB,3.5,OVER/UNDER,20.39,0.4013,0.3983
175,Myles Turner,PTS,13.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,9.76,0.3659,0.3627
176,Myles Turner,PTS,13.5,Pascal Siakam,REB,7.5,OVER/UNDER,37.07,0.4569,0.4542
177,Myles Turner,PTS,13.5,Cason Wallace,REB,2.5,OVER/OVER,6.48,0.3549,0.3517
178,T.J. McConnell,PTS,7.5,Myles Turner,REB,5.0,OVER/OVER,-10.38,0.2987,0.2952
179,T.J. McConnell,PTS,7.5,Luguentz Dort,REB,3.5,OVER/OVER,-10.11,0.2996,0.2961
180,T.J. McConnell,PTS,7.5,Jalen Williams,REB,5.5,OVER/OVER,-6.58,0.3114,0.308
181,T.J. McConnell,PTS,7.5,Andrew Nembhard,REB,3.5,OVER/UNDER,-6.38,0.3121,0.3087
182,T.J. McConnell,PTS,7.5,Aaron Nesmith,REB,4.5,OVER/OVER,11.22,0.3707,0.3676
183,T.J. McConnell,PTS,7.5,Chet Holmgren,REB,8.5,OVER/UNDER,-7.02,0.3099,0.3064
184,T.J. McConnell,PTS,7.5,Obi Toppin,REB,4.5,OVER/UNDER,13.73,0.3791,0.376
185,T.J. McConnell,PTS,7.5,Tyrese Haliburton,REB,5.0,OVER/OVER,11.98,0.3733,0.3702
186,T.J. McConnell,PTS,7.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-4.42,0.3186,0.3152
187,T.J. McConnell,PTS,7.5,Alex Caruso,REB,3.5,OVER/UNDER,18.49,0.395,0.392
188,T.J. McConnell,PTS,7.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,5.91,0.353,0.3498
189,T.J. McConnell,PTS,7.5,Pascal Siakam,REB,7.5,OVER/UNDER,35.85,0.4528,0.4501
190,T.J. McConnell,PTS,7.5,Cason Wallace,REB,2.5,OVER/OVER,5.69,0.3523,0.3491
191,Luguentz Dort,PTS,8.5,Myles Turner,REB,5.0,UNDER/UNDER,-20.29,0.2657,0.262
192,Luguentz Dort,PTS,8.5,Jalen Williams,REB,5.5,UNDER/OVER,-15.1,0.283,0.2794
193,Luguentz Dort,PTS,8.5,Andrew Nembhard,REB,3.5,UNDER/UNDER,-14.54,0.2849,0.2813
194,Luguentz Dort,PTS,8.5,Aaron Nesmith,REB,4.5,UNDER/OVER,-0.63,0.3312,0.3279
195,Luguentz Dort,PTS,8.5,Chet Holmgren,REB,8.5,UNDER/UNDER,-17.71,0.2743,0.2707
196,Luguentz Dort,PTS,8.5,Obi Toppin,REB,4.5,UNDER/UNDER,2.38,0.3413,0.338
197,Luguentz Dort,PTS,8.5,Tyrese Haliburton,REB,5.0,UNDER/OVER,-0.62,0.3313,0.328
198,Luguentz Dort,PTS,8.5,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,-13.71,0.2876,0.284
199,Luguentz Dort,PTS,8.5,Alex Caruso,REB,3.5,UNDER/UNDER,6.72,0.3557,0.3525
200,Luguentz Dort,PTS,8.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,-3.06,0.3231,0.3197
201,Luguentz Dort,PTS,8.5,Pascal Siakam,REB,7.5,UNDER/UNDER,20.89,0.403,0.4
202,Luguentz Dort,PTS,8.5,Cason Wallace,REB,2.5,UNDER/OVER,-6.85,0.3105,0.3071
203,Aaron Wiggins,PTS,5.5,Myles Turner,REB,5.0,OVER/UNDER,-16.25,0.2792,0.2756
204,Aaron Wiggins,PTS,5.5,Luguentz Dort,REB,3.5,OVER/OVER,-15.09,0.283,0.2794
205,Aaron Wiggins,PTS,5.5,Jalen Williams,REB,5.5,OVER/OVER,-12.62,0.2913,0.2878
206,Aaron Wiggins,PTS,5.5,Andrew Nembhard,REB,3.5,OVER/UNDER,-13.36,0.2888,0.2852
207,Aaron Wiggins,PTS,5.5,Aaron Nesmith,REB,4.5,OVER/OVER,2.75,0.3425,0.3392
208,Aaron Wiggins,PTS,5.5,Chet Holmgren,REB,8.5,OVER/UNDER,-14.23,0.2859,0.2823
209,Aaron Wiggins,PTS,5.5,Obi Toppin,REB,4.5,OVER/UNDER,6.86,0.3562,0.353
210,Aaron Wiggins,PTS,5.5,Tyrese Haliburton,REB,5.0,OVER/OVER,3.19,0.344,0.3407
211,Aaron Wiggins,PTS,5.5,Shai Gilgeous-Alexander,REB,5.5,OVER/OVER,-13.53,0.2882,0.2846
212,Aaron Wiggins,PTS,5.5,Alex Caruso,REB,3.5,OVER/UNDER,7.83,0.3594,0.3562
213,Aaron Wiggins,PTS,5.5,Isaiah Hartenstein,REB,7.0,OVER/OVER,-1.53,0.3282,0.3248
214,Aaron Wiggins,PTS,5.5,Pascal Siakam,REB,7.5,OVER/UNDER,23.66,0.4122,0.4093
215,Aaron Wiggins,PTS,5.5,Cason Wallace,REB,2.5,OVER/OVER,-4.86,0.3171,0.3137
216,Jalen Williams,PTS,21.5,Myles Turner,REB,5.0,UNDER/UNDER,-15.24,0.2825,0.2789
217,Jalen Williams,PTS,21.5,Luguentz Dort,REB,3.5,UNDER/UNDER,-16.53,0.2782,0.2746
218,Jalen Williams,PTS,21.5,Andrew Nembhard,REB,3.5,UNDER/UNDER,-13.1,0.2897,0.2861
219,Jalen Williams,PTS,21.5,Aaron Nesmith,REB,4.5,UNDER/OVER,6.09,0.3536,0.3504
220,Jalen Williams,PTS,21.5,Chet Holmgren,REB,8.5,UNDER/UNDER,-15.98,0.2801,0.2765
221,Jalen Williams,PTS,21.5,Obi Toppin,REB,4.5,UNDER/UNDER,9.07,0.3636,0.3604
222,Jalen Williams,PTS,21.5,Tyrese Haliburton,REB,5.0,UNDER/OVER,3.7,0.3457,0.3424
223,Jalen Williams,PTS,21.5,Shai Gilgeous-Alexander,REB,5.5,UNDER/OVER,-9.34,0.3022,0.2987
224,Jalen Williams,PTS,21.5,Alex Caruso,REB,3.5,UNDER/UNDER,12.64,0.3755,0.3724
225,Jalen Williams,PTS,21.5,Isaiah Hartenstein,REB,7.0,UNDER/OVER,0.39,0.3346,0.3313
226,Jalen Williams,PTS,21.5,Pascal Siakam,REB,7.5,UNDER/UNDER,25.61,0.4187,0.4158
227,Jalen Williams,PTS,21.5,Cason Wallace,REB,2.5,UNDER/OVER,-2.04,0.3265,0.3231
228,Andrew Nembhard,PTS,10.5,Myles Turner,REB,5.0,OVER/UNDER,0.09,0.3336,0.3303
229,Andrew Nembhard,PTS,10.5,Luguentz Dort,REB,3.5,OVER/OVER,-0.34,0.3322,0.3289
230,Andrew Nembhard,PTS,10.5,Jalen Williams,REB,5.5,OVER/OVER,2.55,0.3418,0.3385
231,Andrew Nembhard,PTS,10.5,Aaron Nesmith,REB,4.5,OVER/OVER,22.39,0.408,0.405
