PLAYER_ID,POSITION,HEIGHT,WEIGHT
1630466,Forward,6-6,231.0
1630612,Guard,6-4,200.0
1627782,Guard,6-4,232.0
1627756,Guard,6-4,220.0
202954,Guard,6-3,210.0
1630698,Guard,6-1,179.0
1630691,Forward,6-9,206.0
1630555,Guard,6-4,180.0
203918,Guard-Forward,6-8,208.0
1627822,Forward,6-11,220.0
1626155,Forward,6-8,219.0
1629681,Forward-Center,6-9,220.0
1630525,Guard,6-4,203.0
202334,Center-Forward,6-9,218.0
1628539,Guard,6-3,195.0
1629103,Forward,6-5,230.0
1630605,Guard,6-4,190.0
1629712,Guard,6-5,188.0
201961,Guard,6-4,207.0
1629635,Forward,6-9,230.0
1629076,Forward,6-8,255.0
1630582,Forward,6-5,206.0
1630271,Guard,6-5,185.0
1630218,Forward,6-6,235.0
1628778,Guard,6-6,210.0
1629719,Forward,6-7,240.0
1629109,Forward,6-6,225.0
1629083,Forward,6-10,209.0
1630575,Guard,6-5,185.0
1629168,Forward,6-6,200.0
1630758,Forward,6-8,220.0
1630602,Forward,6-5,215.0
1629755,Guard,6-2,187.0
203516,Forward,6-6,215.0
1629619,Guard,6-2,195.0
1629203,Forward,6-5,175.0
1628422,Guard,6-5,210.0
2207,Guard-Forward,6-7,240.0
1630286,Forward,6-8,225.0
1630278,Guard,6-5,200.0
1626144,Guard,6-3,200.0
1630589,Forward,6-8,226.0
101139,Guard,6-6,220.0
1626147,Forward-Guard,6-5,231.0
202362,Forward,6-5,210.0
1630273,Center,6-9,245.0
204025,Guard,6-0,170.0
1628411,Forward,6-6,195.0
202688,Guard,6-2,182.0
1628994,Forward-Guard,6-6,220.0
1627767,Forward-Center,6-8,219.0
1627760,Guard,6-1,173.0
1629683,Guard,6-3,205.0
1629788,Guard,6-5,209.0
1629760,Guard,6-2,199.0
201954,Guard,6-0,160.0
1629783,Guard,6-3,190.0
1629607,Guard,5-10,175.0
1630199,Guard,6-5,190.0
1630179,Guard,6-2,160.0
1628476,Guard,6-0,185.0
1629686,Forward-Guard,6-8,190.0
1629600,Guard,6-5,205.0
1630787,Forward,6-7,220.0
1628591,Guard,6-3,196.0
1629309,Guard,6-6,200.0
1629150,Forward,6-9,220.0
1629658,Forward,6-8,216.0
1628419,Forward,6-8,239.0
1630306,Guard,6-5,205.0
203816,Guard-Forward,6-7,204.0
1626208,Guard,5-11,167.0
1629005,Guard,6-3,190.0
1630693,Center,6-10,258.0
1629751,Guard,6-4,200.0
1630640,Guard,6-5,213.0
1629657,Guard,6-1,167.0
1629164,Guard,6-0,180.0
1629873,Guard,6-2,200.0
1629602,Center,6-10,234.0
1628238,Forward,6-8,200.0
1630257,Center,7-1,265.0
1628537,Guard,6-5,185.0
1629958,Guard,6-2,174.0
1628395,Forward,6-7,216.0
203658,Center,6-10,231.0
1629597,Forward,6-5,220.0
1627820,Guard,6-5,198.0
1630994,Guard,6-4,203.0
1628982,Guard-Forward,6-5,215.0
1629962,Guard,6-2,183.0
1630624,Forward,6-8,195.0
1629066,Forward,6-9,228.0
1626188,Guard,6-1,180.0
202335,Forward,6-8,235.0
200755,Guard,6-3,200.0
1629690,Guard,6-4,190.0
1629665,Guard,6-4,185.0
1628407,Guard-Forward,6-6,221.0
203382,Center-Forward,6-10,260.0
203960,Forward,6-7,214.0
203998,Forward,6-9,218.0
203922,Forward,6-6,222.0
1628961,Forward,6-10,200.0
1628390,Guard,6-6,190.0
1627748,Forward-Center,7-0,221.0
1629713,Guard-Forward,6-7,190.0
1628414,Guard,6-4,215.0
1630221,Forward,6-9,190.0
1630253,Forward,6-6,195.0
1629738,Center-Forward,7-0,235.0
1630211,Guard,6-3,190.0
1629648,Guard,6-2,180.0
1628394,Center-Forward,7-1,229.0
1626245,Forward-Center,6-11,270.0
1630185,Guard,6-2,190.0
203121,Forward,6-6,225.0
1630223,Guard,6-5,195.0
1629121,Guard,6-0,225.0
1630189,Forward,6-7,215.0
1628968,Forward-Guard,6-6,190.0
1628412,Guard,5-11,190.0
202329,Forward,6-8,220.0
1629034,Forward,6-9,225.0
1626184,Guard,6-2,185.0
1627775,Guard,6-7,181.0
203460,Guard-Forward,6-7,210.0
1628383,Center,6-11,241.0
202697,Guard,6-5,212.0
204222,Forward,6-8,210.0
1630268,Guard,6-6,200.0
1627740,Forward-Center,6-10,240.0
1629346,Forward,6-10,215.0
1630266,Center,6-10,234.0
1629244,Forward,6-7,225.0
1630203,Guard,6-2,190.0

