name,pos,age,name_s26
Chandler Hutchison,SF,25.0,Chandler Hutchison
DaQuan Jeffries,SG,24.0,DaQuan Jeffries
Jaylen Morris,SG,26.0,Jaylen Morris
Xavier Sneed,SF,24.0,Xavier Sneed
Solomon Hill,SF,30.0,Solomon Hill
Robert Woodard II,SF,22.0,Robert Woodard II
Sharife Cooper,PG,20.0,Sharife Cooper
Scottie Lewis,SG,21.0,Scottie Lewis
Joel Ayayi,SG,21.0,Joel Ayayi
Aaron Henry,SF,22.0,Aaron Henry
George King,SF,28.0,George King
Miye Oni,SG,24.0,Miye Oni
Cat Barber,PG,27.0,Cat Barber
Jordan Bell,C,27.0,Jordan Bell
Zylan Cheatham,SF,26.0,Zylan Cheatham
Sam Dekker,PF,27.0,Sam Dekker
Javin DeLaurier,C,23.0,Javin DeLaurier
Jaime Echenique,C,24.0,Jaime Echenique
Jordan Goodwin,SG,23.0,Jordan Goodwin
Tyler Hall,SG,24.0,Tyler Hall
Nate Hinton,SG,22.0,Nate Hinton
Jay Huff,C,23.0,Jay Huff
Feron Hunt,SF,22.0,Feron Hunt
DeJon Jarreau,SG,24.0,DeJon Jarreau
David Johnson,SG,20.0,David Johnson
Arnoldas Kulboka,SF,24.0,Arnoldas Kulboka
Anthony Lamb,SF,24.0,Anthony Lamb
JaQuori McLaughlin,PG,24.0,JaQuori McLaughlin
C.J. Miles,SG,34.0,CJ Miles
Matt Mooney,SG,25.0,Matt Mooney
Ade Murkey,SG,24.0,Ade Murkey
Jaysean Paige,PG,27.0,Jaysean Paige
Trayvon Palmer,SG,27.0,Trayvon Palmer
Emanuel Terry,PF,25.0,Emanuel Terry
Jon Teske,C,24.0,Jon Teske
M.J. Walker,SG,23.0,MJ Walker
League Average,,,League Average
