name,pos,age,name_s26
Marcus Sasser,PG,24.0,Marcus Sasser
Vince Williams Jr.,SG,24.0,Vince Williams Jr.
Thomas Bryant,C,27.0,Thomas Bryant
Donovan Clingan,C,20.0,Donovan Clingan
Seth Curry,SG,34.0,Seth Curry
Haywood Highsmith,SF,28.0,Haywood Highsmith
Talen Horton-Tucker,SG,24.0,Talen Horton-Tucker
Trey Lyles,PF,29.0,Trey Lyles
Ajay Mitchell,SG,22.0,Ajay Mitchell
Gary Payton II,SG,32.0,Gary Payton II
Zach Collins,PF,27.0,Zach Collins
Kris Dunn,PG,30.0,Kris Dunn
Ron Holland,SF,19.0,Ronald Holland II
KJ Martin,PF,24.0,KJ Martin
Gabe Vincent,PG,28.0,Gabe Vincent
Sandro Mamukelashvili,PF,25.0,Sandro Mamukelashvili
Jeremiah Robinson-Earl,PF,24.0,Jeremiah Robinson-Earl
Kenrich Williams,PF,30.0,Kenrich Williams
Bones Hyland,PG,24.0,Bones Hyland
Jonathan Mogbo,PF,23.0,Jonathan Mogbo
Ryan Rollins,PG,22.0,Ryan Rollins
Dru Smith,SG,27.0,Dru Smith
Isaac Okoro,SG,24.0,Isaac Okoro
Jarace Walker,PF,21.0,Jarace Walker
N'Faly Dante,C,23.0,N'Faly Dante
Mouhamed Gueye,PF,22.0,Mouhamed Gueye
Luke Kornet,C,29.0,Luke Kornet
Isaiah Mobley,PF,25.0,Isaiah Mobley
Isaiah Stewart,C,23.0,Isaiah Stewart II
James Wiseman,C,23.0,James Wiseman
Isaiah Wong,SG,24.0,Isaiah Wong
Cole Swider,SF,25.0,Cole Swider
Chuma Okeke,PF,26.0,Chuma Okeke
Kyle Anderson,PF,31.0,Kyle Anderson
Simone Fontecchio,SF,29.0,Simone Fontecchio
Collin Gillespie,PG,25.0,Collin Gillespie
Tidjane Salaün,PF,19.0,Tidjane Salaun
Jaylin Williams,PF,22.0,Jaylin Williams
Moses Brown,C,25.0,Moses Brown
Adem Bona,C,21.0,Adem Bona
Quenton Jackson,PG,26.0,Quenton Jackson
Robert Williams,C,27.0,Robert Williams
Moussa Diabaté,C,23.0,Moussa Diabate
Dariq Whitehead,SF,20.0,Dariq Whitehead
Landry Shamet,SG,27.0,Landry Shamet
Jordan Goodwin,PG,26.0,Jordan Goodwin
Shake Milton,SG,28.0,Shake Milton
Aaron Holiday,PG,28.0,Aaron Holiday
Jeff Green,PF,38.0,Jeff Green
Jonathan Isaac,PF,27.0,Jonathan Isaac
Dean Wade,PF,28.0,Dean Wade
Keaton Wallace,PG,25.0,Keaton Wallace
Kobe Bufkin,SG,21.0,Kobe Bufkin
Jamal Cain,SF,25.0,Jamal Cain
Pat Connaughton,SG,32.0,Pat Connaughton
Kevin Love,PF,36.0,Kevin Love
Ben Sheppard,SG,23.0,Ben Sheppard
Monte Morris,PG,29.0,Monte Morris
Jabari Walker,PF,22.0,Jabari Walker
Javonte Green,SG,31.0,Javonte Green
Alex Reese,PF,25.0,Alex Reese
Bismack Biyombo,C,32.0,Bismack Biyombo
Mitchell Robinson,C,26.0,Mitchell Robinson
Kai Jones,C,24.0,Kai Jones
Ben Simmons,PG,28.0,Ben Simmons
Malaki Branham,SG,21.0,Malaki Branham
Neemias Queta,C,25.0,Neemias Queta
Alondes Williams,SG,25.0,Alondes Williams
Jaylen Martin,SF,21.0,Jaylen Martin
Lindy Waters III,SG,27.0,Lindy Waters III
Trevelin Queen,SG,27.0,Trevelin Queen
Jock Landale,C,29.0,Jock Landale
Colin Castleton,C,24.0,Colin Castleton
Taylor Hendricks,PF,21.0,Taylor Hendricks
David Roddy,PF,23.0,David Roddy
Drew Eubanks,C,27.0,Drew Eubanks
Pelle Larsson,SG,23.0,Pelle Larsson
Julian Phillips,SF,21.0,Julian Phillips
Cody Williams,SG,20.0,Cody Williams
Rob Dillingham,PG,20.0,Rob Dillingham
Jett Howard,SF,21.0,Jett Howard
Kevon Looney,C,28.0,Kevon Looney
Mason Plumlee,C,34.0,Mason Plumlee
Dalen Terry,SG,22.0,Dalen Terry
Marvin Bagley III,PF,25.0,Marvin Bagley III
Charles Bassey,C,24.0,Charles Bassey
Tony Bradley,C,27.0,Tony Bradley
Reggie Jackson,PG,34.0,Reggie Jackson
Reed Sheppard,PG,20.0,Reed Sheppard
Lamar Stevens,PF,27.0,Lamar Stevens
Mo Bamba,C,26.0,Mo Bamba
Jevon Carter,PG,29.0,Jevon Carter
Micah Potter,C,26.0,Micah Potter
Terrence Shannon Jr.,SG,24.0,Terrence Shannon Jr.
Daniel Theis,C,32.0,Daniel Theis
Torrey Craig,SF,34.0,Torrey Craig
Wendell Moore Jr.,SG,23.0,Wendell Moore Jr.
Dominick Barlow,PF,21.0,Dominick Barlow
Kessler Edwards,SF,24.0,Kessler Edwards
Oso Ighodaro,PF,22.0,Oso Ighodaro
Kris Murray,SF,24.0,Kris Murray
Duop Reath,C,28.0,Duop Reath
Cam Spencer,SG,24.0,Cam Spencer
Maxwell Lewis,SF,22.0,Maxwell Lewis
Jaylen Clark,SG,23.0,Jaylen Clark
Caleb Houstan,SF,22.0,Caleb Houstan
Jordan Miller,SF,25.0,Jordan Miller
Jalen Pickett,SG,25.0,Jalen Pickett
Paul Reed,C,25.0,Paul Reed
Gui Santos,PF,22.0,Gui Santos
Jarred Vanderbilt,PF,25.0,Jarred Vanderbilt
Colby Jones,SG,22.0,Colby Jones
Nicolas Batum,PF,36.0,Nicolas Batum
Malachi Flynn,PG,26.0,Malachi Flynn
Ron Harper Jr.,SF,24.0,Ron Harper Jr.
Josh Richardson,SG,31.0,Josh Richardson
Steven Adams,C,31.0,Steven Adams
Kyle Lowry,PG,38.0,Kyle Lowry
Olivier-Maxence Prosper,PF,22.0,Olivier-Maxence Prosper
Patty Mills,PG,36.0,Patty Mills
Branden Carlson,C,25.0,Branden Carlson
Devin Carter,PG,22.0,Devin Carter
Ousmane Dieng,C,21.0,Ousmane Dieng
Markieff Morris,PF,35.0,Markieff Morris
Emoni Bates,SF,21.0,Emoni Bates
DeAndre Jordan,C,36.0,DeAndre Jordan
Craig Porter Jr.,PG,24.0,Craig Porter Jr.
Jackson Rowe,PF,28.0,Jackson Rowe
Blake Wesley,SG,21.0,Blake Wesley
JT Thor,PF,22.0,JT Thor
Baylor Scheierman,SG,24.0,Baylor Scheierman
Jae'Sean Tate,SF,29.0,Jae'Sean Tate
Jaylon Tyson,SG,22.0,Jaylon Tyson
Elfrid Payton,PG,30.0,Elfrid Payton
Luka Garza,C,26.0,Luka Garza
Cory Joseph,PG,33.0,Cory Joseph
Doug McDermott,SF,33.0,Doug McDermott
Dario Šarić,C,30.0,Dario Saric
Jamaree Bouyea,PG,25.0,Jamaree Bouyea
Bruno Fernando,C,26.0,Bruno Fernando
Andre Jackson Jr.,SG,23.0,Andre Jackson Jr.
Isaac Jones,PF,24.0,Isaac Jones
Kevin Knox,SF,25.0,Kevin Knox
Damion Lee,SG,32.0,Damion Lee
Nate Williams,SG,25.0,Nate Williams
Elijah Harkless,SG,24.0,Elijah Harkless
Zeke Nnaji,PF,24.0,Zeke Nnaji
Cam Reddish,SF,25.0,Cam Reddish
Delon Wright,PG,32.0,Delon Wright
Kylor Kelley,C,27.0,Kylor Kelley
Gary Harris,SG,30.0,Gary Harris
Maxi Kleber,PF,33.0,Maxi Kleber
Taze Moore,SG,26.0,Taze Moore
Rayan Rupert,SG,20.0,Rayan Rupert
P.J. Tucker,SF,39.0,P.J. Tucker
Pete Nance,C,24.0,Pete Nance
Markelle Fultz,PG,26.0,Markelle Fultz
Taj Gibson,C,39.0,Taj Gibson
Tyler Smith,PF,20.0,Tyler Smith
RayJ Dennis,PG,23.0,RayJ Dennis
David Duke Jr.,SG,25.0,David Duke Jr.
Keshad Johnson,SF,23.0,Keshad Johnson
Reece Beekman,PG,23.0,Reece Beekman
Jae Crowder,PF,34.0,Jae Crowder
Josh Minott,SF,22.0,Josh Minott
Hunter Tyson,PF,24.0,Hunter Tyson
Jaden Springer,PG,22.0,Jaden Springer
Trey Jemison,C,25.0,Trey Jemison III
Anthony Gill,PF,32.0,Anthony Gill
Dillon Jones,SF,23.0,Dillon Jones
Pat Spencer,PG,28.0,Pat Spencer
Johnny Davis,SG,22.0,Johnny Davis
Christian Koloko,C,24.0,Christian Koloko
John Konchar,SG,28.0,John Konchar
MarJon Beauchamp,SF,24.0,MarJon Beauchamp
Bronny James,SG,20.0,Bronny James
Mason Jones,SG,26.0,Mason Jones
Miles Norris,PF,24.0,Miles Norris
Patrick Baldwin Jr.,SF,22.0,Patrick Baldwin Jr.
Drew Peterson,PF,25.0,Drew Peterson
TyTy Washington Jr.,PG,23.0,TyTy Washington Jr.
Jordan McLaughlin,PG,28.0,Jordan McLaughlin
JD Davison,PG,22.0,JD Davison
Chris Duarte,SG,27.0,Chris Duarte
Enrique Freeman,PF,24.0,Enrique Freeman
Johnny Furphy,SG,20.0,Johnny Furphy
Dwight Powell,C,33.0,Dwight Powell
Josh Christopher,SG,23.0,Josh Christopher
Tyler Kolek,PG,23.0,Tyler Kolek
Adama Sanogo,C,22.0,Adama Sanogo
Kobe Brown,PF,25.0,Kobe Brown
Ariel Hukporti,C,22.0,Ariel Hukporti
Bobi Klintman,SF,21.0,Bobi Klintman
Garrett Temple,SG,38.0,Garrett Temple
Jericho Sims,C,26.0,Jericho Sims
Vlatko Čančar,PF,27.0,Vlatko Cancar
Adam Flagler,SG,25.0,Adam Flagler
Trentyn Flowers,SF,19.0,Trentyn Flowers
E.J. Liddell,PF,24.0,E.J. Liddell
Jahmir Young,PG,24.0,Jahmir Young
Pacôme Dadiet,SG,19.0,Pacôme Dadiet
Alex Ducas,SG,24.0,Alex Ducas
PJ Hall,C,22.0,PJ Hall
Emanuel Miller,PF,24.0,Emanuel Miller
Tristan Thompson,C,33.0,Tristan Thompson
Alex Len,C,31.0,Alex Len
Yuki Kawamura,PG,23.0,Yuki Kawamura
Jack McVeigh,PF,28.0,Jack McVeigh
Armel Traoré,SF,22.0,Armel Traore
Jordan Walsh,PF,20.0,Jordan Walsh
Phillip Wheeler,PF,22.0,Phillip Wheeler
Sidy Cissoko,SF,20.0,Sidy Cissoko
Jazian Gortman,PG,21.0,Jazian Gortman
Kevin McCullar Jr.,SF,23.0,Kevin McCullar Jr.
Leonard Miller,SF,21.0,Leonard Miller
Quincy Olivari,PG,23.0,Quincy Olivari
Matt Ryan,SF,27.0,Matt Ryan
Jacob Toppin,SF,24.0,Jacob Toppin
Cam Christie,SG,19.0,Cam Christie
Chris Livingston,SF,21.0,Chris Livingston
Trey Alexander,SG,21.0,Trey Alexander
Spencer Jones,SF,23.0,Spencer Jones
Skal Labissière,PF,28.0,Skal Labissiere
Jalen Bridges,SF,23.0,Jalen Bridges
Yuri Collins,PG,23.0,Yuri Collins
Daniss Jenkins,PG,23.0,Daniss Jenkins
Braxton Key,SF,27.0,Braxton Key
Bryce McGowens,SG,22.0,Bryce McGowens
Xavier Tillman Sr.,C,26.0,Xavier Tillman
Luke Travers,SG,23.0,Luke Travers
Isaiah Crawford,SF,23.0,Isaiah Crawford
Justin Minaya,SF,25.0,Justin Minaya
Anton Watson,SF,24.0,Anton Watson
D.J. Carton,SG,24.0,D.J. Carton
PJ Dozier,SG,28.0,PJ Dozier
Joe Ingles,SF,37.0,Joe Ingles
Harrison Ingram,SF,22.0,Harrison Ingram
Ulrich Chomche,PF,19.0,Ulrich Chomche
James Johnson,PF,37.0,James Johnson
Liam Robbins,C,25.0,Liam Robbins
Stanley Umude,SG,25.0,Stanley Umude
Cui Yongxi,SG,21.0,Cui Yongxi
Tristen Newton,SG,23.0,Tristen Newton
Malevy Leons,SF,25.0,Malevy Leons
Daishen Nix,PG,22.0,Daishen Nix
Terence Davis,SG,27.0,Terence Davis
Jesse Edwards,C,24.0,Jesse Edwards
Mac McClung,SG,26.0,Mac McClung
Jalen McDaniels,SF,27.0,Jalen McDaniels
Riley Minix,SF,24.0,Riley Minix
Jahlil Okafor,C,29.0,Jahlil Okafor
Zyon Pullin,SG,23.0,Zyon Pullin
Isaiah Stevens,PG,24.0,Isaiah Stevens
Terry Taylor,PF,25.0,Terry Taylor
League Average,,,League Average
