name,pos,age,name_s26
Clint Capela,C,26.0,Clint Capela
Tyler Herro,SG,21.0,Tyler Herro
Coby White,PG,20.0,Coby White
De'Andre Hunter,SF,23.0,De'Andre Hunter
Andre Drummond,C,27.0,Andre Drummond
Devonte' Graham,PG,25.0,Devonte' Graham
Derrick Rose,PG,32.0,Derrick Rose
Lonzo Ball,PG,23.0,Lonzo Ball
Kendrick Nunn,PG,25.0,Kendrick Nunn
Deandre Ayton,C,22.0,Deandre Ayton
Jaren Jackson Jr.,C,21.0,Jaren Jackson Jr
Thomas Bryant,C,23.0,Thomas Bryant
Rudy Gobert,C,28.0,Rudy Gobert
Ben Simmons,PG,24.0,Ben Simmons
Richaun Holmes,C,27.0,Richaun Holmes
Al Horford,C,34.0,Al Horford
Marvin Bagley III,PF,21.0,Marvin Bagley III
Joe Harris,SF,29.0,Joe Harris
Luguentz Dort,SG,21.0,Luguentz Dort
Rui Hachimura,PF,22.0,Rui Hachimura
Darius Bazley,PF,20.0,Darius Bazley
Chris Boucher,C,28.0,Chris Boucher
Lauri Markkanen,PF,23.0,Lauri Markkanen
Doug McDermott,PF,29.0,Doug McDermott
Kelly Olynyk,PF,29.0,Kelly Olynyk
LaMarcus Aldridge,C,35.0,LaMarcus Aldridge
Mikal Bridges,SF,24.0,Mikal Bridges
Montrezl Harrell,C,27.0,Montrezl Harrell
Carmelo Anthony,PF,36.0,Carmelo Anthony
Goran Dragić,PG,34.0,Goran Dragic
Josh Jackson,SG,23.0,Josh Jackson
Marcus Morris,PF,31.0,Marcus Morris Sr.
Danilo Gallinari,PF,32.0,Danilo Gallinari
Duncan Robinson,SF,26.0,Duncan Robinson
Marcus Smart,PG,26.0,Marcus Smart
Tyrese Haliburton,PG,20.0,Tyrese Haliburton
Shake Milton,SG,24.0,Shake Milton
Cole Anthony,PG,20.0,Cole Anthony
Markelle Fultz,PG,22.0,Markelle Fultz
Kyle Kuzma,SF,25.0,Kyle Kuzma
P.J. Washington,PF,22.0,P.J. Washington
Jarrett Allen,C,22.0,Jarrett Allen
Keldon Johnson,SF,21.0,Keldon Johnson
Will Barton,SF,30.0,Will Barton
Miles Bridges,PF,22.0,Miles Bridges
Alec Burks,SG,29.0,Alec Burks
Jalen Brunson,PG,24.0,Jalen Brunson
Myles Turner,C,24.0,Myles Turner
Seth Curry,SG,30.0,Seth Curry
Aaron Gordon,PF,25.0,Aaron Gordon
Kyle Anderson,PF,27.0,Kyle Anderson
Brook Lopez,C,32.0,Brook Lopez
Saddiq Bey,SF,21.0,Saddiq Bey
Eric Bledsoe,SG,31.0,Eric Bledsoe
Kevin Love,PF,32.0,Kevin Love
Joe Ingles,SF,33.0,Joe Ingles
Josh Richardson,SG,27.0,Josh Richardson
Thaddeus Young,PF,32.0,Thaddeus Young
Jordan Poole,SG,21.0,Jordan Poole
Kevin Huerter,SG,22.0,Kevin Huerter
Malik Monk,SG,22.0,Malik Monk
Hamidou Diallo,SF,22.0,Hamidou Diallo
Dāvis Bertāns,PF,28.0,Davis Bertans
Jusuf Nurkić,C,26.0,Jusuf Nurkic
James Wiseman,C,19.0,James Wiseman
Rudy Gay,PF,34.0,Rudy Gay
Bobby Portis,C,25.0,Bobby Portis
Immanuel Quickley,PG,21.0,Immanuel Quickley
Lou Williams,PG,34.0,Lou Williams
Jae'Sean Tate,SF,25.0,Jae'Sean Tate
Wendell Carter Jr.,C,21.0,Wendell Carter Jr.
Armoni Brooks,SG,22.0,Armoni Brooks
Enes Freedom,C,28.0,Enes Freedom
Cam Reddish,SF,21.0,Cam Reddish
Naz Reid,C,21.0,Naz Reid
Lonnie Walker IV,SG,22.0,Lonnie Walker IV
Serge Ibaka,C,31.0,Serge Ibaka
Blake Griffin,PF,31.0,Blake Griffin
Nickeil Alexander-Walker,SG,22.0,Nickeil Alexander-Walker
Jeff Green,PF,34.0,Jeff Green
Dwayne Bacon,SG,25.0,Dwayne Bacon
Oshae Brissett,SF,22.0,Oshae Brissett
Reggie Bullock,SF,29.0,Reggie Bullock Jr.
Patty Mills,PG,32.0,Patty Mills
Cameron Oliver,SF,24.0,Cameron Oliver
Reggie Jackson,SG,30.0,Reggie Jackson
Ty Jerome,SG,23.0,Ty Jerome
Grayson Allen,SG,25.0,Grayson Allen
Justin Holiday,SG,31.0,Justin Holiday
Donte DiVincenzo,SG,24.0,Donte DiVincenzo
Cedi Osman,SF,25.0,Cedi Osman
Mason Plumlee,C,30.0,Mason Plumlee
Brandon Clarke,PF,24.0,Brandon Clarke
Delon Wright,PG,28.0,Delon Wright
Monte Morris,PG,25.0,Monte Morris
Jae Crowder,PF,30.0,Jae Crowder
Jeremy Lamb,SG,28.0,Jeremy Lamb
Théo Maledon,PG,19.0,Theo Maledon
Elfrid Payton,PG,26.0,Elfrid Payton
Bryn Forbes,SG,27.0,Bryn Forbes
Gary Harris,SG,26.0,Gary Harris
Dorian Finney-Smith,PF,27.0,Dorian Finney-Smith
Frank Jackson,PG,22.0,Frank Jackson
Otto Porter Jr.,SF,27.0,Otto Porter Jr.
Kentavious Caldwell-Pope,SG,27.0,Kentavious Caldwell-Pope
Mike Muscala,C,29.0,Mike Muscala
Daniel Theis,C,28.0,Daniel Theis
Wayne Ellington,SG,33.0,Wayne Ellington
Cameron Johnson,PF,24.0,Cameron Johnson
Isaac Okoro,SG,20.0,Isaac Okoro
Taurean Prince,PF,26.0,Taurean Prince
Danny Green,SF,33.0,Danny Green
Eric Paschall,PF,24.0,Eric Paschall
Trevor Ariza,SF,35.0,Trevor Ariza
Cody Zeller,C,28.0,Cody Zeller
KJ Martin,SF,20.0,KJ Martin
Larry Nance Jr.,PF,28.0,Larry Nance Jr.
Landry Shamet,SG,23.0,Landry Shamet
Desmond Bane,SG,22.0,Desmond Bane
Josh Hart,SF,25.0,Josh Hart
David Nwaba,SF,28.0,David Nwaba
Patrick Williams,PF,19.0,Patrick Williams
Furkan Korkmaz,SG,23.0,Furkan Korkmaz
De'Anthony Melton,PG,22.0,De'Anthony Melton
Talen Horton-Tucker,SG,20.0,Talen Horton-Tucker
Robin Lopez,C,32.0,Robin Lopez
Paul Millsap,PF,35.0,Paul Millsap
Jaylen Nowell,SG,21.0,Jaylen Nowell
Ivica Zubac,C,23.0,Ivica Zubac
DeMarcus Cousins,C,30.0,DeMarcus Cousins
Bruce Brown,PG,24.0,Bruce Brown
Michael Carter-Williams,SG,29.0,Michael Carter-Williams
Danuel House Jr.,SF,27.0,Danuel House Jr.
Jay Scrubb,SG,20.0,Jay Scrubb
George Hill,PG,34.0,George Hill
Terence Davis,SG,23.0,Terence Davis
Raul Neto,PG,28.0,Raul Neto
Isaiah Roby,PF,22.0,Isaiah Roby
Dario Šarić,C,26.0,Dario Saric
Moses Brown,C,21.0,Moses Brown
T.J. McConnell,PG,28.0,T.J. McConnell
Jakob Poeltl,C,25.0,Jakob Poeltl
Ricky Rubio,PG,30.0,Ricky Rubio
Svi Mykhailiuk,SF,23.0,Svi Mykhailiuk
Robert Covington,PF,30.0,Robert Covington
Gabriel Deck,PF,25.0,Gabriel Deck
James Ennis III,SF,30.0,James Ennis III
Cameron Payne,PG,26.0,Cameron Payne
Luke Kennard,SG,24.0,Luke Kennard
Mitchell Robinson,C,22.0,Mitchell Robinson
Cory Joseph,PG,29.0,Cory Joseph
Sterling Brown,SG,25.0,Sterling Brown
Aleksej Pokusevski,PF,19.0,Aleksej Pokusevski
Nicolas Batum,SF,32.0,Nicolas Batum
JaMychal Green,PF,30.0,JaMychal Green
Hassan Whiteside,C,31.0,Hassan Whiteside
Mo Bamba,C,22.0,Mo Bamba
Tyrese Maxey,SG,20.0,Tyrese Maxey
Kenrich Williams,PF,26.0,Kenrich Williams
Robert Williams,C,23.0,Robert Williams
Austin Rivers,SG,28.0,Austin Rivers
Isaiah Stewart,C,19.0,Isaiah Stewart II
Willy Hernangómez,C,26.0,Willy Hernangomez
Chuma Okeke,PF,22.0,Chuma Okeke
Anfernee Simons,SG,21.0,Anfernee Simons
D.J. Augustin,PG,33.0,D.J. Augustin
Ben McLemore,SG,27.0,Ben McLemore
PJ Dozier,SG,24.0,PJ Dozier
Mike James,PG,30.0,Mike James
Naji Marshall,SF,23.0,Naji Marshall
Payton Pritchard,SG,23.0,Payton Pritchard
Tomáš Satoranský,SG,29.0,Tomas Satoransky
Isaiah Thomas,PG,31.0,Isaiah Thomas
Steven Adams,C,27.0,Steven Adams
Garrett Temple,SG,34.0,Garrett Temple
Tristan Thompson,C,29.0,Tristan Thompson
Patrick Beverley,PG,32.0,Patrick Beverley
Henry Ellenson,PF,24.0,Henry Ellenson
Malachi Flynn,PG,22.0,Malachi Flynn
Jaxson Hayes,C,20.0,Jaxson Hayes
DeAndre Jordan,C,32.0,DeAndre Jordan
Edmond Sumner,SG,25.0,Edmond Sumner
JJ Redick,SG,36.0,JJ Redick
Jalen Harris,SG,22.0,Jalen Harris
Jalen McDaniels,SF,23.0,Jalen McDaniels
JaVale McGee,C,33.0,JaVale McGee
Louis King,SF,21.0,Louis King
Khem Birch,C,28.0,Khem Birch
James Johnson,PF,33.0,James Johnson
Justin Jackson,SF,25.0,Justin Jackson
Kent Bazemore,SF,31.0,Kent Bazemore
Juancho Hernangómez,PF,25.0,Juancho Hernangomez
Aaron Holiday,PG,24.0,Aaron Holiday
Tony Bradley,C,23.0,Tony Bradley
Dewayne Dedmon,C,31.0,Dewayne Dedmon
Maxi Kleber,PF,29.0,Maxi Kleber
Ignas Brazdeikis,SF,22.0,Ignas Brazdeikis
Daniel Gafford,C,22.0,Daniel Gafford
Draymond Green,PF,30.0,Draymond Green
Dwight Howard,C,35.0,Dwight Howard
Terance Mann,SG,24.0,Terance Mann
Royce O'Neale,SF,27.0,Royce O'Neale
R.J. Hampton,SG,19.0,R.J. Hampton
Moritz Wagner,C,23.0,Moritz Wagner
Georges Niang,PF,27.0,Georges Niang
Gorgui Dieng,C,31.0,Gorgui Dieng
Pat Connaughton,SG,28.0,Pat Connaughton
Killian Hayes,PG,19.0,Killian Hayes
Derrick Jones Jr.,SF,23.0,Derrick Jones Jr.
Jaden McDaniels,PF,20.0,Jaden McDaniels
Justise Winslow,SF,24.0,Justise Winslow
Dennis Smith Jr.,PG,23.0,Dennis Smith Jr.
Jeff Teague,PG,32.0,Jeff Teague
Spencer Dinwiddie,SG,27.0,Spencer Dinwiddie
Damyean Dotson,SG,26.0,Damyean Dotson
Markieff Morris,PF,31.0,Markieff Morris
Abdel Nader,SF,27.0,Abdel Nader
Ish Smith,PG,32.0,Ish Smith
Alex Len,C,27.0,Alex Len
Trey Burke,PG,28.0,Trey Burke
Nic Claxton,C,21.0,Nicolas Claxton
Frank Kaminsky,C,27.0,Frank Kaminsky
Xavier Tillman Sr.,PF,22.0,Xavier Tillman
Nemanja Bjelica,PF,32.0,Nemanja Bjelica
Marquese Chriss,PF,23.0,Marquese Chriss
Damion Lee,SG,28.0,Damion Lee
Chasson Randle,PG,27.0,Chasson Randle
Denzel Valentine,SG,27.0,Denzel Valentine
Avery Bradley,SG,30.0,Avery Bradley
Alex Caruso,PG,26.0,Alex Caruso
Kira Lewis Jr.,PG,19.0,Kira Lewis Jr.
Timothé Luwawu-Cabarrot,SF,25.0,Timothe Luwawu-Cabarrot
Deni Avdija,SF,20.0,Deni Avdija
Tyus Jones,PG,24.0,Tyus Jones
Frank Mason III,PG,26.0,Frank Mason III
Chimezie Metu,C,23.0,Chimezie Metu
Aron Baynes,C,34.0,Aron Baynes
Facundo Campazzo,PG,29.0,Facundo Campazzo
Robert Franks,PF,24.0,Robert Franks
Jaylen Hoard,SF,21.0,Jaylen Hoard
Max Strus,SF,24.0,Max Strus
Dakota Mathias,SG,25.0,Dakota Mathias
Dean Wade,PF,24.0,Dean Wade
Dwight Powell,C,29.0,Dwight Powell
Drew Eubanks,C,23.0,Drew Eubanks
DeAndre' Bembry,SF,26.0,DeAndre' Bembry
Rodney McGruder,SG,29.0,Rodney McGruder
Jordan Nwora,SF,22.0,Jordan Nwora
Juan Toscano-Anderson,SG,27.0,Juan Toscano-Anderson
Yogi Ferrell,PG,27.0,Yogi Ferrell
Freddie Gillespie,PF,23.0,Freddie Gillespie
Donta Hall,PF,23.0,Donta Hall
Saben Lee,PG,21.0,Saben Lee
Mychal Mulder,PG,26.0,Mychal Mulder
Torrey Craig,SF,30.0,Torrey Craig
Brad Wanamaker,PG,31.0,Brad Wanamaker
Jabari Parker,PF,25.0,Jabari Parker
Anthony Lamb,SF,23.0,Anthony Lamb
Garrison Mathews,SG,24.0,Garrison Mathews
Devin Vassell,SF,20.0,Devin Vassell
Rajon Rondo,PG,34.0,Rajon Rondo
Derrick Favors,C,29.0,Derrick Favors
Taj Gibson,C,35.0,Taj Gibson
Tyler Johnson,SG,28.0,Tyler Johnson
Jahlil Okafor,C,25.0,Jahlil Okafor
Josh Okogie,SG,22.0,Josh Okogie
Justin Patton,C,23.0,Justin Patton
Jarred Vanderbilt,PF,21.0,Jarred Vanderbilt
Mason Jones,SG,22.0,Mason Jones
Willie Cauley-Stein,C,27.0,Willie Cauley-Stein
Jarrett Culver,SG,21.0,Jarrett Culver
Glenn Robinson III,SF,27.0,Glenn Robinson III
Tony Snell,SG,29.0,Tony Snell
Maurice Harkless,SF,27.0,Maurice Harkless
D.J. Wilson,PF,24.0,D.J. Wilson
Alize Johnson,PF,24.0,Alize Johnson
Patrick Patterson,PF,31.0,Patrick Patterson
Dylan Windler,SF,24.0,Dylan Windler
Isaiah Hartenstein,C,22.0,Isaiah Hartenstein
Goga Bitadze,C,21.0,Goga Bitadze
Sekou Doumbouya,PF,20.0,Sekou Doumbouya
Jake Layman,SF,26.0,Jake Layman
Nerlens Noel,C,26.0,Nerlens Noel
Precious Achiuwa,PF,21.0,Precious Achiuwa
Bismack Biyombo,C,28.0,Bismack Biyombo
Marc Gasol,C,36.0,Marc Gasol
Trey Lyles,PF,25.0,Trey Lyles
Caleb Martin,SF,25.0,Caleb Martin
Jordan McLaughlin,PG,24.0,Jordan McLaughlin
Tyler Cook,SF,23.0,Tyler Cook
Brandon Goodwin,PG,25.0,Brandon Goodwin
E'Twaun Moore,SG,31.0,E'Twaun Moore
Jerome Robinson,SG,23.0,Jerome Robinson
Langston Galloway,SG,29.0,Langston Galloway
Wesley Matthews,SG,34.0,Wesley Matthews
Gabe Vincent,PG,24.0,Gabe Vincent
Damian Jones,C,25.0,Damian Jones
Troy Brown Jr.,SF,21.0,Troy Brown Jr.
Boban Marjanović,C,32.0,Boban Marjanovic
Aaron Nesmith,SF,21.0,Aaron Nesmith
Grant Williams,PF,22.0,Grant Williams
Nassir Little,PF,20.0,Nassir Little
Semi Ojeleye,PF,26.0,Semi Ojeleye
Onyeka Okongwu,C,20.0,Onyeka Okongwu
JaKarr Sampson,PF,27.0,JaKarr Sampson
Rodney Hood,SF,28.0,Rodney Hood
Solomon Hill,PF,29.0,Solomon Hill
Kelan Martin,SF,25.0,Kelan Martin
Al-Farouq Aminu,PF,30.0,Al-Farouq Aminu
Charlie Brown Jr.,SG,23.0,Charlie Brown Jr.
Andre Iguodala,SF,37.0,Andre Iguodala
Stanley Johnson,PF,24.0,Stanley Johnson
Yuta Watanabe,SF,26.0,Yuta Watanabe
Chandler Hutchison,SF,24.0,Chandler Hutchison
Devin Cannady,PG,24.0,Devin Cannady
John Konchar,SG,24.0,John Konchar
Mike Scott,PF,32.0,Mike Scott
DaQuan Jeffries,SG,23.0,DaQuan Jeffries
Jevon Carter,PG,25.0,Jevon Carter
Josh Hall,SF,20.0,Josh Hall
Kevon Looney,C,24.0,Kevon Looney
Nico Mannion,PG,19.0,Nico Mannion
Darius Miller,SF,30.0,Darius Miller
Lamar Stevens,PF,23.0,Lamar Stevens
Obi Toppin,PF,22.0,Obi Toppin
Paul Watson,SF,26.0,Paul Watson
Jordan Bone,PG,23.0,Jordan Bone
Chris Chiozza,PG,25.0,Chris Chiozza
Carsen Edwards,SG,22.0,Carsen Edwards
Udonis Haslem,C,40.0,Udonis Haslem
Cody Martin,SF,25.0,Cody Martin
Brodric Thomas,SG,24.0,Brodric Thomas
Justin James,SF,24.0,Justin James
Kevin Knox,SF,21.0,Kevin Knox II
Matisse Thybulle,SG,23.0,Matisse Thybulle
Danté Exum,SG,25.0,Dante Exum
Ersan İlyasova,PF,33.0,Ersan Ilyasova
Nathan Knight,PF,23.0,Nathan Knight
Thon Maker,C,23.0,Thon Maker
Skylar Mays,SG,23.0,Skylar Mays
Tremont Waters,PG,23.0,Tremont Waters
P.J. Tucker,PF,35.0,P.J. Tucker
Isaiah Joe,SG,21.0,Isaiah Joe
Luka Šamanić,PF,21.0,Luka Samanic
Javonte Green,SF,27.0,Javonte Green
Luke Kornet,C,25.0,Luke Kornet
Wenyen Gabriel,PF,23.0,Wenyen Gabriel
Paul Reed,PF,21.0,Paul Reed
Quinn Cook,PG,27.0,Quinn Cook
Meyers Leonard,C,28.0,Meyers Leonard
Amir Coffey,SG,23.0,Amir Coffey
Zeke Nnaji,PF,20.0,Zeke Nnaji
Killian Tillie,C,22.0,Killian Tillie
Matt Thomas,SG,26.0,Matt Thomas
Gary Clark,SF,26.0,Gary Clark
Ryan Arcidiacono,PG,26.0,Ryan Arcidiacono
Mamadi Diakite,PF,24.0,Mamadi Diakite
Anthony Gill,PF,28.0,Anthony Gill
Romeo Langford,SG,21.0,Romeo Langford
Alfonzo McKinnie,SF,28.0,Alfonzo McKinnie
Jahmi'us Ramsey,SG,19.0,Jahmi'us Ramsey
Cameron Reynolds,SF,25.0,Cam Reynolds
Nicolò Melli,PF,30.0,Nicolo Melli
Sam Merrill,SG,24.0,Sam Merrill
Reggie Perry,PF,20.0,Reggie Perry
Thanasis Antetokounmpo,SF,28.0,Thanasis Antetokounmpo
Trent Forrest,PG,22.0,Trent Forrest
Bruno Caboclo,PF,25.0,Bruno Caboclo
Matthew Dellavedova,PG,30.0,Matthew Dellavedova
Harry Giles,C,22.0,Harry Giles III
Kyle Guy,PG,23.0,Kyle Guy
Markus Howard,SG,21.0,Markus Howard
Didi Louzada,SF,21.0,Didi Louzada
Frank Ntilikina,PG,22.0,Frank Ntilikina
Keita Bates-Diop,SF,25.0,Keita Bates-Diop
Amida Brimah,C,26.0,Amida Brimah
Josh Green,SG,20.0,Josh Green
Grant Riller,PG,23.0,Grant Riller
Anderson Varejão,C,38.0,Anderson Varejao
Jordan Bell,C,26.0,Jordan Bell
Tacko Fall,C,25.0,Tacko Fall
Rondae Hollis-Jefferson,PF,26.0,Rondae Hollis-Jefferson
Tre Jones,PG,21.0,Tre Jones
KZ Okpala,PF,21.0,KZ Okpala
Gary Payton II,PG,28.0,Gary Payton II
Mfiondu Kabengele,PF,23.0,Mfiondu Kabengele
Wes Iwundu,SF,26.0,Wes Iwundu
Vernon Carey Jr.,C,19.0,Vernon Carey Jr.
Jeremiah Martin,PG,24.0,Jeremiah Martin
Rayjon Tucker,PG,23.0,Rayjon Tucker
Jarrell Brantley,PF,24.0,Jarrell Brantley
CJ Elleby,SF,20.0,CJ Elleby
Justin Robinson,PG,23.0,Justin Robinson
Quinndary Weatherspoon,SG,24.0,Quinndary Weatherspoon
Bol Bol,PF,21.0,Bol Bol
Sean McDermott,SF,24.0,Sean McDermott
Shaquille Harrison,SG,27.0,Shaquille Harrison
Chris Silva,PF,24.0,Chris Silva
Vlatko Čančar,PF,23.0,Vlatko Cancar
Ed Davis,C,31.0,Ed Davis
Devon Dotson,PG,21.0,Devon Dotson
Deividas Sirvydis,SG,20.0,Deividas Sirvydis
Sindarius Thornwell,SG,26.0,Sindarius Thornwell
Isaac Bonga,SF,21.0,Isaac Bonga
Devontae Cacok,PF,24.0,Devontae Cacok
Nate Hinton,SG,21.0,Nate Hinton
Jontay Porter,PF,21.0,Jontay Porter
Jalen Smith,PF,20.0,Jalen Smith
Ray Spalding,C,23.0,Ray Spalding
Miye Oni,SG,23.0,Miye Oni
Alen Smailagić,PF,20.0,Alen Smailagic
Cassius Winston,PG,22.0,Cassius Winston
Daniel Oturu,C,21.0,Daniel Oturu
Axel Toupane,SF,28.0,Axel Toupane
Elijah Hughes,SF,22.0,Elijah Hughes
T.J. Leaf,PF,23.0,T.J. Leaf
James Nunnally,SF,30.0,James Nunnally
Tim Frazier,PG,30.0,Tim Frazier
Rodions Kurucs,PF,22.0,Rodions Kurucs
Norvel Pelle,C,27.0,Norvel Pelle
Bruno Fernando,C,22.0,Bruno Fernando
Cassius Stanley,SG,21.0,Cassius Stanley
Anthony Tolliver,PF,35.0,Anthony Tolliver
Robert Woodard II,SF,21.0,Robert Woodard II
Nate Darling,SG,22.0,Nate Darling
Kris Dunn,PG,26.0,Kris Dunn
Cristiano Felício,C,28.0,Cristiano Felicio
Jalen Lecque,PG,20.0,Jalen Lecque
Marques Bolden,C,22.0,Marques Bolden
Juwan Morgan,PF,23.0,Juwan Morgan
Andre Roberson,SG,29.0,Andre Roberson
Udoka Azubuike,C,21.0,Udoka Azubuike
Karim Mané,PG,20.0,Karim Mane
Adam Mokoka,SG,22.0,Adam Mokoka
Tyler Bey,SF,22.0,Tyler Bey
Malik Fitts,PF,23.0,Malik Fitts
Patrick McCaw,SF,25.0,Patrick McCaw
Iman Shumpert,SG,30.0,Iman Shumpert
Tyrell Terry,PG,20.0,Tyrell Terry
Kostas Antetokounmpo,PF,23.0,Kostas Antetokounmpo
Vincent Poirier,C,27.0,Vincent Poirier
Nick Richards,PF,23.0,Nick Richards
Keljin Blevins,SF,25.0,Keljin Blevins
Ty-Shon Alexander,SG,22.0,Ty-Shon Alexander
Brian Bowen,SF,22.0,Brian Bowen II
Jared Dudley,PF,35.0,Jared Dudley
Jared Harper,PG,23.0,Jared Harper
Jaylen Adams,PG,24.0,Jaylen Adams
Terrance Ferguson,SG,22.0,Terrance Ferguson
Theo Pinson,SG,25.0,Theo Pinson
Ashton Hagans,PG,21.0,Ashton Hagans
Will Magnay,C,22.0,Will Magnay
Anžejs Pasečņiks,C,25.0,Anžejs Pasečņiks
Noah Vonleh,C,25.0,Noah Vonleh
Greg Whittington,PF,27.0,Greg Whittington
League Average,,,League Average
