,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,FAIR ODDS,SIM PROB,EV,KELLY CRITERION
100,Shai Gilgeous-Alexander,FanDuel,player_points_rebounds,40.5,Under,-120,-105,0.72,32.03,0.7168
101,Tyrese Haliburton,BetOnline.ag,player_assists,8.5,Over,120,133,0.599,31.81,0.5958
102,Isaiah Hartenstein,FanDuel,player_points_rebounds_assists,15.5,Over,-106,104,0.678,31.78,0.6747
103,Ben Sheppard,DraftKings,player_threes,0.5,Over,105,117,0.642,31.66,0.6388
104,Isaiah Hartenstein,BetRivers,player_points_assists,7.5,Over,-136,-120,0.759,31.66,0.7554
105,Andrew Nembhard,Bovada,player_threes,1.5,Over,135,162,0.56,31.64,0.5569
106,Shai Gilgeous-Alexander,BetMGM,player_points_rebounds_assists,46.5,Under,-105,105,0.673,31.44,0.6698
107,Shai Gilgeous-Alexander,BetMGM,player_points_assists,41.5,Under,-120,-106,0.714,30.97,0.711
108,Shai Gilgeous-Alexander,BetRivers,player_points,34.5,Under,-120,-108,0.714,30.83,0.7102
109,Pascal Siakam,FanDuel,player_rebounds_assists,10.5,Under,-104,109,0.667,30.82,0.6635
110,Aaron Nesmith,Bovada,player_points_rebounds,16.5,Over,105,111,0.638,30.79,0.6346
111,Andrew Nembhard,FanDuel,player_points,10.5,Over,100,111,0.654,30.78,0.6505
112,Tyrese Haliburton,Bovada,player_assists,8.5,Over,115,133,0.608,30.74,0.6047
113,Aaron Wiggins,DraftKings,player_steals,0.5,Over,180,208,0.467,30.74,0.464
114,Cason Wallace,BetRivers,player_rebounds_assists,4.5,Over,110,125,0.622,30.7,0.619
115,Aaron Wiggins,DraftKings,player_threes,0.5,Over,100,118,0.653,30.69,0.65
116,Shai Gilgeous-Alexander,Bovada,player_points_assists,40.5,Under,-105,105,0.669,30.69,0.6659
117,T.J. McConnell,BetRivers,player_rebounds_assists,5.5,Over,-121,-106,0.715,30.64,0.7118
118,Tyrese Haliburton,FanDuel,player_assists,8.5,Over,116,133,0.605,30.61,0.6012
119,T.J. McConnell,Bovada,player_rebounds_assists,5.5,Over,-120,-106,0.712,30.6,0.7089
120,Luguentz Dort,DraftKings,player_blocks,0.5,Over,175,217,0.475,30.57,0.4718
121,Shai Gilgeous-Alexander,Bovada,player_points,32.5,Under,110,127,0.622,30.54,0.6182
122,Aaron Wiggins,DraftKings,player_threes,0.5,Over,100,118,0.653,30.5,0.649
123,Ben Sheppard,DraftKings,player_threes,0.5,Over,105,117,0.636,30.36,0.6324
124,Aaron Nesmith,Bovada,player_points,12.5,Over,135,141,0.555,30.34,0.5513
125,Tyrese Haliburton,FanDuel,player_rebounds_assists,13.5,Over,104,115,0.638,30.18,0.6347
126,Andrew Nembhard,BetMGM,player_threes,1.5,Over,130,162,0.565,29.96,0.5617
127,Obi Toppin,Bovada,player_points_rebounds,16.5,Under,-135,-111,0.746,29.87,0.7426
128,Pascal Siakam,BetOnline.ag,player_rebounds,7.5,Under,-143,-126,0.764,29.87,0.7609
129,Alex Caruso,BetMGM,player_points_rebounds_assists,17.5,Under,-110,103,0.68,29.85,0.6767
130,Pascal Siakam,DraftKings,player_rebounds,7.5,Under,-140,-126,0.757,29.74,0.7534
131,Shai Gilgeous-Alexander,Bovada,player_points,33.5,Under,-105,113,0.664,29.68,0.6607
132,Cason Wallace,FanDuel,player_assists,1.5,Over,-120,-104,0.707,29.57,0.7032
133,T.J. McConnell,BetMGM,player_rebounds,2.5,Over,120,137,0.589,29.55,0.5854
134,Shai Gilgeous-Alexander,FanDuel,player_points_assists,40.5,Under,-106,105,0.667,29.54,0.663
135,Aaron Wiggins,Bovada,player_steals,0.5,Over,175,208,0.471,29.53,0.468
136,Andrew Nembhard,BetMGM,player_threes,1.5,Over,130,162,0.562,29.33,0.5589
137,Andrew Nembhard,FanDuel,player_points_assists,14.5,Over,-106,109,0.665,29.28,0.6617
138,Pascal Siakam,BetMGM,player_rebounds,7.5,Under,-140,-126,0.753,29.14,0.7499
139,Isaiah Hartenstein,BetRivers,player_points_rebounds_assists,14.5,Over,-132,-115,0.734,28.98,0.7303
140,Aaron Nesmith,BetMGM,player_points_rebounds,16.5,Over,100,111,0.645,28.93,0.6411
141,Shai Gilgeous-Alexander,BetOnline.ag,player_points_rebounds_assists,46.5,Under,-110,105,0.675,28.88,0.6715
142,Shai Gilgeous-Alexander,BetRivers,player_points,35.5,Under,-143,-127,0.758,28.79,0.7545
143,Alex Caruso,Bovada,player_points_rebounds_assists,17.5,Under,-110,103,0.674,28.74,0.6707
144,Andrew Nembhard,BetOnline.ag,player_points,10.5,Over,-103,111,0.653,28.69,0.6494
145,Cason Wallace,BetRivers,player_points_assists,6.5,Over,-110,102,0.674,28.6,0.67
146,Andrew Nembhard,DraftKings,player_blocks_steals,1.5,Over,130,153,0.559,28.59,0.5557
147,Obi Toppin,BetMGM,player_points_rebounds_assists,17.5,Under,-135,-103,0.738,28.49,0.7346
148,Cason Wallace,DraftKings,player_steals,0.5,Over,-180,-160,0.825,28.28,0.8215
149,Ben Sheppard,BetMGM,player_threes,0.5,Over,100,117,0.641,28.19,0.6374
150,Cason Wallace,BetOnline.ag,player_assists,1.5,Over,-122,-104,0.704,28.15,0.7006
151,Isaiah Hartenstein,Bovada,player_blocks,0.5,Over,145,160,0.523,28.09,0.5195
152,T.J. McConnell,DraftKings,player_points_rebounds_assists,13.5,Over,100,107,0.64,28.02,0.6365
153,Pascal Siakam,DraftKings,player_rebounds_assists,10.5,Under,-110,109,0.67,28.0,0.6668
154,Isaiah Hartenstein,Bovada,player_steals,0.5,Over,100,113,0.64,27.97,0.6362
155,Ben Sheppard,BetMGM,player_threes,0.5,Over,100,117,0.64,27.94,0.6361
156,Jalen Williams,BetRivers,player_points_rebounds_assists,35.5,Under,-136,-120,0.737,27.89,0.7334
157,T.J. McConnell,DraftKings,player_rebounds,2.5,Over,114,137,0.598,27.87,0.594
158,Pascal Siakam,Bovada,player_rebounds,6.5,Under,120,133,0.581,27.8,0.5774
159,Chet Holmgren,Bovada,player_rebounds_assists,10.5,Under,105,111,0.623,27.7,0.6193
160,T.J. McConnell,BetOnline.ag,player_rebounds,2.5,Over,113,137,0.599,27.66,0.5958
161,Cason Wallace,DraftKings,player_points_assists,6.5,Over,-115,102,0.682,27.54,0.6785
162,Andrew Nembhard,DraftKings,player_points_assists,14.5,Over,-110,109,0.668,27.52,0.6643
163,Bennedict Mathurin,BetRivers,player_points,9.5,Over,120,133,0.58,27.51,0.5761
164,Alex Caruso,BetOnline.ag,player_points_rebounds_assists,17.5,Under,-114,103,0.679,27.5,0.6756
165,Isaiah Hartenstein,DraftKings,player_points_rebounds_assists,15.5,Over,-115,104,0.682,27.49,0.6783
166,Shai Gilgeous-Alexander,DraftKings,player_points,34.5,Under,-125,-108,0.708,27.46,0.7045
167,T.J. McConnell,FanDuel,player_points_rebounds_assists,13.5,Over,-102,107,0.643,27.41,0.6397
168,Cason Wallace,FanDuel,player_rebounds,2.5,Over,118,122,0.584,27.32,0.5805
169,T.J. McConnell,DraftKings,player_rebounds_assists,5.5,Over,-130,-106,0.719,27.28,0.7158
170,Andrew Nembhard,BetMGM,player_points,10.5,Over,-105,111,0.651,27.15,0.6476
171,Aaron Nesmith,Bovada,player_points_assists,12.5,Over,105,112,0.62,27.13,0.6165
172,Andrew Nembhard,BetMGM,player_points_assists,14.5,Over,-110,109,0.665,27.04,0.6618
173,Pascal Siakam,FanDuel,player_rebounds,7.5,Under,-146,-126,0.754,27.02,0.7503
174,Aaron Nesmith,FanDuel,player_points_rebounds,16.5,Over,100,111,0.635,27.02,0.6315
175,Shai Gilgeous-Alexander,FanDuel,player_points_rebounds_assists,46.5,Under,-113,105,0.674,26.97,0.6699
176,Tyrese Haliburton,DraftKings,player_rebounds_assists,13.5,Over,100,115,0.635,26.96,0.6311
177,Andrew Nembhard,FanDuel,player_points_rebounds,13.5,Over,-113,-101,0.673,26.88,0.6694
178,Isaiah Hartenstein,Bovada,player_points_rebounds_assists,15.5,Over,-115,104,0.679,26.88,0.6749
179,Andrew Nembhard,DraftKings,player_points,10.5,Over,-105,111,0.65,26.86,0.6461
180,Andrew Nembhard,FanDuel,player_points_rebounds_assists,17.5,Over,-115,-108,0.677,26.62,0.6736
181,Isaiah Hartenstein,BetOnline.ag,player_points_rebounds_assists,15.5,Over,-114,104,0.674,26.57,0.6705
182,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,44.5,Under,115,130,0.589,26.53,0.5849
183,Shai Gilgeous-Alexander,Bovada,player_points,35.5,Under,-150,-127,0.759,26.53,0.7556
184,Alex Caruso,BetRivers,player_points_rebounds_assists,19.5,Under,-162,-141,0.782,26.52,0.7788
185,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,45.5,Under,100,111,0.631,26.29,0.6278
186,Cason Wallace,Bovada,player_steals,0.5,Over,-190,-160,0.827,26.28,0.8241
187,Aaron Wiggins,DraftKings,player_assists,0.5,Over,-120,-106,0.688,26.13,0.6842
188,Alex Caruso,DraftKings,player_points_rebounds,14.5,Under,-110,106,0.66,26.1,0.6568
189,Alex Caruso,DraftKings,player_points_rebounds_assists,17.5,Under,-115,103,0.674,26.07,0.6706
190,Cason Wallace,Bovada,player_points_assists,6.5,Over,-115,102,0.674,26.06,0.6705
191,Alex Caruso,BetRivers,player_points_rebounds_assists,18.5,Under,-137,-120,0.729,26.04,0.7249
192,Shai Gilgeous-Alexander,BetOnline.ag,player_points,34.5,Under,-130,-108,0.712,26.0,0.7084
193,Jalen Williams,BetRivers,player_points_rebounds_assists,34.5,Under,-118,-102,0.682,25.99,0.6782
194,Aaron Wiggins,BetMGM,player_assists,0.5,Over,-120,-106,0.687,25.91,0.683
195,Isaiah Hartenstein,DraftKings,player_steals,0.5,Over,-105,113,0.645,25.86,0.6409
196,Alex Caruso,BetRivers,player_points_rebounds_assists,17.5,Under,-118,103,0.681,25.79,0.6771
197,Tyrese Haliburton,BetRivers,player_rebounds_assists,13.5,Over,-103,115,0.638,25.69,0.634
198,Jalen Williams,BetRivers,player_points_rebounds_assists,36.5,Under,-162,-141,0.777,25.65,0.7733
199,T.J. McConnell,FanDuel,player_points_rebounds,9.5,Over,-111,-105,0.661,25.63,0.6571
200,Shai Gilgeous-Alexander,DraftKings,player_points_rebounds,39.5,Under,-115,102,0.672,25.6,0.668
201,Andrew Nembhard,BetRivers,player_points,10.5,Over,-106,111,0.646,25.57,0.6424
202,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,46.5,Under,-117,105,0.677,25.52,0.673
203,Isaiah Hartenstein,BetMGM,player_points_rebounds_assists,15.5,Over,-118,104,0.679,25.43,0.6752
204,Pascal Siakam,BetMGM,player_rebounds_assists,10.5,Under,-115,109,0.671,25.38,0.6668
205,Alex Caruso,Bovada,player_points_rebounds,14.5,Under,-110,106,0.656,25.3,0.6526
206,Andrew Nembhard,DraftKings,player_points_rebounds,13.5,Over,-115,-101,0.67,25.24,0.6661
207,Andrew Nembhard,Bovada,player_points,10.5,Over,-105,111,0.641,25.22,0.6376
208,T.J. McConnell,BetMGM,player_points_rebounds_assists,13.5,Over,-105,107,0.641,25.08,0.6369
209,Alex Caruso,FanDuel,player_points_rebounds_assists,17.5,Under,-115,103,0.669,25.04,0.665
210,Tyrese Haliburton,BetMGM,player_assists,8.5,Over,105,133,0.61,24.99,0.606
211,Aaron Wiggins,Bovada,player_points_assists,5.5,Over,105,120,0.609,24.94,0.6057
212,Cason Wallace,Bovada,player_rebounds_assists,3.5,Over,-170,-147,0.786,24.91,0.7829
213,Cason Wallace,FanDuel,player_points_rebounds_assists,9.5,Over,104,112,0.612,24.89,0.6085
214,Andrew Nembhard,Bovada,player_points_rebounds,13.5,Over,-115,-101,0.668,24.85,0.664
215,Shai Gilgeous-Alexander,Bovada,player_points,34.5,Under,-135,-108,0.717,24.84,0.7133
216,Isaiah Hartenstein,BetMGM,player_blocks,0.5,Over,140,160,0.52,24.82,0.5167
217,Obi Toppin,Bovada,player_points_assists,11.5,Under,105,120,0.609,24.78,0.605
218,Cason Wallace,FanDuel,player_points_assists,6.5,Over,-118,102,0.675,24.76,0.6715
219,Andrew Nembhard,Bovada,player_assists,4.5,Over,130,147,0.542,24.76,0.5389
220,Jalen Williams,BetRivers,player_points_rebounds_assists,33.5,Under,-103,105,0.633,24.75,0.6292
221,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,47.5,Under,-136,-120,0.719,24.75,0.7151
222,Andrew Nembhard,BetRivers,player_points_assists,14.5,Over,-115,109,0.667,24.7,0.6631
223,T.J. McConnell,FanDuel,player_assists,3.5,Over,-102,111,0.629,24.62,0.6255
224,Tyrese Haliburton,Bovada,player_rebounds,5.5,Over,125,147,0.553,24.48,0.5497
225,Andrew Nembhard,BetOnline.ag,player_points_rebounds_assists,17.5,Over,-120,-108,0.678,24.39,0.6746
226,Andrew Nembhard,BetRivers,player_points_rebounds_assists,19.5,Over,117,135,0.573,24.33,0.5693
227,Isaiah Hartenstein,DraftKings,player_blocks_steals,1.5,Over,175,208,0.452,24.31,0.4489
228,Cason Wallace,BetOnline.ag,player_rebounds,2.5,Over,115,122,0.578,24.3,0.5745
229,Shai Gilgeous-Alexander,Bovada,player_points,36.5,Under,-180,-153,0.799,24.26,0.7952
230,Obi Toppin,Bovada,player_rebounds,6.5,Under,-260,-217,0.897,24.18,0.8941
231,T.J. McConnell,DraftKings,player_assists,3.5,Over,100,111,0.62,24.0,0.6162
232,Andrew Nembhard,BetRivers,player_points,9.5,Over,-139,-122,0.721,23.98,0.7172
233,Tyrese Haliburton,BetRivers,player_assists,7.5,Over,-137,-130,0.717,23.97,0.7127
234,Aaron Nesmith,BetMGM,player_points,11.5,Over,100,112,0.62,23.96,0.616
235,T.J. McConnell,FanDuel,player_rebounds,1.5,Over,-192,-167,0.814,23.76,0.8102
236,Obi Toppin,DraftKings,player_points_assists,12.5,Under,-125,-111,0.688,23.76,0.6837
237,Aaron Nesmith,BetOnline.ag,player_points,11.5,Over,-101,112,0.622,23.72,0.6178
238,Tyrese Haliburton,DraftKings,player_blocks,0.5,Over,100,112,0.618,23.5,0.6137
239,Aaron Nesmith,DraftKings,player_blocks_steals,1.5,Over,135,153,0.526,23.5,0.522
240,Shai Gilgeous-Alexander,DraftKings,player_points_assists,40.5,Under,-120,105,0.673,23.42,0.6693
241,T.J. McConnell,Bovada,player_assists,4.5,Over,200,239,0.411,23.41,0.4084
242,Cason Wallace,BetRivers,player_points_rebounds_assists,8.5,Over,-136,-120,0.711,23.32,0.7067
243,Cason Wallace,BetMGM,player_assists,1.5,Over,-135,-104,0.708,23.19,0.7037
244,T.J. McConnell,BetOnline.ag,player_points_rebounds_assists,13.5,Over,-109,107,0.642,23.18,0.6385
245,Pascal Siakam,Bovada,player_rebounds,8.5,Under,-250,-208,0.88,23.15,0.8766
246,Andrew Nembhard,DraftKings,player_assists,4.5,Over,124,147,0.55,23.14,0.5461
247,Chet Holmgren,DraftKings,player_rebounds_assists,10.5,Under,-105,111,0.63,23.09,0.6266
248,Shai Gilgeous-Alexander,Bovada,player_points,37.5,Under,-210,-182,0.834,23.08,0.8303
249,Aaron Nesmith,Bovada,player_points,11.5,Over,100,112,0.615,23.07,0.6115
250,Pascal Siakam,Bovada,player_rebounds,7.5,Under,-160,-126,0.756,22.9,0.7524
251,Cason Wallace,BetRivers,player_points,3.5,Over,-167,-147,0.768,22.85,0.7645
252,Jalen Williams,Bovada,player_points_rebounds_assists,33.5,Under,-105,105,0.629,22.74,0.6247
253,Jalen Williams,BetRivers,player_points_rebounds_assists,32.5,Under,112,130,0.579,22.72,0.5751
254,Andrew Nembhard,BetMGM,player_points_rebounds,13.5,Over,-120,-101,0.669,22.69,0.6653
255,Aaron Nesmith,DraftKings,player_points_rebounds,16.5,Over,-110,111,0.641,22.41,0.6373
256,Aaron Wiggins,BetOnline.ag,player_points_rebounds_assists,7.5,Over,100,109,0.612,22.4,0.6081
257,T.J. McConnell,BetRivers,player_assists,3.5,Over,-104,111,0.624,22.4,0.6201
258,T.J. McConnell,BetRivers,player_points_rebounds_assists,14.5,Over,110,125,0.583,22.37,0.5789
259,Cason Wallace,BetOnline.ag,player_points_rebounds_assists,9.5,Over,-103,112,0.621,22.3,0.6166
260,Andrew Nembhard,BetMGM,player_points_rebounds_assists,17.5,Over,-125,-108,0.679,22.27,0.6753
261,Aaron Nesmith,FanDuel,player_points_rebounds_assists,17.5,Over,-106,105,0.628,22.09,0.6243
262,Andrew Nembhard,DraftKings,player_points_rebounds_assists,17.5,Over,-125,-108,0.678,22.08,0.6742
263,Isaiah Hartenstein,DraftKings,player_blocks,0.5,Over,135,160,0.519,21.88,0.5151
264,T.J. McConnell,BetMGM,player_assists,3.5,Over,-105,111,0.624,21.86,0.6202
265,T.J. McConnell,BetRivers,player_points_rebounds,9.5,Over,-121,-105,0.667,21.86,0.6632
266,T.J. McConnell,BetRivers,player_points_rebounds_assists,12.5,Over,-136,-120,0.702,21.83,0.698
267,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,48.5,Under,-162,-141,0.753,21.83,0.7493
268,Bennedict Mathurin,Bovada,player_points,9.5,Over,110,133,0.58,21.78,0.5761
269,Chet Holmgren,FanDuel,player_rebounds_assists,10.5,Under,-104,111,0.621,21.77,0.6168
270,Andrew Nembhard,Bovada,player_points,9.5,Over,-145,-122,0.72,21.73,0.7164
271,Andrew Nembhard,BetRivers,player_points_rebounds_assists,18.5,Over,-105,111,0.623,21.6,0.6189
272,T.J. McConnell,BetRivers,player_points_rebounds_assists,13.5,Over,-110,107,0.637,21.54,0.6326
273,Jalen Williams,Bovada,player_points,18.5,Under,210,251,0.392,21.53,0.3891
