,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,FAIR ODDS,SIM PROB,EV,KELLY CRITERION
109,Isaiah Hartenstein,Bovada,player_points_rebounds_assists,15.5,Over,-110,107,0.681,30.05,0.6777
110,Shai Gilgeous-Alexander,Bovada,player_points_rebounds_assists,47.5,Under,-120,-111,0.709,30.05,0.7059
111,T.J. McConnell,BetRivers,player_rebounds_assists,5.5,Over,-124,-112,0.719,29.83,0.7152
112,Shai Gilgeous-Alexander,Bovada,player_points_assists,40.5,Under,-110,105,0.679,29.71,0.6759
113,T.J. McConnell,DraftKings,player_points_rebounds,9.5,Over,-105,113,0.664,29.69,0.6607
114,Shai Gilgeous-Alexander,Bovada,player_points,37.5,Under,-180,-153,0.833,29.65,0.8305
115,Isaiah Hartenstein,FanDuel,player_points_rebounds_assists,15.5,Over,-108,107,0.673,29.62,0.6695
116,Tyrese Haliburton,FanDuel,player_assists,8.5,Over,116,125,0.6,29.55,0.5963
117,Isaiah Hartenstein,BetOnline.ag,player_points_rebounds_assists,15.5,Over,-110,107,0.678,29.53,0.6749
118,Aaron Nesmith,BetRivers,player_points,11.5,Over,107,120,0.626,29.49,0.6221
119,T.J. McConnell,FanDuel,player_rebounds_assists,5.5,Over,-125,-112,0.719,29.37,0.7152
120,T.J. McConnell,BetRivers,player_points_rebounds_assists,13.5,Over,102,112,0.64,29.36,0.6369
121,Shai Gilgeous-Alexander,DraftKings,player_points_rebounds,39.5,Under,-110,112,0.676,29.08,0.6726
122,Andrew Nembhard,DraftKings,player_blocks_steals,1.5,Over,135,153,0.549,28.98,0.5455
123,Aaron Nesmith,Bovada,player_points,11.5,Over,105,120,0.629,28.92,0.6253
124,Tyrese Haliburton,FanDuel,player_rebounds_assists,13.5,Over,102,112,0.637,28.74,0.6338
125,Shai Gilgeous-Alexander,DraftKings,player_points_assists,40.5,Under,-110,105,0.673,28.52,0.6696
126,Shai Gilgeous-Alexander,BetMGM,player_points,34.5,Under,-125,-105,0.713,28.37,0.7096
127,T.J. McConnell,BetMGM,player_rebounds,2.5,Over,115,138,0.596,28.17,0.5926
128,Isaiah Hartenstein,Bovada,player_points_assists,7.5,Over,-145,-120,0.758,28.1,0.7546
129,Tyrese Haliburton,Bovada,player_assists,8.5,Over,115,125,0.595,27.97,0.5917
130,Pascal Siakam,BetMGM,player_rebounds_assists,10.5,Under,-110,102,0.67,27.94,0.6665
131,Cason Wallace,BetOnline.ag,player_assists,1.5,Over,-125,-112,0.711,27.92,0.707
132,Shai Gilgeous-Alexander,BetRivers,player_points,32.5,Under,104,135,0.627,27.89,0.6233
133,Andrew Nembhard,Bovada,player_points_assists,14.5,Over,-110,-100,0.67,27.84,0.666
134,T.J. McConnell,Bovada,player_points_rebounds,8.5,Over,-135,-117,0.733,27.6,0.7294
135,T.J. McConnell,BetOnline.ag,player_rebounds,2.5,Over,113,138,0.599,27.59,0.5955
136,Andrew Nembhard,BetMGM,player_points,10.5,Over,-105,107,0.654,27.59,0.6499
137,Andrew Nembhard,BetOnline.ag,player_points,10.5,Over,-106,107,0.654,27.17,0.6507
138,T.J. McConnell,BetOnline.ag,player_points_rebounds_assists,13.5,Over,-103,112,0.645,27.16,0.6415
139,T.J. McConnell,BetRivers,player_points_rebounds_assists,12.5,Over,-120,-108,0.693,27.07,0.6894
140,Isaiah Hartenstein,DraftKings,player_points_rebounds_assists,15.5,Over,-115,107,0.679,26.95,0.6753
141,Tyrese Haliburton,BetMGM,player_assists,8.5,Over,110,125,0.604,26.94,0.6009
142,Andrew Nembhard,Bovada,player_points,10.5,Over,-105,107,0.649,26.79,0.6458
143,Shai Gilgeous-Alexander,Bovada,player_points,38.5,Under,-210,-182,0.858,26.7,0.8553
144,Shai Gilgeous-Alexander,FanDuel,player_points_assists,40.5,Under,-112,105,0.669,26.64,0.6653
145,Cason Wallace,BetRivers,player_assists,1.5,Over,-129,-112,0.712,26.44,0.7085
146,T.J. McConnell,FanDuel,player_points_rebounds,8.5,Over,-136,-117,0.727,26.19,0.7235
147,Pascal Siakam,Bovada,player_rebounds_assists,10.5,Under,-115,102,0.675,26.14,0.671
148,Cason Wallace,DraftKings,player_rebounds_assists,4.5,Over,100,118,0.63,26.01,0.6264
149,T.J. McConnell,DraftKings,player_rebounds_assists,5.5,Over,-135,-112,0.724,26.01,0.7202
150,Andrew Nembhard,FanDuel,player_points_assists,14.5,Over,-110,-100,0.66,25.99,0.6562
151,Shai Gilgeous-Alexander,DraftKings,player_points_rebounds_assists,46.5,Under,-115,-103,0.674,25.96,0.67
152,Andrew Nembhard,Bovada,player_assists,4.5,Over,130,145,0.547,25.88,0.5438
153,Aaron Nesmith,Bovada,player_points_rebounds,15.5,Over,-120,-108,0.686,25.83,0.6826
154,Alex Caruso,BetMGM,player_points_rebounds_assists,17.5,Under,-118,-108,0.681,25.82,0.6773
155,Andrew Nembhard,FanDuel,player_points,10.5,Over,-106,107,0.647,25.81,0.6436
156,Alex Caruso,BetRivers,player_points_rebounds_assists,19.5,Under,-165,-141,0.783,25.74,0.7793
157,Pascal Siakam,BetOnline.ag,player_threes,1.5,Over,164,192,0.476,25.74,0.4731
158,Andrew Nembhard,BetRivers,player_points,11.5,Over,120,147,0.571,25.73,0.5679
159,Cason Wallace,BetRivers,player_rebounds_assists,4.5,Over,100,118,0.629,25.72,0.6249
160,Andrew Nembhard,BetMGM,player_points_assists,14.5,Over,-115,-100,0.672,25.65,0.6683
161,T.J. McConnell,BetMGM,player_points_rebounds_assists,13.5,Over,-105,112,0.644,25.64,0.6398
162,Aaron Nesmith,FanDuel,player_points_rebounds,15.5,Over,-122,-108,0.69,25.63,0.6866
163,T.J. McConnell,BetRivers,player_points_rebounds_assists,11.5,Over,-152,-130,0.758,25.62,0.754
164,Pascal Siakam,FanDuel,player_rebounds,6.5,Under,116,135,0.581,25.59,0.5778
165,Pascal Siakam,BetOnline.ag,player_threes,1.5,Over,164,192,0.475,25.47,0.4721
166,Shai Gilgeous-Alexander,BetRivers,player_points,34.5,Under,-134,-105,0.718,25.39,0.7143
167,Shai Gilgeous-Alexander,BetRivers,player_points,33.5,Under,-114,113,0.667,25.29,0.6636
168,T.J. McConnell,BetRivers,player_points_rebounds_assists,14.5,Over,120,141,0.569,25.14,0.5652
169,Pascal Siakam,DraftKings,player_rebounds,6.5,Under,114,135,0.584,25.0,0.5804
170,Aaron Nesmith,BetRivers,player_points_rebounds,15.5,Over,-122,-108,0.687,24.96,0.6829
171,Cason Wallace,FanDuel,player_assists,1.5,Over,-130,-112,0.706,24.87,0.7019
172,Tyrese Haliburton,DraftKings,player_rebounds_assists,13.5,Over,-105,112,0.64,24.86,0.6357
173,T.J. McConnell,Bovada,player_rebounds_assists,5.5,Over,-135,-112,0.717,24.77,0.713
174,T.J. McConnell,BetRivers,player_points,6.5,Over,-121,-109,0.683,24.75,0.6792
175,Tyrese Haliburton,BetOnline.ag,player_assists,8.5,Over,107,125,0.602,24.63,0.5984
176,Pascal Siakam,DraftKings,player_rebounds_assists,10.5,Under,-115,102,0.666,24.58,0.6625
177,T.J. McConnell,Bovada,player_points_assists,10.5,Over,-110,103,0.653,24.58,0.6487
178,T.J. McConnell,Bovada,player_points_rebounds_assists,13.5,Over,-105,112,0.638,24.5,0.6339
179,Andrew Nembhard,BetRivers,player_points,10.5,Over,-108,107,0.646,24.46,0.6424
180,Ben Sheppard,BetMGM,player_threes,0.5,Over,-105,117,0.637,24.44,0.6335
181,Alex Caruso,BetRivers,player_points_rebounds_assists,18.5,Under,-141,-125,0.728,24.37,0.7238
182,Shai Gilgeous-Alexander,BetOnline.ag,player_points_rebounds_assists,46.5,Under,-118,-103,0.673,24.34,0.6692
183,Isaiah Hartenstein,BetMGM,player_blocks,0.5,Over,140,150,0.518,24.24,0.5142
184,Ben Sheppard,BetMGM,player_threes,0.5,Over,-105,117,0.636,24.23,0.6325
185,Pascal Siakam,Bovada,player_rebounds,8.5,Under,-240,-208,0.876,24.16,0.8735
186,T.J. McConnell,FanDuel,player_points_assists,10.5,Over,-112,103,0.656,24.16,0.6521
187,Aaron Nesmith,BetOnline.ag,player_points_rebounds_assists,16.5,Over,-125,-114,0.69,24.14,0.6858
188,Aaron Nesmith,BetRivers,player_points,10.5,Over,-120,-111,0.677,24.12,0.6731
189,Shai Gilgeous-Alexander,Bovada,player_points,39.5,Under,-250,-208,0.886,24.1,0.8836
190,Myles Turner,DraftKings,player_blocks_steals,2.5,Over,114,130,0.58,24.04,0.5759
191,Andrew Nembhard,BetOnline.ag,player_assists,4.5,Over,124,145,0.554,24.01,0.55
192,Andrew Nembhard,BetRivers,player_points_assists,14.5,Over,-117,-100,0.668,23.99,0.6646
193,Pascal Siakam,BetRivers,player_rebounds,6.5,Under,112,135,0.585,23.98,0.5811
194,Aaron Nesmith,DraftKings,player_points,11.5,Over,100,120,0.62,23.96,0.616
195,Tyrese Haliburton,BetRivers,player_assists,8.5,Over,106,125,0.601,23.9,0.5977
196,T.J. McConnell,FanDuel,player_assists,3.5,Over,-104,104,0.631,23.74,0.627
197,Aaron Wiggins,DraftKings,player_steals,0.5,Over,165,190,0.467,23.63,0.4633
198,T.J. McConnell,BetRivers,player_points_assists,10.5,Over,-114,103,0.658,23.58,0.6544
199,Shai Gilgeous-Alexander,FanDuel,player_points_rebounds_assists,46.5,Under,-118,-103,0.668,23.48,0.6645
200,Tyrese Haliburton,DraftKings,player_turnovers,2.5,Under,120,141,0.561,23.44,0.5574
201,T.J. McConnell,BetMGM,player_assists,3.5,Over,-105,104,0.632,23.38,0.6281
202,Andrew Nembhard,BetMGM,player_assists,4.5,Over,125,145,0.548,23.34,0.5446
203,Andrew Nembhard,BetRivers,player_points_rebounds_assists,19.5,Over,116,135,0.571,23.32,0.5672
204,Pascal Siakam,FanDuel,player_rebounds_assists,10.5,Under,-118,102,0.667,23.27,0.6633
205,Shai Gilgeous-Alexander,BetRivers,player_points,35.5,Under,-162,-125,0.761,23.06,0.757
206,Aaron Nesmith,BetOnline.ag,player_points,10.5,Over,-123,-111,0.679,23.03,0.6746
207,T.J. McConnell,BetRivers,player_points,7.5,Over,108,112,0.591,23.03,0.5877
208,Alex Caruso,BetOnline.ag,player_points_rebounds_assists,17.5,Under,-123,-108,0.678,22.89,0.6739
209,T.J. McConnell,DraftKings,player_points_rebounds_assists,12.5,Over,-130,-108,0.694,22.84,0.6903
210,Andrew Nembhard,BetOnline.ag,player_points_rebounds_assists,17.5,Over,-122,-111,0.675,22.78,0.6707
211,Aaron Wiggins,DraftKings,player_threes,0.5,Over,-115,100,0.657,22.75,0.6526
212,Alex Caruso,FanDuel,player_points_rebounds_assists,17.5,Under,-122,-108,0.674,22.72,0.6704
213,T.J. McConnell,FanDuel,player_rebounds,1.5,Over,-200,-174,0.818,22.69,0.8143
214,Alex Caruso,DraftKings,player_points_rebounds_assists,17.5,Under,-125,-108,0.681,22.66,0.6775
215,Alex Caruso,BetRivers,player_points_rebounds_assists,17.5,Under,-121,-108,0.671,22.64,0.6675
216,Aaron Nesmith,BetMGM,player_threes,1.5,Over,-155,-141,0.745,22.63,0.7414
217,Myles Turner,BetRivers,player_assists,1.5,Over,163,164,0.466,22.47,0.4624
218,Andrew Nembhard,Bovada,player_points,9.5,Over,-145,-125,0.725,22.44,0.7207
219,Tyrese Haliburton,Bovada,player_rebounds,5.5,Over,120,141,0.556,22.42,0.5527
220,Andrew Nembhard,BetRivers,player_points_rebounds_assists,18.5,Over,-105,108,0.627,22.35,0.6227
221,Aaron Nesmith,FanDuel,player_points,10.5,Over,-125,-111,0.68,22.33,0.6756
222,Aaron Nesmith,BetMGM,player_points_rebounds,15.5,Over,-130,-108,0.691,22.29,0.6872
223,Aaron Wiggins,DraftKings,player_threes,0.5,Over,-115,100,0.653,22.07,0.6489
224,Aaron Nesmith,DraftKings,player_blocks_steals,1.5,Over,130,153,0.53,21.98,0.5267
225,Andrew Nembhard,FanDuel,player_points_rebounds_assists,17.5,Over,-125,-111,0.678,21.97,0.6736
226,Andrew Nembhard,Bovada,player_points_rebounds,13.5,Over,-120,-107,0.665,21.97,0.6613
227,Andrew Nembhard,BetRivers,player_points,9.5,Over,-143,-125,0.717,21.88,0.7132
228,Aaron Nesmith,BetMGM,player_points_rebounds_assists,16.5,Over,-130,-114,0.689,21.88,0.6848
229,Cason Wallace,BetMGM,player_assists,1.5,Over,-140,-112,0.711,21.87,0.7068
230,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,44.5,Under,106,120,0.591,21.85,0.5876
231,Tyrese Haliburton,DraftKings,player_assists,8.5,Over,100,125,0.609,21.83,0.6052
232,Aaron Wiggins,BetOnline.ag,player_threes,0.5,Over,-118,100,0.659,21.83,0.6554
233,Aaron Wiggins,BetOnline.ag,player_threes,0.5,Over,-118,100,0.659,21.82,0.6554
234,Aaron Nesmith,DraftKings,player_points_rebounds,16.5,Over,-110,106,0.638,21.74,0.6337
235,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,45.5,Under,-110,106,0.638,21.73,0.6336
236,Aaron Nesmith,BetMGM,player_points_assists,11.5,Over,-125,-113,0.676,21.71,0.6721
237,Jalen Williams,BetMGM,player_points_rebounds_assists,33.5,Under,-105,-102,0.623,21.67,0.6192
238,Alex Caruso,DraftKings,player_points_rebounds,14.5,Under,-120,-106,0.663,21.62,0.6593
239,Alex Caruso,Bovada,player_points_rebounds,14.5,Under,-120,-106,0.663,21.62,0.6593
240,Tyrese Haliburton,BetRivers,player_points_rebounds_assists,32.5,Over,120,141,0.553,21.61,0.5491
241,Aaron Nesmith,BetMGM,player_threes,1.5,Over,-155,-141,0.739,21.59,0.735
242,Tyrese Haliburton,BetRivers,player_rebounds_assists,13.5,Over,-110,112,0.637,21.57,0.6328
243,Andrew Nembhard,BetRivers,player_points_rebounds,13.5,Over,-122,-107,0.668,21.49,0.6636
244,Aaron Nesmith,BetOnline.ag,player_threes,1.5,Over,-156,-141,0.74,21.46,0.7361
245,T.J. McConnell,BetRivers,player_assists,3.5,Over,-109,104,0.633,21.38,0.6291
246,Aaron Nesmith,Bovada,player_threes,1.5,Over,-160,-141,0.746,21.19,0.7417
247,Alex Caruso,BetRivers,player_points_rebounds_assists,16.5,Under,-104,111,0.617,21.05,0.6131
248,Aaron Nesmith,DraftKings,player_points_assists,12.5,Over,-105,111,0.62,21.04,0.616
249,Andrew Nembhard,FanDuel,player_points_rebounds,13.5,Over,-122,-107,0.665,21.02,0.661
250,Aaron Nesmith,BetRivers,player_points,9.5,Over,-157,-144,0.739,20.92,0.7346
251,T.J. McConnell,DraftKings,player_points_assists,10.5,Over,-115,103,0.647,20.88,0.6425
252,Aaron Nesmith,Bovada,player_points_rebounds_assists,16.5,Over,-130,-114,0.683,20.84,0.6789
253,T.J. McConnell,DraftKings,player_points,6.5,Over,-125,-109,0.671,20.83,0.6672
254,Andrew Nembhard,DraftKings,player_assists,4.5,Over,120,145,0.549,20.83,0.5455
255,Pascal Siakam,Bovada,player_points,22.5,Over,200,239,0.402,20.69,0.3993
256,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,43.5,Under,120,141,0.548,20.6,0.5444
257,T.J. McConnell,DraftKings,player_assists,3.5,Over,-110,104,0.631,20.49,0.6271
258,Jalen Williams,Bovada,player_points_rebounds_assists,33.5,Under,-110,-102,0.631,20.41,0.6267
259,Myles Turner,DraftKings,player_steals,0.5,Over,124,141,0.537,20.38,0.5337
260,Tyrese Haliburton,BetMGM,player_rebounds_assists,13.5,Over,-110,112,0.63,20.27,0.6259
261,Aaron Nesmith,BetOnline.ag,player_threes,1.5,Over,-156,-141,0.733,20.22,0.7284
262,Alex Caruso,Bovada,player_threes,1.5,Over,105,112,0.586,20.2,0.5824
263,Aaron Nesmith,BetMGM,player_points,10.5,Over,-130,-111,0.679,20.2,0.6752
264,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,46.5,Under,-129,-103,0.677,20.13,0.6725
265,Jalen Williams,FanDuel,player_steals,1.5,Over,138,156,0.504,20.03,0.5007
266,T.J. McConnell,FanDuel,player_points,6.5,Over,-125,-109,0.667,20.01,0.6625
267,Tyrese Haliburton,Bovada,player_points,20.5,Over,190,228,0.414,20.01,0.4108
268,Pascal Siakam,Bovada,player_points,21.5,Over,165,190,0.453,19.96,0.4494
269,Andrew Nembhard,BetMGM,player_points_rebounds,13.5,Over,-125,-107,0.666,19.96,0.6623
270,Jalen Williams,Bovada,player_points,19.5,Under,170,199,0.444,19.87,0.4407
271,Andrew Nembhard,DraftKings,player_points_rebounds,14.5,Over,100,115,0.599,19.83,0.5952
272,Pascal Siakam,DraftKings,player_threes,1.5,Over,154,192,0.472,19.8,0.4682
273,Alex Caruso,Bovada,player_threes,1.5,Over,105,112,0.584,19.75,0.5802
274,Bennedict Mathurin,Bovada,player_points,10.5,Over,125,147,0.532,19.72,0.5283
