,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
1132,Donovan Mitchell,1628378,UTA vs. LAC,UTA,1610612762,LAC,1,0042000222,2021-06-10,W,37,4,3,15,29,0.517,6,12,0.5,1,2,0.5,0,3,0,0,3,-2,43.6,1.238,0.6206896551724138,G,,113.9,110.3,116.5,114.5,-2.5,0.0,0.083,0.045,0.222,0.621,1.33,0.393,0.619,99.8,97.36,0.171,79,81.13,0.4,240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,97.24,98.18,99.12,120.32085561497328,38:57,3.57,2.47,0,6,6,93,1,1,54,9,14,0.643,6,15,0.4,1,1,1.0,2.0,3.0,0.0,8.0,15.0,7.0,10.0,32.0,3.0,1.0,6.0,0.455,0.46,0.429,0.4,0.1,0.133,0.0,0.111,0.107,0.333,0.231,0.0,0.0,1.0,0.056,0.316,0.411
1133,Derrick Favors,202324,UTA vs. LAC,UTA,1610612762,LAC,1,0042000222,2021-06-10,W,0,0,0,0,1,0.0,0,0,,0,2,0.0,0,0,0,0,1,-8,-1.0,0.0,0.0,,,134.8,136.2,169.6,165.8,-34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,93.08,92.51,-0.132,23,77.09,0.132,240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,97.24,98.18,99.12,120.32085561497328,11:56,4.23,0.9,0,0,0,6,0,0,4,0,1,0.0,0,0,0.0,4,5,0.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,22.0,0.0,4.0,1.0,0.0,0.053,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.444,0.2,0.0
1134,Luke Kennard,1628379,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,3,0,0,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,-1,3.0,3.0,1.5,,,114.3,105.4,108.7,134.1,5.6,0.0,0.0,0.0,0.0,1.5,0.0,0.043,1.5,99.19,105.42,0.027,21,87.85,0.042,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,10:01,4.21,0.76,0,0,0,5,0,0,4,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.111,0.053,0.333,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.125
1135,Georges Niang,1627777,UTA vs. LAC,UTA,1610612762,LAC,1,0042000222,2021-06-10,W,0,1,0,0,4,0.0,0,3,0.0,0,0,,0,0,0,0,1,0,0.5,0.0,0.0,,,104.8,118.0,110.0,112.0,-5.2,0.0,0.0,0.0,0.143,0.0,1.0,0.227,0.0,99.86,106.96,-0.207,21,89.13,0.255,240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,97.24,98.18,99.12,120.32085561497328,9:12,4.36,0.72,0,0,0,20,0,1,15,0,0,0.0,0,4,0.0,2,3,0.667,0.0,0.0,0.0,0.0,6.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.333,0.0,0.0
1136,Rudy Gobert,203497,UTA vs. LAC,UTA,1610612762,LAC,1,0042000222,2021-06-10,W,13,0,20,4,5,0.8,0,0,,5,7,0.714,1,19,2,3,3,14,49.0,1.609,0.8,C,,108.9,112.4,97.3,94.0,11.6,0.034,0.463,0.286,0.0,0.8,0.0,0.129,0.804,101.86,101.81,0.222,79,84.84,0.14,240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,97.24,98.18,99.12,120.32085561497328,36:04,4.11,2.65,8,26,33,41,0,0,27,2,3,0.667,2,2,1.0,4,8,0.5,0.0,2.0,2.0,8.0,16.0,5.0,13.0,20.0,0.0,4.0,8.0,0.133,0.088,0.0,0.0,0.417,0.412,0.5,0.594,0.588,0.0,0.214,0.5,1.0,0.0,0.286,0.4,0.151
1137,Jrue Holiday,201950,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,9,5,4,4,14,0.286,1,4,0.25,0,0,,0,4,1,0,2,6,22.3,0.643,0.32142857142857145,G,,90.2,84.7,83.7,83.2,6.5,0.0,0.069,0.034,0.167,0.321,2.5,0.151,0.321,100.4,96.95,0.038,92,80.79,0.152,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,45:33,4.12,3.33,2,6,8,74,0,2,54,1,7,0.143,3,7,0.429,0,0,0.0,0.0,3.0,0.0,4.0,5.0,5.0,5.0,30.0,0.0,2.0,2.0,0.118,0.157,0.167,0.129,0.0,0.0,0.0,0.082,0.071,0.417,0.222,0.333,0.0,0.0,0.167,0.1,0.108
1138,Mike James,1628455,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,2,3,1,1,5,0.2,0,1,0.0,0,0,,0,1,0,0,1,6,6.7,0.4,0.2,,,88.0,85.0,64.0,64.9,24.0,0.0,0.063,0.034,0.333,0.2,3.0,0.222,0.2,98.58,97.56,0.033,25,81.3,0.223,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,12:18,4.24,0.94,0,2,2,20,0,0,13,1,3,0.333,0,2,0.0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.1,0.217,0.0,0.167,0.0,0.0,0.0,0.071,0.067,0.429,0.333,0.0,0.0,0.333,0.0,0.0,0.091
1139,Ivica Zubac,1627826,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,7,0,0,3,3,1.0,0,0,,1,1,1.0,0,0,0,1,2,1,8.0,2.035,1.0,C,,136.0,132.6,126.9,114.7,9.1,0.0,0.0,0.0,0.0,1.0,0.0,0.179,1.017,94.49,88.59,0.031,25,73.82,0.175,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,13:49,3.93,0.97,0,0,0,18,0,0,12,3,3,1.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,10.0,0.0,4.0,1.0,0.231,0.13,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.5,0.143,0.206
1140,Kyrie Irving,202681,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,22,1,5,9,22,0.409,2,8,0.25,2,2,1.0,0,5,3,0,0,-4,38.5,0.962,0.45454545454545453,G,,86.8,86.3,92.2,85.5,-5.4,0.0,0.086,0.044,0.043,0.455,0.0,0.232,0.481,100.68,96.64,0.121,91,80.53,0.236,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,44:57,3.83,3.04,3,6,9,79,0,0,48,2,7,0.286,7,15,0.467,3,4,0.75,2.0,0.0,0.0,6.0,6.0,9.0,7.0,38.0,1.0,2.0,1.0,0.281,0.253,0.25,0.258,0.286,0.25,0.0,0.125,0.109,0.071,0.0,0.429,0.0,0.167,0.095,0.091,0.278
1141,Terance Mann,1629611,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,3,0.0,0.0,,,,100.0,87.2,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.92,128.96,0.0,3,107.46,0.0,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,1:07,4.02,0.09,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,Bruce Brown,1628971,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,16,3,11,8,17,0.471,0,2,0.0,0,0,,3,8,0,0,1,3,32.7,0.941,0.47058823529411764,G,,96.0,96.6,92.0,85.1,4.0,0.067,0.157,0.115,0.143,0.471,3.0,0.22,0.471,98.79,95.26,0.116,75,79.39,0.224,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,37:47,4.26,2.82,6,16,22,69,0,0,52,3,6,0.5,5,11,0.455,4,4,1.0,2.0,0.0,2.0,14.0,3.0,9.0,4.0,32.0,1.0,5.0,0.0,0.276,0.233,0.0,0.08,0.0,0.0,0.5,0.242,0.282,0.231,0.25,0.0,0.0,0.2,0.278,0.0,0.222
1143,Joe Harris,203925,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,3,1,4,1,11,0.091,1,7,0.143,0,0,,1,3,0,0,0,-11,9.3,0.273,0.13636363636363635,F,,81.3,81.7,94.7,91.5,-13.4,0.02,0.067,0.042,0.043,0.136,0.0,0.131,0.136,100.45,98.9,-0.078,75,82.42,0.135,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,36:39,4.42,2.87,2,7,9,37,0,0,26,0,2,0.0,1,9,0.111,1,1,1.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,36.0,1.0,6.0,0.0,0.042,0.149,0.125,0.269,0.0,0.0,0.143,0.1,0.108,0.125,0.0,0.0,0.0,0.167,0.429,0.0,0.049
1144,Bryn Forbes,1627854,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,0,0,2,0,4,0.0,0,4,0.0,0,0,,0,2,0,1,0,-7,5.4,0.0,0.0,,,87.5,88.8,112.9,114.2,-25.4,0.0,0.118,0.054,0.0,0.0,0.0,0.108,0.0,97.93,99.26,-0.073,32,82.71,0.116,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,15:14,4.24,1.15,1,2,2,10,0,0,6,0,2,0.0,0,2,0.0,2,2,1.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,14.0,0.0,2.0,0.0,0.0,0.148,0.0,0.333,0.0,0.0,0.0,0.182,0.143,0.0,0.0,0.0,0.25,0.0,0.333,0.0,0.0
1145,P.J. Tucker,200782,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,0,2,1,0,4,0.0,0,3,0.0,0,0,,1,0,0,0,0,10,4.2,0.0,0.0,F,,89.7,86.0,75.0,74.0,14.7,0.024,0.0,0.012,0.077,0.0,0.0,0.053,0.0,102.11,99.31,-0.057,68,82.76,0.053,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,32:52,4.26,2.49,9,0,9,14,1,0,9,0,1,0.0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,22.0,1.0,4.0,2.0,0.0,0.063,0.0,0.176,0.0,0.0,0.25,0.0,0.024,0.2,0.0,0.0,0.0,0.25,0.667,0.167,0.0
1146,Royce O'Neale,1626220,UTA vs. LAC,UTA,1610612762,LAC,1,0042000222,2021-06-10,W,8,3,3,2,4,0.5,1,3,0.333,3,4,0.75,0,3,0,0,0,5,16.1,1.389,0.625,F,,122.9,120.9,118.3,116.4,4.6,0.0,0.081,0.044,0.088,0.625,0.0,0.068,0.694,99.19,97.58,0.043,83,81.31,0.07,240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,97.24,98.18,99.12,120.32085561497328,40:35,4.32,3.13,1,6,7,68,0,0,64,1,1,1.0,1,3,0.333,3,5,0.6,0.0,0.0,0.0,2.0,10.0,7.0,10.0,40.0,0.0,4.0,4.0,0.056,0.062,0.056,0.091,0.25,0.211,0.0,0.107,0.103,0.214,0.0,0.0,0.0,0.0,0.235,0.2,0.078
1147,Paul George,202331,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,27,6,10,8,18,0.444,2,6,0.333,9,9,1.0,1,9,0,0,4,-12,44.0,1.23,0.5,G,,113.8,109.4,123.3,122.8,-9.5,0.023,0.273,0.132,0.214,0.5,1.5,0.263,0.615,99.54,97.43,0.141,87,81.19,0.256,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,43:36,3.83,2.99,3,11,13,79,2,1,52,3,7,0.429,5,11,0.455,3,3,1.0,3.0,0.0,3.0,8.0,8.0,5.0,11.0,30.0,0.0,5.0,9.0,0.222,0.231,0.182,0.2,0.563,0.529,0.143,0.346,0.303,0.333,0.333,0.0,0.0,0.0,0.217,0.45,0.273
1148,Khris Middleton,203114,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,35,1,15,12,25,0.48,3,6,0.5,8,9,0.889,0,15,0,0,3,3,51.5,1.209,0.54,G,,88.8,83.6,84.4,83.0,4.3,0.0,0.273,0.136,0.05,0.54,0.33,0.32,0.604,101.49,97.67,0.246,89,81.39,0.318,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,43:59,4.09,3.18,2,16,18,80,0,1,44,5,10,0.5,7,15,0.467,1,2,0.5,5.0,0.0,3.0,10.0,5.0,5.0,5.0,32.0,1.0,3.0,8.0,0.375,0.301,0.6,0.24,0.8,0.529,0.0,0.333,0.294,0.083,0.3,0.0,0.0,0.2,0.273,0.381,0.443
1149,Nic Claxton,1629651,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,2,0,7,1,2,0.5,0,0,,0,0,,3,4,0,1,1,-5,12.4,1.0,0.5,,,78.4,77.0,91.9,87.3,-13.5,0.125,0.174,0.149,0.0,0.5,0.0,0.07,0.5,102.9,99.4,0.048,37,82.84,0.072,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,17:52,4.13,1.34,4,4,8,18,0,0,16,0,1,0.0,1,1,1.0,0,2,0.0,0.0,2.0,0.0,2.0,3.0,7.0,3.0,12.0,1.0,4.0,0.0,0.091,0.059,0.0,0.0,0.0,0.0,0.75,0.25,0.35,0.0,0.2,0.0,1.0,0.25,0.4,0.0,0.069
1150,Reggie Jackson,202704,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,29,2,3,11,19,0.579,4,8,0.5,3,3,1.0,0,3,0,0,1,-4,34.6,1.427,0.6842105263157895,G,,125.7,120.5,127.8,123.5,-2.1,0.0,0.111,0.051,0.095,0.684,2.0,0.273,0.714,97.98,94.32,0.16,70,78.6,0.266,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,36:08,3.75,2.42,1,7,8,64,0,0,41,2,4,0.5,9,15,0.6,2,2,1.0,3.0,2.0,8.0,8.0,8.0,5.0,8.0,28.0,1.0,1.0,3.0,0.344,0.297,0.5,0.333,0.188,0.188,0.0,0.136,0.107,0.125,0.125,0.0,0.0,0.5,0.05,0.176,0.33
1151,Marcus Morris Sr.,202694,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,8,3,10,4,11,0.364,0,5,0.0,0,0,,2,8,0,1,0,-8,27.5,0.727,0.36363636363636365,F,,116.0,113.9,125.0,122.8,-9.0,0.059,0.276,0.159,0.107,0.364,0.0,0.136,0.364,99.4,97.64,0.087,75,81.37,0.134,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,37:07,3.74,2.49,4,12,16,36,0,0,25,3,5,0.6,1,6,0.167,0,0,0.0,2.0,0.0,0.0,6.0,8.0,5.0,5.0,22.0,0.0,1.0,0.0,0.125,0.167,0.0,0.25,0.0,0.0,0.333,0.348,0.345,0.214,0.0,0.0,0.333,0.0,0.053,0.0,0.092
1152,Giannis Antetokounmpo,203507,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,33,2,14,14,31,0.452,1,8,0.125,4,9,0.444,2,12,0,0,5,5,47.8,0.944,0.46774193548387094,F,,85.2,79.9,81.4,80.6,3.8,0.036,0.222,0.127,0.133,0.468,0.4,0.4,0.472,100.92,97.12,0.177,88,80.93,0.404,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,42:60,3.85,2.93,5,17,22,87,1,0,41,8,14,0.571,6,17,0.353,1,2,0.5,1.0,2.0,4.0,18.0,4.0,3.0,5.0,28.0,2.0,0.0,8.0,0.483,0.383,0.2,0.286,0.333,0.5,0.4,0.267,0.28,0.2,0.5,0.0,0.0,0.4,0.0,0.444,0.44
1153,Kevin Durant,201142,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,30,5,10,11,28,0.393,3,8,0.375,5,6,0.833,0,10,4,1,4,-6,60.5,0.979,0.44642857142857145,F,,80.7,79.3,88.5,84.2,-7.8,0.0,0.185,0.092,0.278,0.446,1.25,0.365,0.49,101.34,97.98,0.229,88,81.65,0.37,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,42:52,3.82,2.91,3,15,16,88,0,0,48,7,19,0.368,4,9,0.444,1,3,0.333,3.0,3.0,0.0,6.0,6.0,7.0,7.0,34.0,1.0,0.0,10.0,0.379,0.337,0.5,0.308,0.714,0.75,0.0,0.256,0.227,0.357,0.5,0.571,0.2,0.125,0.0,0.909,0.423
1154,Landry Shamet,1629013,BKN @ MIL,BKN,1610612751,MIL,0,0042000213,2021-06-10,L,3,0,5,1,4,0.25,1,3,0.333,0,0,,0,5,0,0,0,0,9.0,0.75,0.375,,,73.0,71.1,77.1,73.9,-4.2,0.0,0.25,0.114,0.0,0.375,0.0,0.093,0.375,102.48,99.02,0.09,37,82.51,0.098,240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,97.52,99.44,101.36,85.11074651353569,17:27,4.41,1.4,2,5,6,15,0,0,10,0,1,0.0,1,3,0.333,1,2,0.5,0.0,0.0,3.0,0.0,3.0,2.0,3.0,8.0,1.0,2.0,1.0,0.083,0.111,0.333,0.214,0.0,0.0,0.0,0.313,0.263,0.0,0.0,0.0,0.0,0.25,0.222,0.5,0.111
1155,Thanasis Antetokounmpo,203648,MIL vs. BKN,MIL,1610612749,BKN,1,0042000213,2021-06-10,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.6,58.3,-0.333,0,48.58,0.0,240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,101.36,99.44,97.52,84.84609313338595,0:25,5.13,0.04,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1156,Kawhi Leonard,202695,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,21,5,4,8,17,0.471,2,4,0.5,3,4,0.75,2,2,2,0,3,-8,36.3,1.119,0.5294117647058824,F,,111.5,108.9,121.8,117.9,-10.3,0.054,0.071,0.062,0.217,0.529,1.67,0.259,0.56,99.59,96.79,0.097,78,80.65,0.256,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,38:41,4.1,2.84,5,7,11,66,0,0,39,1,4,0.25,7,13,0.538,3,4,0.75,2.0,2.0,2.0,8.0,8.0,5.0,8.0,28.0,0.0,4.0,5.0,0.258,0.25,0.222,0.154,0.188,0.222,0.333,0.091,0.143,0.333,0.3,0.4,0.0,0.0,0.2,0.294,0.241
1157,DeMarcus Cousins,202326,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,6,0,4,3,7,0.429,0,1,0.0,0,0,,0,4,0,0,1,-2,9.8,0.857,0.42857142857142855,,,84.0,85.6,95.8,105.7,-11.8,0.0,0.444,0.182,0.0,0.429,0.0,0.296,0.429,99.47,105.31,0.111,25,87.76,0.313,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,11:10,3.64,0.73,4,6,9,21,0,0,13,3,6,0.5,0,1,0.0,0,0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,3.0,6.0,2.0,2.0,1.0,0.429,0.368,0.0,0.2,0.0,0.0,0.0,0.5,0.444,0.0,0.333,0.0,0.0,0.667,0.333,0.167,0.286
1158,Patrick Beverley,201976,LAC @ UTA,LAC,1610612746,UTA,0,0042000222,2021-06-10,L,3,1,3,0,5,0.0,0,2,0.0,3,4,0.75,2,1,2,0,0,-6,14.1,0.444,0.0,,,87.0,87.3,97.9,104.4,-10.9,0.08,0.067,0.075,0.077,0.0,0.0,0.122,0.222,103.42,106.96,-0.035,46,89.14,0.123,240,40,85,0.471,11,30,0.367,20,23,0.87,7,30,37,19,6,3,11,25,111,99.12,98.18,97.24,111.98547215496369,20:52,4.09,1.53,3,1,4,27,0,0,21,0,2,0.0,0,3,0.0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,4.0,3.0,0.0,0.135,0.0,0.125,0.375,0.364,0.667,0.077,0.188,0.167,0.0,0.4,0.0,0.0,0.4,0.273,0.075
1159,Joel Embiid,203954,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,27,8,9,7,14,0.5,1,3,0.333,12,16,0.75,1,8,1,3,1,16,60.8,1.283,0.5357142857142857,C,,122.5,122.4,100.0,101.9,22.5,0.034,0.235,0.143,0.348,0.536,8.0,0.295,0.642,99.63,100.51,0.264,71,83.76,0.302,,,,,,,,,,,,,,,,,,,,,,,,33:55,3.68,2.27,4,15,19,82,0,0,57,1,4,0.25,6,10,0.6,4,9,0.444,1.0,2.0,2.0,12.0,10.0,14.0,2.0,32.0,1.0,3.0,11.0,0.233,0.259,0.167,0.231,0.571,0.5,0.2,0.4,0.36,0.364,0.125,0.125,1.0,1.0,0.158,0.478,0.31
1160,Facundo Campazzo,1630267,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,6,0,2,2,5,0.4,2,4,0.5,0,0,,1,1,1,0,1,-12,10.4,1.2,0.6,G,,94.6,88.3,123.7,129.5,-29.1,0.034,0.077,0.048,0.0,0.6,0.0,0.125,0.6,102.23,100.99,0.008,37,84.16,0.123,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,17:49,4.36,1.38,1,2,3,42,2,1,33,0,1,0.0,2,4,0.5,0,0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,18.0,0.0,4.0,2.0,0.154,0.125,0.333,0.235,0.0,0.0,0.111,0.1,0.105,0.0,0.167,0.5,0.0,0.0,0.308,0.286,0.171
1161,Bol Bol,1629626,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,1.5,0.0,,,,150.0,150.0,66.7,100.0,83.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.57,85.71,0.143,2,71.43,0.0,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,1:24,2.98,0.08,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,Will Barton,203115,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,14,3,7,6,14,0.429,2,7,0.286,0,0,,1,6,0,0,2,2,24.9,1.0,0.5,,,118.2,119.7,112.5,109.5,5.7,0.036,0.25,0.135,0.158,0.5,1.5,0.25,0.5,96.0,95.31,0.106,55,79.43,0.253,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,27:57,4.18,2.09,1,8,9,49,0,0,30,4,5,0.8,2,9,0.222,1,1,1.0,0.0,4.0,0.0,8.0,9.0,9.0,7.0,22.0,0.0,1.0,0.0,0.24,0.269,0.333,0.318,0.0,0.0,0.111,0.353,0.269,0.231,0.333,0.0,0.0,0.0,0.125,0.0,0.215
1163,Markus Howard,1630210,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0.0,0.0,,,,150.0,150.0,66.7,100.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.57,85.71,0.0,2,71.43,0.0,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,1:24,3.05,0.08,0,0,0,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
