,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
1522,Solomon Hill,203524,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,4,2,3,2,4,0.5,0,2,0.0,0,0,,1,2,0,0,0,-5,10.6,1.0,0.5,,,102.4,97.5,106.7,112.3,-4.3,0.04,0.091,0.064,0.133,0.5,0.0,0.082,0.5,102.47,102.66,0.052,42,85.55,0.081,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,20:20,4.05,1.47,1,5,6,17,0,0,11,2,2,1.0,0,2,0.0,1,1,1.0,0.0,2.0,0.0,4.0,0.0,5.0,3.0,28.0,0.0,2.0,0.0,0.118,0.095,0.0,0.125,0.0,0.0,0.2,0.118,0.136,0.25,0.0,0.0,0.0,0.0,0.333,0.0,0.093
1523,Bogdan Bogdanović,203992,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,4,2,3,1,6,0.167,0,2,0.0,2,2,1.0,0,3,3,0,2,8,17.6,0.581,0.16666666666666666,G,,105.2,109.4,91.4,91.4,13.8,0.0,0.086,0.048,0.077,0.167,1.0,0.141,0.291,99.43,101.42,0.028,58,84.52,0.146,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,27:27,4.5,2.16,1,9,10,42,1,0,32,1,2,0.5,0,4,0.0,4,5,0.8,0.0,0.0,0.0,2.0,4.0,6.0,11.0,34.0,1.0,2.0,2.0,0.037,0.109,0.0,0.143,0.5,0.5,0.0,0.125,0.1,0.2,0.4,0.75,0.0,0.333,0.182,0.286,0.066
1524,John Collins,1628381,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,23,1,15,11,16,0.688,1,5,0.2,0,0,,5,10,0,0,2,12,40.5,1.438,0.71875,F,,122.8,120.0,103.7,103.5,19.1,0.147,0.2,0.179,0.034,0.719,0.5,0.198,0.719,105.87,104.57,0.159,79,87.14,0.198,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,36:57,4.15,2.72,9,19,26,64,1,0,47,6,7,0.857,5,9,0.556,4,8,0.5,2.0,9.0,4.0,16.0,10.0,12.0,12.0,52.0,0.0,3.0,0.0,0.275,0.216,0.143,0.2,0.0,0.0,0.5,0.303,0.349,0.063,0.167,0.0,0.0,0.0,0.214,0.0,0.237
1525,Onyeka Okongwu,1630168,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,0,0,1,0,0,,0,0,,0,0,,1,0,0,1,0,-6,4.2,0.0,,,,83.3,83.3,157.1,183.3,-73.8,0.167,0.0,0.143,0.0,0.0,0.0,0.0,0.0,109.37,118.48,0.061,6,98.73,0.0,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,2:38,4.11,0.2,2,0,2,2,0,0,2,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1526,Jeff Teague,201952,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,0,1,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,1,1.5,0.0,0.0,,,125.0,116.5,116.7,117.8,8.3,0.0,0.0,0.0,0.143,0.0,0.0,0.071,0.0,104.25,101.05,0.0,12,84.21,0.072,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,5:42,3.97,0.4,0,0,0,6,0,0,4,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,Danilo Gallinari,201568,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,9,0,1,4,9,0.444,1,3,0.333,0,0,,0,1,0,0,1,-15,9.2,1.0,0.5,,,98.2,95.7,125.5,126.7,-27.3,0.0,0.037,0.019,0.0,0.5,0.0,0.169,0.5,104.61,103.82,0.017,55,86.52,0.168,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,25:26,3.91,1.78,0,3,3,28,0,0,16,0,0,0.0,4,9,0.444,2,2,1.0,0.0,0.0,0.0,0.0,6.0,14.0,7.0,42.0,0.0,2.0,1.0,0.19,0.191,0.25,0.176,0.0,0.0,0.0,0.059,0.05,0.0,0.125,0.0,0.0,0.0,0.286,0.167,0.167
1528,Trae Young,1629027,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,48,11,7,17,34,0.5,4,13,0.308,10,12,0.833,1,6,1,0,6,10,69.9,1.222,0.5588235294117647,G,,122.7,119.8,108.9,108.7,13.8,0.025,0.12,0.078,0.407,0.559,1.83,0.441,0.611,105.34,103.98,0.202,88,86.65,0.44,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,41:05,4.14,3.03,2,8,10,105,0,0,57,6,10,0.6,11,24,0.458,0,0,0.0,0.0,4.0,2.0,16.0,10.0,12.0,12.0,60.0,1.0,3.0,9.0,0.386,0.405,0.5,0.448,0.833,0.857,0.083,0.182,0.156,0.611,0.5,0.2,0.0,0.333,0.2,0.692,0.444
1529,Bryn Forbes,1627854,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,5,0,2,2,4,0.5,1,3,0.333,0,0,,0,2,0,0,0,8,7.4,1.25,0.625,,,106.7,114.8,92.3,92.3,14.4,0.0,0.143,0.065,0.0,0.625,0.0,0.118,0.625,104.76,108.88,0.089,30,90.74,0.125,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,12:21,4.24,0.93,0,3,3,14,0,0,9,1,2,0.5,1,2,0.5,0,0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,10.0,0.0,0.0,1.0,0.154,0.133,0.25,0.2,0.0,0.0,0.0,0.182,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.156
1530,Jrue Holiday,201950,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,33,10,4,14,25,0.56,5,12,0.417,0,0,,0,4,2,1,3,-3,58.8,1.32,0.66,G,,111.0,110.8,116.9,115.2,-5.9,0.0,0.098,0.044,0.37,0.66,3.33,0.272,0.66,104.26,103.43,0.168,91,86.19,0.277,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,41:46,4.17,3.1,1,5,6,97,1,1,65,5,7,0.714,9,18,0.5,3,3,1.0,2.0,6.0,2.0,12.0,4.0,15.0,8.0,48.0,0.0,3.0,1.0,0.341,0.284,0.625,0.333,0.0,0.0,0.0,0.143,0.105,0.435,0.429,0.333,0.25,0.0,0.3,0.063,0.327
1531,Khris Middleton,203114,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,15,4,5,6,23,0.261,0,9,0.0,3,4,0.75,0,5,2,0,1,-13,32.0,0.606,0.2608695652173913,G,,103.4,103.2,122.4,122.1,-18.9,0.0,0.132,0.056,0.129,0.261,4.0,0.257,0.303,102.52,102.33,0.027,88,85.28,0.265,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,40:34,4.17,3.1,3,7,10,77,0,0,48,3,10,0.3,3,13,0.231,2,2,1.0,2.0,0.0,0.0,10.0,4.0,15.0,10.0,48.0,1.0,2.0,4.0,0.162,0.267,0.0,0.3,0.273,0.286,0.0,0.192,0.139,0.2,0.167,0.333,0.0,0.5,0.154,0.286,0.165
1532,P.J. Tucker,200782,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,4,2,7,2,3,0.667,0,0,,0,0,,3,4,0,0,0,-2,15.4,1.333,0.6666666666666666,F,,111.0,111.9,112.2,110.4,-1.2,0.077,0.108,0.092,0.065,0.667,0.0,0.037,0.667,101.43,101.04,0.049,73,84.2,0.037,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,34:55,4.33,2.58,8,7,15,20,0,0,17,1,1,1.0,1,2,0.5,4,4,1.0,2.0,0.0,0.0,4.0,4.0,15.0,8.0,40.0,0.0,3.0,0.0,0.061,0.043,0.0,0.0,0.0,0.0,0.375,0.167,0.219,0.095,0.0,0.0,0.0,0.0,0.25,0.0,0.049
1533,Brook Lopez,201572,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,7,0,2,3,7,0.429,1,4,0.25,0,0,,1,1,0,1,0,-14,12.4,1.0,0.5,C,,88.9,91.2,125.6,128.9,-36.7,0.037,0.056,0.044,0.0,0.5,0.0,0.137,0.5,101.59,104.3,0.058,45,86.91,0.143,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,20:15,4.18,1.48,4,4,8,27,0,0,19,2,3,0.667,1,4,0.25,3,6,0.5,2.0,2.0,0.0,4.0,2.0,6.0,6.0,34.0,0.0,0.0,0.0,0.2,0.175,1.0,0.308,0.0,0.0,0.2,0.083,0.118,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.175
1534,Pat Connaughton,1626192,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,4,0,5,1,6,0.167,0,4,0.0,2,2,1.0,1,4,0,0,0,4,10.0,0.581,0.16666666666666666,,,119.4,116.9,111.1,109.3,8.2,0.03,0.133,0.079,0.0,0.167,0.0,0.096,0.291,106.38,104.41,0.019,62,87.01,0.098,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,28:44,4.29,2.22,3,5,8,26,0,0,19,1,3,0.333,0,3,0.0,4,4,1.0,0.0,2.0,0.0,2.0,2.0,15.0,6.0,28.0,0.0,1.0,1.0,0.03,0.092,0.0,0.2,1.0,0.667,0.125,0.211,0.185,0.0,0.0,0.0,0.0,0.0,0.091,0.143,0.054
1535,Kevin Huerter,1628989,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,13,1,2,5,12,0.417,1,6,0.167,2,2,1.0,0,2,0,0,0,15,16.9,1.009,0.4583333333333333,F,,129.5,129.4,108.9,106.0,20.6,0.0,0.043,0.026,0.029,0.458,0.0,0.146,0.505,104.87,103.42,0.035,78,86.18,0.148,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,36:26,4.15,2.69,1,3,4,35,2,1,20,1,3,0.333,4,9,0.444,4,4,1.0,0.0,0.0,0.0,4.0,10.0,13.0,12.0,56.0,0.0,3.0,1.0,0.125,0.171,0.143,0.261,0.143,0.125,0.0,0.065,0.049,0.059,0.0,0.0,0.0,0.0,0.214,0.071,0.129
1536,Giannis Antetokounmpo,203507,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,34,9,12,14,25,0.56,0,2,0.0,6,8,0.75,4,8,2,2,3,4,70.9,1.192,0.56,F,,106.7,106.6,104.6,102.2,2.1,0.085,0.19,0.135,0.36,0.56,3.0,0.31,0.596,104.27,102.98,0.216,89,85.82,0.316,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,41:01,4.0,2.92,7,14,20,87,0,1,51,8,14,0.571,6,11,0.545,1,4,0.25,2.0,2.0,10.0,28.0,4.0,13.0,8.0,44.0,1.0,4.0,10.0,0.359,0.298,0.0,0.071,0.545,0.571,0.444,0.267,0.308,0.375,0.375,0.333,0.5,1.0,0.286,0.588,0.358
1537,Clint Capela,203991,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,12,2,19,6,9,0.667,0,0,,0,0,,4,15,1,1,0,8,43.8,1.333,0.6666666666666666,C,,119.5,119.2,105.0,103.5,14.5,0.118,0.333,0.241,0.065,0.667,0.0,0.102,0.667,101.31,100.47,0.177,77,83.72,0.103,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,37:30,3.99,2.66,7,18,25,45,0,0,36,5,8,0.625,1,1,1.0,8,15,0.533,2.0,2.0,4.0,12.0,10.0,11.0,15.0,50.0,2.0,1.0,1.0,0.162,0.127,0.0,0.0,0.0,0.0,0.4,0.484,0.463,0.133,0.0,0.2,1.0,0.667,0.067,0.077,0.13
1538,Bobby Portis,1626171,MIL vs. ATL,MIL,1610612749,ATL,1,0042000301,2021-06-23,L,11,1,8,5,8,0.625,1,2,0.5,0,0,,3,5,0,0,1,0,21.1,1.375,0.6875,,,109.1,112.5,109.1,113.4,0.0,0.158,0.313,0.229,0.083,0.688,1.0,0.225,0.688,104.1,107.76,0.193,33,89.8,0.243,240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,104.16,102.6,101.04,108.48694316436251,14:42,4.0,1.04,4,6,10,23,0,0,15,0,1,0.0,5,7,0.714,0,0,0.0,0.0,4.0,0.0,8.0,0.0,4.0,2.0,14.0,0.0,1.0,0.0,0.294,0.229,0.5,0.2,0.0,0.0,0.6,0.417,0.471,0.111,0.5,0.0,0.0,0.0,0.5,0.0,0.306
1539,Lou Williams,101150,ATL @ MIL,ATL,1610612737,MIL,0,0042000301,2021-06-23,W,3,0,0,1,5,0.2,1,1,1.0,0,0,,0,0,0,0,0,-12,3.0,0.6,0.3,,,70.4,71.0,114.8,124.0,-44.4,0.0,0.0,0.0,0.0,0.3,0.0,0.167,0.3,102.0,106.42,-0.042,27,88.68,0.174,240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,101.04,102.6,104.16,114.80601741884402,12:11,3.86,0.85,0,0,0,18,0,0,11,1,3,0.333,0,2,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,20.0,0.0,1.0,0.0,0.143,0.208,1.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.158
1540,Chris Paul,101108,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,15,12,2,5,19,0.263,2,7,0.286,3,3,1.0,0,2,3,0,2,-15,42.4,0.738,0.3157894736842105,G,,100.0,102.7,122.7,121.4,-22.7,0.0,0.061,0.027,0.48,0.316,6.0,0.253,0.369,93.25,94.02,0.083,77,78.35,0.262,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,38:48,3.43,2.37,0,4,4,86,1,0,61,0,1,0.0,5,18,0.278,2,2,1.0,0.0,0.0,3.0,0.0,15.0,9.0,11.0,34.0,1.0,3.0,3.0,0.167,0.268,0.222,0.269,0.375,0.333,0.0,0.091,0.065,0.571,0.222,0.6,0.0,0.25,0.176,0.273,0.195
1541,Jae Crowder,203109,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,9,0,6,3,7,0.429,3,6,0.5,0,0,,0,6,0,0,1,-17,15.2,1.286,0.6428571428571429,F,,91.2,90.2,116.9,116.2,-25.7,0.0,0.2,0.094,0.0,0.643,0.0,0.125,0.643,97.95,97.11,0.039,57,80.93,0.126,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,28:40,4.11,2.09,0,8,8,36,0,0,26,0,0,0.0,3,7,0.429,1,1,1.0,3.0,0.0,0.0,0.0,12.0,12.0,6.0,28.0,0.0,6.0,0.0,0.15,0.132,0.429,0.375,0.0,0.0,0.0,0.333,0.25,0.0,0.125,0.0,0.0,0.0,0.4,0.0,0.173
1542,Daniel Oturu,1630187,LAC vs. PHX,LAC,1610612746,PHX,1,0042000313,2021-06-24,W,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,-2,1.2,0.0,,,,0.0,0.0,66.7,66.7,-66.7,0.0,0.333,0.2,0.0,0.0,0.0,0.0,0.0,77.42,92.9,0.4,3,77.42,0.0,240,37,82,0.451,12,34,0.353,20,24,0.833,10,41,51,20,8,5,11,15,106,93.56,94.14,94.72,113.29628046173579,1:33,4.07,0.11,0,1,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,Cameron Payne,1626166,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,2,1,0,1,4,0.25,0,1,0.0,0,0,,0,0,0,0,0,-5,3.5,0.5,0.25,,,44.4,40.0,112.5,102.7,-68.1,0.0,0.0,0.0,1.0,0.25,0.0,0.364,0.25,104.3,94.52,0.0,9,78.76,0.4,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,4:19,4.44,0.34,0,0,0,11,0,0,7,0,2,0.0,1,2,0.5,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.5,0.444,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1544,Jalen Smith,1630188,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,2,1.2,0.0,,,,66.7,66.7,0.0,0.0,66.7,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,77.42,92.9,0.4,3,77.42,0.0,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,1:33,3.93,0.11,0,1,1,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,Devin Booker,1626164,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,15,5,5,5,21,0.238,1,7,0.143,4,4,1.0,1,4,1,0,4,-15,27.5,0.659,0.2619047619047619,G,,96.3,97.1,116.0,116.3,-19.7,0.021,0.103,0.058,0.2,0.262,1.25,0.29,0.33,97.12,97.6,0.009,82,81.33,0.302,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,40:05,4.07,2.89,3,8,11,63,0,1,30,2,11,0.182,3,10,0.3,3,4,0.75,7.0,2.0,3.0,8.0,14.0,10.0,13.0,34.0,2.0,4.0,6.0,0.167,0.276,0.1,0.25,0.444,0.4,0.125,0.148,0.143,0.25,0.444,0.25,0.0,0.4,0.235,0.5,0.19
1546,Jevon Carter,1628975,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,1.5,0.0,,,,66.7,66.7,0.0,0.0,66.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77.42,92.9,0.4,3,77.42,0.0,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,1:33,3.99,0.11,0,0,0,3,0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,Ivica Zubac,1627826,LAC vs. PHX,LAC,1610612746,PHX,1,0042000313,2021-06-24,W,15,1,16,3,8,0.375,0,0,,9,10,0.9,6,10,1,2,0,28,44.7,1.21,0.375,C,,124.2,123.6,80.6,82.3,43.6,0.188,0.263,0.229,0.037,0.375,0.0,0.169,0.605,97.28,98.01,0.208,66,81.68,0.17,240,37,82,0.451,12,34,0.353,20,24,0.833,10,41,51,20,8,5,11,15,106,93.56,94.14,94.72,113.29628046173579,32:34,3.93,2.27,14,13,26,60,1,0,47,2,6,0.333,1,2,0.5,0,2,0.0,0.0,5.0,0.0,6.0,5.0,3.0,2.0,20.0,1.0,0.0,6.0,0.1,0.129,0.0,0.0,0.6,0.526,0.6,0.323,0.39,0.077,0.0,0.167,0.5,0.5,0.0,0.4,0.183
1548,Cameron Johnson,1629661,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,12,2,5,4,7,0.571,2,5,0.4,2,2,1.0,1,4,0,0,2,-8,19.0,1.523,0.7142857142857143,,,100.0,102.6,118.0,118.6,-18.0,0.029,0.143,0.081,0.1,0.714,1.0,0.137,0.761,97.1,98.58,0.102,64,82.15,0.146,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,30:26,4.12,2.25,2,9,11,32,0,0,20,2,2,1.0,2,5,0.4,1,1,1.0,2.0,0.0,0.0,4.0,11.0,10.0,11.0,22.0,1.0,0.0,1.0,0.167,0.123,0.286,0.217,0.222,0.2,0.167,0.19,0.185,0.125,0.286,0.0,0.0,0.25,0.0,0.077,0.188
1549,Nicolas Batum,201587,LAC vs. PHX,LAC,1610612746,PHX,1,0042000313,2021-06-24,W,4,3,0,2,3,0.667,0,1,0.0,0,0,,0,0,1,1,0,-10,14.5,1.333,0.6666666666666666,,,96.6,98.2,122.6,126.3,-26.0,0.0,0.0,0.0,0.5,0.667,0.0,0.1,0.667,95.98,98.27,0.072,29,81.89,0.105,240,37,82,0.451,12,34,0.353,20,24,0.833,10,41,51,20,8,5,11,15,106,93.56,94.14,94.72,113.29628046173579,14:39,3.93,1.04,0,0,0,18,0,0,14,2,2,1.0,0,1,0.0,2,3,0.667,0.0,0.0,0.0,4.0,15.0,8.0,8.0,22.0,0.0,3.0,0.0,0.25,0.158,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.5,0.5,0.0,0.5,0.0,0.143
1550,Patrick Beverley,201976,LAC vs. PHX,LAC,1610612746,PHX,1,0042000313,2021-06-24,W,8,1,6,3,8,0.375,2,6,0.333,0,0,,2,4,1,1,0,24,22.7,1.0,0.5,G,,131.5,132.8,87.0,86.0,44.4,0.08,0.129,0.107,0.043,0.5,0.0,0.127,0.5,97.07,96.96,0.081,54,80.8,0.13,240,37,82,0.451,12,34,0.353,20,24,0.833,10,41,51,20,8,5,11,15,106,93.56,94.14,94.72,113.29628046173579,26:44,4.06,1.92,2,8,10,35,0,0,23,1,1,1.0,2,7,0.286,1,1,1.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,16.0,0.0,2.0,3.0,0.115,0.157,0.333,0.316,0.0,0.0,0.25,0.16,0.182,0.1,0.0,0.2,0.25,0.0,0.286,0.214,0.113
1551,Deandre Ayton,1629028,PHX @ LAC,PHX,1610612756,LAC,0,0042000313,2021-06-24,L,18,0,9,9,13,0.692,0,0,,0,1,0.0,4,5,1,2,0,-25,37.8,1.339,0.6923076923076923,C,,83.6,84.0,121.1,120.7,-37.6,0.093,0.147,0.117,0.0,0.692,0.0,0.159,0.67,97.04,97.12,0.153,73,80.94,0.165,240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,94.72,94.14,93.56,97.12837837837837,35:35,3.89,2.45,9,7,16,47,1,0,34,5,7,0.714,4,6,0.667,2,6,0.333,2.0,2.0,2.0,18.0,15.0,12.0,13.0,38.0,0.0,2.0,1.0,0.375,0.197,0.0,0.0,0.0,0.167,0.667,0.227,0.321,0.0,0.0,0.5,1.0,0.0,0.125,0.111,0.295
1552,Reggie Jackson,202704,LAC vs. PHX,LAC,1610612746,PHX,1,0042000313,2021-06-24,W,23,3,1,9,17,0.529,3,8,0.375,2,4,0.5,0,1,2,0,1,12,33.7,1.226,0.6176470588235294,G,,114.1,113.6,93.8,95.4,20.2,0.0,0.029,0.015,0.158,0.618,3.0,0.267,0.613,93.56,94.11,0.124,64,78.43,0.269,240,37,82,0.451,12,34,0.353,20,24,0.833,10,41,51,20,8,5,11,15,106,93.56,94.14,94.72,113.29628046173579,32:54,3.91,2.27,1,3,4,60,0,1,39,4,5,0.8,5,12,0.417,2,3,0.667,4.0,3.0,2.0,10.0,7.0,5.0,4.0,24.0,0.0,3.0,2.0,0.321,0.279,0.429,0.381,0.2,0.333,0.0,0.036,0.026,0.25,0.125,0.333,0.0,0.0,0.273,0.167,0.315
