PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_PACE,GAME_PACE,OPP_PACE
Haywood Highsmith,1629312,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,3,0,3,1,4,0.25,1,3,0.333,0,0,,0,3,1,0,0,-1,9.6,0.75,0.375,,,100.0,97.3,106.5,113.0,-6.5,0.0,0.2,0.088,0.0,0.375,0.0,0.108,0.375,103.71,105.24,0.047,32,87.7,0.111,14:22,4.75,1.21,3,4,7,19,1,0,15,0,1,0.0,1,3,0.333,2,4,0.5,3.0,0.0,0.0,0.0,3.0,2.0,5.0,12.0,1.0,1.0,0.0,0.083,0.133,0.125,0.15,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.333,0.0,0.333,0.167,0.0,0.094,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Max Strus,1629622,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,2,-10,-2.0,0.0,0.0,G,,100.0,98.4,125.6,131.0,-25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,108.46,109.82,-0.071,39,91.51,0.07,17:03,4.96,1.47,1,0,1,15,0,0,12,0,1,0.0,0,0,0.0,2,2,1.0,0.0,0.0,0.0,0.0,10.0,6.0,10.0,20.0,0.0,3.0,1.0,0.0,0.03,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.375,0.2,0.0,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Gabe Vincent,1629216,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,10,8,2,4,13,0.308,2,6,0.333,0,0,,0,2,2,0,5,-13,25.4,0.769,0.38461538461538464,G,,103.1,102.8,121.2,123.0,-18.1,0.0,0.061,0.031,0.4,0.385,1.6,0.247,0.385,108.09,108.75,0.029,65,90.63,0.253,28:55,4.39,2.24,1,4,5,55,0,0,36,1,3,0.333,3,10,0.3,1,1,1.0,3.0,0.0,3.0,4.0,12.0,12.0,12.0,34.0,0.0,4.0,0.0,0.167,0.241,0.25,0.286,0.0,0.0,0.0,0.1,0.077,0.615,0.455,0.4,0.0,0.0,0.308,0.0,0.149,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Tyus Jones,1626145,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,2,2,1,1,2,0.5,0,1,0.0,0,0,,0,1,0,0,0,-7,6.2,1.0,0.5,,,70.6,78.3,118.8,112.6,-48.2,0.0,0.071,0.038,0.5,0.5,0.0,0.095,0.5,86.19,88.33,0.154,17,73.61,0.104,8:58,4.06,0.65,0,7,7,17,0,0,15,1,1,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,8.0,0.0,0.0,0.0,0.2,0.118,0.0,0.167,0.0,0.0,0.0,0.143,0.091,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.167,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Jimmy Butler III,202710,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,56,2,9,19,28,0.679,3,8,0.375,15,18,0.833,4,5,0,1,1,4,71.8,1.559,0.7321428571428571,F,,114.3,114.3,111.1,110.7,3.2,0.098,0.106,0.102,0.111,0.732,2.0,0.353,0.78,106.81,106.6,0.287,91,88.83,0.36,40:45,3.99,2.92,5,11,16,74,0,0,32,8,12,0.667,11,16,0.688,2,4,0.5,10.0,3.0,10.0,22.0,17.0,14.0,13.0,46.0,2.0,0.0,11.0,0.514,0.373,0.3,0.296,0.75,0.72,0.444,0.167,0.231,0.118,0.071,0.0,0.2,0.333,0.0,0.579,0.538,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Luke Kennard,1628379,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,6,1,4,2,4,0.5,2,4,0.5,0,0,,1,3,0,0,0,-10,12.3,1.5,0.75,,,83.9,88.7,124.1,123.5,-40.3,0.045,0.214,0.111,0.125,0.75,0.0,0.105,0.75,102.96,105.64,0.127,31,88.03,0.113,13:38,4.14,1.04,1,6,7,13,0,0,8,0,1,0.0,2,3,0.667,0,0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,7.0,12.0,0.0,2.0,0.0,0.2,0.125,0.5,0.286,0.0,0.0,0.167,0.333,0.267,0.143,0.0,0.0,0.0,0.0,0.25,0.0,0.231,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Troy Brown Jr.,1628972,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,6,1,4,3,5,0.6,0,2,0.0,0,0,,2,2,0,0,0,6,12.3,1.2,0.6,,,114.0,116.2,95.6,88.6,18.4,0.087,0.065,0.074,0.077,0.6,0.0,0.1,0.6,99.75,96.81,0.105,43,80.67,0.104,21:49,4.29,1.7,4,4,8,25,1,0,19,2,2,1.0,1,3,0.333,0,3,0.0,0.0,2.0,2.0,6.0,3.0,11.0,4.0,26.0,0.0,0.0,0.0,0.188,0.128,0.0,0.133,0.0,0.0,0.333,0.118,0.174,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.122,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Jarred Vanderbilt,1629020,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,15,1,6,6,9,0.667,2,5,0.4,1,2,0.5,3,3,0,3,2,-18,30.7,1.518,0.7777777777777778,F,,79.1,77.9,118.2,119.8,-39.1,0.136,0.13,0.133,0.125,0.778,0.5,0.245,0.759,106.4,106.35,0.219,43,88.62,0.252,19:38,4.65,1.62,5,4,9,24,0,0,11,3,3,1.0,3,6,0.5,2,5,0.4,3.0,4.0,2.0,8.0,9.0,9.0,10.0,30.0,0.0,0.0,1.0,0.429,0.25,1.0,0.385,0.25,0.333,0.75,0.188,0.3,0.143,0.222,0.0,0.75,0.0,0.0,0.167,0.441,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Santi Aldama,1630583,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,2,0,1,1,2,0.5,0,1,0.0,0,0,,0,1,2,0,0,0,9.2,1.0,0.5,,,114.3,107.5,100.0,110.2,14.3,0.0,0.2,0.063,0.0,0.5,0.0,0.111,0.5,95.14,97.08,0.133,14,80.9,0.112,7:25,4.37,0.57,0,2,2,10,0,0,8,1,1,1.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,4.0,0.0,1.0,1.0,0.167,0.125,0.0,0.125,0.0,0.0,0.0,0.333,0.167,0.0,0.0,0.667,0.0,0.0,0.167,0.5,0.125,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
David Roddy,1631223,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,9,2,5,3,10,0.3,2,6,0.333,1,1,1.0,1,4,0,0,0,-10,18.0,0.862,0.4,,,93.0,88.5,122.0,127.7,-28.9,0.029,0.2,0.093,0.154,0.4,0.0,0.179,0.431,102.77,102.34,0.079,43,85.28,0.181,19:42,4.29,1.51,2,6,8,30,0,0,20,1,4,0.25,2,6,0.333,3,5,0.6,0.0,3.0,0.0,2.0,2.0,5.0,11.0,18.0,1.0,2.0,1.0,0.188,0.2,0.5,0.286,0.25,0.2,0.1,0.308,0.217,0.2,0.0,0.0,0.0,0.167,0.222,0.333,0.225,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
LeBron James,2544,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,22,7,20,8,18,0.444,1,7,0.143,5,7,0.714,5,15,0,2,1,8,61.5,1.044,0.4722222222222222,F,,107.4,108.2,97.9,98.4,9.5,0.102,0.278,0.194,0.233,0.472,7.0,0.198,0.522,100.15,100.82,0.189,95,84.02,0.207,45:28,3.42,2.83,9,23,31,88,1,1,65,4,8,0.5,4,10,0.4,4,8,0.5,2.0,0.0,3.0,12.0,13.0,16.0,14.0,50.0,1.0,3.0,6.0,0.211,0.212,0.1,0.219,0.313,0.333,0.417,0.469,0.455,0.35,0.083,0.0,0.182,0.143,0.214,0.3,0.216,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Anthony Davis,203076,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,12,2,11,4,13,0.308,0,1,0.0,4,6,0.667,2,9,2,4,4,-3,42.2,0.767,0.3076923076923077,C,,101.1,101.1,105.7,103.5,-4.6,0.049,0.18,0.121,0.071,0.308,0.5,0.2,0.384,101.34,100.24,0.069,88,83.53,0.206,41:54,3.54,2.69,4,14,18,70,1,1,48,3,7,0.429,1,6,0.167,3,8,0.375,5.0,3.0,0.0,6.0,16.0,21.0,14.0,44.0,1.0,3.0,5.0,0.125,0.183,0.0,0.038,0.211,0.24,0.222,0.31,0.289,0.118,0.267,0.4,0.444,0.25,0.2,0.227,0.135,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Dennis Schröder,203471,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,12,1,0,3,5,0.6,0,1,0.0,6,6,1.0,0,0,2,2,3,24,22.5,1.571,0.6,,,122.6,126.7,81.3,82.7,41.3,0.0,0.0,0.0,0.048,0.6,0.33,0.153,0.785,97.03,99.53,0.103,62,82.94,0.159,30:23,3.98,2.22,2,3,5,45,0,0,33,2,2,1.0,1,3,0.333,1,1,1.0,2.0,0.0,0.0,6.0,7.0,12.0,6.0,26.0,1.0,1.0,5.0,0.125,0.094,0.0,0.048,0.286,0.24,0.0,0.0,0.0,0.077,0.6,0.5,0.5,0.167,0.143,0.25,0.158,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Dillon Brooks,1628415,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,11,4,5,4,11,0.364,1,7,0.143,2,2,1.0,1,4,0,0,1,2,22.0,0.926,0.4090909090909091,F,,103.5,101.2,101.2,101.2,2.3,0.022,0.1,0.058,0.138,0.409,4.0,0.131,0.463,102.01,100.89,0.047,86,84.07,0.133,40:55,3.72,2.79,1,8,9,46,0,1,32,1,2,0.5,3,9,0.333,0,2,0.0,2.0,0.0,4.0,6.0,17.0,7.0,9.0,44.0,1.0,5.0,1.0,0.121,0.143,0.143,0.226,0.125,0.111,0.1,0.16,0.143,0.19,0.077,0.0,0.0,0.111,0.217,0.071,0.124,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Jaren Jackson Jr.,1628991,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,14,1,14,5,15,0.333,0,4,0.0,4,5,0.8,6,8,0,5,4,1,43.3,0.814,0.3333333333333333,F,,97.8,99.0,98.9,98.6,-1.1,0.122,0.16,0.141,0.036,0.333,0.25,0.206,0.407,100.01,100.49,0.068,89,83.74,0.21,42:02,3.91,3.0,10,12,21,53,0,0,33,4,10,0.4,1,5,0.2,4,9,0.444,2.0,8.0,0.0,10.0,10.0,12.0,10.0,42.0,2.0,4.0,4.0,0.152,0.185,0.0,0.133,0.25,0.278,0.5,0.258,0.326,0.053,0.364,0.0,0.714,0.286,0.222,0.267,0.161,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Malik Beasley,1627736,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,3,0,0,1,4,0.25,1,3,0.333,0,0,,0,0,0,0,0,-1,3.0,0.75,0.375,,,110.0,110.7,121.1,126.4,-11.1,0.0,0.0,0.0,0.0,0.375,0.0,0.167,0.375,101.17,103.62,0.0,20,86.35,0.192,9:02,4.02,0.66,0,0,0,5,0,0,1,0,1,0.0,1,3,0.333,1,2,0.5,0.0,0.0,0.0,0.0,2.0,5.0,2.0,16.0,0.0,0.0,0.0,0.111,0.222,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Rui Hachimura,1629060,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,7,1,6,2,9,0.222,1,4,0.25,2,2,1.0,1,5,0,0,0,18,15.7,0.709,0.2777777777777778,,,117.0,114.6,84.6,84.5,32.4,0.034,0.147,0.095,0.059,0.278,0.0,0.159,0.354,96.85,95.76,0.079,53,79.8,0.161,26:19,3.76,1.8,1,10,11,30,0,1,20,1,3,0.333,1,6,0.167,4,6,0.667,2.0,0.0,0.0,0.0,5.0,9.0,8.0,28.0,2.0,0.0,1.0,0.105,0.191,0.25,0.211,0.1,0.087,0.125,0.238,0.207,0.111,0.0,0.0,0.0,0.4,0.0,0.067,0.113,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Ja Morant,1629630,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,19,7,4,8,24,0.333,1,6,0.167,2,4,0.5,3,1,3,1,4,1,42.3,0.738,0.3541666666666667,G,,105.3,102.1,105.4,105.6,-0.1,0.056,0.024,0.042,0.241,0.354,1.75,0.264,0.369,103.38,101.92,0.044,94,84.94,0.266,44:02,4.03,3.23,6,6,12,93,2,2,55,6,16,0.375,2,8,0.25,3,6,0.5,5.0,0.0,4.0,14.0,15.0,7.0,11.0,46.0,2.0,3.0,5.0,0.216,0.27,0.111,0.167,0.125,0.222,0.25,0.038,0.105,0.304,0.333,0.429,0.2,0.2,0.12,0.333,0.192,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Xavier Tillman,1630214,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,12,6,8,5,9,0.556,0,1,0.0,2,2,1.0,2,6,1,1,1,-3,35.6,1.215,0.5555555555555556,C,,104.9,101.8,106.0,105.7,-1.1,0.043,0.143,0.09,0.222,0.556,6.0,0.116,0.607,97.53,95.96,0.114,82,79.96,0.116,41:31,4.03,3.01,8,15,22,54,0,0,44,5,7,0.714,0,2,0.0,3,7,0.429,2.0,0.0,4.0,10.0,15.0,10.0,11.0,44.0,2.0,5.0,1.0,0.156,0.117,0.0,0.032,0.133,0.118,0.2,0.273,0.25,0.286,0.1,0.143,0.2,0.25,0.25,0.071,0.14,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Desmond Bane,1630217,MEM @ LAL,MEM,1610612763,LAL,0,0042200154,2023-04-24,L,36,3,7,13,29,0.448,3,12,0.25,7,7,1.0,2,5,1,0,3,-4,48.9,1.122,0.5,G,,102.0,100.8,107.2,105.9,-5.2,0.036,0.102,0.067,0.12,0.5,1.0,0.296,0.561,101.31,100.04,0.136,98,83.36,0.303,46:47,4.07,3.47,5,8,13,97,2,0,60,6,13,0.462,7,16,0.438,5,5,1.0,5.0,7.0,4.0,12.0,17.0,12.0,14.0,52.0,3.0,4.0,4.0,0.342,0.319,0.5,0.364,0.389,0.333,0.154,0.172,0.167,0.136,0.25,0.143,0.0,0.3,0.2,0.235,0.36,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.43617021276595747,98.8952245188881,112.24,110.94,109.64
Austin Reaves,1630559,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,23,6,4,7,16,0.438,2,5,0.4,7,8,0.875,0,4,1,0,3,12,36.8,1.178,0.5,G,,107.0,107.1,92.0,89.7,15.0,0.0,0.077,0.042,0.25,0.5,2.0,0.235,0.589,100.98,99.81,0.124,86,83.17,0.24,41:36,3.83,2.89,4,5,9,75,0,0,47,2,7,0.286,5,9,0.556,2,3,0.667,0.0,3.0,4.0,8.0,13.0,19.0,12.0,38.0,2.0,4.0,7.0,0.226,0.222,0.25,0.192,0.318,0.296,0.0,0.125,0.095,0.316,0.25,0.2,0.0,0.286,0.364,0.292,0.25,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Kyle Lowry,200768,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,6,5,4,3,7,0.429,0,2,0.0,0,0,,1,3,1,1,3,18,21.3,0.857,0.42857142857142855,,,129.4,133.4,94.1,94.8,35.3,0.056,0.094,0.08,0.25,0.429,1.67,0.185,0.429,101.39,103.29,0.081,51,86.08,0.191,23:42,3.75,1.62,1,8,9,49,0,0,37,1,2,0.5,2,5,0.4,2,4,0.5,0.0,0.0,2.0,4.0,5.0,8.0,1.0,26.0,0.0,1.0,1.0,0.13,0.179,0.0,0.167,0.0,0.0,0.333,0.136,0.16,0.455,0.5,0.2,1.0,0.0,0.1,0.077,0.091,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Brook Lopez,201572,MIL @ MIA,MIL,1610612749,MIA,0,0042200104,2023-04-24,L,36,0,11,13,23,0.565,4,7,0.571,6,6,1.0,7,4,2,3,2,-9,62.2,1.404,0.6521739130434783,C,,110.6,111.3,118.4,119.6,-7.8,0.152,0.111,0.134,0.0,0.652,0.0,0.289,0.702,105.62,106.49,0.182,85,88.74,0.29,38:46,3.85,2.67,11,8,18,47,1,0,17,6,10,0.6,7,13,0.538,2,7,0.286,4.0,6.0,0.0,16.0,22.0,5.0,20.0,34.0,1.0,2.0,4.0,0.382,0.295,0.364,0.219,0.4,0.353,0.583,0.174,0.314,0.0,0.182,0.2,0.75,0.2,0.111,0.235,0.383,"APR 24, 2023",240,42,97,0.433,13,40,0.325,17,20,0.85,16,30,46,28,10,6,14,20,114,109.82658959537572,9.0,5.0,47.0,0.4942528735632184,109.82658959537572,103.8,103.9,104.0
Pat Connaughton,1626192,MIL @ MIA,MIL,1610612749,MIA,0,0042200104,2023-04-24,L,8,1,6,2,8,0.25,1,6,0.167,3,4,0.75,1,5,1,0,0,-11,19.7,0.82,0.3125,,,84.1,84.2,104.3,104.7,-20.3,0.032,0.217,0.111,0.091,0.313,0.0,0.182,0.41,104.48,104.71,0.105,44,87.26,0.185,20:38,4.48,1.69,3,6,8,32,0,1,23,1,2,0.5,0,6,0.0,0,2,0.0,1.0,4.0,1.0,2.0,13.0,0.0,14.0,16.0,0.0,2.0,3.0,0.154,0.186,0.25,0.353,0.429,0.444,0.1,0.417,0.273,0.1,0.0,0.333,0.0,0.0,0.222,0.273,0.216,"APR 24, 2023",240,42,97,0.433,13,40,0.325,17,20,0.85,16,30,46,28,10,6,14,20,114,109.82658959537572,9.0,5.0,47.0,0.4942528735632184,109.82658959537572,103.8,103.9,104.0
Grayson Allen,1628960,MIL @ MIA,MIL,1610612749,MIA,0,0042200104,2023-04-24,L,8,0,0,2,6,0.333,2,5,0.4,2,2,1.0,0,0,2,0,0,2,14.0,1.163,0.5,G,,113.5,112.9,110.8,114.0,2.7,0.0,0.0,0.0,0.0,0.5,0.0,0.08,0.581,105.41,106.62,0.033,74,88.85,0.081,33:19,4.35,2.57,0,0,0,38,0,0,29,0,1,0.0,2,5,0.4,2,2,1.0,3.0,0.0,3.0,0.0,11.0,2.0,15.0,28.0,0.0,1.0,3.0,0.063,0.08,0.167,0.161,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.077,0.231,0.095,"APR 24, 2023",240,42,97,0.433,13,40,0.325,17,20,0.85,16,30,46,28,10,6,14,20,114,109.82658959537572,9.0,5.0,47.0,0.4942528735632184,109.82658959537572,103.8,103.9,104.0
Caleb Martin,1628997,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,12,1,9,4,5,0.8,2,3,0.667,2,2,1.0,1,8,2,0,0,16,30.3,2.041,1.0,,,126.9,133.4,96.2,93.2,30.8,0.059,0.216,0.167,0.053,1.0,0.0,0.109,1.02,99.37,100.21,0.211,52,83.51,0.114,24:54,4.65,2.1,1,15,16,29,0,0,22,0,0,0.0,4,5,0.8,0,1,0.0,2.0,2.0,4.0,2.0,7.0,10.0,1.0,28.0,0.0,2.0,1.0,0.174,0.132,0.333,0.25,0.143,0.118,0.333,0.333,0.333,0.091,0.0,0.4,0.0,0.0,0.2,0.071,0.182,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
Duncan Robinson,1629130,MIA vs. MIL,MIA,1610612748,MIL,1,0042200104,2023-04-24,W,9,1,4,3,5,0.6,3,4,0.75,0,0,,0,4,1,0,1,15,17.3,1.8,0.9,,,119.0,117.7,96.8,97.5,22.3,0.0,0.108,0.061,0.042,0.9,1.0,0.085,0.9,99.18,98.99,0.092,63,82.49,0.086,30:18,4.15,2.26,0,6,6,26,0,0,19,1,3,0.333,2,2,1.0,4,4,1.0,3.0,0.0,3.0,0.0,7.0,8.0,3.0,34.0,0.0,1.0,1.0,0.111,0.091,0.3,0.167,0.0,0.0,0.0,0.16,0.129,0.071,0.111,0.143,0.0,0.0,0.091,0.083,0.12,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,114.42307692307692,104.0,103.9,103.8
D'Angelo Russell,1626156,LAL vs. MEM,LAL,1610612747,MEM,1,0042200154,2023-04-24,W,17,3,1,7,15,0.467,3,8,0.375,0,0,,0,1,0,0,2,-16,20.7,1.133,0.5666666666666667,G,,98.3,97.9,125.0,119.8,-26.7,0.0,0.029,0.016,0.2,0.567,1.5,0.25,0.567,102.22,99.83,0.043,60,83.19,0.256,28:51,3.89,2.01,1,2,3,75,1,2,55,3,3,1.0,4,12,0.333,3,3,1.0,3.0,0.0,5.0,8.0,12.0,18.0,10.0,32.0,0.0,6.0,1.0,0.318,0.306,0.5,0.4,0.0,0.0,0.0,0.05,0.038,0.231,0.167,0.0,0.0,0.0,0.462,0.083,0.288,"APR 24, 2023",265,41,94,0.436,10,36,0.278,25,31,0.806,13,39,52,22,5,11,15,17,117,106.71287851149216,7.0,7.0,49.0,0.39622641509433965,106.71287851149216,109.64,110.94,112.24
Jalen Johnson,1630552,ATL @ BOS,ATL,1610612737,BOS,0,0042200115,2023-04-25,W,3,2,3,1,5,0.2,1,4,0.25,0,0,,0,3,0,0,0,1,9.6,0.6,0.3,,,145.8,133.6,136.0,129.2,9.8,0.0,0.231,0.125,0.182,0.3,0.0,0.192,0.3,93.37,87.11,0.042,24,72.59,0.191,13:30,4.16,0.99,1,4,4,20,0,1,15,0,0,0.0,1,5,0.2,2,2,1.0,0.0,3.0,0.0,0.0,2.0,4.0,5.0,20.0,0.0,1.0,0.0,0.083,0.217,0.167,0.444,0.0,0.0,0.0,0.429,0.429,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.086,"APR 25, 2023",240,45,96,0.469,19,41,0.463,10,10,1.0,6,28,34,26,5,4,8,16,119,116.2109375,1.0,9.0,43.0,0.532608695652174,116.2109375,102.4,100.06,97.72
