PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_PACE,GAME_PACE,OPP_PACE
Danny Green,201980,CLE @ NYK,CLE,1610612739,NYK,0,0042200133,2023-04-21,L,0,1,2,0,3,0.0,0,2,0.0,0,0,,2,0,0,1,0,-3,6.9,0.0,0.0,,,85.0,81.4,87.0,102.5,-2.0,0.143,0.0,0.087,0.143,0.0,0.0,0.125,0.0,81.03,86.24,-0.059,20,71.87,0.126,11:58,4.14,0.89,4,1,5,13,0,0,10,0,0,0.0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.15,0.0,0.167,0.0,0.0,0.667,0.0,0.286,0.25,0.0,0.0,1.0,1.0,0.111,0.0,0.0,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,,,,,,,,,
Caris LeVert,1627747,CLE @ NYK,CLE,1610612739,NYK,0,0042200133,2023-04-21,L,17,3,4,7,17,0.412,3,11,0.273,0,2,0.0,1,3,0,0,1,-21,25.3,0.951,0.5,F,,86.8,84.5,115.9,117.4,-29.2,0.026,0.103,0.06,0.176,0.5,3.0,0.244,0.475,93.66,92.98,0.066,68,77.49,0.244,35:22,4.04,2.54,2,4,6,55,1,1,34,2,2,1.0,5,15,0.333,1,1,1.0,0.0,0.0,0.0,8.0,19.0,13.0,13.0,42.0,0.0,3.0,3.0,0.292,0.279,0.5,0.423,0.0,0.182,0.125,0.176,0.16,0.25,0.083,0.0,0.0,0.0,0.273,0.231,0.288,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,,,,,,,,,
Donovan Mitchell,1628378,CLE @ NYK,CLE,1610612739,NYK,0,0042200133,2023-04-21,L,22,5,7,9,19,0.474,2,8,0.25,2,3,0.667,1,6,2,0,6,-19,37.9,1.083,0.5263157894736842,G,,85.9,83.6,109.6,112.4,-23.7,0.024,0.171,0.091,0.294,0.526,0.83,0.31,0.541,91.12,91.04,0.134,71,75.87,0.31,37:58,3.49,2.35,1,9,10,65,0,1,38,4,9,0.444,5,10,0.5,1,1,1.0,5.0,1.0,3.0,14.0,19.0,13.0,13.0,42.0,2.0,3.0,4.0,0.346,0.288,0.333,0.276,0.667,0.333,0.091,0.3,0.226,0.417,0.429,0.333,0.0,0.4,0.25,0.4,0.361,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,,,,,,,,,
Isaiah Hartenstein,1628392,NYK vs. CLE,NYK,1610612752,CLE,1,0042200133,2023-04-21,W,7,1,5,3,5,0.6,0,0,,1,2,0.5,1,4,2,1,1,1,22.5,1.19,0.6,,,74.4,79.4,73.7,75.1,0.7,0.056,0.2,0.132,0.125,0.6,1.0,0.171,0.595,100.8,105.17,0.317,39,87.64,0.182,17:34,4.32,1.37,2,6,8,34,0,0,27,3,3,1.0,0,2,0.0,3,5,0.6,3.0,1.0,0.0,6.0,2.0,5.0,4.0,14.0,0.0,1.0,1.0,0.273,0.179,0.0,0.0,0.2,0.25,0.5,0.286,0.313,0.125,0.143,0.286,0.5,0.0,0.1,0.091,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,1628404,NYK vs. CLE,NYK,1610612752,CLE,1,0042200133,2023-04-21,W,13,1,6,4,5,0.8,2,2,1.0,3,4,0.75,1,5,2,0,4,13,23.7,1.923,1.0,,,118.5,117.6,98.1,94.3,20.4,0.05,0.179,0.125,0.048,1.0,0.25,0.18,0.962,90.82,88.74,0.132,54,73.95,0.182,28:40,3.91,2.01,2,7,9,40,0,0,26,2,3,0.667,2,2,1.0,0,0,0.0,4.0,2.0,4.0,4.0,7.0,5.0,5.0,26.0,0.0,3.0,5.0,0.16,0.111,0.286,0.125,0.429,0.4,0.167,0.278,0.25,0.067,0.364,0.25,0.0,0.0,0.3,0.385,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Brunson,1628973,NYK vs. CLE,NYK,1610612752,CLE,1,0042200133,2023-04-21,W,21,6,4,10,18,0.556,0,4,0.0,1,1,1.0,0,4,2,0,3,20,37.8,1.139,0.5555555555555556,G,,114.1,112.3,85.9,84.6,28.2,0.0,0.095,0.052,0.273,0.556,2.0,0.256,0.569,91.33,89.91,0.171,71,74.92,0.256,37:54,3.81,2.57,0,9,9,71,0,0,46,5,6,0.833,5,12,0.417,0,0,0.0,4.0,0.0,2.0,18.0,6.0,7.0,3.0,40.0,0.0,2.0,3.0,0.313,0.273,0.0,0.143,0.125,0.071,0.0,0.154,0.111,0.375,0.3,0.222,0.0,0.0,0.222,0.25,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Garland,1629636,CLE @ NYK,CLE,1610612739,NYK,0,0042200133,2023-04-21,L,10,3,2,4,21,0.19,1,7,0.143,1,2,0.5,0,2,4,0,3,-21,25.9,0.457,0.21428571428571427,G,,79.1,80.4,110.4,111.6,-31.3,0.0,0.069,0.03,0.167,0.214,1.0,0.321,0.229,96.96,98.25,-0.039,67,81.87,0.329,32:44,3.89,2.27,3,5,7,56,1,0,34,1,6,0.167,3,15,0.2,1,1,1.0,3.0,2.0,0.0,6.0,23.0,13.0,11.0,44.0,2.0,2.0,1.0,0.182,0.368,0.25,0.389,0.2,0.222,0.0,0.111,0.071,0.25,0.2,0.8,0.0,0.4,0.182,0.091,0.189,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,,,,,,,,,
Mitchell Robinson,1629011,NYK vs. CLE,NYK,1610612752,CLE,1,0042200133,2023-04-21,W,7,3,7,3,5,0.6,0,0,,1,4,0.25,5,2,2,2,0,19,31.9,1.036,0.6,C,,118.6,122.0,87.9,87.6,30.7,0.179,0.063,0.117,0.12,0.6,0.0,0.101,0.518,91.18,92.28,0.117,59,76.9,0.105,30:26,3.73,2.01,12,4,16,28,0,0,21,3,5,0.6,0,0,0.0,1,4,0.25,0.0,3.0,0.0,6.0,6.0,6.0,3.0,34.0,2.0,0.0,2.0,0.107,0.091,0.0,0.0,0.167,0.4,0.556,0.1,0.241,0.231,0.0,0.286,0.667,0.667,0.0,0.286,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Curry,203552,BKN vs. PHI,BKN,1610612751,PHI,1,0042200124,2023-04-22,L,6,1,3,3,6,0.5,0,3,0.0,0,0,,0,3,0,0,0,-6,11.1,1.0,0.5,,,100.0,94.1,112.2,107.6,-12.2,0.0,0.136,0.073,0.077,0.5,0.0,0.143,0.5,95.15,90.38,0.089,40,75.31,0.141,21:31,3.86,1.48,1,5,6,20,0,0,14,1,1,1.0,2,5,0.4,0,0,0.0,2.0,2.0,0.0,2.0,13.0,9.0,7.0,28.0,0.0,0.0,0.0,0.188,0.182,0.0,0.2,0.0,0.0,0.0,0.214,0.214,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.15,"APR 22, 2023",240,33,80,0.413,9,37,0.243,13,19,0.684,5,33,38,20,3,6,10,14,88,94.25878320479862,7.0,3.0,54.0,0.3956043956043956,94.25878320479862,93.36,92.2,91.04
Bones Hyland,1630538,LAC vs. PHX,LAC,1610612746,PHX,1,0042200174,2023-04-22,L,5,2,0,2,6,0.333,1,5,0.2,0,0,,0,0,1,0,1,4,10.0,0.833,0.4166666666666667,,,102.7,100.6,94.4,92.8,8.3,0.0,0.0,0.0,0.154,0.417,2.0,0.163,0.417,97.57,95.74,0.039,37,79.78,0.172,18:18,4.04,1.35,0,3,3,40,0,0,30,0,0,0.0,2,6,0.333,2,2,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,16.0,0.0,1.0,1.0,0.133,0.176,0.167,0.278,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.5,0.0,0.0,0.1,0.167,0.132,"APR 22, 2023",240,40,92,0.435,12,37,0.324,8,10,0.8,9,24,33,19,7,5,13,22,100,99.601593625498,10.0,8.0,49.0,0.4880952380952381,99.601593625498,100.4,97.64,94.88
Haywood Highsmith,1629312,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,4,0,1,1,1,1.0,0,0,,2,2,1.0,0,1,0,0,0,-4,5.2,2.128,1.0,,,100.0,101.4,122.2,123.9,-22.2,0.0,0.25,0.125,0.0,1.0,0.0,0.2,1.064,108.37,109.83,0.195,9,91.53,0.202,3:56,4.28,0.31,0,2,2,6,0,0,5,1,1,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,0.333,0.143,0.0,0.0,1.0,1.0,0.0,0.333,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.444,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
Gabe Vincent,1629216,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,2,2,1,1,5,0.2,0,1,0.0,0,0,,1,0,1,0,3,0,6.2,0.4,0.2,G,,107.7,110.9,105.0,108.4,2.7,0.053,0.0,0.031,0.125,0.2,0.67,0.178,0.2,103.33,106.52,-0.045,39,88.76,0.182,17:48,4.22,1.32,1,1,2,31,0,0,22,1,4,0.25,0,1,0.0,1,1,1.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,18.0,1.0,2.0,1.0,0.059,0.139,0.0,0.077,0.0,0.0,0.167,0.0,0.059,0.222,0.429,0.167,0.0,0.333,0.222,0.333,0.048,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
Jevon Carter,1628975,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,0,2,0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,-15,3.0,0.0,0.0,,,80.0,83.8,134.6,136.5,-54.6,0.0,0.0,0.0,0.25,0.0,0.0,0.074,0.0,95.92,98.79,0.0,25,82.32,0.077,12:23,4.28,0.92,0,1,1,16,0,1,14,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.1,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Montrezl Harrell,1626149,PHI @ BKN,PHI,1610612755,BKN,0,0042200124,2023-04-22,W,0,0,1,0,2,0.0,0,0,,0,0,,0,1,0,0,0,0,1.2,0.0,0.0,,,100.0,111.1,100.0,111.1,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.2,0.0,88.77,98.63,-0.05,10,82.19,0.222,4:52,3.35,0.3,0,1,1,7,0,0,4,0,2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,36,91,0.396,9,24,0.375,15,16,0.938,15,39,54,19,7,3,8,19,96,105.44815465729349,3.0,6.0,38.0,0.4125,105.44815465729349,91.04,92.2,93.36
Pat Connaughton,1626192,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,11,3,7,4,7,0.571,3,6,0.5,0,0,,1,6,1,0,1,-24,25.9,1.571,0.7857142857142857,,,92.3,87.8,130.9,135.4,-38.6,0.033,0.333,0.146,0.2,0.786,3.0,0.133,0.786,99.64,98.9,0.144,52,82.41,0.134,25:58,4.1,1.87,3,8,11,36,0,0,28,2,2,1.0,2,5,0.4,1,1,1.0,3.0,3.0,3.0,2.0,11.0,6.0,3.0,24.0,0.0,2.0,0.0,0.211,0.146,0.429,0.261,0.0,0.0,0.2,0.429,0.368,0.231,0.111,0.333,0.0,0.0,0.182,0.0,0.229,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Bobby Portis,1626171,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,9,1,10,4,9,0.444,1,4,0.25,0,0,,4,6,2,0,1,-14,27.5,1.0,0.5,F,,89.6,94.0,116.3,121.4,-26.7,0.174,0.353,0.25,0.077,0.5,1.0,0.189,0.5,96.1,100.54,0.089,48,83.78,0.197,23:09,4.14,1.66,6,6,12,40,0,0,30,2,3,0.667,2,6,0.333,2,2,1.0,2.0,2.0,0.0,6.0,8.0,3.0,13.0,22.0,0.0,6.0,1.0,0.235,0.225,0.143,0.182,0.0,0.0,0.8,0.429,0.526,0.111,0.111,0.5,0.0,0.0,0.667,0.143,0.209,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Joe Ingles,204060,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,5,1,0,2,7,0.286,1,6,0.167,0,0,,0,0,0,1,3,-12,6.5,0.714,0.35714285714285715,,,91.3,92.3,120.0,120.4,-28.7,0.0,0.0,0.0,0.077,0.357,0.33,0.192,0.357,96.89,97.58,-0.031,46,81.32,0.198,22:23,3.93,1.55,1,2,3,31,0,0,20,0,1,0.0,2,6,0.333,1,1,1.0,0.0,0.0,0.0,2.0,6.0,2.0,6.0,28.0,0.0,1.0,2.0,0.133,0.189,0.143,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.5,0.0,0.125,0.25,0.119,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Thanasis Antetokounmpo,203648,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,4,0.0,0.0,,,,122.2,123.9,87.5,87.5,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.73,0.0,9,86.44,0.0,3:56,4.26,0.3,2,1,3,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Cody Zeller,203469,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,0,0,1,0,0,,0,0,,0,0,,0,1,1,0,0,-7,4.2,0.0,,,,86.7,86.7,117.6,118.5,-31.0,0.0,0.111,0.067,0.0,0.0,0.0,0.0,0.0,103.16,103.55,0.063,15,86.29,0.0,7:25,4.26,0.57,0,2,2,5,0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
Jae Crowder,203109,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,5,1,1,2,4,0.5,0,0,,1,2,0.5,0,1,1,0,0,-10,10.7,1.025,0.5,,,81.5,85.4,114.3,110.0,-32.8,0.0,0.091,0.04,0.167,0.5,0.0,0.172,0.512,97.89,98.18,0.109,27,81.81,0.187,13:27,4.01,0.96,1,2,3,22,0,0,17,0,0,0.0,2,4,0.5,0,0,0.0,3.0,0.0,0.0,4.0,5.0,4.0,0.0,12.0,0.0,0.0,1.0,0.25,0.182,0.0,0.0,0.333,0.5,0.0,0.111,0.1,0.333,0.0,0.333,0.0,0.0,0.0,0.2,0.227,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Meyers Leonard,203086,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,4,1.2,0.0,,,,122.2,123.9,87.5,87.5,34.7,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,103.0,103.73,0.054,9,86.44,0.0,3:56,3.61,0.26,0,2,2,5,0,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Jimmy Butler III,202710,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,30,4,5,12,19,0.632,4,4,1.0,2,3,0.667,3,2,2,0,2,15,46.0,1.476,0.7368421052631579,F,,128.3,129.9,105.1,107.6,23.2,0.115,0.087,0.102,0.267,0.737,2.0,0.328,0.738,99.57,101.34,0.218,60,84.45,0.337,28:11,3.97,1.97,5,3,8,58,0,1,33,4,6,0.667,8,13,0.615,2,2,1.0,5.0,3.0,4.0,14.0,6.0,3.0,10.0,22.0,1.0,2.0,2.0,0.444,0.365,0.333,0.19,0.182,0.25,0.5,0.095,0.185,0.308,0.25,0.333,0.0,0.5,0.167,0.2,0.39,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
Goran Dragic,201609,MIL @ MIA,MIL,1610612749,MIA,0,0042200103,2023-04-22,L,2,1,0,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,4,3.5,0.694,0.0,,,122.2,123.9,87.5,87.5,34.7,0.0,0.0,0.0,0.25,0.0,0.0,0.3,0.347,103.0,103.73,0.054,9,86.44,0.338,3:56,4.09,0.29,1,1,2,8,0,0,6,0,1,0.0,0,1,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.25,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.182,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,98.7235739928201,100.28,98.38,96.48
Kevin Love,201567,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,6,2,7,2,6,0.333,2,6,0.333,0,0,,0,7,1,1,0,3,23.4,1.0,0.5,F,,118.2,124.5,108.9,114.9,9.3,0.0,0.5,0.2,0.111,0.5,0.0,0.12,0.5,98.47,103.83,0.132,44,86.53,0.126,20:34,3.79,1.37,0,9,9,40,0,0,33,0,0,0.0,2,6,0.333,0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,18.0,0.0,0.0,0.0,0.1,0.15,0.25,0.4,0.0,0.0,0.0,0.538,0.368,0.2,0.0,0.167,1.0,0.0,0.0,0.0,0.115,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
P.J. Tucker,200782,PHI @ BKN,PHI,1610612755,BKN,0,0042200124,2023-04-22,W,3,1,4,1,6,0.167,1,4,0.25,0,0,,1,3,2,0,0,2,15.3,0.5,0.25,F,,96.4,90.1,94.4,89.0,1.9,0.026,0.097,0.058,0.056,0.25,0.0,0.088,0.25,94.61,88.81,0.006,55,74.01,0.09,29:27,3.92,2.05,3,5,7,30,0,0,23,0,1,0.0,1,5,0.2,0,0,0.0,0.0,3.0,0.0,0.0,7.0,8.0,10.0,24.0,0.0,4.0,2.0,0.053,0.105,0.2,0.25,0.0,0.0,0.125,0.13,0.129,0.111,0.0,0.4,0.0,0.0,0.286,0.182,0.057,"APR 22, 2023",240,36,91,0.396,9,24,0.375,15,16,0.938,15,39,54,19,7,3,8,19,96,105.44815465729349,3.0,6.0,38.0,0.4125,105.44815465729349,91.04,92.2,93.36
Udonis Haslem,2617,MIA vs. MIL,MIA,1610612748,MIL,1,0042200103,2023-04-22,W,0,0,1,0,2,0.0,0,1,0.0,0,0,,0,1,0,0,0,-5,1.2,0.0,0.0,,,33.3,33.3,116.7,140.0,-83.3,0.0,0.5,0.2,0.0,0.0,0.0,0.333,0.0,107.03,116.76,-0.1,6,97.3,0.333,2:28,3.31,0.15,0,1,1,3,0,0,1,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,125.41459369817578,96.48,98.38,100.28
Deandre Ayton,1629028,PHX @ LAC,PHX,1610612756,LAC,0,0042200174,2023-04-22,W,15,1,13,7,13,0.538,0,0,,1,4,0.25,4,9,2,2,5,17,39.1,1.016,0.5384615384615384,C,,125.0,120.3,102.8,100.5,22.2,0.125,0.237,0.186,0.037,0.538,0.2,0.23,0.508,98.52,95.55,0.095,72,79.63,0.233,35:55,3.92,2.49,7,13,20,65,0,0,47,4,8,0.5,3,5,0.6,4,8,0.5,0.0,5.0,0.0,14.0,14.0,15.0,12.0,44.0,0.0,2.0,2.0,0.206,0.203,0.0,0.0,0.067,0.2,0.364,0.375,0.371,0.043,0.385,0.222,0.4,0.0,0.286,0.125,0.167,"APR 22, 2023",240,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,10,8,13,14,112,118.04384485666107,7.0,5.0,33.0,0.43478260869565216,118.04384485666107,94.88,97.64,100.4
Landry Shamet,1629013,PHX @ LAC,PHX,1610612756,LAC,0,0042200174,2023-04-22,W,0,0,1,0,2,0.0,0,1,0.0,0,0,,1,0,0,0,0,-6,1.2,0.0,0.0,,,60.0,61.5,109.1,120.0,-49.1,0.2,0.0,0.083,0.0,0.0,0.0,0.182,0.0,97.92,104.06,-0.179,10,86.72,0.186,4:51,4.65,0.39,2,0,2,6,0,0,3,0,1,0.0,0,1,0.0,2,2,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0.333,0.0,0.5,0.0,0.0,1.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"APR 22, 2023",240,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,10,8,13,14,112,118.04384485666107,7.0,5.0,33.0,0.43478260869565216,118.04384485666107,94.88,97.64,100.4
Josh Okogie,1629006,PHX @ LAC,PHX,1610612756,LAC,0,0042200174,2023-04-22,W,6,1,3,2,4,0.5,0,2,0.0,2,2,1.0,1,2,1,1,0,3,17.1,1.23,0.5,,,104.1,104.9,98.0,93.0,6.1,0.048,0.074,0.063,0.067,0.5,0.0,0.091,0.615,97.8,95.62,0.093,49,79.68,0.095,24:36,4.25,1.85,2,5,7,19,0,0,11,1,1,1.0,1,3,0.333,1,1,1.0,2.0,0.0,6.0,4.0,8.0,14.0,2.0,20.0,0.0,2.0,2.0,0.118,0.105,0.0,0.154,0.143,0.133,0.25,0.118,0.143,0.1,0.0,0.125,0.333,0.0,0.222,0.143,0.118,"APR 22, 2023",240,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,10,8,13,14,112,118.04384485666107,7.0,5.0,33.0,0.43478260869565216,118.04384485666107,94.88,97.64,100.4
Torrey Craig,1628470,PHX @ LAC,PHX,1610612756,LAC,0,0042200174,2023-04-22,W,8,0,5,4,7,0.571,0,2,0.0,0,0,,2,3,0,1,0,8,17.0,1.143,0.5714285714285714,F,,120.0,114.8,100.0,102.7,20.0,0.08,0.115,0.098,0.0,0.571,0.0,0.113,0.571,99.84,98.95,0.078,50,82.46,0.112,24:44,4.43,1.95,5,7,12,35,0,0,26,2,3,0.667,2,4,0.5,4,5,0.8,2.0,2.0,2.0,6.0,14.0,8.0,12.0,34.0,0.0,2.0,0.0,0.167,0.149,0.0,0.222,0.0,0.0,0.2,0.188,0.192,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.133,"APR 22, 2023",240,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,10,8,13,14,112,118.04384485666107,7.0,5.0,33.0,0.43478260869565216,118.04384485666107,94.88,97.64,100.4
