,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER
954,Jayson Tatum,1628369,BOS vs. PHI,BOS,1610612738,PHI,1,42200211,2023-05-01,L,44,39,5,11,14,25,0.56,4,5,0.8,7,8,0.875,2,9,1,1,1,2,-6,64.7,1.367,1.367,F,123.2,127.4,-4.2,0.067,0.237,0.162,0.208,5.0,0.326,0.684,91.72,91.06,0.208,75.89,"MAY 01, 2023",240,44,75,0.587,10,26,0.385,17,18,0.944,8,30,38,26,3,4,16,10,115,126.48482182138144,10.0,4.0,28.0,0.5056179775280899,1610612755,126.48482182138144,90.92,91.59999999999998,92.28000000000002,1,0.28,0.29,0.29,29.33,29.6,28.86,10.02,7.13,6.07,28.0,,1,1,0
1003,Jayson Tatum,1628369,BOS vs. PHI,BOS,1610612738,PHI,1,42200212,2023-05-03,W,19,7,3,7,1,7,0.143,0,3,0.0,5,5,1.0,0,7,0,1,2,4,24,20.9,0.761,0.761,F,125.0,68.4,56.6,0.0,0.292,0.156,0.188,1.5,0.244,0.38,97.27,96.83,0.085,80.69,"MAY 03, 2023",240,43,92,0.467,20,51,0.392,15,16,0.938,8,38,46,26,6,8,6,17,121,124.69084913437756,2.0,8.0,41.0,0.3924050632911392,1610612755,124.69084913437756,97.04,95.58,94.12,1,0.27,0.27,0.28,25.33,25.2,26.29,16.5,12.42,10.31,23.8,,1,1,0
1061,Jayson Tatum,1628369,BOS @ PHI,BOS,1610612738,PHI,0,42200213,2023-05-05,W,43,27,5,10,10,20,0.5,3,11,0.273,4,5,0.8,2,8,2,1,4,3,13,51.5,1.216,1.216,F,125.3,109.6,15.7,0.048,0.205,0.123,0.192,1.25,0.271,0.608,94.7,93.48,0.145,77.9,"MAY 05, 2023",240,38,86,0.442,16,45,0.356,22,23,0.957,9,36,45,25,9,7,12,23,114,115.01210653753029,7.0,8.0,42.0,0.3974358974358974,1610612755,115.01210653753029,99.12,96.5,93.88,1,0.28,0.27,0.28,24.33,24.4,26.0,16.17,12.07,10.25,,29.25,1,1,0
1148,Jayson Tatum,1628369,BOS @ PHI,BOS,1610612738,PHI,0,42200214,2023-05-07,L,47,24,6,18,9,20,0.45,1,6,0.167,5,7,0.714,4,14,1,4,2,3,2,67.6,1.04,1.04,F,117.4,116.5,1.0,0.098,0.298,0.205,0.222,3.0,0.255,0.52,87.13,86.89,0.178,72.41,"MAY 07, 2023",265,41,87,0.471,17,44,0.386,16,22,0.727,13,31,44,25,3,12,10,21,115,122.7583262169086,9.0,3.0,44.0,0.4615384615384615,1610612755,122.7583262169086,93.68,94.68,95.68,1,0.26,0.27,0.27,19.33,25.4,25.29,10.79,11.72,10.18,,28.2,1,1,0
1229,Jayson Tatum,1628369,BOS vs. PHI,BOS,1610612738,PHI,1,42200215,2023-05-09,L,40,36,5,10,11,27,0.407,3,11,0.273,11,13,0.846,3,7,2,0,2,2,-26,59.5,1.1,1.1,F,105.1,139.7,-34.7,0.065,0.226,0.13,0.294,2.5,0.378,0.55,95.77,95.23,0.175,79.36,"MAY 09, 2023",240,33,83,0.398,12,38,0.316,25,34,0.735,9,27,36,21,4,1,8,16,103,106.22937293729372,4.0,5.0,49.0,0.5063291139240507,1610612755,106.22937293729372,96.96,93.92,90.88,1,0.3,0.29,0.28,29.0,26.6,26.0,6.24,12.58,10.8,25.83,,1,1,0
1312,Jayson Tatum,1628369,BOS @ PHI,BOS,1610612738,PHI,0,42200216,2023-05-11,W,43,19,6,9,5,21,0.238,4,11,0.364,5,5,1.0,1,8,2,2,4,1,2,46.8,0.819,0.819,F,96.5,93.0,3.4,0.024,0.167,0.101,0.261,1.5,0.29,0.409,96.12,95.52,0.1,79.6,"MAY 11, 2023",240,33,78,0.423,15,35,0.429,14,16,0.875,6,44,50,22,7,6,17,14,95,98.91711786755518,14.0,7.0,38.0,0.3614457831325301,1610612755,98.91711786755518,96.04,96.2,96.36,1,0.31,0.29,0.29,26.33,22.6,26.0,8.74,10.69,10.8,,26.67,1,1,0
1390,Jayson Tatum,1628369,BOS vs. PHI,BOS,1610612738,PHI,1,42200217,2023-05-14,W,42,51,5,13,17,28,0.607,6,10,0.6,11,14,0.786,0,13,2,0,0,1,33,80.1,1.493,1.493,F,128.0,90.0,38.0,0.0,0.283,0.153,0.238,0.0,0.38,0.746,97.71,93.31,0.359,77.76,"MAY 14, 2023",240,41,87,0.471,15,33,0.455,15,18,0.833,7,36,43,18,7,7,7,13,112,117.99410029498524,4.0,7.0,37.0,0.3734939759036144,1610612755,117.99410029498524,94.92,95.64,96.36,1,0.35,0.31,0.31,35.33,31.4,29.0,16.01,12.58,14.41,29.43,,1,1,0
1442,Jayson Tatum,1628369,BOS vs. MIA,BOS,1610612738,MIA,1,42200301,2023-05-17,L,41,30,1,7,9,17,0.529,1,3,0.333,11,11,1.0,0,7,0,1,4,4,-10,38.9,1.374,1.374,F,117.9,128.2,-10.4,0.0,0.219,0.1,0.038,0.25,0.274,0.687,102.23,98.84,0.131,82.37,"MAY 17, 2023",240,42,81,0.519,10,29,0.345,22,29,0.759,9,25,34,22,6,3,15,18,116,116.27906976744184,12.0,3.0,35.0,0.5411764705882353,1610612748,116.27906976744184,99.76,99.06,98.36,1,0.31,0.32,0.3,33.33,32.0,27.71,16.26,12.39,13.76,29.5,,1,1,0
1474,Jayson Tatum,1628369,BOS vs. MIA,BOS,1610612738,MIA,1,42200302,2023-05-19,L,42,34,8,13,10,20,0.5,3,10,0.3,11,12,0.917,1,12,0,0,5,4,5,56.6,1.345,1.345,F,114.0,108.1,5.8,0.026,0.279,0.159,0.333,1.6,0.313,0.672,98.51,97.36,0.202,81.13,"MAY 19, 2023",240,37,79,0.468,10,35,0.286,21,24,0.875,6,29,35,22,2,9,15,20,105,106.53409090909092,9.0,5.0,45.0,0.4565217391304347,1610612748,106.53409090909092,98.56,98.96,99.36,1,0.32,0.33,0.31,38.33,34.0,31.57,11.15,11.55,10.34,30.0,,1,1,0
1521,Jayson Tatum,1628369,BOS @ MIA,BOS,1610612738,MIA,0,42200303,2023-05-21,L,33,14,2,10,6,18,0.333,1,7,0.143,1,1,1.0,2,8,2,0,3,2,-23,32.0,0.759,0.759,F,88.4,121.7,-33.3,0.047,0.296,0.143,0.1,0.67,0.259,0.38,99.67,99.01,0.072,82.51,"MAY 21, 2023",240,39,98,0.398,11,42,0.262,13,17,0.765,21,36,57,25,3,3,15,24,102,102.5331724969843,7.0,4.0,35.0,0.5679012345679012,1610612748,102.5331724969843,99.48,98.86,98.24,1,0.28,0.3,0.31,26.0,29.6,29.71,10.58,14.43,12.28,,24.86,1,1,0
1543,Jayson Tatum,1628369,BOS @ MIA,BOS,1610612738,MIA,0,42200304,2023-05-23,W,42,33,7,11,14,22,0.636,4,9,0.444,1,2,0.5,1,10,1,2,5,3,21,60.7,1.442,1.442,F,128.9,106.2,22.7,0.028,0.27,0.151,0.259,1.4,0.304,0.721,94.11,93.49,0.202,77.91,"MAY 23, 2023",240,43,84,0.512,18,45,0.4,12,18,0.667,7,32,39,28,8,8,10,24,116,122.20817530552044,5.0,2.0,44.0,0.4358974358974359,1610612748,122.20817530552044,94.92,94.12,93.32,1,0.29,0.31,0.31,27.0,32.4,31.0,11.27,13.16,12.06,,25.88,1,1,0
1570,Jayson Tatum,1628369,BOS vs. MIA,BOS,1610612738,MIA,1,42200305,2023-05-25,W,41,21,11,8,8,16,0.5,1,6,0.167,4,6,0.667,0,8,2,0,4,2,19,49.1,1.127,1.127,F,129.3,104.0,25.3,0.0,0.25,0.129,0.407,2.75,0.265,0.563,87.43,88.09,0.152,73.41,"MAY 25, 2023",240,40,79,0.506,16,39,0.41,14,19,0.737,12,25,37,23,13,4,9,9,110,130.39355144618304,6.0,2.0,36.0,0.5128205128205128,1610612748,130.39355144618304,84.36,86.38,88.40000000000002,1,0.28,0.28,0.3,22.67,26.4,28.86,9.61,8.62,12.35,29.1,,1,1,0
1595,Jayson Tatum,1628369,BOS @ MIA,BOS,1610612738,MIA,0,42200306,2023-05-27,W,44,31,5,12,8,22,0.364,0,8,0.0,15,15,1.0,3,9,1,2,3,2,3,58.9,1.084,1.084,F,115.5,111.9,3.6,0.073,0.145,0.117,0.208,1.67,0.33,0.542,95.27,91.78,0.196,76.48,"MAY 27, 2023",240,34,78,0.436,7,35,0.2,29,34,0.853,12,35,47,18,4,8,12,22,104,111.8760757314974,5.0,4.0,47.0,0.3548387096774194,1610612748,111.8760757314974,92.96,93.36,93.76,1,0.3,0.29,0.3,28.33,26.6,30.57,6.43,8.73,11.56,,26.44,1,1,0
1620,Jayson Tatum,1628369,BOS vs. MIA,BOS,1610612738,MIA,1,42200307,2023-05-29,L,42,14,4,11,5,13,0.385,1,4,0.25,3,4,0.75,2,9,1,0,2,2,-12,34.2,0.949,0.949,F,94.9,108.8,-13.8,0.05,0.22,0.136,0.167,2.0,0.198,0.474,93.74,91.73,0.112,76.44,"MAY 29, 2023",240,32,82,0.39,9,42,0.214,11,13,0.846,10,30,40,18,6,4,15,13,84,90.595340811044,7.0,2.0,42.0,0.4883720930232558,1610612748,90.595340811044,92.71999999999998,93.18,93.64,1,0.26,0.27,0.28,22.0,22.6,25.29,8.54,9.07,8.79,27.73,,1,1,0
42,Malik Monk,1628370,SAC vs. GSW,SAC,1610612758,GSW,1,42200161,2023-04-15,W,29,32,2,3,8,13,0.615,2,4,0.5,14,14,1.0,1,2,0,0,2,4,10,36.6,1.67,1.67,,137.7,119.4,18.4,0.038,0.063,0.052,0.1,1.0,0.306,0.835,107.2,102.38,0.213,85.31,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,1610612744,116.580310880829,108.08,107.97999999999998,107.88,0,0.31,0.31,0.31,32.0,32.0,32.0,,,,32.0,,1,0,0
193,Malik Monk,1628370,SAC vs. GSW,SAC,1610612758,GSW,1,42200162,2023-04-17,W,31,18,3,6,6,15,0.4,3,7,0.429,3,4,0.75,1,5,0,1,1,1,5,31.7,1.074,1.074,,115.9,113.6,2.3,0.032,0.152,0.094,0.13,3.0,0.228,0.537,103.89,103.25,0.122,86.04,"APR 17, 2023",240,42,92,0.457,9,38,0.237,21,29,0.724,12,29,41,22,11,5,14,25,114,106.78156612963656,6.0,2.0,41.0,0.4756097560975609,1610612744,106.78156612963656,106.76,103.84,100.92,0,0.27,0.27,0.27,25.0,25.0,25.0,9.9,9.9,9.9,25.0,,1,0,0
372,Malik Monk,1628370,SAC @ GSW,SAC,1610612758,GSW,0,42200163,2023-04-20,L,25,4,4,3,1,9,0.111,0,4,0.0,2,2,1.0,1,2,0,0,0,0,-13,13.6,0.405,0.405,,96.0,122.0,-26.0,0.028,0.067,0.045,0.25,0.0,0.169,0.202,101.68,97.66,0.025,81.38,"APR 20, 2023",240,35,92,0.38,11,47,0.234,16,23,0.696,13,40,53,21,6,3,15,22,97,93.16173645793316,12.0,5.0,59.0,0.4,1610612744,93.16173645793316,104.12,103.62,103.12,0,0.23,0.23,0.23,18.0,18.0,18.0,14.0,14.0,14.0,,4.0,1,0,0
577,Malik Monk,1628370,SAC @ GSW,SAC,1610612758,GSW,0,42200164,2023-04-23,L,28,16,5,5,5,14,0.357,2,5,0.4,4,4,1.0,0,5,2,0,3,2,12,32.5,1.015,1.015,,117.2,101.6,15.6,0.0,0.179,0.079,0.217,1.67,0.234,0.508,108.29,106.7,0.112,88.92,"APR 23, 2023",240,48,102,0.471,14,35,0.4,15,18,0.833,12,32,44,25,5,3,10,21,125,115.82653817642698,8.0,6.0,44.0,0.5,1610612744,115.82653817642698,107.92,105.74,103.56,0,0.21,0.23,0.23,12.67,17.5,17.5,7.57,11.47,11.47,,10.0,1,0,0
752,Malik Monk,1628370,SAC vs. GSW,SAC,1610612758,GSW,1,42200165,2023-04-26,L,29,21,3,5,6,14,0.429,1,5,0.2,8,10,0.8,1,4,2,0,3,3,6,34.5,1.141,1.141,,116.9,111.1,5.8,0.037,0.133,0.088,0.143,1.0,0.276,0.571,105.09,105.39,0.12,87.82,"APR 26, 2023",240,42,90,0.467,10,34,0.294,22,26,0.846,12,32,44,22,9,3,19,18,116,106.97159719660642,11.0,7.0,43.0,0.5208333333333334,1610612744,106.97159719660642,108.44,107.90000000000002,107.36,0,0.23,0.24,0.24,13.67,18.2,18.2,8.74,10.06,10.06,23.67,,1,0,0
814,Malik Monk,1628370,SAC @ GSW,SAC,1610612758,GSW,0,42200166,2023-04-28,W,32,28,4,7,8,14,0.571,3,6,0.5,9,10,0.9,0,7,1,2,4,3,21,47.4,1.522,1.522,,114.7,86.7,28.0,0.0,0.194,0.097,0.19,1.0,0.261,0.761,113.73,112.89,0.239,94.07,"APR 28, 2023",240,40,99,0.404,17,45,0.378,21,25,0.84,18,35,53,25,10,8,19,26,118,106.30630630630633,14.0,6.0,42.0,0.3720930232558139,1610612744,106.30630630630633,111.0,109.7,108.40000000000002,0,0.26,0.23,0.25,21.67,17.4,19.83,6.03,8.76,9.85,,16.0,1,0,0
909,Malik Monk,1628370,SAC vs. GSW,SAC,1610612758,GSW,1,42200167,2023-04-30,L,31,14,4,9,4,14,0.286,2,8,0.25,4,5,0.8,2,7,0,0,1,2,-5,29.8,0.864,0.864,,100.0,109.2,-9.2,0.048,0.167,0.107,0.2,4.0,0.215,0.432,101.4,101.09,0.116,84.24,"APR 30, 2023",240,36,96,0.375,12,47,0.255,16,27,0.593,14,35,49,21,3,5,8,23,100,98.15469179426776,4.0,6.0,55.0,0.43,1610612744,98.15469179426776,101.88,102.04,102.2,0,0.25,0.23,0.24,21.0,16.6,19.0,7.0,8.88,9.26,21.25,,1,0,0
31,Donovan Mitchell,1628378,CLE vs. NYK,CLE,1610612739,NYK,1,42200131,2023-04-15,L,44,38,8,5,14,30,0.467,6,16,0.375,4,6,0.667,1,4,3,1,2,1,2,66.0,1.164,1.164,G,108.1,108.3,-0.2,0.022,0.083,0.054,0.4,4.0,0.354,0.582,94.69,93.51,0.227,77.92,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.4204545454545454,1610612752,101.8479630407392,95.24,94.46,93.68,1,0.35,0.35,0.35,38.0,38.0,38.0,,,,38.0,,1,0,0
243,Donovan Mitchell,1628378,CLE vs. NYK,CLE,1610612739,NYK,1,42200132,2023-04-18,W,39,17,13,2,6,11,0.545,2,5,0.4,3,4,0.75,1,1,2,1,2,4,24,45.9,1.332,1.332,G,127.0,95.9,31.1,0.037,0.024,0.029,0.464,6.5,0.179,0.666,93.29,90.66,0.159,75.55,"APR 18, 2023",240,38,77,0.494,14,33,0.424,17,21,0.81,11,32,43,26,10,7,17,22,107,116.00173460537728,14.0,5.0,36.0,0.3670886075949367,1610612752,116.00173460537728,92.24,94.21999999999998,96.2,1,0.27,0.27,0.27,27.5,27.5,27.5,14.85,14.85,14.85,27.5,,1,0,0
409,Donovan Mitchell,1628378,CLE @ NYK,CLE,1610612739,NYK,0,42200133,2023-04-21,L,38,22,5,7,9,19,0.474,2,8,0.25,2,3,0.667,1,6,2,0,6,3,-19,37.9,1.083,1.083,G,85.9,109.6,-23.7,0.024,0.171,0.091,0.294,0.83,0.31,0.541,91.12,91.04,0.134,75.87,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,83.6155800169348,14.0,5.0,45.0,0.4698795180722891,1610612752,83.6155800169348,94.48,94.2,93.92,1,0.28,0.28,0.28,25.67,25.67,25.67,10.97,10.97,10.97,,22.0,1,0,0
586,Donovan Mitchell,1628378,CLE @ NYK,CLE,1610612739,NYK,0,42200134,2023-04-23,L,42,11,5,4,5,18,0.278,0,4,0.0,1,2,0.5,0,4,1,0,6,4,-8,20.3,0.583,0.583,G,105.1,116.9,-11.8,0.0,0.091,0.051,0.185,0.83,0.294,0.291,90.93,88.62,-0.022,73.85,"APR 23, 2023",240,36,77,0.468,6,23,0.261,15,19,0.789,7,26,33,24,3,5,12,23,93,102.92164674634792,5.0,7.0,47.0,0.4523809523809524,1610612752,102.92164674634792,90.36,89.83999999999999,89.32,1,0.26,0.28,0.28,16.67,22.0,22.0,5.51,11.58,11.58,,16.5,1,0,0
715,Donovan Mitchell,1628378,CLE vs. NYK,CLE,1610612739,NYK,1,42200135,2023-04-26,L,44,28,5,7,11,26,0.423,3,12,0.25,3,3,1.0,0,7,2,1,3,2,-8,49.9,1.025,1.025,G,103.6,113.1,-9.5,0.0,0.152,0.081,0.227,1.67,0.333,0.512,92.7,91.46,0.146,76.22,"APR 26, 2023",240,35,75,0.467,13,33,0.394,12,15,0.8,4,26,30,24,5,2,13,22,95,104.85651214128036,6.0,5.0,48.0,0.4352941176470588,1610612752,104.85651214128036,90.59999999999998,90.68,90.76,1,0.31,0.29,0.29,20.33,23.2,23.2,8.62,10.38,10.38,27.67,,1,0,0
125,Luke Kennard,1628379,MEM vs. LAL,MEM,1610612763,LAL,1,42200151,2023-04-16,L,26,7,1,2,2,5,0.4,1,4,0.25,2,2,1.0,1,1,1,0,1,1,11,12.9,1.19,1.19,,138.9,114.3,24.6,0.043,0.038,0.041,0.038,1.0,0.117,0.595,103.06,102.72,0.042,85.6,"APR 16, 2023",240,42,89,0.472,13,36,0.361,15,16,0.938,6,28,34,24,6,2,12,19,112,109.76087808702468,7.0,11.0,45.0,0.532608695652174,1610612747,109.76087808702468,102.04,102.54,103.04,0,0.12,0.12,0.12,7.0,7.0,7.0,,,,7.0,,1,0,0
296,Luke Kennard,1628379,MEM vs. LAL,MEM,1610612763,LAL,1,42200152,2023-04-19,W,24,13,1,6,4,7,0.571,3,4,0.75,2,2,1.0,0,6,1,0,0,0,6,24.7,1.65,1.65,,109.6,98.1,11.5,0.0,0.273,0.118,0.059,0.0,0.121,0.825,102.19,102.39,0.179,85.32,"APR 19, 2023",240,38,89,0.427,11,36,0.306,16,21,0.762,11,38,49,24,4,6,10,20,103,105.92348827642944,5.0,7.0,47.0,0.4117647058823529,1610612747,105.92348827642944,97.24,96.24,95.24,0,0.12,0.12,0.12,10.0,10.0,10.0,4.24,4.24,4.24,10.0,,1,0,0
462,Luke Kennard,1628379,MEM @ LAL,MEM,1610612763,LAL,0,42200153,2023-04-22,L,25,4,3,3,2,4,0.5,0,1,0.0,0,0,,2,1,1,0,0,2,6,15.1,1.0,1.0,,113.0,107.8,5.1,0.067,0.038,0.054,0.188,0.0,0.063,0.5,100.58,99.56,0.061,82.97,"APR 22, 2023",240,35,93,0.376,13,39,0.333,18,20,0.9,18,32,50,23,7,2,18,22,101,99.21414538310412,11.0,8.0,48.0,0.4555555555555555,1610612747,99.21414538310412,101.8,102.84,103.88,0,0.1,0.1,0.1,8.0,8.0,8.0,4.58,4.58,4.58,,4.0,1,0,0
642,Luke Kennard,1628379,MEM @ LAL,MEM,1610612763,LAL,0,42200154,2023-04-24,L,14,6,1,4,2,4,0.5,2,4,0.5,0,0,,1,3,0,0,0,2,-10,12.3,1.5,1.5,,83.9,124.1,-40.3,0.045,0.214,0.111,0.125,0.0,0.105,0.75,102.96,105.64,0.127,88.03,"APR 24, 2023",265,42,106,0.396,9,42,0.214,18,21,0.857,16,33,49,26,7,7,13,26,111,98.8952245188881,5.0,11.0,52.0,0.4361702127659574,1610612747,98.8952245188881,112.24,110.94,109.64,0,0.1,0.1,0.1,7.67,7.5,7.5,4.73,3.87,3.87,,5.0,1,0,0
740,Luke Kennard,1628379,MEM vs. LAL,MEM,1610612763,LAL,1,42200155,2023-04-26,W,18,6,1,5,2,3,0.667,2,3,0.667,0,0,,1,4,1,0,0,3,26,16.5,2.0,2.0,,150.0,73.7,76.3,0.05,0.16,0.111,0.05,0.0,0.068,1.0,99.36,100.61,0.107,83.84,"APR 26, 2023",240,44,99,0.444,14,40,0.35,14,17,0.824,14,38,52,24,6,2,11,19,116,112.09895632006184,8.0,3.0,54.0,0.4021739130434782,1610612747,112.09895632006184,103.48,101.64,99.8,0,0.08,0.09,0.09,5.33,7.2,7.2,1.15,3.42,3.42,8.67,,1,0,0
69,John Collins,1628381,ATL @ BOS,ATL,1610612737,BOS,0,42200111,2023-04-15,L,29,12,1,4,5,7,0.714,0,1,0.0,2,2,1.0,1,3,0,2,1,3,-6,23.3,1.523,1.523,F,89.4,98.5,-9.1,0.031,0.094,0.063,0.05,1.0,0.129,0.761,106.47,108.74,0.093,90.62,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.5739396255254,6.0,7.0,58.0,0.4772727272727273,1610612738,94.5739396255254,104.68,102.3,99.92,1,0.13,0.13,0.13,12.0,12.0,12.0,,,,,12.0,0,1,1
224,John Collins,1628381,ATL @ BOS,ATL,1610612737,BOS,0,42200112,2023-04-18,L,30,5,1,6,2,11,0.182,1,7,0.143,0,0,,4,2,0,1,1,1,8,15.7,0.455,0.455,F,111.1,98.4,12.7,0.105,0.08,0.095,0.037,1.0,0.16,0.227,100.78,102.34,-0.004,85.28,"APR 18, 2023",240,43,101,0.426,16,48,0.333,4,8,0.5,19,30,49,21,10,4,15,11,106,105.4516514126542,10.0,12.0,44.0,0.5581395348837209,1610612738,105.4516514126542,100.52,99.96,99.40000000000002,1,0.14,0.14,0.14,8.5,8.5,8.5,4.95,4.95,4.95,,8.5,0,1,1
457,John Collins,1628381,ATL vs. BOS,ATL,1610612737,BOS,1,42200113,2023-04-21,W,21,8,1,5,3,7,0.429,2,6,0.333,0,1,0.0,0,5,0,0,2,2,3,13.5,1.075,1.075,F,108.5,102.1,6.4,0.0,0.227,0.114,0.056,0.5,0.167,0.538,110.92,109.43,0.056,91.19,"APR 21, 2023",240,51,91,0.56,15,34,0.441,13,16,0.813,11,37,48,24,5,6,18,15,130,123.76237623762376,11.0,0.0,29.0,0.4891304347826087,1610612738,123.76237623762376,105.04,105.04,105.04,1,0.15,0.15,0.15,8.33,8.33,8.33,3.51,3.51,3.51,8.0,,0,1,1
567,John Collins,1628381,ATL vs. BOS,ATL,1610612737,BOS,1,42200114,2023-04-23,L,25,5,1,5,1,9,0.111,1,5,0.2,2,2,1.0,0,5,0,1,1,2,-4,14.5,0.506,0.506,F,96.4,105.6,-9.2,0.0,0.185,0.086,0.053,1.0,0.175,0.253,105.22,105.41,0.005,87.84,"APR 23, 2023",240,43,98,0.439,14,37,0.378,21,24,0.875,11,31,42,25,8,4,12,24,121,110.4417670682731,4.0,5.0,49.0,0.5168539325842697,1610612738,110.4417670682731,109.56,108.28000000000002,107.0,1,0.17,0.16,0.16,6.0,7.5,7.5,1.73,3.32,3.32,6.5,,0,1,1
682,John Collins,1628381,ATL @ BOS,ATL,1610612737,BOS,0,42200115,2023-04-25,W,31,22,1,2,9,18,0.5,4,9,0.444,0,0,,1,1,1,0,2,3,-2,26.9,1.222,1.222,F,115.6,116.9,-1.3,0.031,0.034,0.033,0.05,0.5,0.278,0.611,101.6,101.04,0.084,84.2,"APR 25, 2023",240,45,96,0.469,19,41,0.463,10,10,1.0,6,28,34,26,5,4,8,16,119,116.2109375,1.0,9.0,43.0,0.532608695652174,1610612738,116.2109375,102.40000000000002,100.06,97.71999999999998,1,0.21,0.18,0.18,11.67,10.4,10.4,9.07,7.09,7.09,,13.0,0,1,1
798,John Collins,1628381,ATL vs. BOS,ATL,1610612737,BOS,1,42200116,2023-04-27,L,29,16,0,4,6,8,0.75,3,4,0.75,1,1,1.0,1,3,1,2,2,2,-8,27.8,1.896,1.896,F,110.2,121.7,-11.5,0.03,0.091,0.061,0.0,0.0,0.149,0.948,100.48,97.31,0.119,81.09,"APR 27, 2023",240,44,94,0.468,15,35,0.429,17,22,0.773,12,33,45,28,5,7,10,15,120,118.01730920535012,7.0,10.0,47.0,0.5,1610612738,118.01730920535012,101.68,99.58,97.48,1,0.2,0.19,0.18,14.33,11.2,11.33,8.62,7.53,6.74,9.67,,0,1,1
32,Jarrett Allen,1628386,CLE vs. NYK,CLE,1610612739,NYK,1,42200131,2023-04-15,L,43,14,4,14,6,8,0.75,0,0,,2,2,1.0,3,11,0,0,1,3,2,35.8,1.577,1.577,C,107.1,107.3,-0.2,0.068,0.229,0.152,0.143,4.0,0.103,0.788,94.32,92.98,0.172,77.48,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.4204545454545454,1610612752,101.8479630407392,95.24,94.46,93.68,1,0.1,0.1,0.1,14.0,14.0,14.0,,,,14.0,,0,0,1
244,Jarrett Allen,1628386,CLE vs. NYK,CLE,1610612739,NYK,1,42200132,2023-04-18,W,35,9,3,10,4,8,0.5,0,0,,1,2,0.5,6,4,3,3,1,2,16,42.5,1.014,1.014,C,117.9,91.3,26.6,0.194,0.111,0.149,0.12,3.0,0.125,0.507,96.19,93.71,0.132,78.09,"APR 18, 2023",240,38,77,0.494,14,33,0.424,17,21,0.81,11,32,43,26,10,7,17,22,107,116.00173460537728,14.0,5.0,36.0,0.3670886075949367,1610612752,116.00173460537728,92.24,94.21999999999998,96.2,1,0.11,0.11,0.11,11.5,11.5,11.5,3.54,3.54,3.54,11.5,,0,0,1
446,Jarrett Allen,1628386,CLE @ NYK,CLE,1610612739,NYK,0,42200133,2023-04-21,L,37,6,1,5,3,3,1.0,0,0,,0,2,0.0,3,2,0,2,0,0,-26,19.5,1.546,1.546,C,88.1,123.2,-35.1,0.077,0.061,0.069,0.045,0.0,0.051,0.773,90.51,88.48,0.078,73.74,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,83.6155800169348,14.0,5.0,45.0,0.4698795180722891,1610612752,83.6155800169348,94.48,94.2,93.92,1,0.09,0.09,0.09,9.67,9.67,9.67,4.04,4.04,4.04,,6.0,0,0,1
