,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER
609,Jarrett Allen,1628386,CLE @ NYK,CLE,1610612739,NYK,0,42200134,2023-04-23,L,40,14,0,4,7,11,0.636,0,0,,0,0,,1,3,1,0,1,1,-11,20.8,1.273,1.273,C,101.3,116.0,-14.7,0.027,0.077,0.053,0.0,0.0,0.145,0.636,91.67,89.97,0.093,74.98,"APR 23, 2023",240,36,77,0.468,6,23,0.261,15,19,0.789,7,26,33,24,3,5,12,23,93,102.92164674634792,5.0,7.0,47.0,0.4523809523809524,1610612752,102.92164674634792,90.36,89.83999999999999,89.32,1,0.11,0.11,0.11,9.67,10.75,10.75,4.04,3.95,3.95,,10.0,0,0,1
714,Jarrett Allen,1628386,CLE vs. NYK,CLE,1610612739,NYK,1,42200135,2023-04-26,L,36,4,4,4,2,6,0.333,0,0,,0,0,,2,2,0,0,0,4,-9,14.8,0.667,0.667,C,111.8,121.4,-9.7,0.067,0.054,0.06,0.148,0.0,0.082,0.333,93.48,92.17,0.022,76.81,"APR 26, 2023",240,35,75,0.467,13,33,0.394,12,15,0.8,4,26,30,24,5,2,13,22,95,104.85651214128036,6.0,5.0,48.0,0.4352941176470588,1610612752,104.85651214128036,90.59999999999998,90.68,90.76,1,0.09,0.1,0.1,8.0,9.4,9.4,5.29,4.56,4.56,9.0,,0,0,1
131,Bam Adebayo,1628389,MIA @ MIL,MIA,1610612748,MIL,0,42200101,2023-04-16,W,33,22,7,9,10,18,0.556,0,0,,2,3,0.667,1,8,2,0,5,4,4,44.3,1.139,1.139,C,123.2,117.4,5.8,0.042,0.258,0.164,0.304,1.4,0.315,0.569,103.39,101.27,0.143,84.4,"APR 16, 2023",240,50,84,0.595,15,25,0.6,15,21,0.714,4,32,36,32,6,1,15,24,130,124.71220260936302,3.0,4.0,38.0,0.4945054945054945,1610612749,124.71220260936302,104.24,104.96,105.68,1,0.32,0.32,0.32,22.0,22.0,22.0,,,,,22.0,0,1,1
321,Bam Adebayo,1628389,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,25,18,1,5,9,16,0.563,0,0,,0,1,0.0,1,4,1,0,3,1,-20,25.5,1.095,1.095,C,113.2,150.9,-37.7,0.04,0.2,0.111,0.067,0.33,0.333,0.547,102.44,102.17,0.085,85.14,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749,117.17249327698808,104.12,104.32,104.52,1,0.32,0.32,0.32,20.0,20.0,20.0,2.83,2.83,2.83,,20.0,0,1,1
504,Bam Adebayo,1628389,MIA vs. MIL,MIA,1610612748,MIL,1,42200103,2023-04-22,W,30,12,5,11,4,10,0.4,0,0,,4,4,1.0,2,9,2,1,3,4,23,38.7,1.02,1.02,C,127.4,90.3,37.1,0.08,0.29,0.196,0.2,1.67,0.217,0.51,99.86,98.78,0.135,82.31,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,1610612749,125.41459369817578,96.48,98.38,100.28000000000002,1,0.29,0.29,0.29,17.33,17.33,17.33,5.03,5.03,5.03,12.0,,0,1,1
649,Bam Adebayo,1628389,MIA vs. MIL,MIA,1610612748,MIL,1,42200104,2023-04-24,W,30,15,2,8,6,16,0.375,0,0,,3,3,1.0,2,6,1,1,3,3,-1,30.6,0.866,0.866,C,110.6,110.4,0.2,0.071,0.158,0.121,0.105,0.67,0.282,0.433,105.26,104.95,0.075,87.46,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,1610612749,114.42307692307692,104.0,103.90000000000002,103.8,1,0.28,0.29,0.29,15.0,16.75,16.75,3.0,4.27,4.27,13.5,,0,1,1
729,Bam Adebayo,1628389,MIA @ MIL,MIA,1610612748,MIL,0,42200105,2023-04-26,W,40,20,10,10,8,20,0.4,0,1,0.0,4,5,0.8,5,5,2,1,3,6,17,53.0,0.901,0.901,C,114.0,92.0,21.9,0.106,0.114,0.11,0.323,3.33,0.26,0.45,107.45,105.49,0.14,87.9,"APR 26, 2023",265,50,110,0.455,17,45,0.378,11,17,0.647,9,36,45,25,6,5,11,31,128,107.1309005691329,4.0,1.0,56.0,0.4615384615384615,1610612749,107.1309005691329,119.48,117.64,115.8,1,0.25,0.28,0.28,15.67,17.4,17.4,4.04,3.97,3.97,,20.0,0,1,1
912,Bam Adebayo,1628389,MIA @ NYK,MIA,1610612748,NYK,0,42200201,2023-04-30,W,37,16,2,8,7,13,0.538,0,0,,2,2,1.0,3,5,0,0,2,1,3,26.6,1.153,1.153,C,117.3,113.3,4.0,0.075,0.139,0.105,0.087,1.0,0.186,0.576,96.87,96.69,0.097,80.57,"APR 30, 2023",240,36,85,0.424,13,39,0.333,23,29,0.793,10,29,39,26,8,5,8,14,108,112.78195488721803,6.0,4.0,48.0,0.4767441860465116,1610612752,112.78195488721803,95.76,95.78000000000002,95.8,1,0.24,0.26,0.27,17.0,16.2,17.17,2.65,3.03,3.6,,19.0,0,1,1
987,Bam Adebayo,1628389,MIA @ NYK,MIA,1610612748,NYK,0,42200202,2023-05-02,L,38,15,6,8,5,10,0.5,0,0,,5,7,0.714,2,6,0,1,1,5,-9,35.6,1.147,1.147,C,111.3,122.2,-11.0,0.048,0.143,0.095,0.261,6.0,0.173,0.573,93.05,90.08,0.114,75.07,"MAY 02, 2023",240,38,85,0.447,17,49,0.347,12,17,0.706,8,26,34,24,1,2,6,24,105,116.04774535809015,4.0,2.0,50.0,0.4512195121951219,1610612752,116.04774535809015,90.48,92.34,94.2,1,0.21,0.22,0.25,17.0,15.6,16.86,2.65,2.88,3.39,,18.2,0,1,1
1094,Bam Adebayo,1628389,MIA vs. NYK,MIA,1610612748,NYK,1,42200203,2023-05-06,W,36,17,0,12,7,14,0.5,0,0,,3,4,0.75,4,8,0,1,1,4,11,33.4,1.079,1.079,C,105.6,92.9,12.7,0.089,0.174,0.132,0.0,0.0,0.187,0.539,101.74,94.8,0.17,79.0,"MAY 06, 2023",240,35,90,0.389,7,32,0.219,28,31,0.903,13,37,50,17,3,5,13,25,105,101.31223465843304,4.0,3.0,48.0,0.3406593406593406,1610612752,101.31223465843304,103.64,101.66,99.68,1,0.18,0.22,0.23,16.0,16.6,16.14,1.0,2.07,2.54,14.67,,0,1,1
1204,Bam Adebayo,1628389,MIA vs. NYK,MIA,1610612748,NYK,1,42200204,2023-05-08,W,38,23,2,13,10,17,0.588,0,0,,3,5,0.6,3,10,1,0,4,2,7,40.6,1.198,1.198,C,111.8,104.0,7.8,0.073,0.303,0.176,0.095,0.5,0.247,0.599,96.23,94.5,0.164,78.75,"MAY 08, 2023",240,40,85,0.471,13,39,0.333,16,22,0.727,13,31,44,28,7,4,12,21,109,116.35354397950468,5.0,4.0,35.0,0.4868421052631579,1610612752,116.35354397950468,93.68,94.12,94.56,1,0.2,0.21,0.22,18.33,18.2,16.86,4.16,3.27,3.63,16.75,,0,1,1
1263,Bam Adebayo,1628389,MIA @ NYK,MIA,1610612748,NYK,0,42200205,2023-05-10,L,39,18,2,8,7,11,0.636,0,1,0.0,4,4,1.0,5,3,1,1,2,5,-11,34.6,1.411,1.411,C,102.6,120.3,-17.6,0.114,0.075,0.095,0.091,1.0,0.17,0.705,93.91,93.06,0.122,77.55,"MAY 10, 2023",240,37,88,0.42,13,43,0.302,16,19,0.842,11,23,34,27,11,4,12,30,103,105.79293344289236,6.0,4.0,50.0,0.4929577464788732,1610612752,105.79293344289236,97.36,94.97999999999998,92.59999999999998,1,0.2,0.19,0.22,19.33,17.8,17.71,3.21,3.11,2.93,,18.17,0,1,1
1379,Bam Adebayo,1628389,MIA vs. NYK,MIA,1610612748,NYK,1,42200206,2023-05-12,W,39,23,1,9,9,20,0.45,0,0,,5,5,1.0,3,6,2,1,2,3,-6,42.3,1.036,1.036,C,98.7,111.1,-12.4,0.07,0.158,0.111,0.067,0.5,0.279,0.518,90.73,90.53,0.143,75.44,"MAY 12, 2023",240,33,82,0.402,7,27,0.259,23,25,0.92,7,33,40,25,8,2,7,22,96,103.2258064516129,2.0,9.0,41.0,0.380281690140845,1610612752,103.2258064516129,93.0,91.04,89.08,1,0.23,0.21,0.21,21.33,19.2,18.86,2.89,3.63,3.24,18.0,,0,1,1
1446,Bam Adebayo,1628389,MIA @ BOS,MIA,1610612748,BOS,0,42200301,2023-05-17,W,37,20,5,8,9,13,0.692,0,0,,2,5,0.4,2,6,1,0,3,3,18,37.1,1.316,1.316,C,134.7,112.2,22.5,0.077,0.182,0.136,0.172,1.67,0.222,0.658,97.9,96.78,0.127,80.65,"MAY 17, 2023",240,46,85,0.541,16,31,0.516,15,19,0.789,7,28,35,20,12,3,12,22,123,125.0508336722245,6.0,3.0,34.0,0.5185185185185185,1610612738,125.0508336722245,98.36,99.06,99.76,1,0.22,0.22,0.21,20.33,20.2,18.86,2.52,2.77,3.24,,18.43,0,1,1
1475,Bam Adebayo,1628389,MIA @ BOS,MIA,1610612748,BOS,0,42200302,2023-05-19,W,38,22,9,17,7,17,0.412,0,0,,8,8,1.0,2,15,0,0,1,5,14,54.9,1.072,1.072,C,125.0,108.0,17.0,0.056,0.429,0.239,0.321,9.0,0.247,0.536,98.62,95.14,0.194,79.28,"MAY 19, 2023",240,42,92,0.457,9,26,0.346,18,19,0.947,11,34,45,23,9,5,10,17,111,111.71497584541063,2.0,9.0,35.0,0.4683544303797468,1610612738,111.71497584541063,99.36,98.96,98.56,1,0.25,0.23,0.22,21.67,21.2,19.71,1.53,2.17,3.15,,18.88,0,1,1
1520,Bam Adebayo,1628389,MIA vs. BOS,MIA,1610612748,BOS,1,42200303,2023-05-21,W,26,13,2,3,4,5,0.8,0,0,,5,6,0.833,0,3,1,1,3,3,30,22.6,1.702,1.702,C,138.9,84.9,54.0,0.0,0.094,0.063,0.087,0.67,0.2,0.851,97.86,100.64,0.103,83.87,"MAY 21, 2023",240,46,81,0.568,19,35,0.543,17,21,0.81,1,34,35,25,7,4,9,16,128,130.29315960912052,3.0,3.0,57.0,0.3979591836734694,1610612738,130.29315960912052,98.24,98.86,99.48,1,0.22,0.22,0.22,18.33,19.2,19.43,4.73,3.96,3.69,17.17,,0,1,1
1551,Bam Adebayo,1628389,MIA vs. BOS,MIA,1610612748,BOS,1,42200304,2023-05-23,L,35,10,0,5,4,7,0.571,0,0,,2,4,0.5,1,4,1,0,4,4,-21,15.0,1.142,1.142,C,97.1,126.1,-29.0,0.031,0.125,0.078,0.0,0.0,0.173,0.571,93.47,93.63,0.019,78.03,"MAY 23, 2023",240,34,78,0.436,8,32,0.25,23,28,0.821,12,32,44,18,5,2,15,18,99,106.0865837976854,8.0,8.0,39.0,0.5119047619047619,1610612738,106.0865837976854,93.32,94.12,94.92,1,0.21,0.22,0.22,15.0,17.6,18.43,6.24,5.77,5.13,16.14,,0,1,1
1586,Bam Adebayo,1628389,MIA @ BOS,MIA,1610612748,BOS,0,42200305,2023-05-25,L,32,16,3,8,8,15,0.533,0,0,,0,0,,2,6,2,1,6,2,-15,33.1,1.067,1.067,C,106.8,130.0,-23.2,0.095,0.25,0.178,0.167,0.5,0.328,0.533,88.94,89.58,0.093,74.65,"MAY 25, 2023",240,40,78,0.513,9,23,0.391,8,10,0.8,10,26,36,20,6,2,16,13,97,109.7285067873303,13.0,4.0,37.0,0.5063291139240507,1610612738,109.7285067873303,88.40000000000002,86.38,84.36,1,0.23,0.23,0.23,13.0,16.2,17.43,3.0,4.92,4.76,,18.56,0,1,1
1601,Bam Adebayo,1628389,MIA vs. BOS,MIA,1610612748,BOS,1,42200306,2023-05-27,L,46,11,5,13,4,16,0.25,0,0,,3,4,0.75,7,6,1,1,0,0,6,40.1,0.619,0.619,C,115.1,109.4,5.7,0.117,0.136,0.125,0.179,0.0,0.164,0.31,93.56,89.9,0.095,74.92,"MAY 27, 2023",240,33,93,0.355,14,30,0.467,23,29,0.793,17,30,47,22,5,4,5,24,103,109.85494880546074,4.0,8.0,47.0,0.4358974358974359,1610612738,109.85494880546074,93.76,93.36,92.96,1,0.22,0.22,0.23,12.33,14.4,16.43,3.21,4.83,5.32,15.5,,0,1,1
1621,Bam Adebayo,1628389,MIA @ BOS,MIA,1610612748,BOS,0,42200307,2023-05-29,W,43,12,7,10,4,10,0.4,0,0,,4,4,1.0,1,9,0,1,4,3,22,33.5,1.02,1.02,C,109.6,85.2,24.5,0.026,0.188,0.116,0.212,1.75,0.174,0.51,94.15,92.13,0.112,76.78,"MAY 29, 2023",240,42,86,0.488,14,28,0.5,5,6,0.833,7,35,42,26,7,2,12,15,103,109.99572832123025,6.0,4.0,40.0,0.3902439024390244,1610612738,109.99572832123025,93.64,93.18,92.71999999999998,1,0.22,0.21,0.22,13.0,12.4,14.86,2.65,2.3,4.63,,17.9,0,1,1
1631,Bam Adebayo,1628389,MIA @ DEN,MIA,1610612748,DEN,0,42200401,2023-06-01,L,40,26,5,13,13,25,0.52,0,1,0.0,0,0,,4,9,0,0,1,4,-6,48.1,1.04,1.04,C,113.0,119.2,-6.2,0.091,0.257,0.165,0.208,5.0,0.292,0.52,92.36,93.08,0.127,77.57,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870048,4.0,4.0,45.0,0.5063291139240507,1610612743,99.06263314870048,93.88,92.84,91.8,1,0.21,0.23,0.23,16.33,15.0,15.71,8.39,6.56,6.07,,18.64,0,1,1
1664,Bam Adebayo,1628389,MIA @ DEN,MIA,1610612748,DEN,0,42200402,2023-06-04,W,40,21,4,9,8,14,0.571,0,0,,5,5,1.0,0,9,0,2,3,4,17,40.8,1.296,1.296,C,133.8,109.3,24.5,0.0,0.257,0.13,0.16,1.33,0.22,0.648,90.54,89.36,0.133,74.47,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,1610612743,123.60801781737194,89.8,89.24000000000001,88.68,1,0.23,0.24,0.22,19.67,17.2,15.57,7.09,6.3,5.91,,18.83,0,1,1
1669,Bam Adebayo,1628389,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,41,22,3,17,7,21,0.333,0,0,,8,10,0.8,6,11,0,1,0,2,-20,49.9,0.866,0.866,C,98.7,122.8,-24.1,0.118,0.314,0.198,0.15,0.0,0.292,0.433,93.07,92.2,0.135,76.84,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743,99.61848240779992,94.36,93.12,91.88,1,0.27,0.23,0.23,23.0,18.4,16.86,2.65,6.58,6.23,16.22,,0,1,1
1707,Bam Adebayo,1628389,MIA vs. DEN,MIA,1610612748,DEN,1,42200404,2023-06-09,L,44,20,3,11,8,19,0.421,0,0,,4,4,1.0,2,9,0,1,7,1,-18,33.7,0.963,0.963,C,98.8,121.7,-22.9,0.048,0.25,0.141,0.136,0.43,0.292,0.482,93.01,91.82,0.088,76.52,"JUN 09, 2023",240,35,78,0.449,8,25,0.32,17,20,0.85,8,29,37,23,2,3,14,19,95,102.3706896551724,11.0,7.0,34.0,0.4936708860759494,1610612743,102.3706896551724,92.8,91.02,89.24,1,0.27,0.25,0.25,21.0,20.2,18.29,1.0,5.12,5.5,16.6,,0,1,1
1721,Bam Adebayo,1628389,MIA @ DEN,MIA,1610612748,DEN,0,42200405,2023-06-12,L,44,20,1,12,9,20,0.45,0,0,,2,2,1.0,5,7,1,0,1,2,-3,37.9,0.958,0.958,C,92.0,94.4,-2.3,0.083,0.146,0.111,0.043,1.0,0.204,0.479,99.86,96.25,0.123,80.21,"JUN 12, 2023",240,33,96,0.344,9,35,0.257,14,16,0.875,11,33,44,18,9,7,8,21,89,88.96441423430628,6.0,7.0,57.0,0.4523809523809524,1610612743,88.96441423430628,100.04,98.58,97.12,1,0.26,0.26,0.23,20.67,21.8,18.86,1.15,2.49,5.43,,18.92,0,1,1
4,Isaiah Hartenstein,1628392,NYK @ CLE,NYK,1610612752,CLE,0,42200131,2023-04-15,W,22,8,0,5,2,3,0.667,0,0,,4,4,1.0,2,3,0,0,0,3,19,14.0,1.681,1.681,,132.6,91.3,41.3,0.105,0.136,0.122,0.0,0.0,0.091,0.84,98.16,100.84,0.087,84.03,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.4337349397590361,1610612739,107.81383432963278,93.68,94.46,95.24,0,0.09,0.09,0.09,8.0,8.0,8.0,,,,,8.0,0,1,1
260,Isaiah Hartenstein,1628392,NYK @ CLE,NYK,1610612752,CLE,0,42200132,2023-04-18,L,27,4,5,7,2,6,0.333,0,0,,0,1,0.0,5,2,1,0,2,4,-7,20.9,0.621,0.621,,118.8,130.6,-11.9,0.192,0.133,0.171,0.263,2.5,0.138,0.311,89.32,87.03,0.032,72.52,"APR 18, 2023",240,29,79,0.367,7,29,0.241,25,30,0.833,13,23,36,16,14,5,17,18,90,93.55509355509356,10.0,7.0,43.0,0.4935064935064935,1610612739,93.55509355509356,96.2,94.21999999999998,92.24,0,0.11,0.11,0.11,6.0,6.0,6.0,2.83,2.83,2.83,,6.0,0,1,1
410,Isaiah Hartenstein,1628392,NYK vs. CLE,NYK,1610612752,CLE,1,42200133,2023-04-21,W,18,7,1,5,3,5,0.6,0,0,,1,2,0.5,1,4,2,1,1,1,1,22.5,1.19,1.19,,74.4,73.7,0.7,0.056,0.2,0.132,0.125,1.0,0.171,0.595,100.8,105.17,0.317,87.64,"APR 21, 2023",240,39,83,0.47,10,33,0.303,11,18,0.611,11,34,45,21,14,5,14,17,99,105.40885860306643,7.0,4.0,42.0,0.3875,1610612739,105.40885860306643,93.92,94.2,94.48,0,0.13,0.13,0.13,6.33,6.33,6.33,2.08,2.08,2.08,7.0,,0,1,1
608,Isaiah Hartenstein,1628392,NYK vs. CLE,NYK,1610612752,CLE,1,42200134,2023-04-23,W,21,1,2,8,0,1,0.0,0,0,,1,2,0.5,1,7,2,2,2,5,10,23.6,0.532,0.532,,107.9,83.8,24.1,0.053,0.292,0.186,0.133,1.0,0.093,0.266,89.47,87.24,0.097,72.7,"APR 23, 2023",240,38,84,0.452,8,29,0.276,18,28,0.643,17,30,47,15,5,7,10,15,102,114.1961486789073,3.0,5.0,33.0,0.4675324675324675,1610612739,114.1961486789073,89.32,89.83999999999999,90.36,0,0.13,0.12,0.12,4.0,5.0,5.0,3.0,3.16,3.16,4.0,,0,1,1
713,Isaiah Hartenstein,1628392,NYK @ CLE,NYK,1610612752,CLE,0,42200135,2023-04-26,W,12,1,2,2,0,1,0.0,0,0,,1,2,0.5,1,1,0,1,0,1,3,9.4,0.532,0.532,,119.0,110.0,9.0,0.083,0.1,0.091,0.25,0.0,0.077,0.266,80.24,83.5,0.053,69.58,"APR 26, 2023",240,37,85,0.435,9,29,0.31,23,29,0.793,17,31,48,21,6,5,10,17,106,116.79153812252092,5.0,2.0,30.0,0.4666666666666667,1610612739,116.79153812252092,90.76,90.68,90.59999999999998,0,0.11,0.11,0.11,3.0,4.2,4.2,3.46,3.27,3.27,,4.33,0,1,1
927,Isaiah Hartenstein,1628392,NYK vs. MIA,NYK,1610612752,MIA,1,42200201,2023-04-30,L,14,2,1,2,1,1,1.0,0,0,,0,0,,2,0,1,1,0,1,6,11.9,2.0,2.0,,107.1,88.9,18.3,0.154,0.0,0.069,0.1,0.0,0.03,1.0,93.28,91.88,0.106,76.57,"APR 30, 2023",240,41,86,0.477,7,34,0.206,12,20,0.6,12,36,48,20,6,4,13,21,101,105.42797494780794,8.0,5.0,39.0,0.4235294117647059,1610612748,105.42797494780794,95.8,95.78000000000002,95.76,0,0.07,0.1,0.1,1.33,3.0,3.83,0.58,2.55,3.06,3.33,,0,1,1
974,Isaiah Hartenstein,1628392,NYK vs. MIA,NYK,1610612752,MIA,1,42200202,2023-05-02,W,26,3,1,9,1,2,0.5,0,0,,1,1,1.0,4,5,1,1,0,5,0,21.3,1.23,1.23,,118.8,116.3,2.4,0.148,0.192,0.17,0.05,0.0,0.036,0.615,89.35,89.54,0.07,74.62,"MAY 02, 2023",240,37,82,0.451,16,40,0.4,21,30,0.7,11,39,50,23,4,2,10,20,111,117.8343949044586,1.0,2.0,34.0,0.4470588235294118,1610612748,117.8343949044586,94.2,92.34,90.48,0,0.05,0.08,0.09,2.0,2.8,3.71,1.0,2.49,2.81,3.25,,0,1,1
1098,Isaiah Hartenstein,1628392,NYK @ MIA,NYK,1610612752,MIA,0,42200203,2023-05-06,L,26,0,1,3,0,0,,0,0,,0,0,,1,2,0,2,0,2,-18,11.1,0.0,0.0,,82.1,114.3,-32.1,0.027,0.067,0.045,0.063,0.0,0.0,0.0,109.73,103.52,0.038,86.26,"MAY 06, 2023",240,31,91,0.341,8,40,0.2,16,22,0.727,14,34,48,15,4,3,13,22,86,86.2760834670947,3.0,5.0,50.0,0.3888888888888889,1610612748,86.2760834670947,99.68,101.66,103.64,0,0.02,0.05,0.08,1.67,1.4,2.57,1.53,1.14,2.37,,3.25,0,1,1
1203,Isaiah Hartenstein,1628392,NYK @ MIA,NYK,1610612752,MIA,0,42200204,2023-05-08,L,15,2,0,3,0,1,0.0,0,0,,2,2,1.0,2,1,0,2,0,0,-9,11.6,1.064,1.064,,92.3,122.2,-29.9,0.111,0.071,0.094,0.0,0.0,0.061,0.532,88.75,85.46,0.103,71.22,"MAY 08, 2023",240,37,76,0.487,9,28,0.321,18,24,0.75,8,27,35,21,5,4,16,23,101,106.81049069373942,7.0,4.0,44.0,0.4705882352941176,1610612748,106.81049069373942,94.56,94.12,93.68,0,0.03,0.04,0.07,1.67,1.6,2.29,1.53,1.14,2.29,,3.0,0,1,1
1296,Isaiah Hartenstein,1628392,NYK vs. MIA,NYK,1610612752,MIA,1,42200205,2023-05-10,W,22,4,1,6,1,1,1.0,0,0,,2,2,1.0,4,2,1,1,0,4,-3,18.7,2.128,2.128,,113.0,127.9,-14.9,0.19,0.095,0.143,0.059,0.0,0.038,1.064,97.92,98.81,0.068,82.34,"MAY 10, 2023",240,35,71,0.493,13,34,0.382,29,40,0.725,14,36,50,23,6,4,18,19,112,120.95032397408208,11.0,4.0,34.0,0.4204545454545454,1610612748,120.95032397408208,92.59999999999998,94.97999999999998,97.36,0,0.03,0.03,0.05,2.0,2.2,1.86,2.0,1.48,1.35,3.4,,0,1,1
1378,Isaiah Hartenstein,1628392,NYK @ MIA,NYK,1610612752,MIA,0,42200206,2023-05-12,L,18,2,0,1,1,2,0.5,0,0,,0,0,,0,1,1,4,0,3,-4,18.2,1.0,1.0,,103.1,102.8,0.3,0.0,0.043,0.026,0.0,0.0,0.057,0.5,95.21,89.18,0.038,74.32,"MAY 12, 2023",240,27,71,0.38,10,35,0.286,28,32,0.875,8,33,41,13,2,9,12,22,92,103.27795240233498,8.0,2.0,40.0,0.4024390243902439,1610612748,103.27795240233498,89.08,91.04,93.0,0,0.05,0.04,0.04,2.67,2.2,2.0,1.15,1.48,1.29,,2.83,0,1,1
76,Derrick White,1628401,BOS vs. ATL,BOS,1610612738,ATL,1,42200111,2023-04-15,W,39,24,7,5,7,13,0.538,4,7,0.571,6,7,0.857,1,4,0,2,2,1,13,44.5,1.493,1.493,G,110.7,96.4,14.3,0.027,0.078,0.057,0.241,3.5,0.188,0.746,103.03,104.08,0.158,86.73,"APR 15, 2023",240,42,88,0.477,13,33,0.394,15,18,0.833,12,46,58,25,6,7,16,15,112,112.0896717373899,13.0,4.0,45.0,0.3877551020408163,1610612737,112.0896717373899,99.92,102.3,104.68,1,0.19,0.19,0.19,24.0,24.0,24.0,,,,24.0,,1,0,0
223,Derrick White,1628401,BOS vs. ATL,BOS,1610612738,ATL,1,42200112,2023-04-18,W,34,26,2,7,11,16,0.688,2,5,0.4,2,2,1.0,0,7,1,3,3,1,2,46.4,1.54,1.54,G,113.5,112.3,1.2,0.0,0.163,0.099,0.091,0.67,0.25,0.77,103.84,104.52,0.174,87.1,"APR 18, 2023",240,48,86,0.558,15,33,0.455,8,10,0.8,5,39,44,28,10,12,14,8,119,119.71830985915491,10.0,4.0,49.0,0.4257425742574257,1610612737,119.71830985915491,99.40000000000002,99.96,100.52,1,0.22,0.22,0.22,25.0,25.0,25.0,1.41,1.41,1.41,25.0,,1,0,0
456,Derrick White,1628401,BOS @ ATL,BOS,1610612738,ATL,0,42200113,2023-04-21,L,30,11,4,2,4,7,0.571,3,4,0.75,0,0,,0,2,1,0,0,5,-14,22.4,1.571,1.571,G,106.2,125.8,-19.6,0.0,0.069,0.032,0.182,0.0,0.101,0.786,107.62,104.34,0.074,86.95,"APR 21, 2023",240,45,92,0.489,21,48,0.438,11,16,0.688,6,23,29,31,11,0,12,17,122,116.14623000761614,5.0,6.0,48.0,0.5604395604395604,1610612737,116.14623000761614,105.04,105.04,105.04,1,0.18,0.18,0.18,20.33,20.33,20.33,8.14,8.14,8.14,,11.0,1,0,0
545,Derrick White,1628401,BOS @ ATL,BOS,1610612738,ATL,0,42200114,2023-04-23,W,32,18,2,2,7,14,0.5,4,9,0.444,0,0,,0,2,0,0,2,3,7,21.4,1.286,1.286,G,122.9,116.2,6.7,0.0,0.056,0.029,0.091,1.0,0.203,0.643,105.99,104.98,0.068,87.48,"APR 23, 2023",240,46,89,0.517,16,40,0.4,21,25,0.84,9,40,49,25,4,5,16,23,129,120.5607476635514,8.0,4.0,42.0,0.4387755102040816,1610612737,120.5607476635514,107.0,108.28000000000002,109.56,1,0.18,0.19,0.19,18.33,19.75,19.75,7.51,6.75,6.75,,14.5,1,0,0
