,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_DAL,TEAM_DEN,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_NYK,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_UTA,TEAM_WAS,OPP_ATL,OPP_BKN,OPP_BOS,OPP_DAL,OPP_DEN,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NYK,OPP_PHI,OPP_PHX,OPP_POR,OPP_UTA,OPP_WAS
1810,Bobby Portis,1626171,MIL vs. PHX,1610612749,1,42000403,2021-07-11,W,18,11,1,8,4,11,0.364,1,3,0.333,2,2,1.0,4,4,0,0,1,3,19,21.1,0.926,0.926,,125.6,78.9,46.7,0.19,0.19,0.19,0.083,1.0,0.277,0.463,100.66,101.08,0.122,84.24,"JUL 11, 2021",240,43,90,0.478,14,36,0.389,20,26,0.769,13,34,47,28,8,2,9,18,120,123.15270935960592,3.0,3.0,36.0,0.4819277108433735,1610612756,123.15270935960592,97.44,97.74,98.04,0,0.22,0.21,0.22,6.0,10.4,10.57,4.58,7.7,6.7,9.38,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1818,Bobby Portis,1626171,MIL vs. PHX,1610612749,1,42000404,2021-07-14,W,20,3,0,5,1,6,0.167,1,1,1.0,0,0,,2,3,1,1,0,1,7,15.0,0.5,0.5,,123.7,100.0,23.7,0.08,0.143,0.109,0.0,0.0,0.125,0.25,91.99,91.57,0.032,76.31,"JUL 14, 2021",240,39,97,0.402,7,29,0.241,24,29,0.828,17,31,48,22,11,3,5,18,109,111.4975450081833,3.0,9.0,40.0,0.5128205128205128,1610612756,111.4975450081833,97.76,98.06,98.36,0,0.21,0.18,0.2,5.33,6.6,8.86,4.93,4.62,6.91,8.67,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1845,Bobby Portis,1626171,MIL @ PHX,1610612749,0,42000405,2021-07-17,W,19,9,0,3,3,6,0.5,2,4,0.5,1,1,1.0,3,0,2,0,0,0,7,18.6,1.398,1.398,,133.3,121.6,11.7,0.143,0.0,0.068,0.0,0.0,0.122,0.699,98.08,94.4,0.107,78.67,"JUL 17, 2021",240,50,87,0.575,14,28,0.5,9,17,0.529,11,26,37,26,7,1,11,17,123,130.18628281117697,9.0,5.0,35.0,0.5517241379310345,1610612756,130.18628281117697,94.48,93.16,91.84,0,0.17,0.18,0.18,7.67,6.0,9.14,4.16,3.87,6.87,,8.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1852,Bobby Portis,1626171,MIL vs. PHX,1610612749,1,42000406,2021-07-20,W,23,16,0,3,6,10,0.6,2,5,0.4,2,2,1.0,0,3,0,1,0,5,6,22.6,1.471,1.471,,106.5,95.6,11.0,0.0,0.136,0.071,0.0,0.0,0.2,0.735,95.05,95.85,0.13,79.88,"JUL 20, 2021",240,37,82,0.451,6,27,0.222,25,29,0.862,11,42,53,20,10,6,18,17,105,103.18396226415094,11.0,4.0,37.0,0.4418604651162791,1610612756,103.18396226415094,101.76,102.06,102.36,0,0.15,0.19,0.18,9.33,8.2,8.29,6.51,5.81,5.15,9.4,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,Rondae Hollis-Jefferson,1626178,POR @ DEN,1610612757,0,42000162,2021-05-24,L,4,2,0,2,1,1,1.0,0,0,,0,1,0.0,0,2,0,0,0,0,2,4.4,1.389,1.389,,100.0,71.4,28.6,0.0,0.667,0.286,0.0,0.0,0.1,0.694,89.6,93.33,0.316,77.78,"MAY 24, 2021",240,35,73,0.479,16,33,0.485,23,28,0.821,10,30,40,15,3,7,21,27,109,113.16445182724252,12.0,3.0,35.0,0.5348837209302325,1610612743,113.16445182724252,96.32,98.76,101.2,0,0.1,0.1,0.1,2.0,2.0,2.0,,,,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,Rondae Hollis-Jefferson,1626178,POR vs. DEN,1610612757,1,42000163,2021-05-27,L,5,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0.0,0.0,0.0,,100.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.82,95.66,0.0,79.72,"MAY 27, 2021",240,45,100,0.45,14,45,0.311,11,13,0.846,14,31,45,20,6,4,7,24,115,116.49108589951378,4.0,4.0,45.0,0.4642857142857143,1610612743,116.49108589951378,98.71999999999998,97.8,96.88,0,0.05,0.05,0.05,1.0,1.0,1.0,1.41,1.41,1.41,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,Rondae Hollis-Jefferson,1626178,POR vs. DEN,1610612757,1,42000164,2021-05-29,W,9,2,0,2,1,1,1.0,0,0,,0,0,,1,1,0,0,0,3,-5,4.4,2.0,2.0,,106.3,129.4,-23.2,0.125,0.1,0.111,0.0,0.0,0.056,1.0,90.55,88.82,0.015,74.02,"MAY 29, 2021",240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,118.55670103092784,5.0,5.0,47.0,0.3404255319148936,1610612743,118.55670103092784,97.0,96.84,96.68,0,0.05,0.05,0.05,1.33,1.33,1.33,1.15,1.15,1.15,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
721,Rondae Hollis-Jefferson,1626178,POR @ DEN,1610612757,0,42000165,2021-06-01,L,9,4,0,1,1,1,1.0,0,0,,2,2,1.0,0,1,0,0,0,1,-21,5.2,2.128,2.128,,81.3,178.9,-97.7,0.0,0.167,0.059,0.0,0.0,0.111,1.064,95.78,94.49,0.098,78.74,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743,116.9004676018704,119.76,117.92,116.08,0,0.06,0.07,0.07,2.0,2.0,2.0,2.0,1.63,1.63,,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
911,Rondae Hollis-Jefferson,1626178,POR vs. DEN,1610612757,1,42000166,2021-06-03,L,9,2,0,3,1,2,0.5,0,0,,0,0,,2,1,1,1,0,1,3,11.6,1.0,1.0,,83.3,66.7,16.7,0.222,0.083,0.143,0.0,0.0,0.1,0.5,90.71,91.32,0.167,76.1,"JUN 03, 2021",240,40,79,0.506,15,36,0.417,20,22,0.909,8,29,37,24,7,7,16,22,115,118.94911046752172,8.0,3.0,39.0,0.5116279069767442,1610612743,118.94911046752172,96.68,98.28000000000002,99.88,0,0.09,0.07,0.07,2.67,2.0,2.0,1.15,1.41,1.41,1.33,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,Norman Powell,1626181,POR @ DEN,1610612757,0,42000161,2021-05-22,W,37,10,4,3,3,11,0.273,1,4,0.25,3,3,1.0,2,1,1,0,1,1,-5,21.6,0.812,0.812,F,117.1,120.8,-3.7,0.045,0.025,0.036,0.148,4.0,0.16,0.406,96.26,93.11,0.043,77.6,"MAY 22, 2021",240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,128.98489932885906,3.0,7.0,48.0,0.5053763440860215,1610612743,128.98489932885906,95.36,94.44,93.52,1,0.16,0.16,0.16,10.0,10.0,10.0,,,,,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,Norman Powell,1626181,POR @ DEN,1610612757,0,42000162,2021-05-24,L,26,15,0,0,5,9,0.556,0,3,0.0,5,6,0.833,0,0,0,2,0,3,-26,21.0,1.289,1.289,F,94.3,139.6,-45.3,0.0,0.0,0.0,0.0,0.0,0.218,0.644,99.1,97.88,0.079,81.56,"MAY 24, 2021",240,35,73,0.479,16,33,0.485,23,28,0.821,10,30,40,15,3,7,21,27,109,113.16445182724252,12.0,3.0,35.0,0.5348837209302325,1610612743,113.16445182724252,96.32,98.76,101.2,1,0.19,0.19,0.19,12.5,12.5,12.5,3.54,3.54,3.54,,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,Norman Powell,1626181,POR vs. DEN,1610612757,1,42000163,2021-05-27,L,36,18,2,4,8,14,0.571,2,6,0.333,0,0,,0,4,1,2,2,3,2,32.8,1.286,1.286,F,122.4,119.7,2.6,0.0,0.108,0.052,0.067,1.0,0.182,0.643,101.61,100.57,0.092,83.81,"MAY 27, 2021",240,45,100,0.45,14,45,0.311,11,13,0.846,14,31,45,20,6,4,7,24,115,116.49108589951378,4.0,4.0,45.0,0.4642857142857143,1610612743,116.49108589951378,98.71999999999998,97.8,96.88,1,0.19,0.19,0.19,14.33,14.33,14.33,4.04,4.04,4.04,18.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
532,Norman Powell,1626181,POR vs. DEN,1610612757,1,42000164,2021-05-29,W,34,29,1,2,11,15,0.733,4,4,1.0,3,3,1.0,0,2,1,2,1,1,26,40.9,1.777,1.777,F,131.3,92.5,38.8,0.0,0.043,0.026,0.05,1.0,0.236,0.888,98.99,93.81,0.208,78.17,"MAY 29, 2021",240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,118.55670103092784,5.0,5.0,47.0,0.3404255319148936,1610612743,118.55670103092784,97.0,96.84,96.68,1,0.21,0.2,0.2,20.67,18.0,18.0,7.37,8.04,8.04,23.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761,Norman Powell,1626181,POR @ DEN,1610612757,0,42000165,2021-06-01,L,51,13,3,0,5,14,0.357,0,3,0.0,3,4,0.75,0,0,1,0,2,4,11,18.5,0.825,0.825,F,129.3,118.2,11.1,0.0,0.0,0.0,0.077,1.5,0.159,0.412,98.29,93.82,0.005,78.18,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743,116.9004676018704,119.76,117.92,116.08,1,0.19,0.19,0.19,20.0,17.0,17.0,8.19,7.31,7.31,,12.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
869,Norman Powell,1626181,POR vs. DEN,1610612757,1,42000166,2021-06-03,L,32,17,2,4,6,13,0.462,3,6,0.5,2,2,1.0,1,3,1,0,1,5,-2,26.8,1.225,1.225,F,135.9,134.8,1.1,0.037,0.107,0.073,0.08,2.0,0.205,0.612,96.99,96.69,0.062,80.58,"JUN 03, 2021",240,40,79,0.506,15,36,0.417,20,22,0.909,8,29,37,24,7,7,16,22,115,118.94911046752172,8.0,3.0,39.0,0.5116279069767442,1610612743,118.94911046752172,96.68,98.28000000000002,99.88,1,0.2,0.2,0.19,19.67,18.4,17.0,8.33,6.23,6.54,21.33,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,Pat Connaughton,1626192,MIL vs. MIA,1610612749,1,42000121,2021-05-22,W,10,2,1,4,1,2,0.5,0,1,0.0,0,0,,2,2,0,0,1,1,-8,7.3,1.0,1.0,,63.6,100.0,-36.4,0.167,0.154,0.16,0.2,1.0,0.12,0.5,98.91,104.21,0.085,86.84,"MAY 22, 2021",265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,96.87166725915392,8.0,3.0,51.0,0.3636363636363636,1610612748,96.87166725915392,112.52,112.44,112.36,0,0.12,0.12,0.12,2.0,2.0,2.0,,,,2.0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,Pat Connaughton,1626192,MIL vs. MIA,1610612749,1,42000122,2021-05-24,W,19,15,1,3,5,9,0.556,5,9,0.556,0,0,,2,1,0,0,0,1,4,20.1,1.667,1.667,,126.3,107.3,19.0,0.1,0.05,0.075,0.083,0.0,0.196,0.833,99.93,97.71,0.169,81.42,"MAY 24, 2021",240,46,94,0.489,22,53,0.415,18,20,0.9,21,40,61,34,8,5,15,25,132,136.36363636363637,6.0,2.0,36.0,0.4024390243902439,1610612748,136.36363636363637,96.8,98.09999999999998,99.40000000000002,0,0.16,0.16,0.16,8.5,8.5,8.5,9.19,9.19,9.19,8.5,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,Pat Connaughton,1626192,MIL @ MIA,1610612749,0,42000123,2021-05-27,W,18,9,1,3,3,6,0.5,3,5,0.6,0,0,,0,3,0,0,0,0,19,14.1,1.5,1.5,,138.9,81.6,57.3,0.0,0.158,0.086,0.067,0.0,0.143,0.75,96.68,99.59,0.148,82.99,"MAY 27, 2021",240,43,89,0.483,13,36,0.361,14,18,0.778,10,45,55,25,6,2,15,19,113,110.8712715855573,9.0,6.0,42.0,0.3764705882352941,1610612748,110.8712715855573,101.92,100.32,98.71999999999998,0,0.15,0.15,0.15,8.67,8.67,8.67,6.51,6.51,6.51,,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
554,Pat Connaughton,1626192,MIL @ MIA,1610612749,0,42000124,2021-05-29,W,22,2,0,5,1,5,0.2,0,4,0.0,0,0,,1,4,0,0,0,1,2,8.0,0.4,0.4,G,95.9,93.8,2.2,0.042,0.16,0.102,0.0,0.0,0.091,0.2,103.22,108.26,0.02,90.22,"MAY 29, 2021",240,46,99,0.465,13,42,0.31,15,18,0.833,15,41,56,29,5,4,11,18,120,116.5954139137194,6.0,3.0,40.0,0.4395604395604395,1610612748,116.5954139137194,102.92,102.04,101.16,1,0.14,0.14,0.14,8.67,7.0,7.0,6.51,6.27,6.27,,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
948,Pat Connaughton,1626192,MIL @ BKN,1610612749,0,42000211,2021-06-05,L,20,3,1,4,1,2,0.5,0,1,0.0,1,1,1.0,0,4,1,1,1,0,1,14.3,1.23,1.23,,97.7,97.6,0.1,0.0,0.16,0.075,0.063,1.0,0.058,0.615,105.5,102.37,0.111,85.31,"JUN 05, 2021",240,45,101,0.446,6,30,0.2,11,19,0.579,15,43,58,21,4,3,14,15,107,98.74492432631968,7.0,6.0,47.0,0.4693877551020408,1610612751,98.74492432631968,108.36,106.16,103.96,0,0.1,0.12,0.12,4.67,6.2,6.2,3.79,5.72,5.72,,4.67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Pat Connaughton,1626192,MIL @ BKN,1610612749,0,42000212,2021-06-07,L,14,0,0,4,0,1,0.0,0,1,0.0,0,0,,1,3,0,0,1,0,-21,3.8,0.0,0.0,,80.8,161.5,-80.8,0.077,0.25,0.16,0.0,0.0,0.067,0.0,87.08,90.57,0.023,75.47,"JUN 07, 2021",240,37,84,0.44,8,27,0.296,4,9,0.444,11,33,44,14,2,3,16,12,86,92.51290877796905,8.0,3.0,42.0,0.5212765957446809,1610612751,92.51290877796905,92.96,94.52,96.08,0,0.07,0.11,0.11,1.67,5.8,5.17,1.53,6.14,5.71,,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Pat Connaughton,1626192,MIL vs. BKN,1610612749,1,42000213,2021-06-10,W,13,2,1,3,1,2,0.5,0,1,0.0,0,0,,1,2,0,0,0,1,-5,7.1,1.0,1.0,,88.0,100.0,-12.0,0.071,0.118,0.097,0.167,0.0,0.067,0.5,95.99,97.56,0.108,81.3,"JUN 10, 2021",240,34,90,0.378,6,31,0.194,12,19,0.632,7,49,56,12,3,8,10,12,86,84.84609313338595,8.0,5.0,50.0,0.3617021276595745,1610612751,84.84609313338595,101.36,99.44,97.52,0,0.06,0.09,0.11,1.67,3.2,4.71,1.53,3.42,5.35,6.33,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Pat Connaughton,1626192,MIL vs. BKN,1610612749,1,42000214,2021-06-13,W,22,8,3,2,2,5,0.4,2,5,0.4,2,2,1.0,1,1,4,2,1,1,23,31.9,1.361,1.361,,125.0,82.4,42.6,0.05,0.043,0.047,0.143,3.0,0.125,0.68,114.62,114.58,0.122,95.48,"JUN 13, 2021",240,39,88,0.443,16,47,0.34,13,20,0.65,4,38,42,27,10,7,12,22,107,102.09923664122138,7.0,3.0,43.0,0.4337349397590361,1610612751,102.09923664122138,104.8,104.86,104.92,0,0.09,0.08,0.11,3.33,3.0,5.57,4.16,3.0,5.32,6.75,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Pat Connaughton,1626192,MIL @ BKN,1610612749,0,42000215,2021-06-15,L,32,10,1,6,4,7,0.571,1,3,0.333,1,1,1.0,1,5,0,1,0,1,-6,21.7,1.344,1.344,,110.9,124.2,-13.3,0.034,0.217,0.115,0.043,0.0,0.099,0.672,93.4,94.57,0.096,78.81,"JUN 15, 2021",240,41,83,0.494,13,32,0.406,13,17,0.765,4,31,35,18,6,5,12,24,108,109.66693744922826,4.0,4.0,36.0,0.4935064935064935,1610612751,109.66693744922826,98.48,96.74,95.0,0,0.1,0.08,0.09,6.67,4.6,4.86,4.16,4.22,4.02,,4.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Pat Connaughton,1626192,MIL vs. BKN,1610612749,1,42000216,2021-06-17,W,22,0,0,2,0,5,0.0,0,5,0.0,0,0,,0,2,0,0,0,1,1,2.4,0.0,0.0,,114.3,106.8,7.5,0.0,0.1,0.043,0.0,0.0,0.098,0.0,92.05,94.25,-0.053,78.54,"JUN 17, 2021",240,37,82,0.451,7,33,0.212,23,28,0.821,15,36,51,14,12,6,13,13,104,112.65164644714038,11.0,1.0,39.0,0.4444444444444444,1610612751,112.65164644714038,92.32,93.24,94.16,0,0.11,0.09,0.09,6.0,4.0,3.57,5.29,4.69,3.91,5.4,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,Pat Connaughton,1626192,MIL @ BKN,1610612749,0,42000217,2021-06-19,W,23,9,0,4,3,5,0.6,3,5,0.6,0,0,,1,3,0,0,0,2,10,13.8,1.8,1.8,,122.7,104.8,18.0,0.038,0.143,0.085,0.0,0.0,0.093,0.9,88.25,88.46,0.104,73.71,"JUN 19, 2021",265,43,98,0.439,15,36,0.417,14,21,0.667,18,30,48,20,9,7,7,20,115,119.4929343308396,4.0,3.0,46.0,0.4642857142857143,1610612751,119.4929343308396,96.24,96.62,97.0,0,0.1,0.1,0.09,6.33,5.8,4.57,5.51,4.49,4.31,,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,Pat Connaughton,1626192,MIL vs. ATL,1610612749,1,42000301,2021-06-23,L,29,4,0,5,1,6,0.167,0,4,0.0,2,2,1.0,1,4,0,0,0,1,4,10.0,0.581,0.581,,119.4,111.1,8.2,0.03,0.133,0.079,0.0,0.0,0.096,0.291,106.38,104.41,0.019,87.01,"JUN 23, 2021",240,47,102,0.461,8,36,0.222,11,14,0.786,12,33,45,27,6,4,8,14,113,108.48694316436251,5.0,2.0,51.0,0.4947368421052631,1610612737,108.48694316436251,104.16,102.59999999999998,101.04,0,0.1,0.1,0.09,4.33,6.2,4.71,4.51,4.15,4.27,5.17,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Pat Connaughton,1626192,MIL vs. ATL,1610612749,1,42000302,2021-06-25,W,13,9,1,2,3,3,1.0,3,3,1.0,0,0,,1,1,1,0,2,5,9,13.9,3.0,3.0,,142.9,110.7,32.1,0.091,0.091,0.091,0.083,0.5,0.161,1.5,103.36,101.41,0.093,84.51,"JUN 25, 2021",240,50,96,0.521,15,41,0.366,10,16,0.625,16,31,47,29,14,3,15,20,125,122.50098000784008,8.0,4.0,34.0,0.4146341463414634,1610612737,122.50098000784008,102.04,101.76,101.48,0,0.12,0.11,0.11,7.33,6.4,6.0,2.89,4.28,3.96,5.71,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,Pat Connaughton,1626192,MIL @ ATL,1610612749,0,42000303,2021-06-27,W,32,5,1,8,2,3,0.667,1,2,0.5,0,0,,4,4,0,1,1,1,25,18.1,1.667,1.667,,128.1,87.7,40.4,0.121,0.111,0.116,0.034,1.0,0.051,0.833,96.37,96.4,0.086,80.33,"JUN 27, 2021",240,45,88,0.511,11,29,0.379,12,21,0.571,15,35,50,27,8,5,11,18,113,121.1926211926212,8.0,7.0,35.0,0.4642857142857143,1610612737,121.1926211926212,93.24,93.64,94.04,0,0.1,0.1,0.1,6.0,5.4,6.43,2.65,3.78,3.6,,5.43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Pat Connaughton,1626192,MIL @ ATL,1610612749,0,42000304,2021-06-29,L,26,3,1,2,1,3,0.333,0,2,0.0,1,1,1.0,2,0,0,1,0,2,-21,9.9,0.872,0.872,,94.3,134.0,-39.6,0.067,0.0,0.038,0.059,0.0,0.051,0.436,93.85,96.36,0.013,80.3,"JUN 29, 2021",240,33,84,0.393,8,39,0.205,14,19,0.737,12,31,43,19,6,3,15,18,88,92.28187919463087,11.0,4.0,43.0,0.5058823529411764,1610612737,92.28187919463087,95.36,94.54,93.71999999999998,0,0.09,0.09,0.09,5.67,6.0,5.71,3.06,2.83,3.73,,5.12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Pat Connaughton,1626192,MIL vs. ATL,1610612749,1,42000305,2021-07-01,W,21,9,0,1,3,7,0.429,1,4,0.25,2,2,1.0,0,1,1,0,0,4,-2,13.2,1.142,1.142,,102.2,106.5,-4.3,0.0,0.043,0.021,0.0,0.0,0.151,0.571,100.21,104.48,0.038,87.07,"JUL 01, 2021",240,48,95,0.505,9,29,0.31,18,25,0.72,14,33,47,28,11,5,8,17,123,123.0,6.0,5.0,40.0,0.4555555555555555,1610612737,123.0,100.0,99.68,99.36,0,0.08,0.1,0.1,5.67,6.0,5.57,3.06,2.83,3.55,6.12,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,Pat Connaughton,1626192,MIL @ ATL,1610612749,0,42000306,2021-07-03,W,30,13,1,8,5,8,0.625,3,6,0.5,0,0,,1,7,2,0,0,2,5,30.1,1.625,1.625,,114.3,109.8,4.4,0.032,0.219,0.127,0.05,0.0,0.108,0.813,98.99,98.93,0.152,82.44,"JUL 03, 2021",240,41,89,0.461,17,45,0.378,19,21,0.905,12,34,46,24,11,5,14,23,118,117.71747805267358,11.0,2.0,43.0,0.4130434782608695,1610612737,117.71747805267358,100.24,102.68,105.12,0,0.1,0.1,0.1,8.33,7.8,7.43,5.03,3.9,3.55,,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Pat Connaughton,1626192,MIL @ PHX,1610612749,0,42000401,2021-07-06,L,28,8,0,2,3,6,0.5,2,4,0.5,0,0,,0,2,1,0,0,4,2,13.4,1.333,1.333,,106.7,103.3,3.3,0.0,0.067,0.036,0.0,0.0,0.092,0.667,99.03,101.29,0.037,84.41,"JUL 06, 2021",240,40,88,0.455,16,36,0.444,9,16,0.563,9,38,47,21,4,2,13,18,105,106.01777059773826,9.0,1.0,43.0,0.4659090909090909,1610612756,106.01777059773826,99.04,100.74,102.44,0,0.12,0.09,0.1,10.0,7.6,7.29,2.65,3.85,3.5,,6.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1776,Pat Connaughton,1626192,MIL @ PHX,1610612749,0,42000402,2021-07-08,L,34,14,1,7,5,10,0.5,4,9,0.444,0,0,,4,3,0,0,2,3,-14,21.9,1.4,1.4,,109.2,128.8,-19.6,0.098,0.107,0.101,0.045,0.5,0.15,0.7,94.34,93.71,0.072,78.09,"JUL 08, 2021",240,42,93,0.452,9,31,0.29,15,23,0.652,18,28,46,21,8,7,9,17,108,114.74713132171696,7.0,2.0,43.0,0.4886363636363636,1610612756,114.74713132171696,94.12,94.64,95.16,0,0.12,0.11,0.11,11.67,9.4,8.71,3.21,4.39,3.95,,6.91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
