,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_DAL,TEAM_DEN,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_NYK,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_UTA,TEAM_WAS,OPP_ATL,OPP_BKN,OPP_BOS,OPP_DAL,OPP_DEN,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NYK,OPP_PHI,OPP_PHX,OPP_POR,OPP_UTA,OPP_WAS
406,Chris Paul,101108,PHX @ LAL,1610612756,0,42000153,2021-05-27,L,27,7,6,5,3,8,0.375,0,0,,1,2,0.5,0,5,1,0,2,2,-20,23.0,0.788,0.788,G,68.4,103.5,-35.1,0.0,0.167,0.078,0.5,3.0,0.18,0.394,100.19,99.98,0.122,83.31,"MAY 27, 2021",240,35,82,0.427,11,29,0.379,14,18,0.778,8,27,35,24,8,6,17,24,95,96.03720177921554,10.0,4.0,51.0,0.4418604651162791,1610612747,96.03720177921554,98.92,101.56,104.2,1,0.17,0.17,0.17,6.67,6.67,6.67,0.58,0.58,0.58,,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
632,Chris Paul,101108,PHX @ LAL,1610612756,0,42000154,2021-05-30,W,32,18,9,3,7,15,0.467,0,3,0.0,4,4,1.0,1,2,3,0,0,1,9,44.1,1.074,1.074,G,103.0,88.1,15.0,0.029,0.065,0.045,0.429,0.0,0.233,0.537,97.38,100.75,0.197,83.96,"MAY 30, 2021",240,37,85,0.435,10,35,0.286,16,21,0.762,9,40,49,24,12,4,10,20,100,104.99790004199916,3.0,5.0,50.0,0.3950617283950617,1610612747,104.99790004199916,95.24,95.74,96.24,1,0.21,0.18,0.18,10.33,9.5,9.5,6.66,5.69,5.69,,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
772,Chris Paul,101108,PHX vs. LAL,1610612756,1,42000155,2021-06-01,W,23,9,6,4,3,9,0.333,1,3,0.333,2,2,1.0,0,4,1,0,2,0,34,23.8,0.911,0.911,G,137.8,62.2,75.6,0.0,0.143,0.08,0.286,3.0,0.231,0.455,97.37,94.19,0.179,78.49,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747,110.32233307751343,104.24,101.74,99.24,1,0.21,0.19,0.19,11.33,9.4,9.4,5.86,4.93,4.93,7.33,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
898,Chris Paul,101108,PHX @ LAL,1610612756,0,42000156,2021-06-03,W,29,8,12,2,4,12,0.333,0,3,0.0,0,0,,0,2,0,0,1,4,3,27.4,0.667,0.667,G,130.8,120.4,10.4,0.0,0.074,0.042,0.545,12.0,0.232,0.333,88.49,88.26,0.064,73.55,"JUN 03, 2021",240,37,73,0.507,18,35,0.514,21,22,0.955,8,34,42,24,5,9,12,17,113,130.36455929856945,5.0,3.0,35.0,0.4175824175824176,1610612747,130.36455929856945,86.68,90.36,94.04,1,0.23,0.22,0.2,11.67,9.6,9.17,5.51,4.83,4.45,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1008,Chris Paul,101108,PHX vs. DEN,1610612756,1,42000231,2021-06-07,W,36,21,11,6,8,14,0.571,2,3,0.667,3,3,1.0,1,5,1,0,1,2,13,46.7,1.371,1.371,G,134.3,115.7,18.6,0.034,0.152,0.097,0.393,11.0,0.208,0.685,95.55,94.34,0.157,78.61,"JUN 07, 2021",240,46,85,0.541,13,34,0.382,17,20,0.85,7,37,44,30,8,4,10,12,122,126.03305785123968,10.0,4.0,41.0,0.4673913043478261,1610612743,126.03305785123968,96.8,95.71999999999998,94.64,1,0.22,0.22,0.2,12.67,12.6,10.86,7.23,6.43,6.04,10.75,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1114,Chris Paul,101108,PHX vs. DEN,1610612756,1,42000232,2021-06-09,W,31,17,15,5,6,10,0.6,2,2,1.0,3,3,1.0,1,4,0,1,0,2,26,48.5,1.502,1.502,G,129.7,87.7,42.0,0.033,0.111,0.076,0.625,0.0,0.155,0.751,99.88,101.45,0.238,84.54,"JUN 09, 2021",240,45,94,0.479,18,38,0.474,15,17,0.882,8,44,52,27,3,4,7,18,123,122.4124203821656,4.0,6.0,46.0,0.4,1610612743,122.4124203821656,100.48,99.64,98.8,1,0.2,0.21,0.21,15.33,14.6,12.29,6.66,5.77,6.16,12.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1169,Chris Paul,101108,PHX @ DEN,1610612756,0,42000233,2021-06-11,W,37,27,8,6,9,16,0.563,2,3,0.667,7,7,1.0,0,6,3,0,2,0,8,53.2,1.415,1.415,G,116.2,105.4,10.8,0.0,0.128,0.076,0.364,4.0,0.263,0.708,96.86,96.0,0.243,80.0,"JUN 11, 2021",240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,118.60940695296524,4.0,3.0,46.0,0.4105263157894737,1610612743,118.60940695296524,97.8,97.92,98.04,1,0.21,0.22,0.21,21.67,16.4,15.29,5.03,8.05,7.54,,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1264,Chris Paul,101108,PHX @ DEN,1610612756,0,42000234,2021-06-13,W,40,37,7,3,14,19,0.737,0,0,,9,9,1.0,0,3,2,0,2,2,1,55.1,1.611,1.611,G,118.2,117.0,1.1,0.0,0.071,0.041,0.304,3.5,0.263,0.806,106.77,106.89,0.225,89.08,"JUN 13, 2021",240,44,85,0.518,8,22,0.364,29,31,0.935,7,41,48,18,6,6,14,21,125,118.32639151836426,6.0,3.0,37.0,0.4591836734693877,1610612743,118.32639151836426,105.64,106.94,108.24,1,0.23,0.22,0.23,27.0,22.0,19.57,10.0,10.86,10.13,,19.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1563,Chris Paul,101108,PHX @ LAC,1610612756,0,42000313,2021-06-24,L,39,15,12,2,5,19,0.263,2,7,0.286,3,3,1.0,0,2,3,0,2,3,-15,42.4,0.738,0.738,G,100.0,122.7,-22.7,0.0,0.061,0.027,0.48,6.0,0.253,0.369,93.25,94.02,0.083,78.35,"JUN 24, 2021",240,35,90,0.389,10,32,0.313,12,13,0.923,11,32,43,24,5,3,10,19,92,97.12837837837836,8.0,5.0,51.0,0.4512195121951219,1610612746,97.12837837837836,94.71999999999998,94.14,93.56,1,0.26,0.23,0.23,26.33,23.4,19.14,11.02,8.88,10.27,,18.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1598,Chris Paul,101108,PHX @ LAC,1610612756,0,42000314,2021-06-26,W,38,18,7,4,6,22,0.273,0,3,0.0,6,7,0.857,0,4,1,0,4,4,3,32.3,0.718,0.718,G,84.5,78.1,6.4,0.0,0.082,0.042,0.412,1.75,0.337,0.359,92.49,92.16,0.07,76.8,"JUN 26, 2021",240,31,86,0.36,4,20,0.2,18,21,0.857,17,42,59,16,4,8,14,27,84,91.06678230702516,4.0,2.0,51.0,0.3253012048192771,1610612746,91.06678230702516,92.24,92.16,92.08,1,0.28,0.25,0.24,23.33,22.8,20.43,11.93,9.18,9.31,,18.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1644,Chris Paul,101108,PHX vs. LAC,1610612756,1,42000315,2021-06-28,L,36,22,8,3,8,19,0.421,0,6,0.0,6,6,1.0,0,3,0,0,2,2,-15,35.6,1.017,1.017,G,108.6,130.0,-21.4,0.0,0.12,0.05,0.381,4.0,0.286,0.508,96.53,94.01,0.114,78.34,"JUN 28, 2021",240,38,84,0.452,9,26,0.346,17,20,0.85,7,34,41,22,6,1,14,19,102,102.20440881763528,8.0,2.0,40.0,0.5476190476190477,1610612746,102.20440881763528,99.8,98.7,97.59999999999998,1,0.29,0.28,0.25,18.33,23.8,22.43,3.51,8.64,7.52,13.67,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1690,Chris Paul,101108,PHX @ LAC,1610612756,0,42000316,2021-06-30,W,35,41,8,4,16,24,0.667,7,8,0.875,2,3,0.667,1,3,3,0,0,2,22,66.8,1.619,1.619,G,133.8,103.0,30.8,0.034,0.086,0.063,0.381,0.0,0.312,0.81,92.12,92.75,0.32,77.29,"JUN 30, 2021",240,53,94,0.564,17,31,0.548,7,11,0.636,10,37,47,27,5,4,9,21,130,132.8699918233851,5.0,3.0,32.0,0.4177215189873418,1610612746,132.8699918233851,97.84,95.96,94.08,1,0.31,0.29,0.27,27.0,26.6,25.29,12.29,11.67,10.21,,21.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1770,Chris Paul,101108,PHX vs. MIL,1610612756,1,42000401,2021-07-06,W,37,32,9,4,12,19,0.632,4,7,0.571,4,4,1.0,1,3,1,0,2,0,17,51.3,1.541,1.541,G,121.0,103.8,17.1,0.029,0.073,0.053,0.375,4.5,0.259,0.771,101.46,102.12,0.216,85.1,"JUL 06, 2021",240,41,88,0.466,11,34,0.324,25,26,0.962,6,37,43,18,9,1,9,14,118,115.18937914877002,4.0,2.0,47.0,0.4545454545454545,1610612749,115.18937914877002,102.44,100.74,99.04,1,0.29,0.29,0.28,31.67,25.6,27.43,9.5,10.74,9.74,16.29,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1783,Chris Paul,101108,PHX vs. MIL,1610612756,1,42000402,2021-07-08,W,41,23,8,4,10,20,0.5,3,5,0.6,0,1,0.0,2,2,1,0,6,3,9,36.8,1.125,1.125,G,121.4,114.8,6.6,0.049,0.044,0.047,0.286,1.33,0.271,0.563,94.88,95.53,0.082,79.61,"JUL 08, 2021",240,43,88,0.489,20,40,0.5,12,14,0.857,11,32,43,26,7,2,12,19,118,124.00168137873057,8.0,7.0,46.0,0.4516129032258064,1610612749,124.00168137873057,95.16,94.64,94.12,1,0.28,0.29,0.28,32.0,27.2,26.86,9.0,9.26,9.89,17.12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1794,Chris Paul,101108,PHX @ MIL,1610612756,0,42000403,2021-07-11,L,34,19,9,0,8,14,0.571,1,4,0.25,2,3,0.667,0,0,1,0,4,2,-13,31.5,1.24,1.24,G,113.2,130.4,-17.2,0.0,0.0,0.0,0.391,2.25,0.26,0.62,97.78,97.63,0.109,81.36,"JUL 11, 2021",240,40,83,0.482,9,31,0.29,11,16,0.688,6,30,36,21,3,3,14,24,100,101.99918400652794,8.0,2.0,47.0,0.4777777777777778,1610612749,101.99918400652794,98.04,97.74,97.44,1,0.26,0.28,0.28,24.67,27.4,24.29,6.66,9.02,9.12,,21.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1825,Chris Paul,101108,PHX @ MIL,1610612756,0,42000404,2021-07-14,L,37,10,7,4,5,13,0.385,0,2,0.0,0,0,,0,4,0,0,5,4,-10,20.3,0.769,0.769,G,101.3,117.8,-16.5,0.0,0.089,0.053,0.292,1.4,0.225,0.385,98.93,96.99,0.029,80.82,"JUL 14, 2021",240,40,78,0.513,7,23,0.304,16,19,0.842,5,35,40,18,3,9,17,24,103,104.71736478243189,11.0,3.0,48.0,0.4020618556701031,1610612749,104.71736478243189,98.36,98.06,97.76,1,0.25,0.27,0.28,17.33,25.0,23.57,6.66,11.94,10.11,,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1831,Chris Paul,101108,PHX vs. MIL,1610612756,1,42000405,2021-07-17,L,35,21,11,2,9,15,0.6,3,3,1.0,0,0,,0,2,0,1,1,5,-6,41.9,1.4,1.4,G,133.3,146.3,-12.9,0.0,0.071,0.036,0.407,11.0,0.208,0.7,95.2,92.33,0.123,76.94,"JUL 17, 2021",240,48,87,0.552,13,19,0.684,10,11,0.909,8,27,35,23,9,5,8,20,119,129.5731707317073,7.0,1.0,37.0,0.5747126436781609,1610612749,129.5731707317073,91.84,93.16,94.48,1,0.23,0.24,0.26,16.67,21.0,24.0,5.86,7.91,9.9,17.56,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1849,Chris Paul,101108,PHX @ MIL,1610612756,0,42000406,2021-07-20,L,39,26,5,2,11,19,0.579,1,2,0.5,3,4,0.75,1,1,1,0,3,5,-8,35.9,1.252,1.252,G,91.7,101.2,-9.5,0.026,0.027,0.026,0.263,1.67,0.258,0.626,104.06,102.81,0.123,85.68,"JUL 20, 2021",240,38,86,0.442,6,25,0.24,16,19,0.842,6,31,37,14,11,4,14,21,98,95.74052364204768,10.0,6.0,53.0,0.4512195121951219,1610612749,95.74052364204768,102.36,102.06,101.76,1,0.23,0.24,0.26,19.0,19.8,24.57,8.19,6.06,9.88,,20.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1225,Ersan Ilyasova,101141,UTA @ LAC,1610612762,0,42000223,2021-06-12,L,3,4,0,0,1,2,0.5,0,1,0.0,2,2,1.0,0,0,0,0,0,0,-4,4.0,1.389,1.389,,133.3,171.4,-38.1,0.0,0.0,0.0,0.0,0.0,0.5,0.694,85.28,90.87,0.154,75.73,"JUN 12, 2021",240,36,84,0.429,19,44,0.432,15,17,0.882,9,29,38,15,7,1,13,22,106,111.0180142438207,6.0,2.0,41.0,0.5617977528089888,1610612746,111.0180142438207,95.48,95.26,95.04,0,0.5,0.5,0.5,4.0,4.0,4.0,,,,,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,Lou Williams,101150,ATL @ NYK,1610612737,0,42000131,2021-05-23,W,13,13,2,0,6,9,0.667,1,1,1.0,0,0,,0,0,0,0,0,1,2,16.0,1.444,1.444,,116.0,103.8,12.2,0.0,0.0,0.0,0.333,0.0,0.346,0.722,99.12,96.25,0.234,80.21,"MAY 23, 2021",240,42,90,0.467,12,34,0.353,11,12,0.917,7,35,42,17,6,7,6,13,107,113.49172677131946,3.0,4.0,49.0,0.4468085106382978,1610612752,113.49172677131946,94.28000000000002,96.44,98.59999999999998,0,0.35,0.35,0.35,13.0,13.0,13.0,,,,,13.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,Lou Williams,101150,ATL @ NYK,1610612737,0,42000132,2021-05-26,L,13,5,1,0,1,6,0.167,0,1,0.0,3,3,1.0,0,0,2,0,2,0,-14,10.5,0.683,0.683,,59.3,107.1,-47.9,0.0,0.0,0.0,0.25,0.5,0.31,0.342,104.69,105.46,0.036,87.88,"MAY 26, 2021",240,31,84,0.369,12,44,0.273,18,22,0.818,6,35,41,17,5,12,13,21,92,91.37862534763606,8.0,2.0,54.0,0.3829787234042553,1610612752,91.37862534763606,100.68,100.90000000000002,101.12,0,0.33,0.33,0.33,9.0,9.0,9.0,5.66,5.66,5.66,,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,Lou Williams,101150,ATL vs. NYK,1610612737,1,42000133,2021-05-28,W,11,9,2,0,4,6,0.667,1,2,0.5,0,0,,0,0,0,0,3,0,2,9.0,1.5,1.5,,119.0,104.5,14.5,0.0,0.0,0.0,0.333,0.67,0.409,0.75,89.38,92.83,0.171,77.36,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752,114.72902097902096,91.52,91.86,92.2,0,0.36,0.36,0.36,9.0,9.0,9.0,4.0,4.0,4.0,9.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
583,Lou Williams,101150,ATL vs. NYK,1610612737,1,42000134,2021-05-30,W,11,0,3,0,0,3,0.0,0,0,,0,0,,0,0,1,0,0,0,11,7.5,0.0,0.0,,138.1,78.3,59.8,0.0,0.0,0.0,0.3,0.0,0.143,0.0,96.84,99.19,0.02,82.65,"MAY 30, 2021",240,36,82,0.439,15,39,0.385,26,28,0.929,9,39,48,24,4,2,10,22,113,118.54804867813682,7.0,2.0,39.0,0.419753086419753,1610612752,118.54804867813682,95.32,94.71999999999998,94.12,0,0.29,0.3,0.3,4.67,6.75,6.75,4.51,5.56,5.56,4.5,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
846,Lou Williams,101150,ATL @ NYK,1610612737,0,42000135,2021-06-02,W,7,5,1,2,2,4,0.5,1,3,0.333,0,0,,0,2,0,0,0,1,-2,8.9,1.25,1.25,,78.6,86.7,-8.1,0.0,0.222,0.143,0.5,0.0,0.286,0.625,101.66,102.93,0.357,85.78,"JUN 02, 2021",240,37,87,0.425,9,34,0.265,20,26,0.769,14,34,48,17,7,8,11,16,103,107.92120704107292,5.0,4.0,45.0,0.3780487804878049,1610612752,107.92120704107292,95.44,93.68,91.92,0,0.28,0.3,0.3,4.67,6.4,6.4,4.51,4.88,4.88,,7.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
959,Lou Williams,101150,ATL @ PHI,1610612737,0,42000201,2021-06-06,W,11,8,1,2,3,6,0.5,2,4,0.5,0,0,,0,2,0,0,1,0,16,10.9,1.333,1.333,,108.0,47.8,60.2,0.0,0.154,0.074,0.2,1.0,0.241,0.667,103.59,103.94,0.286,86.62,"JUN 06, 2021",240,44,86,0.512,20,47,0.426,20,21,0.952,3,32,35,23,10,3,15,26,128,119.35844834017158,12.0,5.0,41.0,0.5487804878048781,1610612755,119.35844834017158,107.24,107.82,108.40000000000002,0,0.22,0.28,0.29,4.33,5.4,6.67,4.04,3.51,4.41,,7.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1056,Lou Williams,101150,ATL @ PHI,1610612737,0,42000202,2021-06-08,L,15,6,1,1,1,3,0.333,0,0,,4,4,1.0,1,0,0,0,3,0,-11,5.7,1.261,1.261,,90.9,124.2,-33.3,0.063,0.0,0.031,0.125,0.33,0.2,0.63,101.96,104.55,0.041,87.13,"JUN 08, 2021",240,38,83,0.458,11,30,0.367,15,18,0.833,12,33,45,20,2,5,17,21,102,106.33861551292745,10.0,8.0,37.0,0.5287356321839081,1610612755,106.33861551292745,95.92,96.8,97.68,0,0.24,0.26,0.28,6.33,5.6,6.57,1.53,3.51,4.04,,7.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1171,Lou Williams,101150,ATL vs. PHI,1610612737,1,42000203,2021-06-11,L,13,8,3,1,3,7,0.429,0,0,,2,2,1.0,0,1,1,0,0,0,-6,16.7,1.015,1.015,,114.3,140.7,-26.5,0.0,0.077,0.042,0.375,0.0,0.276,0.508,96.31,99.5,0.161,82.91,"JUN 11, 2021",240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,115.52872606161532,8.0,4.0,36.0,0.5822784810126582,1610612755,115.52872606161532,96.08,96.12,96.16,0,0.24,0.23,0.27,7.33,5.4,5.86,1.15,3.29,3.02,5.67,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1303,Lou Williams,101150,ATL vs. PHI,1610612737,1,42000204,2021-06-14,W,14,9,0,2,2,5,0.4,1,2,0.5,4,4,1.0,0,2,1,0,0,1,3,14.4,1.331,1.331,,111.5,100.0,11.5,0.0,0.154,0.063,0.0,0.0,0.212,0.666,95.48,91.88,0.198,76.56,"JUN 14, 2021",240,37,101,0.366,12,40,0.3,17,21,0.81,12,37,49,24,5,4,4,18,103,100.7433489827856,2.0,6.0,55.0,0.4352941176470588,1610612755,100.7433489827856,102.24,100.24,98.24,0,0.23,0.24,0.25,7.67,7.2,6.43,1.53,1.64,3.21,6.5,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1374,Lou Williams,101150,ATL @ PHI,1610612737,0,42000205,2021-06-16,W,23,15,3,2,7,11,0.636,1,3,0.333,0,0,,0,2,2,0,2,3,31,25.9,1.364,1.364,,141.3,75.6,65.7,0.0,0.074,0.045,0.176,1.5,0.26,0.682,94.46,96.84,0.169,80.7,"JUN 16, 2021",240,39,85,0.459,9,26,0.346,22,28,0.786,10,30,40,14,10,4,11,28,109,110.8624898291294,7.0,6.0,44.0,0.4666666666666667,1610612755,110.8624898291294,98.32,99.02,99.71999999999998,0,0.25,0.24,0.23,10.67,9.2,7.29,3.79,3.42,4.54,,8.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1411,Lou Williams,101150,ATL vs. PHI,1610612737,1,42000206,2021-06-18,L,11,0,1,3,0,5,0.0,0,1,0.0,0,0,,0,3,0,0,2,3,-10,3.1,0.0,0.0,,65.4,117.4,-52.0,0.0,0.25,0.1,0.143,0.5,0.219,0.0,104.49,105.09,-0.226,87.58,"JUN 18, 2021",240,38,92,0.413,10,31,0.323,13,24,0.542,8,39,47,19,6,3,12,22,99,92.9054054054054,7.0,5.0,51.0,0.4086021505376344,1610612755,92.9054054054054,106.56,103.34,100.12,0,0.23,0.23,0.24,8.0,7.6,7.29,7.55,5.41,4.54,5.2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1477,Lou Williams,101150,ATL @ PHI,1610612737,0,42000207,2021-06-20,W,11,6,2,2,2,4,0.5,0,0,,2,2,1.0,0,2,3,0,0,2,1,20.4,1.23,1.23,,104.0,100.0,4.0,0.0,0.167,0.083,0.286,0.0,0.179,0.615,105.19,106.04,0.2,88.37,"JUN 20, 2021",240,36,81,0.444,7,27,0.259,24,32,0.75,6,38,44,22,9,1,10,23,103,103.95639886960032,7.0,4.0,48.0,0.425,1610612755,103.95639886960032,99.08,100.04,101.0,0,0.22,0.23,0.23,7.0,7.6,7.43,7.55,5.41,4.47,,8.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1536,Lou Williams,101150,ATL @ MIL,1610612737,0,42000301,2021-06-23,W,12,3,0,0,1,5,0.2,1,1,1.0,0,0,,0,0,0,0,0,1,-12,3.0,0.6,0.6,,70.4,114.8,-44.4,0.0,0.0,0.0,0.0,0.0,0.167,0.3,102.0,106.42,-0.042,88.68,"JUN 23, 2021",240,47,95,0.495,8,32,0.25,14,16,0.875,12,39,51,19,5,2,11,17,116,114.80601741884402,6.0,4.0,45.0,0.4607843137254901,1610612749,114.80601741884402,101.04,102.59999999999998,104.16,0,0.19,0.21,0.22,3.0,6.6,6.71,3.0,5.77,4.75,,7.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1594,Lou Williams,101150,ATL @ MIL,1610612737,0,42000302,2021-06-25,L,13,5,2,1,2,6,0.333,1,3,0.333,0,0,,0,1,0,0,0,0,-12,9.2,0.833,0.833,,92.9,135.7,-42.9,0.0,0.083,0.042,0.25,0.0,0.194,0.417,107.44,105.41,0.079,87.84,"JUN 25, 2021",240,34,82,0.415,9,36,0.25,14,17,0.824,7,27,34,13,8,4,19,22,91,89.67284193929838,14.0,3.0,47.0,0.5208333333333334,1610612749,89.67284193929838,101.48,101.76,102.04,0,0.18,0.2,0.22,4.67,5.8,6.57,1.53,5.63,4.79,,7.33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1626,Lou Williams,101150,ATL vs. MIL,1610612737,1,42000303,2021-06-27,L,18,5,3,2,1,3,0.333,1,1,1.0,2,2,1.0,0,2,0,1,1,1,-12,13.9,1.289,1.289,,97.2,127.0,-29.8,0.0,0.095,0.05,0.25,3.0,0.128,0.644,96.18,97.79,0.09,81.49,"JUN 27, 2021",240,39,84,0.464,15,37,0.405,9,16,0.563,9,26,35,20,8,7,12,22,102,108.46448319863886,8.0,5.0,50.0,0.5113636363636364,1610612749,108.46448319863886,94.04,93.64,93.24,0,0.16,0.18,0.19,4.33,3.8,6.14,1.15,2.39,4.78,5.17,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
