,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_AVG_2,AST_ROLL_AVG_2,AST_STD_AVG_2,TOV_ROLL_AVG_2,AST_TOV_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,AST_PCT_ROLL_AVG_2,PACE_ROLL_AVG_2,POSS_ROLL_AVG_2,OFF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,AST_ROLL_AVG_4,AST_STD_AVG_4,TOV_ROLL_AVG_4,AST_TOV_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,AST_PCT_ROLL_AVG_4,PACE_ROLL_AVG_4,POSS_ROLL_AVG_4,OFF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,AST_ROLL_AVG_6,AST_STD_AVG_6,TOV_ROLL_AVG_6,AST_TOV_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,AST_PCT_ROLL_AVG_6,PACE_ROLL_AVG_6,POSS_ROLL_AVG_6,OFF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_AST,PLAYER_AWAY_AVG_AST,DAYS_OF_REST,DAYS_AGO,AST_LAG_1,AST_LAG_2,AST_LAG_3,AST_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,AST_VS_DEF,AST_PCT_VS_DEF,AST_TOV_VS_DEF,USG_PCT_VS_DEF,PACE_VS_DEF,POSS_VS_DEF,OFF_RATING_VS_DEF,GUARD,FORWARD,CENTER
68,68,P.J. Tucker,200782,PHI vs. BKN,PHI,1610612755,BKN,1,42200121,2023-04-15,W,25,6,2,7,2,6,0.333,2,5,0.4,0,0,,5,2,5,0,0,0,11,32.4,1.0,0.5,F,,145.7,140.4,119.1,120.7,26.5,0.179,0.111,0.152,0.105,0.5,0.0,0.103,0.5,90.37,89.29,0.12,46,74.41,0.104,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,800,,,,,134.38,3.0,5.0,-2.1336363227283517,-0.2149477251555787,0,0.25,0.5,-1.0,0.471,-0.03,-0.173,0.213,0,1,0
52,52,Tobias Harris,202699,PHI vs. BKN,PHI,1610612755,BKN,1,42200121,2023-04-15,W,29,21,4,4,9,14,0.643,3,3,1.0,0,0,,2,2,0,1,1,1,12,33.8,1.5,0.75,F,,140.0,135.8,116.1,119.5,23.9,0.063,0.105,0.078,0.25,0.75,4.0,0.224,0.75,92.92,92.82,0.158,55,77.35,0.225,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,800,,,,,134.38,3.0,5.0,-2.1336363227283517,-0.2149477251555787,0,0.818,1.273,2.333,0.179,-0.002,-0.164,0.149,0,1,0
43,43,Evan Mobley,1630596,CLE vs. NYK,CLE,1610612739,NYK,1,42200131,2023-04-15,L,38,8,2,11,4,13,0.308,0,0,,0,0,,5,6,1,0,2,1,9,25.2,0.615,0.3076923076923077,F,,108.0,107.3,94.7,95.8,13.3,0.128,0.14,0.134,0.074,0.308,1.0,0.174,0.308,95.89,96.11,0.06,75,80.1,0.178,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.4204545454545454,1610612752.0,101.8479630407392,95.24,94.46,93.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,800,,,,,101.85,11.0,1.0,0.8282570761225199,0.8791992801070824,1,0.0,-0.075,0.205,0.087,0.033,0.036,0.058,0,0,1
69,69,Clint Capela,203991,ATL @ BOS,ATL,1610612737,BOS,0,42200111,2023-04-15,L,27,12,0,8,6,8,0.75,0,0,,0,0,,0,8,1,0,0,0,-8,24.6,1.5,0.75,C,,91.7,94.9,103.3,104.1,-11.6,0.0,0.258,0.136,0.0,0.75,0.0,0.127,0.75,107.17,109.45,0.158,60,91.21,0.131,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.5739396255254,6.0,7.0,58.0,0.4772727272727273,1610612738.0,94.5739396255254,104.68,102.3,99.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,800,,,,,94.57,6.0,7.0,1.4911093338426042,1.2790132416229403,1,-1.0,-1.0,,0.155,0.089,0.139,-0.147,0,0,1
54,54,Montrezl Harrell,1626149,PHI vs. BKN,PHI,1610612755,BKN,1,42200121,2023-04-15,W,2,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,-3,0.0,0.0,0.0,,,50.0,66.7,125.0,125.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,80.64,92.16,-0.133,4,76.8,0.333,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751.0,134.38471790315413,90.04,90.32,90.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,800,,,,,134.38,3.0,5.0,-2.1336363227283517,-0.2149477251555787,0,,,,0.136,-0.034,-0.429,-0.333,0,1,1
47,47,Jordan Poole,1629673,GSW @ SAC,GSW,1610612744,SAC,0,42200161,2023-04-15,L,22,17,3,1,4,10,0.4,2,5,0.4,7,8,0.875,0,1,0,1,1,1,-5,24.7,1.257,0.5,,,108.2,107.4,123.4,122.4,-15.2,0.0,0.048,0.022,0.231,0.5,3.0,0.268,0.629,106.86,106.02,0.145,49,88.35,0.286,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,1610612758.0,114.01557285873194,107.88,107.98,108.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,800,,,,,114.02,10.0,3.0,-0.2798352283353685,0.6017550118315758,0,-0.191,0.05,0.5,0.117,-0.016,-0.026,-0.052,1,0,0
39,39,Mitchell Robinson,1629011,NYK @ CLE,NYK,1610612752,CLE,0,42200131,2023-04-15,W,26,6,0,8,3,5,0.6,0,0,,0,0,,5,3,2,0,0,2,-15,21.6,1.2,0.6,C,,80.0,76.5,107.8,109.8,-27.8,0.152,0.107,0.131,0.0,0.6,0.0,0.079,0.6,94.11,92.86,0.142,50,77.38,0.082,"APR 15, 2023",240,37,88,0.42,8,29,0.276,19,22,0.864,17,34,51,18,11,1,13,20,101,107.81383432963278,9.0,2.0,38.0,0.4337349397590361,1610612739.0,107.81383432963278,93.68,94.46,95.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,800,,,,,107.81,9.0,2.0,0.28559231568135124,0.6715987252152669,1,-1.0,-1.0,-1.0,-0.013,-0.016,-0.12,-0.191,0,1,1
74,74,De'Andre Hunter,1629631,ATL @ BOS,ATL,1610612737,BOS,0,42200111,2023-04-15,L,30,11,0,3,4,10,0.4,1,4,0.25,2,2,1.0,0,3,2,0,1,4,-9,19.6,1.011,0.45,F,,92.2,89.4,104.6,106.3,-12.4,0.0,0.103,0.045,0.0,0.45,0.0,0.164,0.506,105.28,104.54,0.04,64,87.11,0.164,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.5739396255254,6.0,7.0,58.0,0.4772727272727273,1610612738.0,94.5739396255254,104.68,102.3,99.92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,800,,,,,94.57,6.0,7.0,1.4911093338426042,1.2790132416229403,1,-1.0,-1.0,-1.0,-0.137,0.03,-0.141,-0.194,1,1,0
4,4,Jalen Johnson,1630552,ATL @ BOS,ATL,1610612737,BOS,0,42200111,2023-04-15,L,13,6,1,6,3,10,0.3,0,2,0.0,0,0,,2,4,1,0,1,3,1,16.7,0.6,0.3,,,96.4,96.2,89.7,101.4,6.8,0.091,0.286,0.167,0.167,0.3,1.0,0.306,0.3,96.21,102.09,0.045,28,85.07,0.314,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.5739396255254,6.0,7.0,58.0,0.4772727272727273,1610612738.0,94.5739396255254,104.68,102.3,99.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,800,,,,,94.57,6.0,7.0,1.4911093338426042,1.2790132416229403,1,-0.2,0.392,0.724,0.33,-0.061,0.4,-0.031,0,1,0
0,0,Darius Garland,1629636,CLE vs. NYK,CLE,1610612739,NYK,1,42200131,2023-04-15,L,43,17,1,0,7,13,0.538,2,4,0.5,1,3,0.333,0,0,4,1,5,3,-3,28.5,1.187,0.6153846153846154,G,,103.5,102.9,105.7,106.0,-2.3,0.0,0.0,0.0,0.037,0.615,0.2,0.194,0.594,96.21,96.06,0.043,86,80.05,0.197,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,101.8479630407392,11.0,1.0,51.0,0.4204545454545454,1610612752.0,101.8479630407392,95.24,94.46,93.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,800,,,,,101.85,11.0,1.0,0.8282570761225199,0.8791992801070824,1,-0.8,-0.846,-0.722,-0.281,0.03,0.178,0.008,1,0,0
65,65,Day'Ron Sharpe,1630549,BKN @ PHI,BKN,1610612751,PHI,0,42200121,2023-04-15,L,17,6,4,6,2,3,0.667,0,0,,2,2,1.0,2,4,0,1,2,3,-5,20.2,1.546,0.6666666666666666,,,116.7,122.8,138.2,142.1,-21.6,0.167,0.364,0.261,0.286,0.667,2.0,0.154,0.773,92.81,96.56,0.102,36,80.47,0.166,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.4719101123595505,1610612755.0,111.47902869757176,90.6,90.32,90.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,800,,,,,111.48,14.0,3.0,-0.048565347207757376,0.8726375535851904,1,0.0,-0.014,0.0,0.027,0.0,0.0,0.0,0,0,1
