,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_CHI,TEAM_DAL,TEAM_DEN,TEAM_GSW,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_PHI,TEAM_PHX,TEAM_TOR,TEAM_UTA,OPP_ATL,OPP_BKN,OPP_BOS,OPP_CHI,OPP_DAL,OPP_DEN,OPP_GSW,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_PHI,OPP_PHX,OPP_TOR,OPP_UTA
749,Bam Adebayo,1628389,MIA vs. ATL,1610612748,1,42100105,2022-04-26,W,41,20,4,11,7,11,0.636,0,0,,6,8,0.75,2,9,1,1,3,4,5,42.2,1.377,1.377,C,102.5,97.5,5.0,0.049,0.225,0.136,0.167,1.33,0.183,0.689,97.46,93.02,0.2,77.51,"APR 26, 2022",240,37,82,0.451,7,31,0.226,16,21,0.762,7,26,33,19,12,2,14,25,97,98.73778501628664,8.0,2.0,42.0,0.4189189189189189,1610612737,98.73778501628664,98.24,95.78000000000002,93.32,1,0.18,0.19,0.19,15.67,12.4,12.4,3.79,5.32,5.32,11.67,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Bam Adebayo,1628389,MIA vs. PHI,1610612748,1,42100201,2022-05-02,W,34,24,4,12,8,10,0.8,0,0,,8,8,1.0,3,9,2,1,3,2,26,50.4,1.775,1.775,C,120.6,82.4,38.2,0.086,0.273,0.176,0.182,1.33,0.202,0.888,96.72,96.63,0.294,80.53,"MAY 02, 2022",240,40,92,0.435,9,36,0.25,17,18,0.944,15,32,47,21,5,2,11,18,106,110.50875729774812,4.0,6.0,37.0,0.430379746835443,1610612755,110.50875729774812,95.92,94.36,92.8,1,0.19,0.19,0.19,19.33,16.0,14.33,5.03,5.96,6.71,14.75,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1077,Bam Adebayo,1628389,MIA vs. PHI,1610612748,1,42100202,2022-05-04,W,33,23,3,9,7,11,0.636,0,0,,9,11,0.818,3,6,1,0,1,3,15,40.3,1.452,1.452,C,137.7,113.1,24.6,0.115,0.2,0.161,0.15,3.0,0.225,0.726,93.87,89.36,0.196,74.47,"MAY 04, 2022",240,40,78,0.513,14,29,0.483,25,31,0.806,8,36,44,25,5,3,14,22,119,121.87628021302746,10.0,4.0,34.0,0.4523809523809524,1610612755,121.87628021302746,97.64,97.16,96.68,1,0.2,0.19,0.2,22.33,18.8,15.57,2.08,5.07,6.95,16.4,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,Bam Adebayo,1628389,MIA @ PHI,1610612748,0,42100203,2022-05-06,L,34,9,1,3,2,9,0.222,0,0,,5,8,0.625,0,3,2,0,3,5,-22,17.1,0.719,0.719,C,88.5,120.6,-32.1,0.0,0.125,0.05,0.063,0.33,0.229,0.359,87.53,88.58,-0.031,73.82,"MAY 06, 2022",240,27,77,0.351,7,30,0.233,18,24,0.75,11,25,36,14,11,1,12,22,79,89.20505871725383,7.0,3.0,43.0,0.4776119402985074,1610612755,89.20505871725383,88.56,87.62,86.68,1,0.22,0.2,0.2,18.67,18.0,16.0,8.39,6.36,6.32,,12.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,Bam Adebayo,1628389,MIA @ PHI,1610612748,0,42100204,2022-05-08,L,33,21,4,7,9,12,0.75,0,0,,3,3,1.0,1,6,0,0,1,4,-5,34.4,1.577,1.577,C,121.9,133.9,-12.0,0.037,0.25,0.137,0.211,4.0,0.192,0.788,91.56,90.72,0.167,75.6,"MAY 08, 2022",240,38,82,0.463,7,35,0.2,25,28,0.893,5,28,33,24,9,5,13,26,108,105.5512118842846,5.0,2.0,32.0,0.5441176470588235,1610612755,105.5512118842846,102.32,98.64,94.96,1,0.22,0.21,0.2,17.67,19.4,17.71,7.57,6.02,5.71,,14.25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1300,Bam Adebayo,1628389,MIA vs. PHI,1610612748,1,42100205,2022-05-10,W,28,12,0,6,4,7,0.571,0,0,,4,7,0.571,1,5,1,2,0,1,22,28.2,1.19,1.19,C,114.3,75.0,39.3,0.04,0.161,0.107,0.0,0.0,0.161,0.595,99.51,97.35,0.135,81.13,"MAY 10, 2022",240,45,84,0.536,13,33,0.394,17,23,0.739,8,38,46,26,8,4,11,13,120,123.55848434925863,8.0,2.0,36.0,0.3647058823529411,1610612755,123.55848434925863,97.12,96.86,96.59999999999998,1,0.19,0.2,0.2,14.0,17.8,17.57,6.24,6.83,5.86,15.67,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1391,Bam Adebayo,1628389,MIA @ PHI,1610612748,0,42100206,2022-05-12,W,34,10,0,8,5,5,1.0,0,0,,0,0,,1,7,2,1,3,2,20,25.6,2.0,2.0,C,116.7,86.4,30.3,0.03,0.175,0.11,0.0,0.0,0.103,1.0,95.38,91.92,0.12,76.6,"MAY 12, 2022",240,42,87,0.483,7,28,0.25,8,11,0.727,13,36,49,19,7,6,12,12,99,108.98282694848083,8.0,6.0,35.0,0.4137931034482758,1610612755,108.98282694848083,90.84,93.96,97.08,1,0.15,0.18,0.18,14.33,15.0,17.0,5.86,6.52,6.43,,13.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1505,Bam Adebayo,1628389,MIA vs. BOS,1610612748,1,42100301,2022-05-17,W,37,10,1,4,3,4,0.75,0,0,,4,5,0.8,0,4,0,4,2,4,-5,26.3,1.613,1.613,C,120.5,124.0,-3.5,0.0,0.118,0.058,0.036,0.5,0.099,0.806,98.48,94.76,0.057,78.97,"MAY 17, 2022",240,39,80,0.488,10,30,0.333,30,34,0.882,9,30,39,18,10,12,12,24,118,120.45732952225396,8.0,8.0,38.0,0.4556962025316455,1610612738,120.45732952225396,97.96,99.52000000000002,101.08,1,0.12,0.16,0.17,10.67,12.4,15.57,1.15,4.93,6.75,14.86,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Bam Adebayo,1628389,MIA vs. BOS,1610612748,1,42100302,2022-05-19,L,29,6,2,9,3,6,0.5,0,0,,0,1,0.0,3,6,0,0,1,3,-5,18.8,0.932,0.932,C,115.1,126.9,-11.8,0.103,0.222,0.161,0.095,2.0,0.106,0.466,92.4,87.75,0.07,73.13,"MAY 19, 2022",240,38,86,0.442,10,34,0.294,16,22,0.727,12,30,42,21,4,3,14,18,102,104.42260442260442,8.0,5.0,41.0,0.5119047619047619,1610612738,104.42260442260442,97.68,96.40000000000002,95.12,1,0.1,0.13,0.16,8.67,11.8,13.0,2.31,5.59,6.43,13.75,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,Bam Adebayo,1628389,MIA @ BOS,1610612748,0,42100303,2022-05-21,W,42,31,6,10,15,22,0.682,0,1,0.0,1,1,1.0,2,8,4,1,1,3,17,66.0,1.381,1.381,C,118.8,102.4,16.4,0.054,0.235,0.141,0.24,6.0,0.25,0.691,97.53,96.58,0.242,80.48,"MAY 21, 2022",240,43,92,0.467,11,33,0.333,12,14,0.857,8,26,34,22,19,4,8,24,109,111.04319478402608,2.0,7.0,44.0,0.4857142857142857,1610612738,111.04319478402608,98.16,97.68,97.2,1,0.15,0.14,0.16,15.67,13.8,14.14,13.43,9.86,8.78,,16.33,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,Bam Adebayo,1628389,MIA @ BOS,1610612748,0,42100304,2022-05-23,L,28,9,2,6,3,5,0.6,0,0,,3,5,0.6,1,5,0,0,3,4,-16,16.2,1.25,1.25,C,74.1,100.0,-25.9,0.026,0.143,0.082,0.167,0.67,0.167,0.625,93.2,95.14,0.077,79.28,"MAY 23, 2022",240,30,90,0.333,14,36,0.389,8,14,0.571,10,29,39,22,4,2,9,26,82,86.17065994115175,4.0,11.0,60.0,0.3974358974358974,1610612738,86.17065994115175,95.16,92.44,89.71999999999998,1,0.17,0.14,0.15,15.33,13.2,14.14,13.65,10.08,8.78,,15.29,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Bam Adebayo,1628389,MIA vs. BOS,1610612748,1,42100305,2022-05-25,L,38,18,1,10,8,15,0.533,0,0,,2,2,1.0,6,4,0,1,1,3,-23,33.5,1.134,1.134,C,77.5,108.3,-30.9,0.107,0.133,0.116,0.083,1.0,0.191,0.567,90.16,89.53,0.15,74.61,"MAY 25, 2022",240,30,94,0.319,7,45,0.156,13,14,0.929,19,30,49,14,7,2,12,19,80,85.87376556462002,5.0,7.0,46.0,0.4647887323943662,1610612738,85.87376556462002,93.16,91.64,90.12,1,0.2,0.16,0.15,19.33,14.8,13.71,11.06,10.08,8.46,14.22,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,Bam Adebayo,1628389,MIA @ BOS,1610612748,0,42100306,2022-05-27,W,41,6,2,9,3,6,0.5,0,0,,0,0,,3,6,1,0,4,1,12,18.8,1.0,1.0,C,118.5,102.4,16.1,0.083,0.158,0.122,0.071,0.5,0.106,0.5,95.92,95.27,0.059,79.39,"MAY 27, 2022",240,36,78,0.462,15,35,0.429,24,25,0.96,11,26,37,25,10,2,17,27,111,116.8421052631579,10.0,4.0,34.0,0.4444444444444444,1610612738,116.8421052631579,95.0,95.82,96.64,1,0.15,0.16,0.15,11.0,14.0,12.86,6.24,10.7,8.95,,14.12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Bam Adebayo,1628389,MIA vs. BOS,1610612748,1,42100307,2022-05-29,L,46,25,4,11,12,21,0.571,0,0,,1,3,0.333,4,7,0,0,0,4,-8,44.2,1.12,1.12,C,97.8,105.4,-7.6,0.077,0.14,0.108,0.174,0.0,0.216,0.56,98.62,96.19,0.158,80.16,"MAY 29, 2022",240,37,88,0.42,6,30,0.2,16,24,0.667,7,37,44,16,4,5,8,18,96,96.42426677380472,4.0,6.0,51.0,0.4117647058823529,1610612738,96.42426677380472,99.56,99.06,98.56,1,0.17,0.19,0.16,16.33,17.8,15.0,9.61,10.52,9.9,15.3,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Tony Bradley,1628396,CHI vs. MIL,1610612741,1,42100123,2022-04-22,L,6,10,0,3,5,5,1.0,0,0,,0,0,,0,3,0,0,0,0,5,13.6,2.0,2.0,,113.3,80.0,33.3,0.0,0.25,0.2,0.0,0.0,0.313,1.0,114.57,117.71,0.481,98.09,"APR 22, 2022",240,33,84,0.393,9,34,0.265,6,10,0.6,5,38,43,22,5,2,13,15,81,84.02489626556016,8.0,6.0,55.0,0.4725274725274725,1610612749,84.02489626556016,96.40000000000002,96.78000000000002,97.16,0,0.31,0.31,0.31,10.0,10.0,10.0,,,,10.0,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
786,Tony Bradley,1628396,CHI @ MIL,1610612741,0,42100125,2022-04-27,L,2,0,1,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,5,2.7,0.0,0.0,,125.0,0.0,125.0,0.0,0.333,0.167,0.5,0.0,0.0,0.0,99.07,115.2,0.571,96.0,"APR 27, 2022",240,39,92,0.424,15,52,0.288,7,11,0.636,6,31,37,24,12,3,16,18,100,93.59790340696368,10.0,2.0,51.0,0.4942528735632184,1610612749,93.59790340696368,106.84,105.82,104.8,0,0.16,0.16,0.16,5.0,5.0,5.0,7.07,7.07,7.07,,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Derrick White,1628401,BOS vs. BKN,1610612738,1,42100111,2022-04-17,W,28,7,4,3,3,8,0.375,1,4,0.25,0,0,,0,3,3,0,2,2,-3,23.6,0.875,0.875,,117.2,124.6,-7.3,0.0,0.136,0.067,0.167,2.0,0.152,0.438,100.44,98.92,0.069,82.44,"APR 17, 2022",240,42,89,0.472,12,33,0.364,19,24,0.792,14,29,43,24,12,5,14,24,115,115.5082362394536,12.0,6.0,29.0,0.5384615384615384,1610612751,115.5082362394536,99.56,99.56,99.56,0,0.15,0.15,0.15,7.0,7.0,7.0,,,,7.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Derrick White,1628401,BOS vs. BKN,1610612738,1,42100112,2022-04-20,W,13,3,1,3,0,2,0.0,0,1,0.0,3,4,0.75,1,2,0,0,0,3,-4,8.1,0.798,0.798,,107.7,110.3,-2.7,0.067,0.143,0.103,0.125,0.0,0.133,0.399,98.04,100.75,0.013,83.96,"APR 20, 2022",240,39,75,0.52,11,31,0.355,25,31,0.806,7,29,36,27,7,4,14,27,114,119.1969887076537,8.0,8.0,36.0,0.4605263157894737,1610612751,119.1969887076537,95.64,95.8,95.96,0,0.14,0.14,0.14,5.0,5.0,5.0,2.83,2.83,2.83,5.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Derrick White,1628401,BOS @ BKN,1610612738,0,42100113,2022-04-23,W,14,2,1,6,1,3,0.333,0,2,0.0,0,0,,0,6,1,0,1,1,5,12.7,0.667,0.667,,107.7,92.0,15.7,0.0,0.462,0.24,0.1,1.0,0.133,0.333,89.05,88.91,0.176,74.09,"APR 23, 2022",240,42,84,0.5,12,39,0.308,13,14,0.929,13,21,34,26,13,3,14,19,109,119.56998683633174,7.0,5.0,33.0,0.5064935064935064,1610612751,119.56998683633174,91.16,90.59999999999998,90.04,0,0.14,0.14,0.14,4.0,4.0,4.0,2.65,2.65,2.65,,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Derrick White,1628401,BOS @ BKN,1610612738,0,42100114,2022-04-25,W,27,9,2,6,4,10,0.4,0,4,0.0,1,1,1.0,0,6,0,0,0,1,-2,19.2,0.862,0.862,,105.6,109.3,-3.7,0.0,0.2,0.102,0.111,0.0,0.156,0.431,100.43,97.5,0.109,81.25,"APR 25, 2022",240,42,89,0.472,14,35,0.4,18,22,0.818,10,35,45,26,3,4,13,28,116,114.08339889850512,5.0,7.0,38.0,0.5061728395061729,1610612751,114.08339889850512,101.68,98.71999999999998,95.76,0,0.14,0.14,0.14,4.67,5.25,5.25,3.79,3.3,3.3,,5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Derrick White,1628401,BOS vs. MIL,1610612738,1,42100211,2022-05-01,L,16,10,1,4,2,6,0.333,2,3,0.667,4,4,1.0,0,4,0,0,2,2,-8,14.3,1.289,1.289,,91.2,114.7,-23.5,0.0,0.182,0.089,0.167,0.5,0.244,0.644,107.03,99.21,0.125,82.67,"MAY 01, 2022",240,28,84,0.333,18,50,0.36,15,20,0.75,10,38,48,21,8,7,18,25,89,88.29365079365078,11.0,5.0,54.0,0.4111111111111111,1610612749,88.29365079365078,100.8,101.52,102.24,0,0.18,0.16,0.16,7.0,6.2,6.2,4.36,3.56,3.56,6.67,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1027,Derrick White,1628401,BOS vs. MIL,1610612738,1,42100212,2022-05-03,W,28,0,5,4,0,6,0.0,0,4,0.0,0,0,,1,3,1,0,2,5,22,13.3,0.0,0.0,G,120.0,78.6,41.4,0.043,0.111,0.08,0.227,2.5,0.131,0.0,92.9,93.64,-0.041,78.03,"MAY 03, 2022",240,38,80,0.475,20,43,0.465,13,15,0.867,7,33,40,28,10,5,11,23,109,120.30905077262696,4.0,5.0,37.0,0.4657534246575342,1610612749,120.30905077262696,90.59999999999998,92.36,94.12,1,0.18,0.16,0.16,6.33,4.8,5.17,5.51,4.44,4.07,5.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1164,Derrick White,1628401,BOS @ MIL,1610612738,0,42100213,2022-05-07,L,21,14,0,2,3,6,0.5,2,3,0.667,6,8,0.75,0,2,1,0,0,0,9,19.4,1.471,1.471,,104.5,80.4,24.1,0.0,0.065,0.038,0.0,0.0,0.217,0.735,102.94,104.85,0.175,87.38,"MAY 07, 2022",240,32,87,0.368,9,33,0.273,28,34,0.824,11,36,47,23,5,13,12,21,101,98.09634809634808,8.0,4.0,53.0,0.404040404040404,1610612749,98.09634809634808,102.96,103.21999999999998,103.48,0,0.2,0.18,0.17,8.0,7.0,6.43,7.21,5.83,5.0,,8.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1231,Derrick White,1628401,BOS @ MIL,1610612738,0,42100214,2022-05-09,W,34,11,3,4,4,6,0.667,1,3,0.333,2,2,1.0,1,3,0,1,0,2,18,23.3,1.599,1.599,,130.4,105.9,24.6,0.034,0.077,0.059,0.1,0.0,0.095,0.799,98.57,95.86,0.1,79.88,"MAY 09, 2022",240,42,84,0.5,14,37,0.378,18,20,0.9,4,34,38,25,2,4,11,25,116,116.23246492985972,6.0,3.0,48.0,0.4148936170212766,1610612749,116.23246492985972,99.8,99.84,99.88,0,0.15,0.17,0.16,8.33,8.8,7.0,7.37,5.26,5.29,,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1314,Derrick White,1628401,BOS vs. MIL,1610612738,1,42100215,2022-05-11,L,32,9,6,5,4,5,0.8,1,2,0.5,0,0,,0,5,0,2,1,2,8,29.0,1.8,1.8,,121.9,107.7,14.2,0.0,0.139,0.082,0.24,6.0,0.088,0.9,98.03,96.38,0.126,80.32,"MAY 11, 2022",240,42,82,0.512,10,31,0.323,13,15,0.867,5,31,36,25,6,7,10,19,107,114.31623931623932,5.0,5.0,49.0,0.4347826086956521,1610612749,114.31623931623932,93.59999999999998,95.42,97.24,0,0.13,0.16,0.15,11.33,8.8,7.86,2.52,5.26,5.01,5.8,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1415,Derrick White,1628401,BOS @ MIL,1610612738,0,42100216,2022-05-13,W,30,9,2,5,3,9,0.333,1,5,0.2,2,2,1.0,2,3,2,0,0,3,9,24.0,0.911,0.911,,111.7,96.7,15.0,0.065,0.1,0.082,0.095,0.0,0.152,0.455,98.11,96.75,0.082,80.63,"MAY 13, 2022",240,38,87,0.437,17,43,0.395,15,23,0.652,8,34,42,22,5,7,8,17,108,111.20263591433276,5.0,3.0,49.0,0.4090909090909091,1610612749,111.20263591433276,97.12,98.02000000000002,98.92,0,0.11,0.14,0.15,9.67,8.6,8.86,1.15,5.22,4.3,,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1478,Derrick White,1628401,BOS vs. MIL,1610612738,1,42100217,2022-05-15,W,18,3,1,2,1,10,0.1,1,6,0.167,0,0,,0,2,1,0,0,0,10,9.9,0.3,0.3,,94.9,67.5,27.4,0.0,0.105,0.045,0.091,0.0,0.238,0.15,103.17,104.12,-0.036,86.77,"MAY 15, 2022",240,37,88,0.42,22,55,0.4,13,18,0.722,8,40,48,29,5,7,12,19,109,109.08726981585268,5.0,5.0,56.0,0.3666666666666666,1610612749,109.08726981585268,99.92,99.48,99.04,0,0.16,0.16,0.17,7.0,9.2,8.0,3.46,4.02,4.83,5.33,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1504,Derrick White,1628401,BOS @ MIA,1610612738,0,42100301,2022-05-17,L,29,3,4,0,1,4,0.25,0,1,0.0,1,2,0.5,0,0,0,1,2,4,-11,10.0,0.615,0.615,G,96.8,118.0,-21.2,0.0,0.0,0.0,0.235,2.0,0.096,0.307,104.47,102.68,-0.022,85.57,"MAY 17, 2022",240,36,79,0.456,11,34,0.324,24,32,0.75,8,30,38,22,8,8,16,23,107,105.85674713098535,10.0,12.0,39.0,0.4875,1610612748,105.85674713098535,101.08,99.52000000000002,97.96,1,0.16,0.13,0.15,5.0,7.0,7.0,3.46,3.74,5.07,,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1584,Derrick White,1628401,BOS vs. MIA,1610612738,1,42100303,2022-05-21,L,14,0,1,2,0,2,0.0,0,0,,0,0,,1,1,0,2,0,1,-2,9.9,0.0,0.0,,111.1,106.7,4.4,0.071,0.067,0.069,0.111,0.0,0.067,0.0,97.76,97.48,0.009,81.24,"MAY 21, 2022",240,34,70,0.486,12,32,0.375,23,30,0.767,9,35,44,21,2,7,23,21,103,105.9670781893004,19.0,4.0,34.0,0.4673913043478261,1610612748,105.9670781893004,97.2,97.68,98.16,0,0.13,0.13,0.14,2.0,4.8,7.0,1.73,4.02,5.07,4.57,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1625,Derrick White,1628401,BOS vs. MIA,1610612738,1,42100304,2022-05-23,W,41,13,6,8,4,14,0.286,1,8,0.125,4,6,0.667,0,8,3,1,3,0,15,40.6,0.781,0.781,G,104.9,86.4,18.5,0.0,0.143,0.082,0.273,2.0,0.217,0.391,95.35,95.14,0.118,79.28,"MAY 23, 2022",240,31,78,0.397,8,34,0.235,32,38,0.842,14,46,60,21,4,11,9,15,102,113.68702630405708,4.0,2.0,39.0,0.3333333333333333,1610612748,113.68702630405708,89.71999999999998,92.44,95.16,1,0.13,0.15,0.14,5.33,5.6,6.86,6.81,5.27,4.85,5.62,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1671,Derrick White,1628401,BOS @ MIA,1610612738,0,42100305,2022-05-25,W,29,14,5,1,6,8,0.75,0,2,0.0,2,3,0.667,0,1,2,1,3,4,8,28.7,1.502,1.502,,106.8,94.8,12.0,0.0,0.026,0.017,0.294,1.67,0.194,0.751,94.98,96.33,0.122,80.27,"MAY 25, 2022",240,33,71,0.465,10,33,0.303,17,23,0.739,6,40,46,24,5,7,15,19,93,103.19573901464712,7.0,2.0,49.0,0.3191489361702128,1610612748,103.19573901464712,90.12,91.64,93.16,0,0.16,0.16,0.15,9.0,6.6,7.29,7.81,6.43,5.38,,8.86,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1728,Derrick White,1628401,BOS vs. MIA,1610612738,1,42100306,2022-05-27,L,33,22,5,3,7,14,0.5,4,7,0.571,4,5,0.8,0,3,3,1,0,4,5,45.1,1.358,1.358,,111.9,102.9,9.0,0.0,0.091,0.051,0.313,0.0,0.222,0.679,97.79,98.43,0.197,82.03,"MAY 27, 2022",240,32,72,0.444,11,33,0.333,28,31,0.903,6,28,34,22,10,4,17,28,103,106.58112582781456,10.0,2.0,37.0,0.4615384615384615,1610612748,106.58112582781456,96.64,95.82,95.0,0,0.21,0.16,0.17,16.33,10.4,9.14,4.93,8.91,7.78,7.44,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1739,Derrick White,1628401,BOS @ MIA,1610612738,0,42100307,2022-05-29,W,19,8,1,3,3,8,0.375,2,3,0.667,0,0,,1,2,0,1,3,3,-8,13.1,1.0,1.0,,88.1,107.1,-19.0,0.042,0.111,0.071,0.091,0.33,0.244,0.5,105.03,106.29,0.016,88.58,"MAY 29, 2022",240,35,85,0.412,11,32,0.344,19,24,0.792,10,41,51,22,4,6,13,26,100,101.46103896103897,4.0,5.0,44.0,0.4204545454545454,1610612748,101.46103896103897,98.56,99.06,99.56,0,0.22,0.19,0.18,14.67,11.4,9.0,7.02,8.11,7.79,,8.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1768,Derrick White,1628401,BOS @ GSW,1610612738,0,42100401,2022-06-02,W,32,21,3,1,6,11,0.545,5,8,0.625,4,4,1.0,0,1,0,0,2,3,25,24.7,1.646,1.646,,144.3,100.0,44.3,0.0,0.029,0.016,0.12,1.5,0.208,0.823,98.17,93.55,0.105,77.96,"JUN 02, 2022",240,43,85,0.506,21,41,0.512,13,16,0.813,7,32,39,33,7,6,12,13,120,123.66034624896947,8.0,6.0,39.0,0.4431818181818182,1610612744,123.66034624896947,97.04,96.82,96.59999999999998,0,0.22,0.22,0.18,17.0,15.6,11.57,7.81,5.86,8.42,,10.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
