,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
927,Jalen Pickett,1629618,DEN vs. MIN,DEN,1610612743,MIN,1,0042300232,2024-05-06,L,3,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,-2,2.0,2.0,2.0,,83.3,116.7,-33.3,0.0,0.0,0.0,0.0,0.0,0.125,1.0,73.31,82.68,0.235,68.9,"MAY 06, 2024",240,29,83,0.349,9,30,0.3,13,18,0.722,18,32,50,16,6,6,16,14,80,89.96851102114259,11.0,12.0,42.0,0.5,1610612750.0,89.96851102114259,88.92,90.54,92.16000000000001
928,Anthony Edwards,1630162,MIN @ DEN,MIN,1610612750,DEN,0,0042300232,2024-05-06,W,37,27,7,2,11,17,0.647,1,4,0.25,4,7,0.571,0,2,2,0,4,2,18,41.9,1.345,1.345,G,113.7,89.0,24.7,0.0,0.05,0.025,0.304,1.75,0.282,0.672,94.18,93.9,0.18,78.25,"MAY 06, 2024",240,42,84,0.5,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20,106,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743.0,115.01736111111111,92.16000000000001,90.54,88.92
929,Jaden McDaniels,1630183,MIN @ DEN,MIN,1610612750,DEN,0,0042300232,2024-05-06,W,26,5,3,2,2,7,0.286,0,1,0.0,1,2,0.5,0,2,2,1,1,5,26,19.9,0.635,0.635,F,134.0,78.8,55.2,0.0,0.063,0.035,0.125,3.0,0.161,0.317,92.25,92.61,0.005,77.18,"MAY 06, 2024",240,42,84,0.5,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20,106,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743.0,115.01736111111111,92.16000000000001,90.54,88.92
930,Wendell Moore Jr.,1631111,MIN @ DEN,MIN,1610612750,DEN,0,0042300232,2024-05-06,W,3,2,0,1,1,1,1.0,0,0,,0,0,,0,1,0,0,0,1,3,3.2,2.0,2.0,,116.7,80.0,36.7,0.0,0.2,0.143,0.0,0.0,0.167,1.0,72.07,81.23,0.235,67.69,"MAY 06, 2024",240,42,84,0.5,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20,106,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743.0,115.01736111111111,92.16000000000001,90.54,88.92
931,Julian Strawther,1631124,DEN vs. MIN,DEN,1610612743,MIN,1,0042300232,2024-05-06,L,3,2,0,0,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,-2,2.0,1.064,1.064,,83.3,116.7,-33.3,0.0,0.0,0.0,0.0,0.0,0.25,0.532,73.31,82.68,0.118,68.9,"MAY 06, 2024",240,29,83,0.349,9,30,0.3,13,18,0.722,18,32,50,16,6,6,16,14,80,89.96851102114259,11.0,12.0,42.0,0.5,1610612750.0,89.96851102114259,88.92,90.54,92.16000000000001
932,Christian Braun,1631128,DEN vs. MIN,DEN,1610612743,MIN,1,0042300232,2024-05-06,L,10,2,0,2,1,2,0.5,0,0,,0,0,,1,1,1,1,0,0,2,10.4,1.0,1.0,,86.4,77.3,9.1,0.071,0.083,0.077,0.0,0.0,0.074,0.5,95.76,100.6,0.123,83.84,"MAY 06, 2024",240,29,83,0.349,9,30,0.3,13,18,0.722,18,32,50,16,6,6,16,14,80,89.96851102114259,11.0,12.0,42.0,0.5,1610612750.0,89.96851102114259,88.92,90.54,92.16000000000001
933,Leonard Miller,1631159,MIN @ DEN,MIN,1610612750,DEN,0,0042300232,2024-05-06,W,3,0,0,2,0,1,0.0,0,1,0.0,0,0,,0,2,0,0,0,0,3,2.4,0.0,0.0,,116.7,80.0,36.7,0.0,0.4,0.286,0.0,0.0,0.167,0.0,72.07,81.23,0.118,67.69,"MAY 06, 2024",240,42,84,0.5,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20,106,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743.0,115.01736111111111,92.16000000000001,90.54,88.92
934,Josh Minott,1631169,MIN @ DEN,MIN,1610612750,DEN,0,0042300232,2024-05-06,W,3,3,0,0,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,3,3.0,3.0,3.0,,116.7,80.0,36.7,0.0,0.0,0.0,0.0,0.0,0.167,1.5,72.07,81.23,0.353,67.69,"MAY 06, 2024",240,42,84,0.5,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20,106,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743.0,115.01736111111111,92.16000000000001,90.54,88.92
935,Cason Wallace,1641717,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,23,7,3,3,2,5,0.4,2,4,0.5,1,2,0.5,1,2,1,0,0,1,13,18.1,1.19,1.19,,128.3,104.5,23.7,0.045,0.069,0.059,0.176,0.0,0.109,0.595,94.6,95.58,0.097,79.65,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
936,Jalen Williams,1631114,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,36,18,5,5,6,15,0.4,2,5,0.4,4,6,0.667,2,3,0,1,1,1,15,33.5,1.02,1.02,F,126.4,107.0,19.3,0.05,0.079,0.064,0.208,5.0,0.221,0.51,99.45,96.56,0.102,80.47,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
937,Chet Holmgren,1631096,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,31,19,1,7,8,16,0.5,2,5,0.4,1,1,1.0,4,3,2,3,1,4,18,42.9,1.156,1.156,C,126.2,100.0,26.2,0.121,0.091,0.106,0.05,1.0,0.218,0.578,98.39,99.28,0.122,82.74,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
938,Aaron Wiggins,1630598,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,23,16,2,5,5,7,0.714,3,4,0.75,3,4,0.75,0,5,1,1,2,1,18,29.0,1.826,1.826,,133.3,93.3,40.0,0.0,0.167,0.096,0.125,1.0,0.204,0.913,95.73,94.81,0.211,79.01,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
939,Daniel Gafford,1629655,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,27,16,1,11,5,12,0.417,0,0,,6,8,0.75,5,6,0,5,1,3,-2,44.7,1.031,1.031,C,96.5,96.6,-0.1,0.156,0.171,0.164,0.077,1.0,0.246,0.515,102.15,102.86,0.161,85.71,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
940,Luka Dončić,1629029,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,41,19,9,6,6,19,0.316,1,8,0.125,6,10,0.6,0,6,2,0,5,0,-21,40.7,0.812,0.812,G,104.8,128.6,-23.8,0.0,0.128,0.065,0.375,1.8,0.293,0.406,101.46,98.2,0.086,81.83,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
941,P.J. Washington,1629023,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,26,10,0,6,4,7,0.571,2,3,0.667,0,0,,1,5,1,0,1,4,-11,19.2,1.429,1.429,F,102.0,119.2,-17.2,0.037,0.185,0.111,0.0,0.0,0.131,0.714,97.95,95.63,0.089,79.69,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
942,Tim Hardaway Jr.,203501,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,17,2,0,2,1,5,0.2,0,4,0.0,0,0,,0,2,0,0,0,0,-13,4.4,0.4,0.4,,108.6,141.7,-33.1,0.0,0.111,0.05,0.0,0.0,0.109,0.2,99.43,99.26,0.0,82.72,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
943,Kyrie Irving,202681,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,37,20,3,1,7,14,0.5,3,4,0.75,3,3,1.0,0,1,2,1,4,2,-15,30.7,1.305,1.305,G,106.8,122.1,-15.3,0.0,0.022,0.012,0.136,0.75,0.218,0.653,99.68,97.01,0.092,80.84,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
944,Evan Mobley,1630596,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,32,17,3,13,8,12,0.667,0,0,,1,2,0.5,5,8,0,1,1,3,-21,39.1,1.32,1.32,C,109.8,141.9,-32.1,0.139,0.267,0.197,0.167,3.0,0.203,0.66,95.83,92.38,0.147,76.98,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
945,Sam Hauser,1630573,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,17,0,0,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,1,22,1.2,0.0,0.0,,144.1,84.4,59.7,0.0,0.056,0.031,0.0,0.0,0.027,0.0,92.21,95.69,-0.016,79.74,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
946,Sam Merrill,1630241,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,17,0,1,0,0,5,0.0,0,4,0.0,0,0,,0,0,0,0,0,1,-14,1.5,0.0,0.0,,85.7,129.4,-43.7,0.0,0.0,0.0,0.083,0.0,0.128,0.0,90.65,95.17,-0.076,79.31,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
947,Marcus Morris Sr.,202694,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,9,3,0,3,1,3,0.333,1,2,0.5,0,0,,1,2,0,0,0,0,-2,6.6,1.0,1.0,,75.0,89.5,-14.5,0.071,0.182,0.12,0.0,0.0,0.136,0.5,94.64,101.74,0.156,84.78,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
948,Georges Niang,1627777,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,4,4,0,1,0,2,0.0,0,2,0.0,4,4,1.0,0,1,0,0,0,0,1,5.2,1.064,1.064,,85.7,83.3,2.4,0.0,0.25,0.143,0.0,0.0,0.571,0.532,75.5,84.32,0.462,70.27,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
949,Jayson Tatum,1628369,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,35,18,5,11,7,19,0.368,0,5,0.0,4,4,1.0,2,9,0,3,1,3,18,46.7,0.867,0.867,F,132.9,107.1,25.7,0.059,0.231,0.151,0.185,5.0,0.263,0.434,98.39,96.92,0.119,80.77,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
950,Donovan Mitchell,1628378,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,37,33,5,6,12,25,0.48,4,11,0.364,5,5,1.0,0,6,1,0,3,2,-11,47.7,1.213,1.213,G,111.0,129.6,-18.6,0.0,0.154,0.079,0.25,1.67,0.37,0.607,95.26,94.01,0.167,78.34,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
951,Derrick White,1628401,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,33,25,5,1,9,16,0.563,7,12,0.583,0,0,,0,1,0,0,0,1,6,33.7,1.562,1.562,G,133.9,122.2,11.6,0.0,0.031,0.016,0.238,0.0,0.222,0.781,94.07,91.7,0.153,76.41,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
952,Luke Kornet,1628436,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,21,4,2,10,1,3,0.333,0,0,,2,2,1.0,6,4,0,2,1,1,12,24.0,1.031,1.031,,133.3,107.3,26.0,0.3,0.182,0.238,0.1,2.0,0.1,0.515,91.37,93.81,0.108,78.18,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
953,Oshae Brissett,1629052,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,3,0,0,2,0,0,,0,0,,0,2,0.0,0,2,0,0,0,0,3,2.4,0.0,0.0,,100.0,40.0,60.0,0.0,0.667,0.333,0.0,0.0,0.167,0.0,71.84,80.9,0.0,67.42,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
954,Max Strus,1629622,CLE @ BOS,CLE,1610612739,BOS,0,0042300201,2024-05-07,L,35,5,0,2,2,8,0.25,1,5,0.2,0,0,,0,2,0,0,1,3,-12,6.4,0.625,0.625,F,113.4,131.3,-17.9,0.0,0.059,0.029,0.0,0.0,0.122,0.313,94.48,92.68,-0.019,77.23,"MAY 07, 2024",240,37,90,0.411,11,42,0.262,10,13,0.769,7,31,38,19,2,3,5,18,95,101.36577037985488,2.0,7.0,55.0,0.4891304347826087,1610612738.0,101.36577037985488,93.71999999999998,92.44,91.16000000000001
955,Neemias Queta,1629674,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,3,2,0,2,1,1,1.0,0,0,,0,0,,1,1,0,0,0,0,3,4.4,2.0,2.0,,100.0,40.0,60.0,0.333,0.333,0.333,0.0,0.0,0.167,1.0,71.84,80.9,0.778,67.42,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
956,Xavier Tillman,1630214,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,7,2,0,3,1,1,1.0,0,0,,0,0,,0,3,0,0,0,2,4,5.6,2.0,2.0,,76.9,42.9,34.1,0.0,0.333,0.176,0.0,0.0,0.067,1.0,81.38,89.17,0.353,74.31,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
957,Gordon Hayward,202330,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,7,0,0,1,0,1,0.0,0,0,,0,0,,1,0,0,0,0,1,-1,1.2,0.0,0.0,,80.0,92.9,-12.9,0.111,0.0,0.053,0.0,0.0,0.056,0.0,99.68,98.72,-0.1,82.27,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
958,Dwight Powell,203939,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,5,0,0,2,0,0,,0,0,,0,2,0.0,0,2,0,0,0,1,0,2.4,0.0,0.0,,66.7,75.0,-8.3,0.0,0.667,0.2,0.0,0.0,0.1,0.0,77.41,77.96,-0.091,64.97,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
959,Danté Exum,203957,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,9,5,0,0,1,5,0.2,1,2,0.5,2,2,1.0,0,0,0,0,0,0,0,5.0,0.85,0.85,,80.0,85.7,-5.7,0.0,0.0,0.0,0.0,0.0,0.353,0.425,83.03,81.56,0.053,67.97,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
960,Derrick Jones Jr.,1627884,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,30,7,2,2,3,5,0.6,1,3,0.333,0,0,,1,1,0,2,1,4,-15,17.4,1.4,1.4,F,93.4,112.5,-19.1,0.03,0.026,0.028,0.118,2.0,0.088,0.7,102.18,101.44,0.045,84.53,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
961,Shai Gilgeous-Alexander,1628983,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,37,29,9,9,8,19,0.421,2,4,0.5,11,13,0.846,1,8,1,2,2,2,21,60.3,1.173,1.173,G,119.5,94.7,24.8,0.023,0.182,0.103,0.409,4.5,0.293,0.587,101.42,98.95,0.242,82.46,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
962,Kenrich Williams,1629026,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,3,0,2,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,0,0,4.2,0.0,0.0,,100.0,100.0,0.0,0.0,0.333,0.25,0.667,0.0,0.167,0.0,76.89,83.88,0.133,69.9,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
963,Luguentz Dort,1629652,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,26,7,1,4,2,9,0.222,2,5,0.4,1,2,0.5,4,0,2,0,3,5,18,16.3,0.709,0.709,F,120.4,88.7,31.7,0.129,0.0,0.068,0.05,0.33,0.2,0.354,104.11,100.57,-0.048,83.81,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
964,Josh Green,1630182,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,25,11,3,4,4,9,0.444,3,8,0.375,0,0,,1,3,0,0,1,3,-20,19.3,1.222,1.222,,93.9,134.7,-40.8,0.034,0.13,0.077,0.3,3.0,0.179,0.611,98.03,94.52,0.086,78.77,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
965,Isaiah Joe,1630198,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,15,6,2,3,2,4,0.5,2,3,0.667,0,0,,1,2,1,0,0,2,12,15.6,1.5,1.5,,126.7,89.7,37.0,0.071,0.133,0.103,0.167,0.0,0.118,0.75,100.28,96.93,0.144,80.78,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
966,Lindy Waters III,1630322,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.89,83.88,0.0,69.9,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
967,Josh Giddey,1630581,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,17,2,2,5,1,4,0.25,0,2,0.0,0,0,,1,4,0,1,0,0,-7,14.0,0.5,0.5,G,97.0,111.4,-14.5,0.042,0.267,0.128,0.182,0.0,0.091,0.25,97.95,96.76,0.098,80.63,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
968,A.J. Lawson,1630639,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,5,3,0,1,1,2,0.5,1,2,0.5,0,0,,0,1,0,0,0,1,0,4.2,1.5,1.5,,66.7,75.0,-8.3,0.0,0.333,0.1,0.0,0.0,0.2,0.75,77.41,77.96,0.182,64.97,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
969,Jaden Hardy,1630702,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,5,0,0,0,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,66.7,75.0,-8.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,77.41,77.96,-0.273,64.97,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
970,Jaylin Williams,1631119,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,17,11,2,9,5,7,0.714,1,2,0.5,0,0,,1,8,0,0,0,1,3,24.8,1.571,1.571,,105.9,100.0,5.9,0.053,0.421,0.237,0.333,0.0,0.175,0.786,97.63,96.48,0.327,80.4,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
971,Ousmane Dieng,1631172,OKC vs. DAL,OKC,1610612760,DAL,1,0042300221,2024-05-07,W,3,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,2.0,2.0,2.0,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,1.0,76.89,83.88,0.133,69.9,"MAY 07, 2024",240,40,89,0.449,16,35,0.457,21,28,0.75,16,36,52,29,8,8,9,18,117,124.04580152671755,5.0,8.0,39.0,0.39285714285714285,1610612742.0,124.04580152671755,94.32,96.66000000000001,99.0
972,Dereck Lively II,1641726,DAL @ OKC,DAL,1610612742,OKC,0,0042300221,2024-05-07,L,13,2,1,4,1,3,0.333,0,0,,0,0,,3,1,0,0,2,3,-13,6.3,0.667,0.667,,118.5,160.7,-42.2,0.273,0.083,0.174,0.091,0.5,0.147,0.333,99.9,99.25,-0.024,82.71,"MAY 07, 2024",240,33,84,0.393,12,35,0.343,17,25,0.68,11,28,39,19,5,8,15,21,95,95.95959595959596,8.0,8.0,52.0,0.449438202247191,1610612760.0,95.95959595959596,99.0,96.66000000000001,94.32
973,Al Horford,201143,BOS vs. CLE,BOS,1610612738,CLE,1,0042300201,2024-05-07,W,27,7,4,8,3,7,0.429,1,5,0.2,0,0,,0,8,1,0,0,1,15,25.6,1.0,1.0,C,121.4,94.6,26.8,0.0,0.222,0.121,0.174,0.0,0.108,0.5,99.03,97.8,0.127,81.5,"MAY 07, 2024",240,45,92,0.489,18,46,0.391,12,14,0.857,13,42,55,22,2,7,6,13,120,131.63668275559456,2.0,3.0,38.0,0.4111111111111111,1610612739.0,131.63668275559456,91.16000000000001,92.44,93.71999999999998
