Game,Tipoff,Season,Score,Over_Under,Home_Line
NYK @ MIL,Oct 28 8:00 PM,2022,108-119,223.5,-6.0
LAL @ MIN,Oct 28 8:00 PM,2022,102-111,232.5,-8.0
CHI @ SAS,Oct 28 8:30 PM,2022,124-129,230.0,4.0
UTA @ DEN,Oct 28 9:00 PM,2022,101-117,232.0,-7.5
NOP @ PHX,Oct 28 10:00 PM,2022,111-124,226.0,-8.0
HOU @ POR,Oct 28 10:00 PM,2022,111-125,222.5,-4.0
MIA @ SAC,Oct 29 6:00 PM,2022,113-119,228.0,4.0
GSW @ CHA,Oct 29 7:00 PM,2022,113-120,233.5,10.0
IND @ BKN,Oct 29 7:30 PM,2022,125-116,239.5,-11.0
PHI @ CHI,Oct 29 8:00 PM,2022,114-109,221.5,2.5
ATL @ MIL,Oct 29 8:00 PM,2022,115-123,228.5,-5.5
OKC @ DAL,Oct 29 9:00 PM,2022,117-111,219.0,-10.5
MEM @ UTA,Oct 29 9:00 PM,2022,123-124,225.0,3.0
NOP @ LAC,Oct 30 3:00 PM,2022,112-91,226.0,-2.0
WAS @ BOS,Oct 30 6:00 PM,2022,94-112,222.0,-9.5
NYK @ CLE,Oct 30 6:00 PM,2022,108-121,220.0,-3.5
GSW @ DET,Oct 30 6:00 PM,2022,114-128,231.5,7.5
MIN @ SAS,Oct 30 7:00 PM,2022,98-107,237.5,6.0
ORL @ DAL,Oct 30 7:30 PM,2022,105-114,211.5,-9.5
HOU @ PHX,Oct 30 9:00 PM,2022,109-124,227.5,-13.0
DEN @ LAL,Oct 30 9:30 PM,2022,110-121,228.5,2.5
SAC @ CHA,Oct 31 7:00 PM,2022,115-108,231.5,3.5
PHI @ WAS,Oct 31 7:00 PM,2022,118-111,216.0,2.5
IND @ BKN,Oct 31 7:30 PM,2022,109-116,236.5,-8.0
ATL @ TOR,Oct 31 7:30 PM,2022,109-139,222.5,-2.0
DET @ MIL,Oct 31 8:00 PM,2022,108-110,224.5,-13.5
MEM @ UTA,Oct 31 9:00 PM,2022,105-121,231.5,2.5
HOU @ LAC,Oct 31 10:30 PM,2022,93-95,225.5,-8.5
CHI @ BKN,Nov 1 7:30 PM,2022,108-99,232.5,-2.0
GSW @ MIA,Nov 1 7:30 PM,2022,109-116,225.5,-1.5
ORL @ OKC,Nov 1 8:00 PM,2022,108-116,216.0,-3.0
MIN @ PHX,Nov 1 10:00 PM,2022,107-116,228.0,-4.0
WAS @ PHI,Nov 2 6:00 PM,2022,121-111,217.0,-5.5
BOS @ CLE,Nov 2 7:30 PM,2022,113-114,220.0,1.5
SAC @ MIA,Nov 2 7:30 PM,2022,107-110,220.5,-4.5
ATL @ NYK,Nov 2 7:30 PM,2022,112-99,233.0,-2.5
CHA @ CHI,Nov 2 8:00 PM,2022,88-106,224.5,-6.0
LAC @ HOU,Nov 2 8:00 PM,2022,109-101,223.0,6.0
DET @ MIL,Nov 2 8:00 PM,2022,91-116,223.0,-11.5
TOR @ SAS,Nov 2 8:00 PM,2022,143-100,223.5,6.5
UTA @ DAL,Nov 2 8:30 PM,2022,100-103,222.0,-6.5
MEM @ POR,Nov 2 10:00 PM,2022,111-106,227.5,5.5
NOP @ LAL,Nov 2 10:30 PM,2022,117-120,230.0,2.5
GSW @ ORL,Nov 3 7:00 PM,2022,129-130,226.0,9.5
DEN @ OKC,Nov 3 8:00 PM,2022,122-110,228.5,6.5
CLE @ DET,Nov 4 7:00 PM,2022,112-88,215.0,4.0
MIA @ IND,Nov 4 7:00 PM,2022,99-101,225.0,3.0
NYK @ PHI,Nov 4 7:00 PM,2022,106-104,220.5,-1.0
BKN @ WAS,Nov 4 7:00 PM,2022,128-86,222.5,1.5
CHI @ BOS,Nov 4 7:30 PM,2022,119-123,223.5,-7.0
CHA @ MEM,Nov 4 8:00 PM,2022,99-130,226.5,-11.0
LAC @ SAS,Nov 4 8:00 PM,2022,113-106,225.5,3.5
TOR @ DAL,Nov 4 8:30 PM,2022,110-111,215.5,-4.5
GSW @ NOP,Nov 4 8:30 PM,2022,105-114,226.5,-10.5
MIL @ MIN,Nov 4 10:00 PM,2022,115-102,225.5,2.0
POR @ PHX,Nov 4 10:00 PM,2022,108-106,217.0,-12.0
UTA @ LAL,Nov 4 10:30 PM,2022,130-116,229.0,-3.5
SAC @ ORL,Nov 5 5:00 PM,2022,126-123,228.5,4.5
BKN @ CHA,Nov 5 7:00 PM,2022,98-94,223.5,3.5
NOP @ ATL,Nov 5 7:30 PM,2022,121-124,234.5,-2.0
BOS @ NYK,Nov 5 7:30 PM,2022,133-118,227.0,4.0
OKC @ MIL,Nov 5 8:00 PM,2022,94-108,219.0,-5.5
HOU @ MIN,Nov 5 8:00 PM,2022,117-129,234.5,-8.0
SAS @ DEN,Nov 5 9:00 PM,2022,101-126,235.5,-11.5
POR @ PHX,Nov 5 10:00 PM,2022,82-102,215.5,-12.0
CLE @ LAL,Nov 6 3:30 PM,2022,114-100,222.5,5.0
WAS @ MEM,Nov 6 6:00 PM,2022,97-103,224.0,-9.5
CHI @ TOR,Nov 6 6:00 PM,2022,104-113,219.5,-4.0
UTA @ LAC,Nov 6 10:00 PM,2022,110-102,218.5,-4.0
WAS @ CHA,Nov 7 7:00 PM,2022,108-100,213.5,-2.0
HOU @ ORL,Nov 7 7:15 PM,2022,134-127,224.0,-5.0
OKC @ DET,Nov 7 7:30 PM,2022,103-112,224.0,2.0
NOP @ IND,Nov 7 7:45 PM,2022,122-129,233.5,5.0
PHX @ PHI,Nov 7 8:00 PM,2022,88-100,215.0,1.5
MIL @ ATL,Nov 7 8:15 PM,2022,98-117,219.5,5.5
POR @ MIA,Nov 7 8:30 PM,2022,110-107,216.5,-5.0
TOR @ CHI,Nov 7 8:45 PM,2022,97-111,221.5,-2.0
BOS @ MEM,Nov 7 9:00 PM,2022,109-106,232.0,3.5
NYK @ MIN,Nov 7 9:15 PM,2022,120-107,235.0,-2.5
DEN @ SAS,Nov 7 9:30 PM,2022,115-109,234.5,7.5
BKN @ DAL,Nov 7 9:45 PM,2022,94-96,216.0,-6.0
SAC @ GSW,Nov 7 10:00 PM,2022,113-116,235.5,-8.0
LAL @ UTA,Nov 7 10:15 PM,2022,116-139,224.5,-7.0
CLE @ LAC,Nov 7 10:30 PM,2022,117-119,212.0,4.0
DAL @ ORL,Nov 9 5:30 PM,2022,87-94,212.5,8.5
POR @ CHA,Nov 9 7:00 PM,2022,105-95,221.5,2.0
DEN @ IND,Nov 9 7:00 PM,2022,122-119,235.5,5.0
UTA @ ATL,Nov 9 7:30 PM,2022,125-119,231.5,-4.5
NYK @ BKN,Nov 9 7:30 PM,2022,85-112,221.0,-3.5
DET @ BOS,Nov 9 7:30 PM,2022,112-128,226.0,-13.5
HOU @ TOR,Nov 9 7:30 PM,2022,109-116,224.0,-10.0
NOP @ CHI,Nov 9 8:00 PM,2022,115-111,232.5,2.0
PHX @ MIN,Nov 9 8:00 PM,2022,129-117,224.0,1.0
MIL @ OKC,Nov 9 8:00 PM,2022,136-132,213.5,1.0
MEM @ SAS,Nov 9 8:00 PM,2022,124-122,234.5,6.0
LAL @ LAC,Nov 9 10:00 PM,2022,101-114,219.0,-3.0
CLE @ SAC,Nov 9 10:00 PM,2022,120-127,228.0,4.0
DAL @ WAS,Nov 10 7:00 PM,2022,105-113,209.0,6.0
PHI @ ATL,Nov 10 7:30 PM,2022,95-104,222.0,-1.0
CHA @ MIA,Nov 10 7:30 PM,2022,112-117,212.5,-11.0
POR @ NOP,Nov 10 8:00 PM,2022,106-95,222.5,-10.0
DEN @ BOS,Nov 11 7:00 PM,2022,112-131,230.5,-4.0
PHX @ ORL,Nov 11 7:00 PM,2022,97-114,215.0,7.0
DET @ NYK,Nov 11 7:30 PM,2022,112-121,224.0,-9.0
TOR @ OKC,Nov 11 8:00 PM,2022,113-132,219.5,5.0
MIL @ SAS,Nov 11 8:00 PM,2022,93-111,219.5,-1.5
MIN @ MEM,Nov 11 9:30 PM,2022,103-114,233.5,-4.0
CLE @ GSW,Nov 11 10:00 PM,2022,101-106,232.0,-3.0
SAC @ LAL,Nov 11 10:30 PM,2022,120-114,233.0,4.0
BKN @ LAC,Nov 12 4:00 PM,2022,110-95,212.0,-1.5
UTA @ WAS,Nov 12 6:00 PM,2022,112-121,221.5,4.0
BOS @ DET,Nov 12 7:00 PM,2022,117-108,225.5,8.5
TOR @ IND,Nov 12 7:00 PM,2022,104-118,229.5,-3.0
ATL @ PHI,Nov 12 7:30 PM,2022,109-121,222.5,-3.0
CHA @ MIA,Nov 12 8:00 PM,2022,115-132,215.0,-8.0
POR @ DAL,Nov 12 8:30 PM,2022,112-117,218.5,-6.5
HOU @ NOP,Nov 12 8:30 PM,2022,106-119,233.5,-10.5
OKC @ NYK,Nov 13 12:00 PM,2022,145-135,226.0,-5.5
MIN @ CLE,Nov 13 6:00 PM,2022,129-124,221.0,-1.0
MEM @ WAS,Nov 13 6:00 PM,2022,92-102,218.0,-1.5
UTA @ PHI,Nov 13 7:30 PM,2022,98-105,218.0,-3.5
DEN @ CHI,Nov 13 8:00 PM,2022,126-103,231.0,1.5
GSW @ SAC,Nov 13 9:00 PM,2022,115-122,237.0,4.0
BKN @ LAL,Nov 13 9:30 PM,2022,103-116,217.5,5.0
TOR @ DET,Nov 14 7:00 PM,2022,115-111,218.0,4.5
CHA @ ORL,Nov 14 7:00 PM,2022,112-105,225.0,1.5
OKC @ BOS,Nov 14 7:30 PM,2022,122-126,229.0,-12.0
PHX @ MIA,Nov 14 7:30 PM,2022,112-113,216.0,-2.5
LAC @ HOU,Nov 14 8:00 PM,2022,122-106,220.0,5.0
ATL @ MIL,Nov 14 8:00 PM,2022,121-106,226.0,-4.0
SAS @ GSW,Nov 14 10:00 PM,2022,95-132,234.0,-9.0
MEM @ NOP,Nov 15 7:30 PM,2022,102-113,223.5,-1.5
LAC @ DAL,Nov 15 8:30 PM,2022,101-103,212.0,-6.5
NYK @ UTA,Nov 15 9:00 PM,2022,118-111,231.5,-4.0
SAS @ POR,Nov 15 10:00 PM,2022,110-117,226.5,-8.5
BKN @ SAC,Nov 15 10:00 PM,2022,121-153,225.5,-2.0
IND @ CHA,Nov 16 7:00 PM,2022,125-113,237.0,1.0
MIN @ ORL,Nov 16 7:00 PM,2022,126-108,224.0,8.0
OKC @ WAS,Nov 16 7:00 PM,2022,121-120,230.5,-5.0
BOS @ ATL,Nov 16 7:30 PM,2022,126-101,234.5,0.0
MIA @ TOR,Nov 16 7:30 PM,2022,104-112,216.0,1.5
CLE @ MIL,Nov 16 8:00 PM,2022,98-113,218.5,-2.0
CHI @ NOP,Nov 16 8:00 PM,2022,110-124,226.5,-1.5
HOU @ DAL,Nov 16 8:30 PM,2022,101-92,218.0,-6.5
NYK @ DEN,Nov 16 10:00 PM,2022,106-103,226.0,-2.0
GSW @ PHX,Nov 16 10:00 PM,2022,119-130,227.0,2.5
BKN @ POR,Nov 17 10:00 PM,2022,109-107,220.5,-3.0
SAS @ SAC,Nov 17 10:00 PM,2022,112-130,237.0,-7.5
DET @ LAC,Nov 17 10:30 PM,2022,91-96,219.0,-10.5
MIA @ WAS,Nov 18 7:00 PM,2022,106-107,216.5,1.0
CHA @ CLE,Nov 18 7:30 PM,2022,122-132,220.0,-10.0
MIL @ PHI,Nov 18 7:30 PM,2022,102-110,212.5,1.0
ORL @ CHI,Nov 18 8:00 PM,2022,108-107,221.0,-8.5
IND @ HOU,Nov 18 8:00 PM,2022,99-91,236.0,5.5
OKC @ MEM,Nov 18 8:00 PM,2022,110-121,230.0,-6.5
DEN @ DAL,Nov 18 8:30 PM,2022,99-127,216.0,-10.0
BOS @ NOP,Nov 18 8:30 PM,2022,117-109,227.0,3.0
PHX @ UTA,Nov 18 9:00 PM,2022,133-134,228.0,1.0
NYK @ GSW,Nov 18 10:00 PM,2022,101-111,234.5,-7.5
DET @ LAL,Nov 18 10:30 PM,2022,121-128,226.0,-6.5
TOR @ ATL,Nov 19 6:00 PM,2022,122-124,226.0,-5.5
ORL @ IND,Nov 19 7:00 PM,2022,113-114,226.5,-7.5
MIN @ PHI,Nov 19 7:30 PM,2022,112-109,218.0,3.5
UTA @ POR,Nov 19 10:00 PM,2022,118-113,228.0,-4.5
SAS @ LAC,Nov 19 10:30 PM,2022,97-119,221.0,-9.0
NYK @ PHX,Nov 20 3:30 PM,2022,95-116,226.5,-6.0
DET @ SAC,Nov 20 6:00 PM,2022,129-137,234.5,-10.5
CHA @ WAS,Nov 20 6:00 PM,2022,102-106,220.5,-5.0
MEM @ BKN,Nov 20 7:00 PM,2022,115-127,223.5,-7.5
MIA @ CLE,Nov 20 7:00 PM,2022,87-113,213.0,-7.0
GSW @ HOU,Nov 20 7:00 PM,2022,127-120,233.0,10.5
DEN @ DAL,Nov 20 7:30 PM,2022,98-97,217.5,-10.5
SAS @ LAL,Nov 20 9:30 PM,2022,92-123,228.0,-6.0
ATL @ CLE,Nov 21 7:00 PM,2022,102-114,228.0,-3.5
ORL @ IND,Nov 21 7:00 PM,2022,102-123,225.5,-7.0
BOS @ CHI,Nov 21 8:00 PM,2022,107-121,230.0,5.5
POR @ MIL,Nov 21 8:00 PM,2022,111-119,214.0,-9.5
MIA @ MIN,Nov 21 8:00 PM,2022,101-105,220.5,-8.5
GSW @ NOP,Nov 21 8:00 PM,2022,83-128,227.5,-11.0
NYK @ OKC,Nov 21 8:00 PM,2022,129-119,227.5,-1.5
UTA @ LAC,Nov 21 10:30 PM,2022,114-121,222.5,-2.5
BKN @ PHI,Nov 22 7:30 PM,2022,106-115,217.0,7.5
SAC @ MEM,Nov 22 8:00 PM,2022,113-109,237.0,2.0
DET @ DEN,Nov 22 9:00 PM,2022,110-108,227.5,-12.0
LAL @ PHX,Nov 22 10:00 PM,2022,105-115,226.5,-9.5
PHI @ CHA,Nov 23 7:00 PM,2022,101-107,215.5,-4.0
POR @ CLE,Nov 23 7:00 PM,2022,96-114,213.5,-7.0
MIN @ IND,Nov 23 7:00 PM,2022,115-101,236.5,2.0
SAC @ ATL,Nov 23 7:30 PM,2022,106-115,241.5,-4.5
DAL @ BOS,Nov 23 7:30 PM,2022,112-125,221.0,-6.0
WAS @ MIA,Nov 23 7:30 PM,2022,105-113,209.5,-5.0
BKN @ TOR,Nov 23 7:30 PM,2022,112-98,223.0,2.5
CHI @ MIL,Nov 23 8:00 PM,2022,118-113,224.0,-7.0
DEN @ OKC,Nov 23 8:00 PM,2022,131-126,230.0,1.0
NOP @ SAS,Nov 23 8:00 PM,2022,129-110,227.0,5.5
DET @ UTA,Nov 23 9:00 PM,2022,125-116,234.0,-12.0
LAC @ GSW,Nov 23 10:00 PM,2022,107-124,223.0,-10.0
MIN @ CHA,Nov 25 5:00 PM,2022,108-110,226.5,6.5
PHI @ ORL,Nov 25 7:00 PM,2022,107-99,215.0,-1.5
POR @ NYK,Nov 25 7:30 PM,2022,132-129,216.5,-4.0
SAC @ BOS,Nov 25 8:00 PM,2022,104-122,238.5,-7.5
ATL @ HOU,Nov 25 8:00 PM,2022,122-128,232.5,7.0
BKN @ IND,Nov 25 8:00 PM,2022,117-128,233.5,3.5
NOP @ MEM,Nov 25 8:00 PM,2022,111-132,227.0,-2.0
WAS @ MIA,Nov 25 8:00 PM,2022,107-110,215.0,-3.0
CLE @ MIL,Nov 25 8:00 PM,2022,102-117,215.5,-4.0
CHI @ OKC,Nov 25 8:00 PM,2022,119-123,232.5,3.0
LAL @ SAS,Nov 25 8:00 PM,2022,105-94,235.0,4.0
DET @ PHX,Nov 25 9:00 PM,2022,102-108,224.5,-12.0
UTA @ GSW,Nov 25 10:00 PM,2022,118-129,239.5,-8.0
DEN @ LAC,Nov 25 10:30 PM,2022,114-104,219.0,4.0
DAL @ TOR,Nov 26 5:00 PM,2022,100-105,214.5,2.5
OKC @ HOU,Nov 26 8:00 PM,2022,105-118,231.5,2.0
LAL @ SAS,Nov 26 8:00 PM,2022,143-138,231.5,-1.0
UTA @ PHX,Nov 26 9:00 PM,2022,112-113,232.0,-6.0
POR @ BKN,Nov 27 3:00 PM,2022,97-111,223.5,-8.0
GSW @ MIN,Nov 27 3:30 PM,2022,137-114,237.5,1.5
IND @ LAC,Nov 27 4:00 PM,2022,100-114,221.0,2.0
MIA @ ATL,Nov 27 5:00 PM,2022,106-98,226.0,-4.0
WAS @ BOS,Nov 27 6:00 PM,2022,121-130,220.5,-8.0
CLE @ DET,Nov 27 6:00 PM,2022,102-94,218.5,7.5
MEM @ NYK,Nov 27 6:00 PM,2022,127-123,228.0,1.5
PHI @ ORL,Nov 27 6:00 PM,2022,133-103,213.0,0.0
DAL @ MIL,Nov 27 8:00 PM,2022,115-124,215.5,-5.5
ATL @ PHI,Nov 28 7:00 PM,2022,101-104,220.5,1.0
MIN @ WAS,Nov 28 7:00 PM,2022,127-142,227.5,-1.0
ORL @ BKN,Nov 28 7:30 PM,2022,102-109,224.0,-12.0
CHA @ BOS,Nov 28 7:30 PM,2022,105-140,225.0,-11.5
CLE @ TOR,Nov 28 7:30 PM,2022,88-100,218.0,-5.0
OKC @ NOP,Nov 28 8:00 PM,2022,101-105,232.5,-5.5
HOU @ DEN,Nov 28 9:00 PM,2022,113-129,228.0,-11.0
CHI @ UTA,Nov 28 9:00 PM,2022,114-107,235.0,-2.0
PHX @ SAC,Nov 28 10:00 PM,2022,122-117,234.0,0.0
IND @ LAL,Nov 28 10:30 PM,2022,116-115,238.0,-3.5
NYK @ DET,Nov 29 7:00 PM,2022,140-110,225.5,4.5
GSW @ DAL,Nov 29 7:30 PM,2022,113-116,227.0,-1.0
LAC @ POR,Nov 29 10:00 PM,2022,118-112,211.0,-4.0
PHI @ CLE,Nov 30 7:00 PM,2022,85-113,209.0,-3.5
ATL @ ORL,Nov 30 7:00 PM,2022,125-108,228.0,6.5
WAS @ BKN,Nov 30 7:30 PM,2022,107-113,228.0,-5.5
MIA @ BOS,Nov 30 7:30 PM,2022,121-134,224.5,-9.5
MIL @ NYK,Nov 30 7:30 PM,2022,109-103,227.5,6.0
MEM @ MIN,Nov 30 8:00 PM,2022,101-109,231.5,3.0
TOR @ NOP,Nov 30 8:00 PM,2022,108-126,221.5,2.5
SAS @ OKC,Nov 30 8:00 PM,2022,111-119,229.5,-3.0
HOU @ DEN,Nov 30 9:00 PM,2022,100-120,230.0,-11.0
CHI @ PHX,Nov 30 9:00 PM,2022,113-132,226.5,-5.5
LAC @ UTA,Nov 30 9:00 PM,2022,112-125,223.0,-7.5
IND @ SAC,Nov 30 10:00 PM,2022,114-137,242.5,-4.5
POR @ LAL,Nov 30 10:30 PM,2022,109-128,223.5,-6.0
DAL @ DET,Dec 1 7:00 PM,2022,125-131,221.0,8.0
WAS @ CHA,Dec 2 7:00 PM,2022,116-117,225.5,4.0
DEN @ ATL,Dec 2 7:30 PM,2022,109-117,225.5,5.0
TOR @ BKN,Dec 2 7:30 PM,2022,105-114,223.0,-1.5
MIA @ BOS,Dec 2 7:30 PM,2022,120-116,227.0,-7.0
ORL @ CLE,Dec 2 7:30 PM,2022,96-107,218.0,-11.0
LAL @ MIL,Dec 2 7:30 PM,2022,133-129,231.0,-8.5
PHI @ MEM,Dec 2 8:00 PM,2022,109-117,218.0,-4.5
NOP @ SAS,Dec 2 8:00 PM,2022,117-99,233.0,7.0
HOU @ PHX,Dec 2 9:00 PM,2022,122-121,229.5,-11.5
IND @ UTA,Dec 2 9:00 PM,2022,119-139,240.0,-4.0
CHI @ GSW,Dec 2 10:00 PM,2022,111-119,237.5,-7.0
DAL @ NYK,Dec 3 12:30 PM,2022,121-100,224.0,1.5
SAC @ LAC,Dec 3 4:00 PM,2022,123-96,228.0,4.0
MIL @ CHA,Dec 3 6:00 PM,2022,105-96,220.0,1.5
OKC @ MIN,Dec 3 8:00 PM,2022,135-128,233.0,-5.5
ORL @ TOR,Dec 3 8:00 PM,2022,108-121,220.5,-11.5
HOU @ GSW,Dec 3 8:30 PM,2022,101-120,235.5,-11.5
POR @ UTA,Dec 3 9:00 PM,2022,116-111,227.5,-5.0
DEN @ NOP,Dec 4 3:30 PM,2022,106-121,230.5,1.0
PHX @ SAS,Dec 4 4:00 PM,2022,133-95,231.0,10.0
BOS @ BKN,Dec 4 6:00 PM,2022,103-92,230.5,2.5
MEM @ DET,Dec 4 6:00 PM,2022,122-112,228.5,6.5
CLE @ NYK,Dec 4 6:00 PM,2022,81-92,222.5,2.5
CHI @ SAC,Dec 4 6:00 PM,2022,101-110,239.5,-3.0
LAL @ WAS,Dec 4 6:00 PM,2022,130-119,233.0,-2.0
IND @ POR,Dec 4 9:00 PM,2022,100-116,233.0,-5.0
LAC @ CHA,Dec 5 7:00 PM,2022,119-117,217.5,6.5
MIL @ ORL,Dec 5 7:00 PM,2022,109-102,226.5,10.5
OKC @ ATL,Dec 5 7:30 PM,2022,121-114,237.0,-6.5
BOS @ TOR,Dec 5 7:30 PM,2022,116-110,228.5,-1.5
PHI @ HOU,Dec 5 8:00 PM,2022,123-132,222.0,8.0
MIA @ MEM,Dec 5 8:00 PM,2022,93-101,218.5,5.5
PHX @ DAL,Dec 5 8:30 PM,2022,111-130,223.0,-3.0
IND @ GSW,Dec 5 10:00 PM,2022,112-104,240.5,-12.0
LAL @ CLE,Dec 6 7:30 PM,2022,102-116,224.5,-6.0
DET @ MIA,Dec 6 7:30 PM,2022,116-96,220.0,-7.5
DAL @ DEN,Dec 6 10:00 PM,2022,116-115,223.5,-4.0
LAC @ ORL,Dec 7 7:00 PM,2022,111-116,216.5,6.5
CHA @ BKN,Dec 7 7:30 PM,2022,116-122,223.0,-10.0
ATL @ NYK,Dec 7 7:30 PM,2022,89-113,232.5,-2.0
LAL @ TOR,Dec 7 7:30 PM,2022,113-126,229.0,-12.5
WAS @ CHI,Dec 7 8:00 PM,2022,111-115,226.5,-5.0
OKC @ MEM,Dec 7 8:00 PM,2022,102-123,233.0,-8.5
SAC @ MIL,Dec 7 8:00 PM,2022,113-126,236.5,-6.5
IND @ MIN,Dec 7 8:00 PM,2022,115-121,238.5,-4.5
DET @ NOP,Dec 7 8:00 PM,2022,98-104,229.0,-11.0
GSW @ UTA,Dec 7 9:00 PM,2022,123-124,230.5,2.0
