player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,interval_width1,interval_width2,sigma1,sigma2,sigma_flag1,sigma_flag2,simulation_method
Giannis Antetokounmpo,Donte DiVincenzo,31.5,15.0,34.06,18.04,over,over,0.661,0.658,0.3914,0.083,0.08,0.081,0.17,0.087,0,"(19.8, 48.3)","(0.8, 35.3)",28.53,34.46,7.28,8.79,High,High,Monte Carlo
Giannis Antetokounmpo,Kon Knueppel,31.5,13.5,34.06,16.5,over,over,0.661,0.684,0.4066,0.083,0.106,0.094,0.22,0.11,0,"(19.8, 48.3)","(2.1, 30.9)",28.53,28.82,7.28,7.35,High,High,Monte Carlo
Giannis Antetokounmpo,Naz Reid,31.5,13.5,34.06,17.97,over,over,0.661,0.737,0.4381,0.083,0.159,0.121,0.31,0.157,0,"(19.8, 48.3)","(1.7, 34.3)",28.53,32.61,7.28,8.32,High,High,Monte Carlo
Giannis Antetokounmpo,Rudy Gobert,31.5,10.5,34.06,17.43,over,over,0.661,0.82,0.4877,0.083,0.242,0.162,0.46,0.232,0,"(19.8, 48.3)","(0.0, 34.8)",28.53,34.81,7.28,8.88,High,High,Monte Carlo
Giannis Antetokounmpo,Ryan Kalkbrenner,31.5,9.5,34.06,10.98,over,over,0.661,0.581,0.3457,0.083,0.003,0.043,0.04,0.018,0,"(19.8, 48.3)","(0.0, 26.7)",28.53,26.66,7.28,8.0,High,High,Monte Carlo
Giannis Antetokounmpo,Mike Conley,31.5,8.5,34.06,14.88,over,over,0.661,0.723,0.43,0.083,0.145,0.114,0.29,0.145,0,"(19.8, 48.3)","(0.0, 39.8)",28.53,39.85,7.28,12.74,High,High,Monte Carlo
Giannis Antetokounmpo,Sion James,31.5,6.5,34.06,7.98,over,over,0.661,0.604,0.3595,0.083,0.026,0.055,0.08,0.039,0,"(19.8, 48.3)","(0.0, 20.4)",28.53,20.37,7.28,6.32,High,High,Monte Carlo
Giannis Antetokounmpo,Terrence Shannon Jr.,31.5,6.5,34.06,11.8,over,over,0.661,0.726,0.432,0.083,0.148,0.116,0.3,0.148,0,"(19.8, 48.3)","(0.0, 32.2)",28.53,32.17,7.28,10.39,High,High,Monte Carlo
Giannis Antetokounmpo,Pascal Siakam,31.5,24.5,34.06,23.11,over,under,0.661,0.598,0.3558,0.083,0.02,0.051,0.07,0.034,0,"(19.8, 48.3)","(8.5, 37.7)",28.53,29.16,7.28,7.44,High,High,Monte Carlo
Giannis Antetokounmpo,Stephen Curry,31.5,24.5,34.06,26.68,over,over,0.661,0.621,0.3691,0.083,0.043,0.063,0.11,0.054,0,"(19.8, 48.3)","(10.8, 42.6)",28.53,31.75,7.28,8.1,High,High,Monte Carlo
Giannis Antetokounmpo,Jonathan Kuminga,31.5,16.5,34.06,15.81,over,under,0.661,0.553,0.3288,0.083,-0.025,0.029,-0.01,0.0,0,"(19.8, 48.3)","(1.2, 30.4)",28.53,29.23,7.28,7.46,High,High,Monte Carlo
Giannis Antetokounmpo,Aaron Nesmith,31.5,14.5,34.06,14.14,over,under,0.661,0.529,0.3146,0.083,-0.049,0.017,-0.06,0.0,0,"(19.8, 48.3)","(0.0, 30.7)",28.53,30.73,7.28,8.46,High,High,Monte Carlo
Giannis Antetokounmpo,RayJ Dennis,31.5,9.5,34.06,14.16,over,over,0.661,0.757,0.4501,0.083,0.179,0.131,0.35,0.175,0,"(19.8, 48.3)","(0.0, 29.6)",28.53,29.63,7.28,7.89,High,High,Monte Carlo
Giannis Antetokounmpo,Draymond Green,31.5,8.5,34.06,11.8,over,over,0.661,0.684,0.4067,0.083,0.106,0.094,0.22,0.11,0,"(19.8, 48.3)","(0.0, 27.7)",28.53,27.66,7.28,8.09,High,High,Monte Carlo
Giannis Antetokounmpo,Ben Sheppard,31.5,8.5,34.06,10.19,over,over,0.661,0.577,0.3431,0.083,-0.001,0.041,0.03,0.015,0,"(19.8, 48.3)","(0.0, 29.0)",28.53,29.02,7.28,9.61,High,High,Monte Carlo
Giannis Antetokounmpo,Moses Moody,31.5,7.5,34.06,10.81,over,over,0.661,0.697,0.4145,0.083,0.119,0.101,0.24,0.122,0,"(19.8, 48.3)","(0.0, 25.5)",28.53,25.54,7.28,7.51,High,High,Monte Carlo
Giannis Antetokounmpo,Quenton Jackson,31.5,7.5,34.06,11.28,over,over,0.661,0.752,0.4471,0.083,0.174,0.128,0.34,0.171,0,"(19.8, 48.3)","(0.0, 24.1)",28.53,24.12,7.28,6.55,High,High,Monte Carlo
Giannis Antetokounmpo,Isaiah Jackson,31.5,7.5,34.06,11.95,over,over,0.661,0.779,0.4631,0.083,0.201,0.142,0.39,0.195,0,"(19.8, 48.3)","(0.0, 25.3)",28.53,25.3,7.28,6.81,High,High,Monte Carlo
Giannis Antetokounmpo,Jay Huff,31.5,7.5,34.06,10.48,over,over,0.661,0.628,0.3736,0.083,0.05,0.066,0.12,0.06,0,"(19.8, 48.3)","(0.0, 31.2)",28.53,31.23,7.28,10.59,High,High,Monte Carlo
Giannis Antetokounmpo,Buddy Hield,31.5,7.5,34.06,9.97,over,over,0.661,0.655,0.3897,0.083,0.077,0.08,0.17,0.084,0,"(19.8, 48.3)","(0.0, 24.2)",28.53,24.19,7.28,7.26,High,High,Monte Carlo
Giannis Antetokounmpo,Al Horford,31.5,6.5,34.06,8.77,over,over,0.661,0.669,0.3976,0.083,0.091,0.087,0.19,0.096,0,"(19.8, 48.3)","(0.0, 20.8)",28.53,20.76,7.28,6.12,High,High,Monte Carlo
Giannis Antetokounmpo,Paolo Banchero,31.5,24.5,34.06,30.3,over,over,0.661,0.762,0.4534,0.083,0.184,0.133,0.36,0.18,0,"(19.8, 48.3)","(11.5, 49.1)",28.53,37.56,7.28,9.58,High,High,Monte Carlo
Giannis Antetokounmpo,Franz Wagner,31.5,21.5,34.06,24.93,over,over,0.661,0.688,0.4089,0.083,0.109,0.096,0.23,0.113,0,"(19.8, 48.3)","(8.8, 41.0)",28.53,32.19,7.28,8.21,High,High,Monte Carlo
Giannis Antetokounmpo,Desmond Bane,31.5,18.5,34.06,22.23,over,over,0.661,0.684,0.407,0.083,0.106,0.094,0.22,0.11,0,"(19.8, 48.3)","(4.4, 40.0)",28.53,35.59,7.28,9.08,High,High,Monte Carlo
Giannis Antetokounmpo,Alex Sarr,31.5,15.5,34.06,17.52,over,over,0.661,0.609,0.3624,0.083,0.031,0.057,0.09,0.044,0,"(19.8, 48.3)","(1.4, 33.6)",28.53,32.19,7.28,8.21,High,High,Monte Carlo
Giannis Antetokounmpo,Kyshawn George,31.5,14.5,34.06,14.15,over,under,0.661,0.533,0.3168,0.083,-0.045,0.019,-0.05,0.0,0,"(19.8, 48.3)","(0.6, 27.7)",28.53,27.15,7.28,6.93,High,High,Monte Carlo
Giannis Antetokounmpo,Anthony Black,31.5,11.5,34.06,14.51,over,over,0.661,0.658,0.3911,0.083,0.08,0.081,0.17,0.087,0,"(19.8, 48.3)","(0.0, 31.6)",28.53,31.59,7.28,8.71,High,High,Monte Carlo
Giannis Antetokounmpo,Tre Johnson,31.5,11.5,34.06,13.17,over,over,0.661,0.604,0.359,0.083,0.026,0.054,0.08,0.038,0,"(19.8, 48.3)","(0.0, 27.3)",28.53,27.3,7.28,7.21,High,High,Monte Carlo
Giannis Antetokounmpo,Bilal Coulibaly,31.5,10.5,34.06,11.98,over,over,0.661,0.57,0.3387,0.083,-0.009,0.037,0.02,0.008,0,"(19.8, 48.3)","(0.0, 30.2)",28.53,30.24,7.28,9.31,High,High,Monte Carlo
Giannis Antetokounmpo,Jalen Suggs,31.5,10.5,34.06,20.71,over,over,0.661,0.91,0.5414,0.083,0.332,0.207,0.62,0.312,0,"(19.8, 48.3)","(4.1, 37.3)",28.53,33.15,7.28,8.46,High,High,Monte Carlo
Giannis Antetokounmpo,Khris Middleton,31.5,10.5,34.06,13.73,over,over,0.661,0.694,0.413,0.083,0.116,0.1,0.24,0.12,0,"(19.8, 48.3)","(0.0, 28.3)",28.53,28.29,7.28,7.42,High,High,Monte Carlo
Giannis Antetokounmpo,Tristan da Silva,31.5,8.5,34.06,11.65,over,over,0.661,0.704,0.4186,0.083,0.126,0.104,0.26,0.128,0,"(19.8, 48.3)","(0.0, 25.1)",28.53,25.1,7.28,6.86,High,High,Monte Carlo
Giannis Antetokounmpo,Cam Whitmore,31.5,8.5,34.06,11.27,over,over,0.661,0.686,0.4079,0.083,0.108,0.095,0.22,0.112,0,"(19.8, 48.3)","(0.0, 24.4)",28.53,24.38,7.28,6.69,High,High,Monte Carlo
Giannis Antetokounmpo,Corey Kispert,31.5,7.5,34.06,10.58,over,over,0.661,0.698,0.4152,0.083,0.12,0.101,0.25,0.123,0,"(19.8, 48.3)","(0.0, 24.2)",28.53,24.18,7.28,6.94,High,High,Monte Carlo
Giannis Antetokounmpo,Kevin Durant,31.5,25.5,34.06,29.96,over,over,0.661,0.713,0.4241,0.083,0.135,0.109,0.27,0.136,0,"(19.8, 48.3)","(11.7, 48.2)",28.53,36.52,7.28,9.32,High,High,Monte Carlo
Giannis Antetokounmpo,Jaylen Brown,31.5,23.5,34.06,26.23,over,over,0.661,0.653,0.3883,0.083,0.075,0.079,0.16,0.082,0,"(19.8, 48.3)","(10.2, 42.2)",28.53,31.98,7.28,8.16,High,High,Monte Carlo
Giannis Antetokounmpo,Alperen Sengun,31.5,20.5,34.06,18.34,over,under,0.661,0.638,0.3794,0.083,0.06,0.071,0.14,0.069,0,"(19.8, 48.3)","(3.3, 33.4)",28.53,30.06,7.28,7.67,High,High,Monte Carlo
Giannis Antetokounmpo,Derrick White,31.5,19.5,34.06,18.41,over,under,0.661,0.58,0.3448,0.083,0.002,0.042,0.03,0.017,0,"(19.8, 48.3)","(4.2, 32.6)",28.53,28.48,7.28,7.26,High,High,Monte Carlo
Giannis Antetokounmpo,Amen Thompson,31.5,15.5,34.06,17.01,over,over,0.661,0.586,0.3484,0.083,0.008,0.045,0.05,0.023,0,"(19.8, 48.3)","(1.9, 32.1)",28.53,30.27,7.28,7.72,High,High,Monte Carlo
Giannis Antetokounmpo,Payton Pritchard,31.5,15.5,34.06,16.22,over,over,0.661,0.534,0.3178,0.083,-0.044,0.019,-0.05,0.0,0,"(19.8, 48.3)","(0.0, 32.9)",28.53,32.85,7.28,8.48,High,High,Monte Carlo
Giannis Antetokounmpo,Anfernee Simons,31.5,14.5,34.06,20.48,over,over,0.661,0.812,0.4831,0.083,0.234,0.158,0.45,0.225,0,"(19.8, 48.3)","(4.9, 36.0)",28.53,31.1,7.28,7.93,High,High,Monte Carlo
Giannis Antetokounmpo,Tari Eason,31.5,10.5,34.06,12.74,over,over,0.661,0.673,0.4004,0.083,0.095,0.089,0.2,0.101,0,"(19.8, 48.3)","(1.2, 24.2)",28.53,23.0,7.28,5.87,High,Med,Monte Carlo
Giannis Antetokounmpo,Josh Okogie,31.5,8.5,34.06,11.0,over,over,0.661,0.663,0.3942,0.083,0.085,0.084,0.18,0.091,0,"(19.8, 48.3)","(0.0, 24.7)",28.53,24.72,7.28,7.0,High,High,Monte Carlo
Giannis Antetokounmpo,Sam Hauser,31.5,8.5,34.06,10.59,over,over,0.661,0.641,0.3814,0.083,0.063,0.073,0.14,0.072,0,"(19.8, 48.3)","(0.0, 23.9)",28.53,23.86,7.28,6.77,High,High,Monte Carlo
Giannis Antetokounmpo,Reed Sheppard,31.5,8.5,34.06,10.99,over,over,0.661,0.68,0.4044,0.083,0.102,0.092,0.21,0.107,0,"(19.8, 48.3)","(0.0, 23.2)",28.53,23.19,7.28,6.22,High,High,Monte Carlo
Giannis Antetokounmpo,Neemias Queta,31.5,7.5,34.06,11.06,over,over,0.661,0.684,0.407,0.083,0.106,0.094,0.22,0.11,0,"(19.8, 48.3)","(0.0, 28.1)",28.53,28.06,7.28,8.68,High,High,Monte Carlo
Giannis Antetokounmpo,Steven Adams,31.5,4.5,34.06,9.32,over,over,0.661,0.756,0.4498,0.083,0.178,0.13,0.35,0.175,0,"(19.8, 48.3)","(0.0, 25.3)",28.53,25.34,7.28,8.17,High,High,Monte Carlo
Giannis Antetokounmpo,Cade Cunningham,31.5,25.5,34.06,26.89,over,over,0.661,0.563,0.3349,0.083,-0.015,0.034,0.0,0.002,0,"(19.8, 48.3)","(8.2, 45.6)",28.53,37.39,7.28,9.54,High,High,Monte Carlo
Giannis Antetokounmpo,Cooper Flagg,31.5,16.5,34.06,16.66,over,over,0.661,0.503,0.2991,0.083,-0.075,0.004,-0.1,0.0,0,"(19.8, 48.3)","(0.0, 33.6)",28.53,33.55,7.28,8.62,High,High,Monte Carlo
Giannis Antetokounmpo,P.J. Washington,31.5,15.5,34.06,17.89,over,over,0.661,0.653,0.3886,0.083,0.075,0.079,0.17,0.083,0,"(19.8, 48.3)","(4.0, 31.8)",28.53,27.82,7.28,7.1,High,High,Monte Carlo
Giannis Antetokounmpo,D'Angelo Russell,31.5,14.5,34.06,11.66,over,under,0.661,0.649,0.3862,0.083,0.071,0.077,0.16,0.079,0,"(19.8, 48.3)","(0.0, 29.8)",28.53,29.81,7.28,9.26,High,High,Monte Carlo
Giannis Antetokounmpo,Jalen Duren,31.5,14.5,34.06,16.63,over,over,0.661,0.632,0.3761,0.083,0.054,0.069,0.13,0.064,0,"(19.8, 48.3)","(2.2, 31.1)",28.53,28.9,7.28,7.37,High,High,Monte Carlo
Giannis Antetokounmpo,Tobias Harris,31.5,14.5,34.06,16.21,over,over,0.661,0.579,0.3444,0.083,0.001,0.042,0.03,0.017,0,"(19.8, 48.3)","(0.0, 34.8)",28.53,34.82,7.28,9.49,High,High,Monte Carlo
Giannis Antetokounmpo,Ausar Thompson,31.5,12.5,34.06,16.09,over,over,0.661,0.701,0.4171,0.083,0.123,0.103,0.25,0.126,0,"(19.8, 48.3)","(0.5, 31.7)",28.53,31.12,7.28,7.94,High,High,Monte Carlo
Giannis Antetokounmpo,Klay Thompson,31.5,12.5,34.06,15.93,over,over,0.661,0.67,0.3982,0.083,0.092,0.087,0.19,0.097,0,"(19.8, 48.3)","(0.0, 33.9)",28.53,33.92,7.28,9.18,High,High,Monte Carlo
Giannis Antetokounmpo,Max Christie,31.5,11.5,34.06,13.99,over,over,0.661,0.676,0.4022,0.083,0.098,0.09,0.21,0.103,0,"(19.8, 48.3)","(1.5, 26.5)",28.53,24.99,7.28,6.38,High,High,Monte Carlo
Giannis Antetokounmpo,Duncan Robinson,31.5,9.5,34.06,13.84,over,over,0.661,0.726,0.4319,0.083,0.148,0.115,0.3,0.148,0,"(19.8, 48.3)","(0.0, 30.5)",28.53,30.51,7.28,8.51,High,High,Monte Carlo
Giannis Antetokounmpo,Naji Marshall,31.5,9.5,34.06,15.32,over,over,0.661,0.838,0.4981,0.083,0.26,0.171,0.49,0.247,0,"(19.8, 48.3)","(1.8, 28.8)",28.53,26.95,7.28,6.87,High,High,Monte Carlo
Giannis Antetokounmpo,Caris LeVert,31.5,9.5,34.06,10.63,over,over,0.661,0.565,0.3359,0.083,-0.013,0.035,0.01,0.004,0,"(19.8, 48.3)","(0.0, 25.6)",28.53,25.58,7.28,7.62,High,High,Monte Carlo
Zach LaVine,Ryan Rollins,23.5,14.5,26.67,14.78,over,over,0.673,0.515,0.3118,0.095,-0.063,0.016,-0.06,0.0,0,"(10.3, 43.0)","(1.6, 28.0)",32.68,26.43,8.34,6.74,High,High,Monte Carlo
Zach LaVine,Bobby Portis,23.5,10.5,26.67,14.82,over,over,0.673,0.745,0.4514,0.095,0.167,0.131,0.35,0.177,0,"(10.3, 43.0)","(0.0, 29.9)",32.68,29.89,8.34,7.69,High,High,Monte Carlo
Zach LaVine,Cole Anthony,23.5,10.5,26.67,13.93,over,over,0.673,0.69,0.4181,0.095,0.112,0.104,0.25,0.127,0,"(10.3, 43.0)","(0.0, 29.8)",32.68,29.77,8.34,8.09,High,High,Monte Carlo
Zach LaVine,Taurean Prince,23.5,5.5,26.67,9.84,over,over,0.673,0.786,0.4761,0.095,0.208,0.151,0.43,0.214,0,"(10.3, 43.0)","(0.0, 22.4)",32.68,22.44,8.34,6.43,High,High,Monte Carlo
Zach LaVine,LaMelo Ball,23.5,25.5,26.67,28.11,over,over,0.673,0.637,0.3857,0.095,0.059,0.077,0.16,0.079,0,"(10.3, 43.0)","(11.0, 45.2)",32.68,34.2,8.34,8.72,High,High,Monte Carlo
Zach LaVine,Julius Randle,23.5,24.5,26.67,23.72,over,under,0.673,0.56,0.3389,0.095,-0.018,0.038,0.02,0.008,0,"(10.3, 43.0)","(9.7, 37.8)",32.68,28.11,8.34,7.17,High,High,Monte Carlo
Zach LaVine,Miles Bridges,23.5,19.5,26.67,22.16,over,over,0.673,0.651,0.3943,0.095,0.073,0.084,0.18,0.091,0,"(10.3, 43.0)","(6.3, 38.0)",32.68,31.65,8.34,8.07,High,High,Monte Carlo
Zach LaVine,Jaden McDaniels,23.5,18.5,26.67,22.08,over,over,0.673,0.707,0.4282,0.095,0.129,0.112,0.28,0.142,0,"(10.3, 43.0)","(7.1, 37.1)",32.68,30.0,8.34,7.65,High,High,Monte Carlo
Zach LaVine,Collin Sexton,23.5,18.5,26.67,22.19,over,over,0.673,0.716,0.4339,0.095,0.138,0.117,0.3,0.151,0,"(10.3, 43.0)","(7.3, 37.1)",32.68,29.82,8.34,7.61,High,High,Monte Carlo
Zach LaVine,Donte DiVincenzo,23.5,15.0,26.67,18.04,over,over,0.673,0.658,0.3986,0.095,0.08,0.087,0.2,0.098,0,"(10.3, 43.0)","(0.8, 35.3)",32.68,34.46,8.34,8.79,High,High,Monte Carlo
Zach LaVine,Kon Knueppel,23.5,13.5,26.67,16.5,over,over,0.673,0.684,0.4139,0.095,0.106,0.1,0.24,0.121,0,"(10.3, 43.0)","(2.1, 30.9)",32.68,28.82,8.34,7.35,High,High,Monte Carlo
Zach LaVine,Naz Reid,23.5,13.5,26.67,17.97,over,over,0.673,0.737,0.4461,0.095,0.159,0.127,0.34,0.169,0,"(10.3, 43.0)","(1.7, 34.3)",32.68,32.61,8.34,8.32,High,High,Monte Carlo
Zach LaVine,Rudy Gobert,23.5,10.5,26.67,17.43,over,over,0.673,0.82,0.4965,0.095,0.242,0.168,0.49,0.245,0,"(10.3, 43.0)","(0.0, 34.8)",32.68,34.81,8.34,8.88,High,High,Monte Carlo
Zach LaVine,Ryan Kalkbrenner,23.5,9.5,26.67,10.98,over,over,0.673,0.581,0.3519,0.095,0.003,0.049,0.06,0.028,0,"(10.3, 43.0)","(0.0, 26.7)",32.68,26.66,8.34,8.0,High,High,Monte Carlo
Zach LaVine,Mike Conley,23.5,8.5,26.67,14.88,over,over,0.673,0.723,0.4378,0.095,0.145,0.12,0.31,0.157,0,"(10.3, 43.0)","(0.0, 39.8)",32.68,39.85,8.34,12.74,High,High,Monte Carlo
Zach LaVine,Sion James,23.5,6.5,26.67,7.98,over,over,0.673,0.604,0.366,0.095,0.026,0.061,0.1,0.049,0,"(10.3, 43.0)","(0.0, 20.4)",32.68,20.37,8.34,6.32,High,High,Monte Carlo
Zach LaVine,Terrence Shannon Jr.,23.5,6.5,26.67,11.8,over,over,0.673,0.726,0.4398,0.095,0.148,0.122,0.32,0.16,0,"(10.3, 43.0)","(0.0, 32.2)",32.68,32.17,8.34,10.39,High,High,Monte Carlo
Zach LaVine,Pascal Siakam,23.5,24.5,26.67,23.11,over,under,0.673,0.598,0.3623,0.095,0.02,0.057,0.09,0.043,0,"(10.3, 43.0)","(8.5, 37.7)",32.68,29.16,8.34,7.44,High,High,Monte Carlo
Zach LaVine,Stephen Curry,23.5,24.5,26.67,26.68,over,over,0.673,0.621,0.3758,0.095,0.043,0.069,0.13,0.064,0,"(10.3, 43.0)","(10.8, 42.6)",32.68,31.75,8.34,8.1,High,High,Monte Carlo
Zach LaVine,Jonathan Kuminga,23.5,16.5,26.67,15.81,over,under,0.673,0.553,0.3347,0.095,-0.025,0.035,0.0,0.002,0,"(10.3, 43.0)","(1.2, 30.4)",32.68,29.23,8.34,7.46,High,High,Monte Carlo
Zach LaVine,Aaron Nesmith,23.5,14.5,26.67,14.14,over,under,0.673,0.529,0.3203,0.095,-0.049,0.023,-0.04,0.0,0,"(10.3, 43.0)","(0.0, 30.7)",32.68,30.73,8.34,8.46,High,High,Monte Carlo
Zach LaVine,RayJ Dennis,23.5,9.5,26.67,14.16,over,over,0.673,0.757,0.4583,0.095,0.179,0.137,0.37,0.187,0,"(10.3, 43.0)","(0.0, 29.6)",32.68,29.63,8.34,7.89,High,High,Monte Carlo
Zach LaVine,Draymond Green,23.5,8.5,26.67,11.8,over,over,0.673,0.684,0.4141,0.095,0.106,0.1,0.24,0.121,0,"(10.3, 43.0)","(0.0, 27.7)",32.68,27.66,8.34,8.09,High,High,Monte Carlo
Zach LaVine,Ben Sheppard,23.5,8.5,26.67,10.19,over,over,0.673,0.577,0.3493,0.095,-0.001,0.047,0.05,0.024,0,"(10.3, 43.0)","(0.0, 29.0)",32.68,29.02,8.34,9.61,High,High,Monte Carlo
Zach LaVine,Moses Moody,23.5,7.5,26.67,10.81,over,over,0.673,0.697,0.422,0.095,0.119,0.107,0.27,0.133,0,"(10.3, 43.0)","(0.0, 25.5)",32.68,25.54,8.34,7.51,High,High,Monte Carlo
Zach LaVine,Quenton Jackson,23.5,7.5,26.67,11.28,over,over,0.673,0.752,0.4552,0.095,0.174,0.134,0.37,0.183,0,"(10.3, 43.0)","(0.0, 24.1)",32.68,24.12,8.34,6.55,High,High,Monte Carlo
Zach LaVine,Isaiah Jackson,23.5,7.5,26.67,11.95,over,over,0.673,0.779,0.4715,0.095,0.201,0.148,0.41,0.207,0,"(10.3, 43.0)","(0.0, 25.3)",32.68,25.3,8.34,6.81,High,High,Monte Carlo
Zach LaVine,Jay Huff,23.5,7.5,26.67,10.48,over,over,0.673,0.628,0.3804,0.095,0.05,0.072,0.14,0.071,0,"(10.3, 43.0)","(0.0, 31.2)",32.68,31.23,8.34,10.59,High,High,Monte Carlo
Zach LaVine,Buddy Hield,23.5,7.5,26.67,9.97,over,over,0.673,0.655,0.3967,0.095,0.077,0.086,0.19,0.095,0,"(10.3, 43.0)","(0.0, 24.2)",32.68,24.19,8.34,7.26,High,High,Monte Carlo
Zach LaVine,Al Horford,23.5,6.5,26.67,8.77,over,over,0.673,0.669,0.4049,0.095,0.091,0.093,0.21,0.107,0,"(10.3, 43.0)","(0.0, 20.8)",32.68,20.76,8.34,6.12,High,High,Monte Carlo
Zach LaVine,Paolo Banchero,23.5,24.5,26.67,30.3,over,over,0.673,0.762,0.4616,0.095,0.184,0.139,0.38,0.192,0,"(10.3, 43.0)","(11.5, 49.1)",32.68,37.56,8.34,9.58,High,High,Monte Carlo
Zach LaVine,Franz Wagner,23.5,21.5,26.67,24.93,over,over,0.673,0.688,0.4163,0.095,0.109,0.102,0.25,0.124,0,"(10.3, 43.0)","(8.8, 41.0)",32.68,32.19,8.34,8.21,High,High,Monte Carlo
Zach LaVine,Desmond Bane,23.5,18.5,26.67,22.23,over,over,0.673,0.684,0.4144,0.095,0.106,0.1,0.24,0.122,0,"(10.3, 43.0)","(4.4, 40.0)",32.68,35.59,8.34,9.08,High,High,Monte Carlo
Zach LaVine,Alex Sarr,23.5,15.5,26.67,17.52,over,over,0.673,0.609,0.3689,0.095,0.031,0.063,0.11,0.053,0,"(10.3, 43.0)","(1.4, 33.6)",32.68,32.19,8.34,8.21,High,High,Monte Carlo
Zach LaVine,Kyshawn George,23.5,14.5,26.67,14.15,over,under,0.673,0.533,0.3226,0.095,-0.045,0.025,-0.03,0.0,0,"(10.3, 43.0)","(0.6, 27.7)",32.68,27.15,8.34,6.93,High,High,Monte Carlo
Zach LaVine,Anthony Black,23.5,11.5,26.67,14.51,over,over,0.673,0.658,0.3983,0.095,0.08,0.087,0.19,0.097,0,"(10.3, 43.0)","(0.0, 31.6)",32.68,31.59,8.34,8.71,High,High,Monte Carlo
Zach LaVine,Tre Johnson,23.5,11.5,26.67,13.17,over,over,0.673,0.604,0.3655,0.095,0.026,0.06,0.1,0.048,0,"(10.3, 43.0)","(0.0, 27.3)",32.68,27.3,8.34,7.21,High,High,Monte Carlo
Zach LaVine,Bilal Coulibaly,23.5,10.5,26.67,11.98,over,over,0.673,0.57,0.3448,0.095,-0.009,0.043,0.03,0.017,0,"(10.3, 43.0)","(0.0, 30.2)",32.68,30.24,8.34,9.31,High,High,Monte Carlo
Zach LaVine,Jalen Suggs,23.5,10.5,26.67,20.71,over,over,0.673,0.91,0.5512,0.095,0.332,0.213,0.65,0.327,0,"(10.3, 43.0)","(4.1, 37.3)",32.68,33.15,8.34,8.46,High,High,Monte Carlo
Zach LaVine,Khris Middleton,23.5,10.5,26.67,13.73,over,over,0.673,0.694,0.4205,0.095,0.116,0.106,0.26,0.131,0,"(10.3, 43.0)","(0.0, 28.3)",32.68,28.29,8.34,7.42,High,High,Monte Carlo
