player1,player2,player3,line1,line2,line3,pred1,pred2,pred3,model_side1,model_side2,model_side3,prob1,prob2,prob3,prob_all_three,edge1,edge2,edge3,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,confidence_interval3,interval_width1,interval_width2,interval_width3,sigma1,sigma2,sigma3,sigma_flag1,sigma_flag2,sigma_flag3,simulation_method
Quenton Jackson,Mouhamed Gueye,John Konchar,6.5,5.5,3.5,11.93,7.2,8.52,over,over,over,0.83,0.618,0.852,0.3537,0.252,0.04,0.274,0.188,1.12,0.224,0,"(0.9, 23.0)","(0.0, 18.8)","(0.0, 17.7)",22.06,18.75,17.72,5.63,5.89,4.69,Med,Med,Low,Monte Carlo
Keaton Wallace,John Konchar,Aaron Gordon,4.5,3.5,17.5,8.36,8.52,15.86,over,over,under,0.768,0.863,0.65,0.3491,0.19,0.285,0.072,0.182,1.09,0.219,0,"(0.0, 18.6)","(0.0, 17.7)","(7.2, 24.5)",18.57,17.72,17.33,5.21,4.69,4.42,Med,Low,Low,Monte Carlo
Quenton Jackson,Keaton Wallace,Aaron Gordon,6.5,4.5,17.5,11.93,8.36,15.86,over,over,under,0.83,0.776,0.65,0.3389,0.252,0.198,0.072,0.174,1.03,0.207,0,"(0.9, 23.0)","(0.0, 18.6)","(7.2, 24.5)",22.06,18.57,17.33,5.63,5.21,4.42,Med,Med,Low,Monte Carlo
John Konchar,Aaron Gordon,Blake Wesley,3.5,17.5,6.0,8.52,15.86,9.92,over,under,over,0.857,0.643,0.756,0.3377,0.279,0.065,0.178,0.174,1.03,0.205,0,"(0.0, 17.7)","(7.2, 24.5)","(0.0, 20.6)",17.72,17.33,20.56,4.69,4.42,5.43,Low,Low,Med,Monte Carlo
Keaton Wallace,Collin Murray-Boyles,Blake Wesley,4.5,10.5,6.0,8.36,13.41,9.92,over,over,over,0.768,0.71,0.756,0.3341,0.19,0.132,0.178,0.167,1.0,0.201,0,"(0.0, 18.6)","(3.0, 23.9)","(0.0, 20.6)",18.57,20.89,20.56,5.21,5.33,5.43,Med,Med,Med,Monte Carlo
Mouhamed Gueye,Keaton Wallace,John Konchar,5.5,4.5,3.5,7.2,8.36,8.52,over,over,over,0.613,0.776,0.852,0.328,0.035,0.198,0.274,0.169,0.97,0.194,0,"(0.0, 18.8)","(0.0, 18.6)","(0.0, 17.7)",18.75,18.57,17.72,5.89,5.21,4.69,Med,Med,Low,Monte Carlo
Quenton Jackson,Aaron Gordon,Blake Wesley,6.5,17.5,6.0,11.93,15.86,9.92,over,under,over,0.83,0.643,0.756,0.3269,0.252,0.065,0.178,0.165,0.96,0.192,0,"(0.9, 23.0)","(7.2, 24.5)","(0.0, 20.6)",22.06,17.33,20.56,5.63,4.42,5.43,Med,Low,Med,Monte Carlo
Mouhamed Gueye,John Konchar,Blake Wesley,5.5,3.5,6.0,7.2,8.52,9.92,over,over,over,0.613,0.863,0.756,0.324,0.035,0.285,0.178,0.166,0.94,0.189,0,"(0.0, 18.8)","(0.0, 17.7)","(0.0, 20.6)",18.75,17.72,20.56,5.89,4.69,5.43,Med,Low,Med,Monte Carlo
Collin Murray-Boyles,John Konchar,Aaron Gordon,10.5,3.5,17.5,13.41,8.52,15.86,over,over,under,0.706,0.863,0.65,0.3208,0.128,0.285,0.072,0.162,0.92,0.185,0,"(3.0, 23.9)","(0.0, 17.7)","(7.2, 24.5)",20.89,17.72,17.33,5.33,4.69,4.42,Med,Low,Low,Monte Carlo
Quenton Jackson,Mouhamed Gueye,Keaton Wallace,6.5,5.5,4.5,11.93,7.2,8.36,over,over,over,0.83,0.618,0.762,0.3163,0.252,0.04,0.184,0.158,0.9,0.18,0,"(0.9, 23.0)","(0.0, 18.8)","(0.0, 18.6)",22.06,18.75,18.57,5.63,5.89,5.21,Med,Med,Med,Monte Carlo
Quenton Jackson,Mouhamed Gueye,Blake Wesley,6.5,5.5,6.0,11.93,7.2,9.92,over,over,over,0.83,0.618,0.756,0.314,0.252,0.04,0.178,0.157,0.88,0.177,0,"(0.9, 23.0)","(0.0, 18.8)","(0.0, 20.6)",22.06,18.75,20.56,5.63,5.89,5.43,Med,Med,Med,Monte Carlo
Quenton Jackson,Collin Murray-Boyles,Aaron Gordon,6.5,10.5,17.5,11.93,13.41,15.86,over,over,under,0.83,0.71,0.65,0.31,0.252,0.132,0.072,0.152,0.86,0.172,0,"(0.9, 23.0)","(3.0, 23.9)","(7.2, 24.5)",22.06,20.89,17.33,5.63,5.33,4.42,Med,Med,Low,Monte Carlo
Keaton Wallace,Aaron Gordon,Blake Wesley,4.5,17.5,6.0,8.36,15.86,9.92,over,under,over,0.768,0.643,0.756,0.3027,0.19,0.065,0.178,0.145,0.82,0.163,0,"(0.0, 18.6)","(7.2, 24.5)","(0.0, 20.6)",18.57,17.33,20.56,5.21,4.42,5.43,Med,Low,Med,Monte Carlo
Mouhamed Gueye,Collin Murray-Boyles,John Konchar,5.5,10.5,3.5,7.2,13.41,8.52,over,over,over,0.613,0.71,0.852,0.3,0.035,0.132,0.274,0.147,0.8,0.16,0,"(0.0, 18.8)","(3.0, 23.9)","(0.0, 17.7)",18.75,20.89,17.72,5.89,5.33,4.69,Med,Med,Low,Monte Carlo
Mouhamed Gueye,Keaton Wallace,Blake Wesley,5.5,4.5,6.0,7.2,8.36,9.92,over,over,over,0.613,0.776,0.756,0.2912,0.035,0.198,0.178,0.137,0.75,0.149,0,"(0.0, 18.8)","(0.0, 18.6)","(0.0, 20.6)",18.75,18.57,20.56,5.89,5.21,5.43,Med,Med,Med,Monte Carlo
Quenton Jackson,Mouhamed Gueye,Collin Murray-Boyles,6.5,5.5,10.5,11.93,7.2,13.41,over,over,over,0.83,0.618,0.703,0.2919,0.252,0.04,0.125,0.139,0.75,0.15,0,"(0.9, 23.0)","(0.0, 18.8)","(3.0, 23.9)",22.06,18.75,20.89,5.63,5.89,5.33,Med,Med,Med,Monte Carlo
Keaton Wallace,Collin Murray-Boyles,Aaron Gordon,4.5,10.5,17.5,8.36,13.41,15.86,over,over,under,0.768,0.71,0.65,0.287,0.19,0.132,0.072,0.131,0.72,0.144,0,"(0.0, 18.6)","(3.0, 23.9)","(7.2, 24.5)",18.57,20.89,17.33,5.21,5.33,4.42,Med,Med,Low,Monte Carlo
Mouhamed Gueye,John Konchar,Aaron Gordon,5.5,3.5,17.5,7.2,8.52,15.86,over,over,under,0.613,0.863,0.65,0.2783,0.035,0.285,0.072,0.131,0.67,0.134,0,"(0.0, 18.8)","(0.0, 17.7)","(7.2, 24.5)",18.75,17.72,17.33,5.89,4.69,4.42,Med,Low,Low,Monte Carlo
Collin Murray-Boyles,Aaron Gordon,Blake Wesley,10.5,17.5,6.0,13.41,15.86,9.92,over,under,over,0.706,0.643,0.756,0.2782,0.128,0.065,0.178,0.124,0.67,0.134,0,"(3.0, 23.9)","(7.2, 24.5)","(0.0, 20.6)",20.89,17.33,20.56,5.33,4.42,5.43,Med,Low,Med,Monte Carlo
Mouhamed Gueye,Keaton Wallace,Collin Murray-Boyles,5.5,4.5,10.5,7.2,8.36,13.41,over,over,over,0.613,0.776,0.703,0.2708,0.035,0.198,0.125,0.119,0.62,0.125,0,"(0.0, 18.8)","(0.0, 18.6)","(3.0, 23.9)",18.75,18.57,20.89,5.89,5.21,5.33,Med,Med,Med,Monte Carlo
Quenton Jackson,Mouhamed Gueye,Aaron Gordon,6.5,5.5,17.5,11.93,7.2,15.86,over,over,under,0.83,0.618,0.65,0.2697,0.252,0.04,0.072,0.121,0.62,0.124,0,"(0.9, 23.0)","(0.0, 18.8)","(7.2, 24.5)",22.06,18.75,17.33,5.63,5.89,4.42,Med,Med,Low,Monte Carlo
Mouhamed Gueye,Collin Murray-Boyles,Blake Wesley,5.5,10.5,6.0,7.2,13.41,9.92,over,over,over,0.613,0.71,0.756,0.2663,0.035,0.132,0.178,0.115,0.6,0.12,0,"(0.0, 18.8)","(3.0, 23.9)","(0.0, 20.6)",18.75,20.89,20.56,5.89,5.33,5.43,Med,Med,Med,Monte Carlo
Mouhamed Gueye,Keaton Wallace,Aaron Gordon,5.5,4.5,17.5,7.2,8.36,15.86,over,over,under,0.613,0.776,0.65,0.2502,0.035,0.198,0.072,0.101,0.5,0.1,0,"(0.0, 18.8)","(0.0, 18.6)","(7.2, 24.5)",18.75,18.57,17.33,5.89,5.21,4.42,Med,Med,Low,Monte Carlo
Mouhamed Gueye,Aaron Gordon,Blake Wesley,5.5,17.5,6.0,7.2,15.86,9.92,over,under,over,0.613,0.643,0.756,0.2414,0.035,0.065,0.178,0.093,0.45,0.09,0,"(0.0, 18.8)","(7.2, 24.5)","(0.0, 20.6)",18.75,17.33,20.56,5.89,4.42,5.43,Med,Low,Med,Monte Carlo
Mouhamed Gueye,Collin Murray-Boyles,Aaron Gordon,5.5,10.5,17.5,7.2,13.41,15.86,over,over,under,0.613,0.71,0.65,0.2288,0.035,0.132,0.072,0.079,0.37,0.075,0,"(0.0, 18.8)","(3.0, 23.9)","(7.2, 24.5)",18.75,20.89,17.33,5.89,5.33,4.42,Med,Med,Low,Monte Carlo
