player1,player2,player3,line1,line2,line3,pred1,pred2,pred3,model_side1,model_side2,model_side3,prob1,prob2,prob3,prob_all_three,edge1,edge2,edge3,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,confidence_interval3,interval_width1,interval_width2,interval_width3,sigma1,sigma2,sigma3,sigma_flag1,sigma_flag2,sigma_flag3,simulation_method
Goga Bitadze,Bobby Portis,Aaron Gordon,5.5,9.5,15.5,8.51,10.8,24.31,over,over,over,0.757,0.613,0.946,0.3554,0.179,0.035,0.368,0.194,1.13,0.226,0,"(0.0, 18.5)","(0.7, 20.9)","(12.9, 35.7)",18.48,20.17,22.74,5.09,5.15,5.8,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Bruce Brown,5.5,9.5,4.5,10.28,10.8,9.24,over,over,over,0.836,0.613,0.85,0.3526,0.258,0.035,0.272,0.188,1.12,0.223,0,"(0.0, 21.5)","(0.7, 20.9)","(0.0, 19.6)",21.46,20.17,19.62,5.7,5.15,5.29,Med,Med,Med,Monte Carlo
Bobby Portis,Bruce Brown,Chris Paul,9.5,4.5,4.5,10.8,9.24,9.01,over,over,over,0.613,0.85,0.836,0.3526,0.035,0.272,0.258,0.188,1.12,0.223,0,"(0.7, 20.9)","(0.0, 19.6)","(0.0, 19.6)",20.17,19.62,19.57,5.15,5.29,5.39,Med,Med,Med,Monte Carlo
Corey Kispert,Jaylin Williams,Harrison Barnes,6.5,5.5,9.5,10.5,9.99,11.58,over,over,over,0.784,0.83,0.668,0.3519,0.206,0.252,0.09,0.182,1.11,0.222,0,"(0.0, 22.2)","(0.0, 20.7)","(0.5, 22.6)",22.22,20.72,22.08,5.98,5.48,5.63,Med,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,Bruce Brown,9.5,5.5,4.5,10.8,9.99,9.24,over,over,over,0.613,0.83,0.85,0.35,0.035,0.252,0.272,0.186,1.1,0.22,0,"(0.7, 20.9)","(0.0, 20.7)","(0.0, 19.6)",20.17,20.72,19.62,5.15,5.48,5.29,Med,Med,Med,Monte Carlo
Corey Kispert,Harrison Barnes,Peyton Watson,6.5,9.5,5.5,10.5,11.58,9.28,over,over,over,0.784,0.668,0.825,0.35,0.206,0.09,0.247,0.181,1.1,0.22,0,"(0.0, 22.2)","(0.5, 22.6)","(0.0, 18.5)",22.22,22.08,18.49,5.98,5.63,4.72,Med,Med,Med,Monte Carlo
Bobby Portis,Bruce Brown,Peyton Watson,9.5,4.5,5.5,10.8,9.24,9.28,over,over,over,0.613,0.85,0.825,0.3481,0.035,0.272,0.247,0.185,1.09,0.218,0,"(0.7, 20.9)","(0.0, 19.6)","(0.0, 18.5)",20.17,19.62,18.49,5.15,5.29,4.72,Med,Med,Med,Monte Carlo
Goga Bitadze,Harrison Barnes,Bruce Brown,5.5,9.5,4.5,8.51,11.58,9.24,over,over,over,0.757,0.668,0.85,0.348,0.179,0.09,0.272,0.18,1.09,0.218,0,"(0.0, 18.5)","(0.5, 22.6)","(0.0, 19.6)",18.48,22.08,19.62,5.09,5.63,5.29,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Chris Paul,5.5,9.5,4.5,10.28,10.8,9.01,over,over,over,0.836,0.613,0.836,0.3467,0.258,0.035,0.258,0.183,1.08,0.216,0,"(0.0, 21.5)","(0.7, 20.9)","(0.0, 19.6)",21.46,20.17,19.57,5.7,5.15,5.39,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Jaylin Williams,5.5,9.5,5.5,10.28,10.8,9.99,over,over,over,0.836,0.613,0.83,0.3442,0.258,0.035,0.252,0.181,1.07,0.213,0,"(0.0, 21.5)","(0.7, 20.9)","(0.0, 20.7)",21.46,20.17,20.72,5.7,5.15,5.48,Med,Med,Med,Monte Carlo
Goga Bitadze,Corey Kispert,Keldon Johnson,5.5,6.5,11.5,8.51,10.5,14.12,over,over,over,0.757,0.784,0.714,0.3432,0.179,0.206,0.136,0.174,1.06,0.212,0,"(0.0, 18.5)","(0.0, 22.2)","(3.4, 24.8)",18.48,22.22,21.37,5.09,5.98,5.45,Med,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,Chris Paul,9.5,5.5,4.5,10.8,9.99,9.01,over,over,over,0.613,0.83,0.836,0.3441,0.035,0.252,0.258,0.181,1.06,0.213,0,"(0.7, 20.9)","(0.0, 20.7)","(0.0, 19.6)",20.17,20.72,19.57,5.15,5.48,5.39,Med,Med,Med,Monte Carlo
Goga Bitadze,Sion James,Harrison Barnes,5.5,5.5,9.5,8.51,10.28,11.58,over,over,over,0.757,0.836,0.668,0.3422,0.179,0.258,0.09,0.175,1.05,0.211,0,"(0.0, 18.5)","(0.0, 21.5)","(0.5, 22.6)",18.48,21.46,22.08,5.09,5.7,5.63,Med,Med,Med,Monte Carlo
Goga Bitadze,Harrison Barnes,Chris Paul,5.5,9.5,4.5,8.51,11.58,9.01,over,over,over,0.757,0.668,0.836,0.3421,0.179,0.09,0.258,0.175,1.05,0.211,0,"(0.0, 18.5)","(0.5, 22.6)","(0.0, 19.6)",18.48,22.08,19.57,5.09,5.63,5.39,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Peyton Watson,5.5,9.5,5.5,10.28,10.8,9.28,over,over,over,0.836,0.613,0.825,0.3423,0.258,0.035,0.247,0.18,1.05,0.211,0,"(0.0, 21.5)","(0.7, 20.9)","(0.0, 18.5)",21.46,20.17,18.49,5.7,5.15,4.72,Med,Med,Med,Monte Carlo
Bobby Portis,Peyton Watson,Chris Paul,9.5,5.5,4.5,10.8,9.28,9.01,over,over,over,0.613,0.825,0.836,0.3422,0.035,0.247,0.258,0.18,1.05,0.211,0,"(0.7, 20.9)","(0.0, 18.5)","(0.0, 19.6)",20.17,18.49,19.57,5.15,4.72,5.39,Med,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,Peyton Watson,9.5,5.5,5.5,10.8,9.99,9.28,over,over,over,0.613,0.83,0.825,0.3397,0.035,0.252,0.247,0.178,1.04,0.208,0,"(0.7, 20.9)","(0.0, 20.7)","(0.0, 18.5)",20.17,20.72,18.49,5.15,5.48,4.72,Med,Med,Med,Monte Carlo
Goga Bitadze,Jaylin Williams,Harrison Barnes,5.5,5.5,9.5,8.51,9.99,11.58,over,over,over,0.757,0.83,0.668,0.3397,0.179,0.252,0.09,0.173,1.04,0.208,0,"(0.0, 18.5)","(0.0, 20.7)","(0.5, 22.6)",18.48,20.72,22.08,5.09,5.48,5.63,Med,Med,Med,Monte Carlo
Goga Bitadze,Harrison Barnes,Peyton Watson,5.5,9.5,5.5,8.51,11.58,9.28,over,over,over,0.757,0.668,0.825,0.3378,0.179,0.09,0.247,0.172,1.03,0.205,0,"(0.0, 18.5)","(0.5, 22.6)","(0.0, 18.5)",18.48,22.08,18.49,5.09,5.63,4.72,Med,Med,Med,Monte Carlo
Bobby Portis,Keldon Johnson,Aaron Gordon,9.5,11.5,15.5,10.8,14.12,24.31,over,over,over,0.613,0.714,0.946,0.3353,0.035,0.136,0.368,0.18,1.01,0.202,0,"(0.7, 20.9)","(3.4, 24.8)","(12.9, 35.7)",20.17,21.37,22.74,5.15,5.45,5.8,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Bruce Brown,9.5,6.5,4.5,10.8,10.5,9.24,over,over,over,0.613,0.784,0.85,0.3307,0.035,0.206,0.272,0.171,0.98,0.197,0,"(0.7, 20.9)","(0.0, 22.2)","(0.0, 19.6)",20.17,22.22,19.62,5.15,5.98,5.29,Med,Med,Med,Monte Carlo
Harrison Barnes,Keldon Johnson,Bruce Brown,9.5,11.5,4.5,11.58,14.12,9.24,over,over,over,0.668,0.714,0.85,0.3284,0.09,0.136,0.272,0.166,0.97,0.194,0,"(0.5, 22.6)","(3.4, 24.8)","(0.0, 19.6)",22.08,21.37,19.62,5.63,5.45,5.29,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Corey Kispert,5.5,9.5,6.5,10.28,10.8,10.5,over,over,over,0.836,0.613,0.784,0.3252,0.258,0.035,0.206,0.166,0.95,0.19,0,"(0.0, 21.5)","(0.7, 20.9)","(0.0, 22.2)",21.46,20.17,22.22,5.7,5.15,5.98,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Chris Paul,9.5,6.5,4.5,10.8,10.5,9.01,over,over,over,0.613,0.784,0.836,0.3251,0.035,0.206,0.258,0.166,0.95,0.19,0,"(0.7, 20.9)","(0.0, 22.2)","(0.0, 19.6)",20.17,22.22,19.57,5.15,5.98,5.39,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Jaylin Williams,9.5,6.5,5.5,10.8,10.5,9.99,over,over,over,0.613,0.784,0.83,0.3228,0.035,0.206,0.252,0.164,0.94,0.187,0,"(0.7, 20.9)","(0.0, 22.2)","(0.0, 20.7)",20.17,22.22,20.72,5.15,5.98,5.48,Med,Med,Med,Monte Carlo
Harrison Barnes,Keldon Johnson,Chris Paul,9.5,11.5,4.5,11.58,14.12,9.01,over,over,over,0.668,0.714,0.836,0.3228,0.09,0.136,0.258,0.161,0.94,0.187,0,"(0.5, 22.6)","(3.4, 24.8)","(0.0, 19.6)",22.08,21.37,19.57,5.63,5.45,5.39,Med,Med,Med,Monte Carlo
Sion James,Harrison Barnes,Keldon Johnson,5.5,9.5,11.5,10.28,11.58,14.12,over,over,over,0.836,0.668,0.714,0.3229,0.258,0.09,0.136,0.161,0.94,0.188,0,"(0.0, 21.5)","(0.5, 22.6)","(3.4, 24.8)",21.46,22.08,21.37,5.7,5.63,5.45,Med,Med,Med,Monte Carlo
Goga Bitadze,Corey Kispert,Harrison Barnes,5.5,6.5,9.5,8.51,10.5,11.58,over,over,over,0.757,0.784,0.668,0.3209,0.179,0.206,0.09,0.158,0.93,0.185,0,"(0.0, 18.5)","(0.0, 22.2)","(0.5, 22.6)",18.48,22.22,22.08,5.09,5.98,5.63,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Peyton Watson,9.5,6.5,5.5,10.8,10.5,9.28,over,over,over,0.613,0.784,0.825,0.321,0.035,0.206,0.247,0.163,0.93,0.185,0,"(0.7, 20.9)","(0.0, 22.2)","(0.0, 18.5)",20.17,22.22,18.49,5.15,5.98,4.72,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Bruce Brown,5.5,9.5,4.5,8.51,10.8,9.24,over,over,over,0.757,0.613,0.85,0.3192,0.179,0.035,0.272,0.162,0.92,0.183,0,"(0.0, 18.5)","(0.7, 20.9)","(0.0, 19.6)",18.48,20.17,19.62,5.09,5.15,5.29,Med,Med,Med,Monte Carlo
Jaylin Williams,Harrison Barnes,Keldon Johnson,5.5,9.5,11.5,9.99,11.58,14.12,over,over,over,0.83,0.668,0.714,0.3205,0.252,0.09,0.136,0.159,0.92,0.185,0,"(0.0, 20.7)","(0.5, 22.6)","(3.4, 24.8)",20.72,22.08,21.37,5.48,5.63,5.45,Med,Med,Med,Monte Carlo
Harrison Barnes,Keldon Johnson,Peyton Watson,9.5,11.5,5.5,11.58,14.12,9.28,over,over,over,0.668,0.714,0.825,0.3187,0.09,0.136,0.247,0.158,0.91,0.182,0,"(0.5, 22.6)","(3.4, 24.8)","(0.0, 18.5)",22.08,21.37,18.49,5.63,5.45,4.72,Med,Med,Med,Monte Carlo
Goga Bitadze,Sion James,Bobby Portis,5.5,5.5,9.5,8.51,10.28,10.8,over,over,over,0.757,0.836,0.613,0.3139,0.179,0.258,0.035,0.157,0.88,0.177,0,"(0.0, 18.5)","(0.0, 21.5)","(0.7, 20.9)",18.48,21.46,20.17,5.09,5.7,5.15,Med,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,Aaron Gordon,9.5,9.5,15.5,10.8,11.58,24.31,over,over,over,0.613,0.668,0.946,0.3136,0.035,0.09,0.368,0.164,0.88,0.176,0,"(0.7, 20.9)","(0.5, 22.6)","(12.9, 35.7)",20.17,22.08,22.74,5.15,5.63,5.8,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Chris Paul,5.5,9.5,4.5,8.51,10.8,9.01,over,over,over,0.757,0.613,0.836,0.3139,0.179,0.035,0.258,0.157,0.88,0.177,0,"(0.0, 18.5)","(0.7, 20.9)","(0.0, 19.6)",18.48,20.17,19.57,5.09,5.15,5.39,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Jaylin Williams,5.5,9.5,5.5,8.51,10.8,9.99,over,over,over,0.757,0.613,0.83,0.3116,0.179,0.035,0.252,0.155,0.87,0.174,0,"(0.0, 18.5)","(0.7, 20.9)","(0.0, 20.7)",18.48,20.17,20.72,5.09,5.15,5.48,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Peyton Watson,5.5,9.5,5.5,8.51,10.8,9.28,over,over,over,0.757,0.613,0.825,0.3099,0.179,0.035,0.247,0.153,0.86,0.172,0,"(0.0, 18.5)","(0.7, 20.9)","(0.0, 18.5)",18.48,20.17,18.49,5.09,5.15,4.72,Med,Med,Med,Monte Carlo
Corey Kispert,Harrison Barnes,Keldon Johnson,6.5,9.5,11.5,10.5,11.58,14.12,over,over,over,0.784,0.668,0.714,0.3028,0.206,0.09,0.136,0.144,0.82,0.163,0,"(0.0, 22.2)","(0.5, 22.6)","(3.4, 24.8)",22.22,22.08,21.37,5.98,5.63,5.45,Med,Med,Med,Monte Carlo
Bobby Portis,Keldon Johnson,Bruce Brown,9.5,11.5,4.5,10.8,14.12,9.24,over,over,over,0.613,0.714,0.85,0.3012,0.035,0.136,0.272,0.148,0.81,0.161,0,"(0.7, 20.9)","(3.4, 24.8)","(0.0, 19.6)",20.17,21.37,19.62,5.15,5.45,5.29,Med,Med,Med,Monte Carlo
Bobby Portis,Keldon Johnson,Chris Paul,9.5,11.5,4.5,10.8,14.12,9.01,over,over,over,0.613,0.714,0.836,0.2962,0.035,0.136,0.258,0.143,0.78,0.155,0,"(0.7, 20.9)","(3.4, 24.8)","(0.0, 19.6)",20.17,21.37,19.57,5.15,5.45,5.39,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Keldon Johnson,5.5,9.5,11.5,10.28,10.8,14.12,over,over,over,0.836,0.613,0.714,0.2962,0.258,0.035,0.136,0.143,0.78,0.155,0,"(0.0, 21.5)","(0.7, 20.9)","(3.4, 24.8)",21.46,20.17,21.37,5.7,5.15,5.45,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Corey Kispert,5.5,9.5,6.5,8.51,10.8,10.5,over,over,over,0.757,0.613,0.784,0.2944,0.179,0.035,0.206,0.14,0.77,0.153,0,"(0.0, 18.5)","(0.7, 20.9)","(0.0, 22.2)",18.48,20.17,22.22,5.09,5.15,5.98,Med,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,Keldon Johnson,9.5,5.5,11.5,10.8,9.99,14.12,over,over,over,0.613,0.83,0.714,0.294,0.035,0.252,0.136,0.141,0.76,0.153,0,"(0.7, 20.9)","(0.0, 20.7)","(3.4, 24.8)",20.17,20.72,21.37,5.15,5.48,5.45,Med,Med,Med,Monte Carlo
Goga Bitadze,Harrison Barnes,Keldon Johnson,5.5,9.5,11.5,8.51,11.58,14.12,over,over,over,0.757,0.668,0.714,0.2923,0.179,0.09,0.136,0.135,0.75,0.151,0,"(0.0, 18.5)","(0.5, 22.6)","(3.4, 24.8)",18.48,22.08,21.37,5.09,5.63,5.45,Med,Med,Med,Monte Carlo
Bobby Portis,Keldon Johnson,Peyton Watson,9.5,11.5,5.5,10.8,14.12,9.28,over,over,over,0.613,0.714,0.825,0.2924,0.035,0.136,0.247,0.139,0.75,0.151,0,"(0.7, 20.9)","(3.4, 24.8)","(0.0, 18.5)",20.17,21.37,18.49,5.15,5.45,4.72,Med,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,Bruce Brown,9.5,9.5,4.5,10.8,11.58,9.24,over,over,over,0.613,0.668,0.85,0.2817,0.035,0.09,0.272,0.132,0.69,0.138,0,"(0.7, 20.9)","(0.5, 22.6)","(0.0, 19.6)",20.17,22.08,19.62,5.15,5.63,5.29,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Keldon Johnson,9.5,6.5,11.5,10.8,10.5,14.12,over,over,over,0.613,0.784,0.714,0.2778,0.035,0.206,0.136,0.126,0.67,0.133,0,"(0.7, 20.9)","(0.0, 22.2)","(3.4, 24.8)",20.17,22.22,21.37,5.15,5.98,5.45,Med,Med,Med,Monte Carlo
Sion James,Bobby Portis,Harrison Barnes,5.5,9.5,9.5,10.28,10.8,11.58,over,over,over,0.836,0.613,0.668,0.277,0.258,0.035,0.09,0.127,0.66,0.132,0,"(0.0, 21.5)","(0.7, 20.9)","(0.5, 22.6)",21.46,20.17,22.08,5.7,5.15,5.63,Med,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,Chris Paul,9.5,9.5,4.5,10.8,11.58,9.01,over,over,over,0.613,0.668,0.836,0.277,0.035,0.09,0.258,0.127,0.66,0.132,0,"(0.7, 20.9)","(0.5, 22.6)","(0.0, 19.6)",20.17,22.08,19.57,5.15,5.63,5.39,Med,Med,Med,Monte Carlo
Bobby Portis,Jaylin Williams,Harrison Barnes,9.5,5.5,9.5,10.8,9.99,11.58,over,over,over,0.613,0.83,0.668,0.2749,0.035,0.252,0.09,0.125,0.65,0.13,0,"(0.7, 20.9)","(0.0, 20.7)","(0.5, 22.6)",20.17,20.72,22.08,5.15,5.48,5.63,Med,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,Peyton Watson,9.5,9.5,5.5,10.8,11.58,9.28,over,over,over,0.613,0.668,0.825,0.2734,0.035,0.09,0.247,0.124,0.64,0.128,0,"(0.7, 20.9)","(0.5, 22.6)","(0.0, 18.5)",20.17,22.08,18.49,5.15,5.63,4.72,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Keldon Johnson,5.5,9.5,11.5,8.51,10.8,14.12,over,over,over,0.757,0.613,0.714,0.2682,0.179,0.035,0.136,0.116,0.61,0.122,0,"(0.0, 18.5)","(0.7, 20.9)","(3.4, 24.8)",18.48,20.17,21.37,5.09,5.15,5.45,Med,Med,Med,Monte Carlo
Bobby Portis,Corey Kispert,Harrison Barnes,9.5,6.5,9.5,10.8,10.5,11.58,over,over,over,0.613,0.784,0.668,0.2598,0.035,0.206,0.09,0.11,0.56,0.112,0,"(0.7, 20.9)","(0.0, 22.2)","(0.5, 22.6)",20.17,22.22,22.08,5.15,5.98,5.63,Med,Med,Med,Monte Carlo
Goga Bitadze,Bobby Portis,Harrison Barnes,5.5,9.5,9.5,8.51,10.8,11.58,over,over,over,0.757,0.613,0.668,0.2508,0.179,0.035,0.09,0.101,0.5,0.101,0,"(0.0, 18.5)","(0.7, 20.9)","(0.5, 22.6)",18.48,20.17,22.08,5.09,5.15,5.63,Med,Med,Med,Monte Carlo
Bobby Portis,Harrison Barnes,Keldon Johnson,9.5,9.5,11.5,10.8,11.58,14.12,over,over,over,0.613,0.668,0.714,0.2366,0.035,0.09,0.136,0.087,0.42,0.084,0,"(0.7, 20.9)","(0.5, 22.6)","(3.4, 24.8)",20.17,22.08,21.37,5.15,5.63,5.45,Med,Med,Med,Monte Carlo
