player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,simulation_method
Miles Bridges,Myles Turner,19.5,13.5,19.46,11.52,under,under,0.506,0.647,0.2946,-0.072,0.069,-0.002,-0.12,0.0,0,Monte Carlo
Dru Smith,Keon Ellis,5.5,6.5,7.0,5.92,over,under,0.58,0.561,0.2933,0.002,-0.017,-0.007,-0.12,0.0,0,Monte Carlo
OG Anunoby,Kyle Kuzma,15.5,8.5,15.0,9.15,under,over,0.524,0.621,0.293,-0.054,0.043,-0.005,-0.12,0.0,0,Monte Carlo
Kel'el Ware,Ajay Mitchell,10.5,14.5,13.42,14.74,over,over,0.627,0.518,0.2922,0.049,-0.06,-0.006,-0.12,0.0,0,Monte Carlo
Quentin Grimes,Keon Ellis,14.5,6.5,16.06,5.92,over,under,0.584,0.561,0.295,0.006,-0.017,-0.005,-0.12,0.0,0,Monte Carlo
Bobby Portis,Aaron Wiggins,9.5,12.5,7.54,13.02,under,over,0.618,0.53,0.2946,0.04,-0.049,-0.004,-0.12,0.0,0,Monte Carlo
Khris Middleton,Quentin Grimes,13.5,14.5,14.53,16.06,over,over,0.553,0.591,0.294,-0.025,0.013,-0.006,-0.12,0.0,0,Monte Carlo
Tre Mann,Kel'el Ware,8.5,10.5,8.79,13.42,over,over,0.517,0.631,0.2937,-0.061,0.053,-0.004,-0.12,0.0,0,Monte Carlo
Alex Sarr,Kris Dunn,13.5,6.5,12.72,7.18,under,over,0.603,0.543,0.2944,0.025,-0.035,-0.005,-0.12,0.0,0,Monte Carlo
Quentin Grimes,James Harden,14.5,20.5,16.06,19.4,over,under,0.584,0.559,0.2936,0.006,-0.019,-0.007,-0.12,0.0,0,Monte Carlo
Dru Smith,James Harden,5.5,20.5,7.0,19.4,over,under,0.58,0.559,0.2919,0.002,-0.019,-0.008,-0.12,0.0,0,Monte Carlo
Tre Mann,Zach LaVine,8.5,21.5,8.79,22.18,over,over,0.517,0.628,0.2921,-0.061,0.05,-0.006,-0.12,0.0,0,Monte Carlo
Tre Johnson,Kris Dunn,13.5,6.5,12.94,7.18,under,over,0.601,0.543,0.2933,0.023,-0.035,-0.006,-0.12,0.0,0,Monte Carlo
Russell Westbrook,Ivica Zubac,7.5,15.5,7.34,13.35,under,under,0.531,0.617,0.2947,-0.047,0.039,-0.004,-0.12,0.0,0,Monte Carlo
Alex Sarr,Stephen Curry,13.5,24.5,12.72,23.75,under,under,0.603,0.532,0.2889,0.025,-0.046,-0.01,-0.13,0.0,0,Monte Carlo
OG Anunoby,Ivica Zubac,15.5,15.5,15.0,13.35,under,under,0.524,0.617,0.2912,-0.054,0.039,-0.007,-0.13,0.0,0,Monte Carlo
Tre Mann,Kyle Kuzma,8.5,8.5,8.79,9.15,over,over,0.517,0.621,0.2888,-0.061,0.043,-0.009,-0.13,0.0,0,Monte Carlo
Buddy Hield,Kris Dunn,7.5,6.5,9.45,7.18,over,over,0.59,0.543,0.2884,0.012,-0.035,-0.012,-0.13,0.0,0,Monte Carlo
Cam Whitmore,Bam Adebayo,10.5,21.5,11.28,22.79,over,over,0.566,0.568,0.2891,-0.012,-0.01,-0.011,-0.13,0.0,0,Monte Carlo
Zach LaVine,Ajay Mitchell,21.5,14.5,22.18,14.74,over,over,0.624,0.518,0.2906,0.046,-0.06,-0.007,-0.13,0.0,0,Monte Carlo
Cason Wallace,Chris Paul,9.5,4.5,8.11,5.04,under,over,0.564,0.568,0.2885,-0.014,-0.01,-0.012,-0.13,0.0,0,Monte Carlo
Alex Sarr,Al Horford,13.5,7.5,12.72,7.65,under,over,0.603,0.532,0.2888,0.025,-0.046,-0.011,-0.13,0.0,0,Monte Carlo
Bobby Portis,Chet Holmgren,9.5,18.5,7.54,18.85,under,over,0.618,0.522,0.2904,0.04,-0.056,-0.008,-0.13,0.0,0,Monte Carlo
Kyle Kuzma,Chet Holmgren,8.5,18.5,9.15,18.85,over,over,0.616,0.522,0.2895,0.038,-0.056,-0.009,-0.13,0.0,0,Monte Carlo
Aaron Wiggins,Ivica Zubac,12.5,15.5,13.02,13.35,over,under,0.525,0.617,0.2915,-0.053,0.039,-0.007,-0.13,0.0,0,Monte Carlo
Cam Whitmore,Andrew Wiggins,10.5,16.5,11.28,15.22,over,under,0.566,0.568,0.2893,-0.012,-0.01,-0.011,-0.13,0.0,0,Monte Carlo
Bobby Portis,OG Anunoby,9.5,15.5,7.54,15.0,under,under,0.618,0.521,0.2897,0.04,-0.057,-0.009,-0.13,0.0,0,Monte Carlo
Tyrese Maxey,Miles Bridges,28.5,19.5,25.84,19.46,under,under,0.645,0.499,0.2897,0.067,-0.079,-0.006,-0.13,0.0,0,Monte Carlo
Cam Whitmore,Chris Paul,10.5,4.5,11.28,5.04,over,over,0.566,0.568,0.2892,-0.012,-0.01,-0.011,-0.13,0.0,0,Monte Carlo
Andrew Wiggins,Chris Paul,16.5,4.5,15.22,5.04,under,over,0.567,0.568,0.29,-0.011,-0.01,-0.01,-0.13,0.0,0,Monte Carlo
Norman Powell,Collin Sexton,22.5,18.5,21.41,17.15,under,under,0.548,0.587,0.2897,-0.03,0.009,-0.01,-0.13,0.0,0,Monte Carlo
Tre Johnson,Stephen Curry,13.5,24.5,12.94,23.75,under,under,0.601,0.532,0.2878,0.023,-0.046,-0.012,-0.14,0.0,0,Monte Carlo
Tre Johnson,Al Horford,13.5,7.5,12.94,7.65,under,over,0.601,0.532,0.2877,0.023,-0.046,-0.012,-0.14,0.0,0,Monte Carlo
Quentin Grimes,Kris Dunn,14.5,6.5,16.06,7.18,over,over,0.584,0.543,0.2851,0.006,-0.035,-0.015,-0.14,0.0,0,Monte Carlo
Tre Mann,Ivica Zubac,8.5,15.5,8.79,13.35,over,under,0.517,0.617,0.287,-0.061,0.039,-0.011,-0.14,0.0,0,Monte Carlo
Alex Sarr,Russell Westbrook,13.5,7.5,12.72,7.34,under,under,0.603,0.528,0.2863,0.025,-0.05,-0.013,-0.14,0.0,0,Monte Carlo
Tre Johnson,Russell Westbrook,13.5,7.5,12.94,7.34,under,under,0.601,0.528,0.2852,0.023,-0.05,-0.014,-0.14,0.0,0,Monte Carlo
Tre Johnson,Aaron Wiggins,13.5,12.5,12.94,13.02,under,over,0.601,0.53,0.2862,0.023,-0.049,-0.013,-0.14,0.0,0,Monte Carlo
Tre Mann,Bobby Portis,8.5,9.5,8.79,7.54,over,under,0.517,0.617,0.287,-0.061,0.039,-0.011,-0.14,0.0,0,Monte Carlo
Cam Whitmore,Cason Wallace,10.5,9.5,11.28,8.11,over,under,0.566,0.563,0.2868,-0.012,-0.015,-0.014,-0.14,0.0,0,Monte Carlo
Bam Adebayo,Chris Paul,21.5,4.5,22.79,5.04,over,over,0.561,0.568,0.2869,-0.017,-0.01,-0.013,-0.14,0.0,0,Monte Carlo
Bobby Portis,Ajay Mitchell,9.5,14.5,7.54,14.74,under,over,0.618,0.518,0.2881,0.04,-0.06,-0.01,-0.14,0.0,0,Monte Carlo
Collin Sexton,Kris Dunn,18.5,6.5,17.15,7.18,under,over,0.59,0.543,0.2883,0.012,-0.035,-0.012,-0.14,0.0,0,Monte Carlo
Keon Ellis,Chris Paul,6.5,4.5,5.92,5.04,under,over,0.563,0.568,0.2878,-0.015,-0.01,-0.013,-0.14,0.0,0,Monte Carlo
Cam Whitmore,Keon Ellis,10.5,6.5,11.28,5.92,over,under,0.566,0.561,0.2859,-0.012,-0.017,-0.014,-0.14,0.0,0,Monte Carlo
Andrew Wiggins,Cason Wallace,16.5,9.5,15.22,8.11,under,under,0.567,0.563,0.2876,-0.011,-0.015,-0.013,-0.14,0.0,0,Monte Carlo
Andrew Wiggins,Keon Ellis,16.5,6.5,15.22,5.92,under,under,0.567,0.561,0.2866,-0.011,-0.017,-0.014,-0.14,0.0,0,Monte Carlo
Keon Ellis,Cason Wallace,6.5,9.5,5.92,8.11,under,under,0.563,0.563,0.2855,-0.015,-0.015,-0.015,-0.14,0.0,0,Monte Carlo
Miles Bridges,Kel'el Ware,19.5,10.5,19.46,13.42,under,over,0.506,0.631,0.2875,-0.072,0.053,-0.009,-0.14,0.0,0,Monte Carlo
Miles Bridges,Zach LaVine,19.5,21.5,19.46,22.18,under,over,0.506,0.628,0.2859,-0.072,0.05,-0.011,-0.14,0.0,0,Monte Carlo
Andrew Wiggins,James Harden,16.5,20.5,15.22,19.4,under,under,0.567,0.559,0.2853,-0.011,-0.019,-0.015,-0.14,0.0,0,Monte Carlo
Chet Holmgren,Ivica Zubac,18.5,15.5,18.85,13.35,over,under,0.516,0.617,0.2866,-0.062,0.039,-0.012,-0.14,0.0,0,Monte Carlo
Alex Sarr,Aaron Wiggins,13.5,12.5,12.72,13.02,under,over,0.603,0.53,0.2873,0.025,-0.049,-0.012,-0.14,0.0,0,Monte Carlo
Quentin Grimes,Norman Powell,14.5,22.5,16.06,21.41,over,under,0.584,0.545,0.2862,0.006,-0.033,-0.014,-0.14,0.0,0,Monte Carlo
Kyle Kuzma,Ajay Mitchell,8.5,14.5,9.15,14.74,over,over,0.616,0.518,0.2873,0.038,-0.06,-0.011,-0.14,0.0,0,Monte Carlo
Alex Sarr,Tre Mann,13.5,8.5,12.72,8.79,under,over,0.603,0.522,0.2835,0.025,-0.056,-0.015,-0.15,0.0,0,Monte Carlo
Alex Sarr,OG Anunoby,13.5,15.5,12.72,15.0,under,under,0.603,0.521,0.2825,0.025,-0.057,-0.016,-0.15,0.0,0,Monte Carlo
Tre Johnson,Tre Mann,13.5,8.5,12.94,8.79,under,over,0.601,0.522,0.2824,0.023,-0.056,-0.017,-0.15,0.0,0,Monte Carlo
Khris Middleton,Andrew Wiggins,13.5,16.5,14.53,15.22,over,under,0.553,0.568,0.2828,-0.025,-0.01,-0.017,-0.15,0.0,0,Monte Carlo
Khris Middleton,Chris Paul,13.5,4.5,14.53,5.04,over,over,0.553,0.568,0.2827,-0.025,-0.01,-0.018,-0.15,0.0,0,Monte Carlo
Khris Middleton,Bam Adebayo,13.5,21.5,14.53,22.79,over,over,0.553,0.568,0.2826,-0.025,-0.01,-0.018,-0.15,0.0,0,Monte Carlo
Aaron Wiggins,Buddy Hield,12.5,7.5,13.02,9.45,over,over,0.525,0.596,0.2817,-0.053,0.018,-0.017,-0.15,0.0,0,Monte Carlo
Miles Bridges,Kyle Kuzma,19.5,8.5,19.46,9.15,under,over,0.506,0.621,0.2827,-0.072,0.043,-0.015,-0.15,0.0,0,Monte Carlo
Bam Adebayo,James Harden,21.5,20.5,22.79,19.4,over,under,0.561,0.559,0.2823,-0.017,-0.019,-0.018,-0.15,0.0,0,Monte Carlo
Keon Ellis,James Harden,6.5,20.5,5.92,19.4,under,under,0.563,0.559,0.2832,-0.015,-0.019,-0.017,-0.15,0.0,0,Monte Carlo
Collin Sexton,Stephen Curry,18.5,24.5,17.15,23.75,under,under,0.59,0.532,0.2829,0.012,-0.046,-0.017,-0.15,0.0,0,Monte Carlo
Cam Whitmore,James Harden,10.5,20.5,11.28,19.4,over,under,0.566,0.559,0.2846,-0.012,-0.019,-0.016,-0.15,0.0,0,Monte Carlo
Collin Sexton,Al Horford,18.5,7.5,17.15,7.65,under,over,0.59,0.532,0.2828,0.012,-0.046,-0.017,-0.15,0.0,0,Monte Carlo
Bam Adebayo,Keon Ellis,21.5,6.5,22.79,5.92,over,under,0.561,0.561,0.2836,-0.017,-0.017,-0.017,-0.15,0.0,0,Monte Carlo
Bam Adebayo,Cason Wallace,21.5,9.5,22.79,8.11,over,under,0.561,0.563,0.2846,-0.017,-0.015,-0.016,-0.15,0.0,0,Monte Carlo
Cason Wallace,James Harden,9.5,20.5,8.11,19.4,under,under,0.564,0.559,0.2838,-0.014,-0.019,-0.016,-0.15,0.0,0,Monte Carlo
Tre Johnson,Chet Holmgren,13.5,18.5,12.94,18.85,under,over,0.601,0.522,0.2821,0.023,-0.056,-0.017,-0.15,0.0,0,Monte Carlo
Dru Smith,Kris Dunn,5.5,6.5,7.0,7.18,over,over,0.58,0.543,0.2835,0.002,-0.035,-0.017,-0.15,0.0,0,Monte Carlo
Russell Westbrook,Buddy Hield,7.5,7.5,7.34,9.45,under,over,0.531,0.596,0.2848,-0.047,0.018,-0.015,-0.15,0.0,0,Monte Carlo
Alex Sarr,Chet Holmgren,13.5,18.5,12.72,18.85,under,over,0.603,0.522,0.2832,0.025,-0.056,-0.016,-0.15,0.0,0,Monte Carlo
Ajay Mitchell,Ivica Zubac,14.5,15.5,14.74,13.35,over,under,0.511,0.617,0.2836,-0.067,0.039,-0.014,-0.15,0.0,0,Monte Carlo
Khris Middleton,Cason Wallace,13.5,9.5,14.53,8.11,over,under,0.553,0.563,0.2804,-0.025,-0.015,-0.02,-0.16,0.0,0,Monte Carlo
Khris Middleton,Keon Ellis,13.5,6.5,14.53,5.92,over,under,0.553,0.561,0.2795,-0.025,-0.017,-0.021,-0.16,0.0,0,Monte Carlo
Collin Sexton,Russell Westbrook,18.5,7.5,17.15,7.34,under,under,0.59,0.528,0.2804,0.012,-0.05,-0.019,-0.16,0.0,0,Monte Carlo
Norman Powell,Chris Paul,22.5,4.5,21.41,5.04,under,over,0.548,0.568,0.2802,-0.03,-0.01,-0.02,-0.16,0.0,0,Monte Carlo
Tre Johnson,OG Anunoby,13.5,15.5,12.94,15.0,under,under,0.601,0.521,0.2815,0.023,-0.057,-0.017,-0.16,0.0,0,Monte Carlo
Miles Bridges,Ivica Zubac,19.5,15.5,19.46,13.35,under,under,0.506,0.617,0.2809,-0.072,0.039,-0.017,-0.16,0.0,0,Monte Carlo
Quentin Grimes,Stephen Curry,14.5,24.5,16.06,23.75,over,under,0.584,0.532,0.2798,0.006,-0.046,-0.02,-0.16,0.0,0,Monte Carlo
OG Anunoby,Buddy Hield,15.5,7.5,15.0,9.45,under,over,0.524,0.596,0.2814,-0.054,0.018,-0.018,-0.16,0.0,0,Monte Carlo
Miles Bridges,Bobby Portis,19.5,9.5,19.46,7.54,under,under,0.506,0.617,0.2809,-0.072,0.039,-0.017,-0.16,0.0,0,Monte Carlo
Alex Sarr,Ajay Mitchell,13.5,14.5,12.72,14.74,under,over,0.603,0.518,0.281,0.025,-0.06,-0.018,-0.16,0.0,0,Monte Carlo
Tre Johnson,Ajay Mitchell,13.5,14.5,12.94,14.74,under,over,0.601,0.518,0.2799,0.023,-0.06,-0.019,-0.16,0.0,0,Monte Carlo
Quentin Grimes,Al Horford,14.5,7.5,16.06,7.65,over,over,0.584,0.532,0.2796,0.006,-0.046,-0.02,-0.16,0.0,0,Monte Carlo
Collin Sexton,Aaron Wiggins,18.5,12.5,17.15,13.02,under,over,0.59,0.53,0.2814,0.012,-0.049,-0.018,-0.16,0.0,0,Monte Carlo
Chet Holmgren,Buddy Hield,18.5,7.5,18.85,9.45,over,over,0.516,0.596,0.277,-0.062,0.018,-0.022,-0.17,0.0,0,Monte Carlo
Quentin Grimes,Russell Westbrook,14.5,7.5,16.06,7.34,over,under,0.584,0.528,0.2773,0.006,-0.05,-0.022,-0.17,0.0,0,Monte Carlo
Cam Whitmore,Kris Dunn,10.5,6.5,11.28,7.18,over,over,0.566,0.543,0.2763,-0.012,-0.035,-0.024,-0.17,0.0,0,Monte Carlo
Collin Sexton,OG Anunoby,18.5,15.5,17.15,15.0,under,under,0.59,0.521,0.2767,0.012,-0.057,-0.023,-0.17,0.0,0,Monte Carlo
Andrew Wiggins,Kris Dunn,16.5,6.5,15.22,7.18,under,over,0.567,0.543,0.277,-0.011,-0.035,-0.023,-0.17,0.0,0,Monte Carlo
Collin Sexton,Ajay Mitchell,18.5,14.5,17.15,14.74,under,over,0.59,0.518,0.2751,0.012,-0.06,-0.024,-0.17,0.0,0,Monte Carlo
Collin Sexton,Chet Holmgren,18.5,18.5,17.15,18.85,under,over,0.59,0.522,0.2773,0.012,-0.056,-0.022,-0.17,0.0,0,Monte Carlo
Cason Wallace,Kris Dunn,9.5,6.5,8.11,7.18,under,over,0.564,0.543,0.2756,-0.014,-0.035,-0.025,-0.17,0.0,0,Monte Carlo
Cam Whitmore,Norman Powell,10.5,22.5,11.28,21.41,over,under,0.566,0.545,0.2774,-0.012,-0.033,-0.023,-0.17,0.0,0,Monte Carlo
Dru Smith,Aaron Wiggins,5.5,12.5,7.0,13.02,over,over,0.58,0.53,0.2766,0.002,-0.049,-0.023,-0.17,0.0,0,Monte Carlo
Norman Powell,James Harden,22.5,20.5,21.41,19.4,under,under,0.548,0.559,0.2757,-0.03,-0.019,-0.025,-0.17,0.0,0,Monte Carlo
Quentin Grimes,Aaron Wiggins,14.5,12.5,16.06,13.02,over,over,0.584,0.53,0.2782,0.006,-0.049,-0.021,-0.17,0.0,0,Monte Carlo
Norman Powell,Keon Ellis,22.5,6.5,21.41,5.92,under,under,0.548,0.561,0.277,-0.03,-0.017,-0.023,-0.17,0.0,0,Monte Carlo
Norman Powell,Cason Wallace,22.5,9.5,21.41,8.11,under,under,0.548,0.563,0.2779,-0.03,-0.015,-0.022,-0.17,0.0,0,Monte Carlo
Dru Smith,Russell Westbrook,5.5,7.5,7.0,7.34,over,under,0.58,0.528,0.2757,0.002,-0.05,-0.024,-0.17,0.0,0,Monte Carlo
Tre Mann,Buddy Hield,8.5,7.5,8.79,9.45,over,over,0.517,0.596,0.2774,-0.061,0.018,-0.022,-0.17,0.0,0,Monte Carlo
Khris Middleton,James Harden,13.5,20.5,14.53,19.4,over,under,0.553,0.559,0.2782,-0.025,-0.019,-0.022,-0.17,0.0,0,Monte Carlo
Dru Smith,Stephen Curry,5.5,24.5,7.0,23.75,over,under,0.58,0.532,0.2782,0.002,-0.046,-0.022,-0.17,0.0,0,Monte Carlo
Dru Smith,Al Horford,5.5,7.5,7.0,7.65,over,over,0.58,0.532,0.278,0.002,-0.046,-0.022,-0.17,0.0,0,Monte Carlo
Quentin Grimes,Chet Holmgren,14.5,18.5,16.06,18.85,over,over,0.584,0.522,0.2742,0.006,-0.056,-0.025,-0.18,0.0,0,Monte Carlo
Quentin Grimes,OG Anunoby,14.5,15.5,16.06,15.0,over,under,0.584,0.521,0.2736,0.006,-0.057,-0.026,-0.18,0.0,0,Monte Carlo
Quentin Grimes,Tre Mann,14.5,8.5,16.06,8.79,over,over,0.584,0.522,0.2745,0.006,-0.056,-0.025,-0.18,0.0,0,Monte Carlo
Stephen Curry,Chris Paul,24.5,4.5,23.75,5.04,under,over,0.537,0.568,0.2744,-0.041,-0.01,-0.026,-0.18,0.0,0,Monte Carlo
Ajay Mitchell,Buddy Hield,14.5,7.5,14.74,9.45,over,over,0.511,0.596,0.2741,-0.067,0.018,-0.025,-0.18,0.0,0,Monte Carlo
Dru Smith,Tre Mann,5.5,8.5,7.0,8.79,over,over,0.58,0.522,0.2729,0.002,-0.056,-0.027,-0.18,0.0,0,Monte Carlo
Dru Smith,OG Anunoby,5.5,15.5,7.0,15.0,over,under,0.58,0.521,0.272,0.002,-0.057,-0.027,-0.18,0.0,0,Monte Carlo
Dru Smith,Chet Holmgren,5.5,18.5,7.0,18.85,over,over,0.58,0.522,0.2727,0.002,-0.056,-0.027,-0.18,0.0,0,Monte Carlo
Keon Ellis,Kris Dunn,6.5,6.5,5.92,7.18,under,over,0.563,0.543,0.275,-0.015,-0.035,-0.025,-0.18,0.0,0,Monte Carlo
Andrew Wiggins,Al Horford,16.5,7.5,15.22,7.65,under,over,0.567,0.532,0.2717,-0.011,-0.046,-0.028,-0.18,0.0,0,Monte Carlo
Bam Adebayo,Kris Dunn,21.5,6.5,22.79,7.18,over,over,0.561,0.543,0.2741,-0.017,-0.035,-0.026,-0.18,0.0,0,Monte Carlo
Quentin Grimes,Ajay Mitchell,14.5,14.5,16.06,14.74,over,over,0.584,0.518,0.2721,0.006,-0.06,-0.027,-0.18,0.0,0,Monte Carlo
Andrew Wiggins,Stephen Curry,16.5,24.5,15.22,23.75,under,under,0.567,0.532,0.2719,-0.011,-0.046,-0.028,-0.18,0.0,0,Monte Carlo
James Harden,Stephen Curry,20.5,24.5,19.4,23.75,under,under,0.561,0.532,0.2688,-0.017,-0.046,-0.031,-0.19,0.0,0,Monte Carlo
Alex Sarr,Miles Bridges,13.5,19.5,12.72,19.46,under,under,0.603,0.499,0.2707,0.025,-0.079,-0.027,-0.19,0.0,0,Monte Carlo
Khris Middleton,Kris Dunn,13.5,6.5,14.53,7.18,over,over,0.553,0.543,0.2701,-0.025,-0.035,-0.03,-0.19,0.0,0,Monte Carlo
Miles Bridges,Buddy Hield,19.5,7.5,19.46,9.45,under,over,0.506,0.596,0.2715,-0.072,0.018,-0.027,-0.19,0.0,0,Monte Carlo
Aaron Wiggins,Chris Paul,12.5,4.5,13.02,5.04,over,over,0.525,0.568,0.2684,-0.053,-0.01,-0.032,-0.19,0.0,0,Monte Carlo
Tre Johnson,Miles Bridges,13.5,19.5,12.94,19.46,under,under,0.601,0.499,0.2697,0.023,-0.079,-0.028,-0.19,0.0,0,Monte Carlo
Andrew Wiggins,Russell Westbrook,16.5,7.5,15.22,7.34,under,under,0.567,0.528,0.2694,-0.011,-0.05,-0.031,-0.19,0.0,0,Monte Carlo
James Harden,Al Horford,20.5,7.5,19.4,7.65,under,over,0.561,0.532,0.2686,-0.017,-0.046,-0.032,-0.19,0.0,0,Monte Carlo
Russell Westbrook,Chris Paul,7.5,4.5,7.34,5.04,under,over,0.531,0.568,0.2713,-0.047,-0.01,-0.029,-0.19,0.0,0,Monte Carlo
Dru Smith,Ajay Mitchell,5.5,14.5,7.0,14.74,over,over,0.58,0.518,0.2705,0.002,-0.06,-0.029,-0.19,0.0,0,Monte Carlo
Al Horford,Chris Paul,7.5,4.5,7.65,5.04,over,over,0.53,0.568,0.2706,-0.049,-0.01,-0.029,-0.19,0.0,0,Monte Carlo
Cason Wallace,Al Horford,9.5,7.5,8.11,7.65,under,over,0.564,0.532,0.2703,-0.014,-0.046,-0.03,-0.19,0.0,0,Monte Carlo
Bam Adebayo,Stephen Curry,21.5,24.5,22.79,23.75,over,under,0.561,0.532,0.269,-0.017,-0.046,-0.031,-0.19,0.0,0,Monte Carlo
Bam Adebayo,Al Horford,21.5,7.5,22.79,7.65,over,over,0.561,0.532,0.2689,-0.017,-0.046,-0.031,-0.19,0.0,0,Monte Carlo
Keon Ellis,Al Horford,6.5,7.5,5.92,7.65,under,over,0.563,0.532,0.2697,-0.015,-0.046,-0.03,-0.19,0.0,0,Monte Carlo
Cam Whitmore,Aaron Wiggins,10.5,12.5,11.28,13.02,over,over,0.566,0.53,0.2696,-0.012,-0.049,-0.03,-0.19,0.0,0,Monte Carlo
Cam Whitmore,Russell Westbrook,10.5,7.5,11.28,7.34,over,under,0.566,0.528,0.2687,-0.012,-0.05,-0.031,-0.19,0.0,0,Monte Carlo
Andrew Wiggins,Aaron Wiggins,16.5,12.5,15.22,13.02,under,over,0.567,0.53,0.2703,-0.011,-0.049,-0.03,-0.19,0.0,0,Monte Carlo
Keon Ellis,Stephen Curry,6.5,24.5,5.92,23.75,under,under,0.563,0.532,0.2699,-0.015,-0.046,-0.03,-0.19,0.0,0,Monte Carlo
Cam Whitmore,Al Horford,10.5,7.5,11.28,7.65,over,over,0.566,0.532,0.271,-0.012,-0.046,-0.029,-0.19,0.0,0,Monte Carlo
Cason Wallace,Stephen Curry,9.5,24.5,8.11,23.75,under,under,0.564,0.532,0.2705,-0.014,-0.046,-0.03,-0.19,0.0,0,Monte Carlo
Cam Whitmore,Stephen Curry,10.5,24.5,11.28,23.75,over,under,0.566,0.532,0.2712,-0.012,-0.046,-0.029,-0.19,0.0,0,Monte Carlo
Khris Middleton,Norman Powell,13.5,22.5,14.53,21.41,over,under,0.553,0.545,0.2712,-0.025,-0.033,-0.029,-0.19,0.0,0,Monte Carlo
Aaron Wiggins,Keon Ellis,12.5,6.5,13.02,5.92,over,under,0.525,0.561,0.2653,-0.053,-0.017,-0.035,-0.2,0.0,0,Monte Carlo
Norman Powell,Kris Dunn,22.5,6.5,21.41,7.18,under,over,0.548,0.543,0.2677,-0.03,-0.035,-0.033,-0.2,0.0,0,Monte Carlo
Khris Middleton,Stephen Curry,13.5,24.5,14.53,23.75,over,under,0.553,0.532,0.2651,-0.025,-0.046,-0.035,-0.2,0.0,0,Monte Carlo
Cam Whitmore,OG Anunoby,10.5,15.5,11.28,15.0,over,under,0.566,0.521,0.2652,-0.012,-0.057,-0.035,-0.2,0.0,0,Monte Carlo
Bam Adebayo,Russell Westbrook,21.5,7.5,22.79,7.34,over,under,0.561,0.528,0.2666,-0.017,-0.05,-0.034,-0.2,0.0,0,Monte Carlo
OG Anunoby,Cason Wallace,15.5,9.5,15.0,8.11,under,under,0.524,0.563,0.2659,-0.054,-0.015,-0.034,-0.2,0.0,0,Monte Carlo
Andrew Wiggins,OG Anunoby,16.5,15.5,15.22,15.0,under,under,0.567,0.521,0.2659,-0.011,-0.057,-0.034,-0.2,0.0,0,Monte Carlo
Miles Bridges,Dru Smith,19.5,5.5,19.46,7.0,under,over,0.506,0.587,0.2675,-0.072,0.009,-0.031,-0.2,0.0,0,Monte Carlo
Cam Whitmore,Tre Mann,10.5,8.5,11.28,8.79,over,over,0.566,0.522,0.266,-0.012,-0.056,-0.034,-0.2,0.0,0,Monte Carlo
OG Anunoby,Chris Paul,15.5,4.5,15.0,5.04,under,over,0.524,0.568,0.2681,-0.054,-0.01,-0.032,-0.2,0.0,0,Monte Carlo
Russell Westbrook,James Harden,7.5,20.5,7.34,19.4,under,under,0.531,0.559,0.267,-0.047,-0.019,-0.033,-0.2,0.0,0,Monte Carlo
OG Anunoby,Keon Ellis,15.5,6.5,15.0,5.92,under,under,0.524,0.561,0.265,-0.054,-0.017,-0.035,-0.2,0.0,0,Monte Carlo
Cason Wallace,Russell Westbrook,9.5,7.5,8.11,7.34,under,under,0.564,0.528,0.2681,-0.014,-0.05,-0.032,-0.2,0.0,0,Monte Carlo
Bam Adebayo,Aaron Wiggins,21.5,12.5,22.79,13.02,over,over,0.561,0.53,0.2675,-0.017,-0.049,-0.033,-0.2,0.0,0,Monte Carlo
Andrew Wiggins,Chet Holmgren,16.5,18.5,15.22,18.85,under,over,0.567,0.522,0.2665,-0.011,-0.056,-0.033,-0.2,0.0,0,Monte Carlo
Cam Whitmore,Chet Holmgren,10.5,18.5,11.28,18.85,over,over,0.566,0.522,0.2658,-0.012,-0.056,-0.034,-0.2,0.0,0,Monte Carlo
Tre Mann,Bam Adebayo,8.5,21.5,8.79,22.79,over,over,0.517,0.568,0.2642,-0.061,-0.01,-0.036,-0.21,0.0,0,Monte Carlo
Stephen Curry,Kris Dunn,24.5,6.5,23.75,7.18,under,over,0.537,0.543,0.2622,-0.041,-0.035,-0.038,-0.21,0.0,0,Monte Carlo
OG Anunoby,James Harden,15.5,20.5,15.0,19.4,under,under,0.524,0.559,0.2638,-0.054,-0.019,-0.036,-0.21,0.0,0,Monte Carlo
Bam Adebayo,OG Anunoby,21.5,15.5,22.79,15.0,over,under,0.561,0.521,0.263,-0.017,-0.057,-0.037,-0.21,0.0,0,Monte Carlo
Andrew Wiggins,Ajay Mitchell,16.5,14.5,15.22,14.74,under,over,0.567,0.518,0.2644,-0.011,-0.06,-0.036,-0.21,0.0,0,Monte Carlo
Keon Ellis,Ajay Mitchell,6.5,14.5,5.92,14.74,under,over,0.563,0.518,0.2624,-0.015,-0.06,-0.038,-0.21,0.0,0,Monte Carlo
Tre Mann,Andrew Wiggins,8.5,16.5,8.79,15.22,over,under,0.517,0.568,0.2644,-0.061,-0.01,-0.035,-0.21,0.0,0,Monte Carlo
Quentin Grimes,Miles Bridges,14.5,19.5,16.06,19.46,over,under,0.584,0.499,0.2621,0.006,-0.079,-0.037,-0.21,0.0,0,Monte Carlo
