NAME,BOOKMAKER,CATEGORY,LINE,ODDS,SIDE,PREDICTION,RECOMMENDATION,OVER%,UNDER%,IMPLIED PROB,MODEL PROB,EDGE,EV%,KELLY_FRACTION,KELLY_DOLLARS,CONFIDENCE INTERVAL,INTERVAL WIDTH,SIGMA,SIGMA FLAG,SIMULATION_METHOD
Kyle Filipowski,DraftKings,player_points,9.5,-105,Under,13.7,0,0.72,0.28,0.512,0.28,-0.232,-4.54,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Tre Jones,BetRivers,player_points,13.5,-165,Under,16.65,0,0.66,0.34,0.623,0.34,-0.283,-4.54,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Lauri Markkanen,Bovada,player_points,22.5,110,Under,29.3,0,0.741,0.259,0.476,0.259,-0.217,-4.55,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Kevin Huerter,BetRivers,player_points,11.5,-110,Under,15.81,0,0.715,0.285,0.524,0.285,-0.239,-4.56,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Ayo Dosunmu,BetRivers,player_points,11.5,114,Under,16.32,0,0.746,0.254,0.467,0.254,-0.213,-4.56,0.0,0.0,"(2.0, 30.6)",28.59,7.29,High,Analytical
Matas Buzelis,BetMGM,player_points,16.5,-115,Under,20.71,0,0.709,0.291,0.535,0.291,-0.244,-4.56,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Lauri Markkanen,BetMGM,player_points,23.5,-115,Under,29.3,0,0.709,0.291,0.535,0.291,-0.244,-4.56,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Matas Buzelis,Bovada,player_points,16.5,-115,Under,20.71,0,0.709,0.291,0.535,0.291,-0.244,-4.56,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Lauri Markkanen,Bovada,player_points,23.5,-115,Under,29.3,0,0.709,0.291,0.535,0.291,-0.244,-4.56,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Jock Landale,BetRivers,player_points,8.5,-118,Under,12.22,0,0.706,0.294,0.541,0.294,-0.247,-4.57,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Derik Queen,Bovada,player_points,8.5,-135,Under,11.84,0,0.688,0.312,0.574,0.312,-0.262,-4.57,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Yves Missi,Bovada,player_points,5.5,145,Under,10.12,0,0.779,0.221,0.408,0.221,-0.187,-4.57,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Jamal Murray,BetRivers,player_points,23.5,-143,Under,28.69,0,0.68,0.32,0.588,0.32,-0.269,-4.57,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Lauri Markkanen,BetRivers,player_points,24.5,-148,Under,29.3,0,0.676,0.324,0.597,0.324,-0.272,-4.57,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Derik Queen,Bovada,player_points,6.5,150,Under,11.84,0,0.783,0.217,0.4,0.217,-0.183,-4.58,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Matas Buzelis,DraftKings,player_points,16.5,-116,Under,20.71,0,0.709,0.291,0.537,0.291,-0.246,-4.58,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Tre Jones,DraftKings,player_points,12.5,-118,Under,16.65,0,0.707,0.293,0.541,0.293,-0.248,-4.59,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
P.J. Washington,BetOnline.ag,player_points,14.5,100,Under,19.62,0,0.729,0.271,0.5,0.271,-0.229,-4.59,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Jamal Murray,DraftKings,player_points,22.5,-114,Under,28.69,0,0.712,0.288,0.533,0.288,-0.245,-4.59,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Jamal Murray,Bovada,player_points,23.5,-145,Under,28.69,0,0.68,0.32,0.592,0.32,-0.272,-4.6,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Ben Sheppard,Bovada,player_points,11.5,-160,Under,14.68,0,0.668,0.332,0.615,0.332,-0.283,-4.6,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Brice Sensabaugh,BetRivers,player_points,11.5,-134,Under,15.76,0,0.691,0.309,0.573,0.309,-0.263,-4.6,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Lauri Markkanen,Bovada,player_points,21.5,135,Under,29.3,0,0.77,0.23,0.426,0.23,-0.196,-4.61,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
P.J. Washington,DraftKings,player_points,14.5,-101,Under,19.62,0,0.729,0.271,0.502,0.271,-0.232,-4.61,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Jamal Murray,Bovada,player_points,22.5,-115,Under,28.69,0,0.712,0.288,0.535,0.288,-0.247,-4.61,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Josh Minott,FanDuel,player_points,6.5,100,Under,11.57,0,0.73,0.27,0.5,0.27,-0.23,-4.61,0.0,0.0,"(0.0, 27.8)",27.78,8.27,High,Analytical
Jamal Murray,BetMGM,player_points,22.5,-115,Under,28.69,0,0.712,0.288,0.535,0.288,-0.247,-4.61,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Derik Queen,Bovada,player_points,7.5,105,Under,11.84,0,0.738,0.262,0.488,0.262,-0.226,-4.63,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Jamal Murray,BetOnline.ag,player_points,22.5,-116,Under,28.69,0,0.712,0.288,0.537,0.288,-0.249,-4.64,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Jamal Murray,Bovada,player_points,18.5,200,Under,28.69,0,0.821,0.179,0.333,0.179,-0.155,-4.64,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Jock Landale,FanDuel,player_points,8.5,-122,Under,12.22,0,0.706,0.294,0.55,0.294,-0.256,-4.65,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Lauri Markkanen,Bovada,player_points,20.5,165,Under,29.3,0,0.798,0.202,0.377,0.202,-0.176,-4.65,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Jrue Holiday,BetRivers,player_points,16.5,-159,Under,20.41,0,0.673,0.327,0.614,0.327,-0.286,-4.67,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Nickeil Alexander-Walker,BetRivers,player_points,12.5,-124,Under,17.31,0,0.705,0.295,0.554,0.295,-0.259,-4.67,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Jock Landale,BetRivers,player_points,7.5,117,Under,12.22,0,0.754,0.246,0.461,0.246,-0.215,-4.67,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Zion Williamson,Bovada,player_points,26.5,-180,Under,29.95,0,0.658,0.342,0.643,0.342,-0.301,-4.68,0.0,0.0,"(13.3, 46.6)",33.3,8.49,High,Analytical
Mike Conley,BetRivers,player_points,8.5,-120,Under,12.56,0,0.71,0.29,0.545,0.29,-0.256,-4.68,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Jamal Murray,BetRivers,player_points,22.5,-118,Under,28.69,0,0.712,0.288,0.541,0.288,-0.253,-4.68,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Keon Ellis,DraftKings,player_points,6.5,-117,Under,10.23,0,0.714,0.286,0.539,0.286,-0.253,-4.69,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Lauri Markkanen,DraftKings,player_points,23.5,-121,Under,29.3,0,0.709,0.291,0.548,0.291,-0.257,-4.69,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Lauri Markkanen,BetRivers,player_points,23.5,-121,Under,29.3,0,0.709,0.291,0.548,0.291,-0.257,-4.69,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Jalen Green,BetOnline.ag,player_points,14.5,100,Under,20.98,0,0.734,0.266,0.5,0.266,-0.234,-4.69,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Ben Sheppard,BetMGM,player_points,10.5,-115,Under,14.68,0,0.716,0.284,0.535,0.284,-0.251,-4.69,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Jordan Hawkins,BetMGM,player_points,5.5,-125,Under,8.79,0,0.705,0.295,0.556,0.295,-0.261,-4.69,0.0,0.0,"(0.0, 20.8)",20.77,6.11,High,Analytical
Isaiah Jackson,BetRivers,player_points,6.5,118,Under,10.73,0,0.757,0.243,0.459,0.243,-0.215,-4.7,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Jamal Murray,Bovada,player_points,19.5,160,Under,28.69,0,0.797,0.203,0.385,0.203,-0.181,-4.71,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Jrue Holiday,BetOnline.ag,player_points,15.5,-119,Under,20.41,0,0.713,0.287,0.543,0.287,-0.256,-4.71,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Jamal Murray,Bovada,player_points,21.5,105,Under,28.69,0,0.742,0.258,0.488,0.258,-0.23,-4.71,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
P.J. Washington,BetRivers,player_points,14.5,-105,Under,19.62,0,0.729,0.271,0.512,0.271,-0.242,-4.72,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Brice Sensabaugh,BetRivers,player_points,10.5,-104,Under,15.76,0,0.731,0.269,0.51,0.269,-0.241,-4.72,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Sam Hauser,BetRivers,player_points,7.5,118,Under,12.86,0,0.758,0.242,0.459,0.242,-0.216,-4.72,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Jamal Murray,Bovada,player_points,20.5,130,Under,28.69,0,0.77,0.23,0.435,0.23,-0.205,-4.72,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Sam Hauser,BetRivers,player_points,8.5,-117,Under,12.86,0,0.715,0.285,0.539,0.285,-0.254,-4.72,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Cooper Flagg,FanDuel,player_points,15.5,-115,Under,20.55,0,0.718,0.282,0.535,0.282,-0.253,-4.74,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Jarred Vanderbilt,BetMGM,player_points,6.5,-105,Under,10.35,0,0.731,0.269,0.512,0.269,-0.243,-4.74,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
P.J. Washington,Bovada,player_points,15.5,-145,Under,19.62,0,0.688,0.312,0.592,0.312,-0.28,-4.74,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Cooper Flagg,Bovada,player_points,15.5,-115,Under,20.55,0,0.718,0.282,0.535,0.282,-0.253,-4.74,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Matas Buzelis,BetRivers,player_points,16.5,-124,Under,20.71,0,0.709,0.291,0.554,0.291,-0.262,-4.74,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Ryan Dunn,Bovada,player_points,9.5,-185,Under,12.19,0,0.659,0.341,0.649,0.341,-0.308,-4.74,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Cooper Flagg,BetMGM,player_points,15.5,-115,Under,20.55,0,0.718,0.282,0.535,0.282,-0.253,-4.74,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Cooper Flagg,BetRivers,player_points,16.5,-157,Under,20.55,0,0.679,0.321,0.611,0.321,-0.289,-4.74,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Isaac Okoro,BetRivers,player_points,8.5,-162,Under,11.48,0,0.675,0.325,0.618,0.325,-0.294,-4.75,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Mike Conley,BetRivers,player_points,7.5,114,Under,12.56,0,0.755,0.245,0.467,0.245,-0.222,-4.76,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Tre Jones,BetRivers,player_points,12.5,-127,Under,16.65,0,0.707,0.293,0.559,0.293,-0.267,-4.76,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Cooper Flagg,BetOnline.ag,player_points,15.5,-116,Under,20.55,0,0.718,0.282,0.537,0.282,-0.255,-4.76,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Mark Williams,BetRivers,player_points,14.5,120,Over,10.62,0,0.238,0.762,0.455,0.238,-0.217,-4.77,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Cooper Flagg,DraftKings,player_points,15.5,-117,Under,20.55,0,0.718,0.282,0.539,0.282,-0.258,-4.78,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Ryan Dunn,BetOnline.ag,player_points,8.5,-123,Under,12.19,0,0.713,0.287,0.552,0.287,-0.264,-4.79,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Jamal Murray,BetRivers,player_points,21.5,102,Under,28.69,0,0.742,0.258,0.495,0.258,-0.237,-4.79,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Ben Sheppard,Bovada,player_points,10.5,-120,Under,14.68,0,0.716,0.284,0.545,0.284,-0.261,-4.79,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Jrue Holiday,Bovada,player_points,16.5,-170,Under,20.41,0,0.673,0.327,0.63,0.327,-0.302,-4.8,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Lauri Markkanen,FanDuel,player_points,22.5,100,Under,29.3,0,0.741,0.259,0.5,0.259,-0.241,-4.81,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Jarred Vanderbilt,BetRivers,player_points,6.5,-108,Under,10.35,0,0.731,0.269,0.519,0.269,-0.25,-4.81,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Ben Sheppard,DraftKings,player_points,10.5,-121,Under,14.68,0,0.716,0.284,0.548,0.284,-0.263,-4.81,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Jalen Green,Bovada,player_points,14.5,-105,Under,20.98,0,0.734,0.266,0.512,0.266,-0.247,-4.81,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Jalen Green,BetMGM,player_points,14.5,-105,Under,20.98,0,0.734,0.266,0.512,0.266,-0.247,-4.81,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Jrue Holiday,BetRivers,player_points,15.5,-124,Under,20.41,0,0.713,0.287,0.554,0.287,-0.266,-4.81,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Domantas Sabonis,Bovada,player_points,20.5,190,Over,14.42,0,0.179,0.821,0.345,0.179,-0.166,-4.82,0.0,0.0,"(1.5, 27.4)",25.88,6.6,High,Analytical
Kevin Huerter,BetRivers,player_points,10.5,114,Under,15.81,0,0.758,0.242,0.467,0.242,-0.225,-4.82,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Kris Murray,Bovada,player_points,6.5,-180,Under,9.01,0,0.667,0.333,0.643,0.333,-0.31,-4.83,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Ben Sheppard,Bovada,player_points,9.5,115,Under,14.68,0,0.76,0.24,0.465,0.24,-0.225,-4.84,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Isaac Okoro,Bovada,player_points,8.5,-170,Under,11.48,0,0.675,0.325,0.63,0.325,-0.305,-4.84,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Jamal Murray,FanDuel,player_points,21.5,100,Under,28.69,0,0.742,0.258,0.5,0.258,-0.242,-4.84,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Keon Ellis,FanDuel,player_points,6.5,-125,Under,10.23,0,0.714,0.286,0.556,0.286,-0.269,-4.85,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Ben Sheppard,BetOnline.ag,player_points,10.5,-123,Under,14.68,0,0.716,0.284,0.552,0.284,-0.267,-4.85,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Ryan Dunn,DraftKings,player_points,8.5,-127,Under,12.19,0,0.713,0.287,0.559,0.287,-0.272,-4.87,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Ben Sheppard,BetRivers,player_points,10.5,-124,Under,14.68,0,0.716,0.284,0.554,0.284,-0.269,-4.87,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Ben Sheppard,Bovada,player_points,11.5,-185,Under,14.68,0,0.668,0.332,0.649,0.332,-0.317,-4.88,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Ben Sheppard,FanDuel,player_points,10.5,-125,Under,14.68,0,0.716,0.284,0.556,0.284,-0.271,-4.88,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Lauri Markkanen,BetRivers,player_points,22.5,-103,Under,29.3,0,0.741,0.259,0.507,0.259,-0.248,-4.89,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Keon Ellis,Bovada,player_points,4.5,165,Under,10.23,0,0.807,0.193,0.377,0.193,-0.184,-4.89,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Keon Ellis,Bovada,player_points,7.5,-200,Under,10.23,0,0.66,0.34,0.667,0.34,-0.327,-4.9,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Kris Murray,DraftKings,player_points,5.5,-115,Under,9.01,0,0.727,0.273,0.535,0.273,-0.262,-4.9,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Jalen Green,BetRivers,player_points,15.5,-141,Under,20.98,0,0.702,0.298,0.585,0.298,-0.287,-4.9,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Cooper Flagg,BetRivers,player_points,15.5,-124,Under,20.55,0,0.718,0.282,0.554,0.282,-0.272,-4.91,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Ben Sheppard,Bovada,player_points,8.5,155,Under,14.68,0,0.8,0.2,0.392,0.2,-0.193,-4.91,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
P.J. Washington,BetRivers,player_points,13.5,118,Under,19.62,0,0.767,0.233,0.459,0.233,-0.226,-4.93,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Nickeil Alexander-Walker,BetRivers,player_points,11.5,-103,Under,17.31,0,0.743,0.257,0.507,0.257,-0.25,-4.93,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Zion Williamson,Bovada,player_points,25.5,-145,Under,29.95,0,0.7,0.3,0.592,0.3,-0.292,-4.93,0.0,0.0,"(13.3, 46.6)",33.3,8.49,High,Analytical
P.J. Washington,Bovada,player_points,14.5,-115,Under,19.62,0,0.729,0.271,0.535,0.271,-0.264,-4.94,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
P.J. Washington,BetMGM,player_points,14.5,-115,Under,19.62,0,0.729,0.271,0.535,0.271,-0.264,-4.94,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Jalen Green,DraftKings,player_points,14.5,-111,Under,20.98,0,0.734,0.266,0.526,0.266,-0.26,-4.95,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Jamal Murray,BetRivers,player_points,20.5,120,Under,28.69,0,0.77,0.23,0.455,0.23,-0.225,-4.95,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Jrue Holiday,BetRivers,player_points,14.5,102,Under,20.41,0,0.75,0.25,0.495,0.25,-0.245,-4.96,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Jalen Green,BetRivers,player_points,14.5,-112,Under,20.98,0,0.734,0.266,0.528,0.266,-0.263,-4.97,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Jalen Green,BetRivers,player_points,13.5,114,Under,20.98,0,0.765,0.235,0.467,0.235,-0.232,-4.97,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Kris Murray,Bovada,player_points,4.5,130,Under,9.01,0,0.781,0.219,0.435,0.219,-0.216,-4.97,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Kris Murray,BetMGM,player_points,5.5,-120,Under,9.01,0,0.727,0.273,0.545,0.273,-0.273,-5.0,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Kris Murray,Bovada,player_points,5.5,-120,Under,9.01,0,0.727,0.273,0.545,0.273,-0.273,-5.0,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Jrue Holiday,Bovada,player_points,15.5,-135,Under,20.41,0,0.713,0.287,0.574,0.287,-0.287,-5.0,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
P.J. Washington,Bovada,player_points,13.5,115,Under,19.62,0,0.767,0.233,0.465,0.233,-0.232,-5.0,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Kris Murray,FanDuel,player_points,5.5,-120,Under,9.01,0,0.727,0.273,0.545,0.273,-0.273,-5.0,0.0,0.0,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Ryan Dunn,Bovada,player_points,8.5,-135,Under,12.19,0,0.713,0.287,0.574,0.287,-0.287,-5.0,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Tre Jones,BetRivers,player_points,11.5,100,Under,16.65,0,0.751,0.249,0.5,0.249,-0.251,-5.01,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
P.J. Washington,Bovada,player_points,11.5,200,Under,19.62,0,0.834,0.166,0.333,0.166,-0.167,-5.01,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Keon Ellis,Bovada,player_points,6.5,-135,Under,10.23,0,0.714,0.286,0.574,0.286,-0.288,-5.02,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Isaac Okoro,FanDuel,player_points,7.5,-120,Under,11.48,0,0.728,0.272,0.545,0.272,-0.274,-5.02,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Isaac Okoro,Bovada,player_points,7.5,-120,Under,11.48,0,0.728,0.272,0.545,0.272,-0.274,-5.02,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Keon Ellis,Bovada,player_points,5.5,110,Under,10.23,0,0.763,0.237,0.476,0.237,-0.239,-5.02,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Isaac Okoro,Bovada,player_points,5.5,175,Under,11.48,0,0.819,0.181,0.364,0.181,-0.183,-5.03,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Jamal Shead,DraftKings,player_points,5.5,-101,Under,9.58,0,0.75,0.25,0.502,0.25,-0.253,-5.03,0.0,0.0,"(0.0, 21.4)",21.41,6.03,High,Analytical
Matas Buzelis,BetRivers,player_points,15.5,100,Under,20.71,0,0.752,0.248,0.5,0.248,-0.252,-5.04,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Ben Sheppard,Bovada,player_points,10.5,-135,Under,14.68,0,0.716,0.284,0.574,0.284,-0.29,-5.05,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
P.J. Washington,Bovada,player_points,12.5,150,Under,19.62,0,0.802,0.198,0.4,0.198,-0.202,-5.05,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Lauri Markkanen,BetRivers,player_points,21.5,115,Under,29.3,0,0.77,0.23,0.465,0.23,-0.236,-5.06,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Ausar Thompson,BetRivers,player_points,14.5,-152,Under,20.24,0,0.702,0.298,0.603,0.298,-0.305,-5.06,0.0,0.0,"(0.0, 41.5)",41.47,10.83,High,Analytical
Royce O'Neale,BetRivers,player_points,12.5,-159,Under,16.83,0,0.697,0.303,0.614,0.303,-0.311,-5.06,0.0,0.0,"(0.4, 33.3)",32.95,8.41,High,Analytical
Jrue Holiday,FanDuel,player_points,14.5,-102,Under,20.41,0,0.75,0.25,0.505,0.25,-0.255,-5.06,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Jeremiah Fears,Bovada,player_points,12.5,-190,Under,16.22,0,0.677,0.323,0.655,0.323,-0.332,-5.07,0.0,0.0,"(0.3, 32.1)",31.78,8.11,High,Analytical
Cooper Flagg,BetRivers,player_points,14.5,102,Under,20.55,0,0.756,0.244,0.495,0.244,-0.251,-5.07,0.0,0.0,"(3.4, 37.7)",34.22,8.73,High,Analytical
Isaac Okoro,Bovada,player_points,6.5,120,Under,11.48,0,0.776,0.224,0.455,0.224,-0.231,-5.08,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Walter Clayton Jr.,BetRivers,player_points,9.5,-139,Under,13.43,0,0.715,0.285,0.582,0.285,-0.296,-5.09,0.0,0.0,"(0.0, 27.0)",27.0,6.93,High,Analytical
Jalen Green,FanDuel,player_points,14.5,-118,Under,20.98,0,0.734,0.266,0.541,0.266,-0.276,-5.09,0.0,0.0,"(0.7, 41.2)",40.53,10.34,High,Analytical
Isaac Okoro,BetOnline.ag,player_points,7.5,-125,Under,11.48,0,0.728,0.272,0.556,0.272,-0.284,-5.11,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Isaac Okoro,BetRivers,player_points,7.5,-125,Under,11.48,0,0.728,0.272,0.556,0.272,-0.284,-5.11,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Ausar Thompson,BetRivers,player_points,13.5,-120,Under,20.24,0,0.733,0.267,0.545,0.267,-0.279,-5.11,0.0,0.0,"(0.0, 41.5)",41.47,10.83,High,Analytical
Ryan Dunn,BetRivers,player_points,8.5,-143,Under,12.19,0,0.713,0.287,0.588,0.287,-0.301,-5.12,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Walker Kessler,BetRivers,player_points,12.5,-157,Under,16.14,0,0.702,0.298,0.611,0.298,-0.312,-5.12,0.0,0.0,"(2.7, 29.6)",26.97,6.88,High,Analytical
Jrue Holiday,Bovada,player_points,14.5,-105,Under,20.41,0,0.75,0.25,0.512,0.25,-0.263,-5.13,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Ryan Dunn,Bovada,player_points,7.5,105,Under,12.19,0,0.762,0.238,0.488,0.238,-0.25,-5.13,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Jrue Holiday,BetMGM,player_points,14.5,-105,Under,20.41,0,0.75,0.25,0.512,0.25,-0.263,-5.13,0.0,0.0,"(3.3, 37.5)",34.28,8.74,High,Analytical
Ausar Thompson,BetRivers,player_points,12.5,105,Under,20.24,0,0.763,0.237,0.488,0.237,-0.25,-5.13,0.0,0.0,"(0.0, 41.5)",41.47,10.83,High,Analytical
Ryan Dunn,BetMGM,player_points,7.5,105,Under,12.19,0,0.762,0.238,0.488,0.238,-0.25,-5.13,0.0,0.0,"(0.0, 25.1)",25.05,6.56,High,Analytical
Isaac Okoro,DraftKings,player_points,7.5,-127,Under,11.48,0,0.728,0.272,0.559,0.272,-0.288,-5.14,0.0,0.0,"(0.0, 24.3)",24.32,6.55,High,Analytical
Nickeil Alexander-Walker,BetRivers,player_points,10.5,118,Under,17.31,0,0.777,0.223,0.459,0.223,-0.236,-5.15,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
