NAME,CATEGORY,SIDE,BOOKMAKER,LINE,ODDS,fair_line,fair_odds,GAME_DATE
Kyrie Irving,points,over,fanduel,17.5,124,21.5,100,2024-12-21
Dereck Lively II,rebounds,over,fanduel,10.5,320,8.5,124,2024-12-21
James Harden,rebounds,over,fanduel,6.5,-200,6.5,-165,2024-12-21
Dereck Lively II,assists,over,fanduel,2.5,122,5.5,990,2024-12-21
P.J. Washington Jr.,points,under,fanduel,7.5,100,13.5,104,2024-12-21
Dereck Lively II,assists,under,fanduel,2.5,-162,5.5,-990,2024-12-21
Jaden Ivey,points,over,betrivers,13.5,-114,13.5,102,2024-12-21
Jaden Ivey,rebounds,under,betrivers,3.5,-180,3.5,-147,2024-12-21
Kevin Durant,points,under,betrivers,28.5,-110,36.5,-107,2024-12-21
Tobias Harris,points,under,betrivers,12.5,-108,11.5,110,2024-12-21
Jusuf Nurkić,points,over,betrivers,10.5,-103,10.5,114,2024-12-21
Kevin Durant,rebounds,under,betrivers,6.5,-120,6.5,-102,2024-12-21
Bradley Beal,points,over,betrivers,18.5,-132,19.5,109,2024-12-21
Tobias Harris,rebounds,over,betrivers,5.5,-175,5.5,-111,2024-12-21
Jaden Ivey,rebounds,over,betrivers,3.5,130,3.5,147,2024-12-21
Jalen Duren,points,under,betrivers,9.5,-108,9.5,107,2024-12-21
Cade Cunningham,rebounds,under,betrivers,6.5,-220,7.5,100,2024-12-21
Tobias Harris,rebounds,under,betrivers,5.5,128,5.5,111,2024-12-21
Kevin Durant,points,over,betrivers,28.5,-124,36.5,107,2024-12-21
Tobias Harris,points,over,betrivers,12.5,-125,11.5,-110,2024-12-21
Jalen Duren,rebounds,under,betrivers,9.5,-125,9.5,-105,2024-12-21
Cade Cunningham,points,under,betrivers,22.5,-152,22.5,108,2024-12-21
Jalen Duren,rebounds,over,betrivers,9.5,-113,9.5,105,2024-12-21
Cade Cunningham,rebounds,over,betrivers,6.5,160,7.5,100,2024-12-21
Jalen Duren,points,over,betrivers,9.5,-127,9.5,-107,2024-12-21
Jusuf Nurkić,points,under,betrivers,10.5,-134,10.5,-114,2024-12-21
Bradley Beal,rebounds,under,betrivers,3.5,100,3.5,115,2024-12-21
Jaden Ivey,points,under,betrivers,13.5,-120,13.5,-102,2024-12-21
Bradley Beal,points,under,betrivers,18.5,-104,19.5,-109,2024-12-21
Jusuf Nurkić,rebounds,under,betrivers,10.5,-127,10.5,-107,2024-12-21
Jusuf Nurkić,rebounds,over,betrivers,10.5,-107,10.5,107,2024-12-21
Cade Cunningham,points,over,betrivers,22.5,110,22.5,-108,2024-12-21
Bradley Beal,rebounds,over,betrivers,3.5,-136,3.5,-115,2024-12-21
Kevin Durant,rebounds,over,betrivers,6.5,-114,6.5,102,2024-12-21
Bennedict Mathurin,rebounds,under,fanduel,7.5,-168,5.5,-108,2024-12-22
Bennedict Mathurin,rebounds,under,draftkings,8.5,-285,5.5,-108,2024-12-22
Bennedict Mathurin,points,under,fanduel,6.5,-130,15.5,100,2024-12-22
Obi Toppin,points,under,fanduel,9.5,-118,10.5,100,2024-12-22
Obi Toppin,points,under,draftkings,11.5,-330,10.5,100,2024-12-22
T.J. McConnell,rebounds,over,draftkings,7.5,350,7.5,378,2024-12-22
Tyrese Haliburton,points,over,fanduel,14.5,-130,15.5,144,2024-12-22
Tyrese Haliburton,points,over,draftkings,15.5,130,15.5,144,2024-12-22
Andrew Nembhard,assists,over,fanduel,4.5,-125,4.5,-108,2024-12-22
Andrew Nembhard,assists,over,draftkings,4.5,210,4.5,-108,2024-12-22
Tyrese Haliburton,assists,under,fanduel,9.5,136,9.0,100,2024-12-22
Tyrese Haliburton,assists,under,draftkings,8.5,-500,9.0,100,2024-12-22
Malik Monk,rebounds,under,fanduel,4.5,-162,4.5,-217,2024-12-22
Malik Monk,rebounds,under,draftkings,4.5,-525,4.5,-217,2024-12-22
Pascal Siakam,rebounds,under,fanduel,10.5,132,8.5,100,2024-12-22
Pascal Siakam,rebounds,under,draftkings,10.5,-240,8.5,100,2024-12-22
Andrew Nembhard,rebounds,under,fanduel,2.5,104,2.5,118,2024-12-22
Domantas Sabonis,rebounds,over,espnbet,22.5,100,20.5,120,2024-12-22
Domantas Sabonis,rebounds,over,fanduel,20.5,106,20.5,120,2024-12-22
Domantas Sabonis,rebounds,over,draftkings,21.5,135,20.5,120,2024-12-22
Obi Toppin,points,over,fanduel,9.5,-112,10.5,100,2024-12-22
Obi Toppin,points,over,draftkings,11.5,240,10.5,100,2024-12-22
Bennedict Mathurin,points,over,fanduel,6.5,-102,15.5,100,2024-12-22
De'Aaron Fox,assists,over,fanduel,4.5,-146,5.5,-137,2024-12-22
De'Aaron Fox,assists,over,draftkings,7.5,525,5.5,-137,2024-12-22
Obi Toppin,rebounds,over,fanduel,4.5,100,4.5,114,2024-12-22
Obi Toppin,rebounds,over,draftkings,3.5,650,4.5,114,2024-12-22
De'Aaron Fox,points,under,espnbet,23.5,100,23.5,115,2024-12-22
De'Aaron Fox,points,under,draftkings,23.5,-115,23.5,115,2024-12-22
Pascal Siakam,points,over,fanduel,19.5,102,19.5,134,2024-12-22
Pascal Siakam,points,over,draftkings,19.5,220,19.5,134,2024-12-22
Tyrese Haliburton,points,under,fanduel,14.5,-102,15.5,-144,2024-12-22
Tyrese Haliburton,points,under,draftkings,15.5,-166,15.5,-144,2024-12-22
Myles Turner,rebounds,under,fanduel,7.5,-130,7.5,-121,2024-12-22
Myles Turner,rebounds,under,draftkings,6.5,-218,7.5,-121,2024-12-22
Malik Monk,rebounds,over,fanduel,4.5,122,4.5,217,2024-12-22
Malik Monk,rebounds,over,draftkings,4.5,350,4.5,217,2024-12-22
T.J. McConnell,rebounds,under,draftkings,7.5,-525,7.5,-378,2024-12-22
Andrew Nembhard,rebounds,over,fanduel,2.5,-138,2.5,-118,2024-12-22
De'Aaron Fox,rebounds,under,draftkings,5.5,-420,4.5,135,2024-12-22
T.J. McConnell,assists,over,draftkings,10.5,700,3.0,100,2024-12-22
Obi Toppin,rebounds,under,fanduel,4.5,-132,4.5,-114,2024-12-22
Obi Toppin,rebounds,under,draftkings,3.5,-1200,4.5,-114,2024-12-22
T.J. McConnell,assists,under,draftkings,10.5,-1300,3.0,100,2024-12-22
Domantas Sabonis,assists,under,fanduel,5.5,-192,5.5,-166,2024-12-22
Domantas Sabonis,assists,under,draftkings,4.5,-198,5.5,-166,2024-12-22
Keegan Murray,rebounds,under,draftkings,4.5,-182,7.5,100,2024-12-22
De'Aaron Fox,points,over,espnbet,23.5,-140,23.5,-115,2024-12-22
De'Aaron Fox,points,over,draftkings,23.5,-115,23.5,-115,2024-12-22
Myles Turner,points,over,fanduel,17.5,-114,14.5,110,2024-12-22
Myles Turner,points,over,draftkings,15.5,124,14.5,110,2024-12-22
Tyrese Haliburton,assists,over,fanduel,9.5,-182,9.0,100,2024-12-22
Tyrese Haliburton,assists,over,draftkings,8.5,340,9.0,100,2024-12-22
Andrew Nembhard,points,over,fanduel,13.5,-158,12.5,108,2024-12-22
Andrew Nembhard,points,over,draftkings,12.5,-105,12.5,108,2024-12-22
Andrew Nembhard,assists,under,fanduel,4.5,-106,4.5,108,2024-12-22
Andrew Nembhard,assists,under,draftkings,4.5,-285,4.5,108,2024-12-22
Domantas Sabonis,points,over,espnbet,19.5,-130,19.5,-106,2024-12-22
Domantas Sabonis,points,over,fanduel,18.5,-172,19.5,-106,2024-12-22
Domantas Sabonis,points,over,draftkings,17.5,-110,19.5,-106,2024-12-22
Kevin Huerter,rebounds,under,draftkings,5.5,-15000,5.5,-2285,2024-12-22
Keegan Murray,points,over,draftkings,10.5,110,10.5,164,2024-12-22
Domantas Sabonis,rebounds,under,espnbet,22.5,-140,20.5,-120,2024-12-22
Domantas Sabonis,rebounds,under,fanduel,20.5,-140,20.5,-120,2024-12-22
Domantas Sabonis,rebounds,under,draftkings,21.5,-175,20.5,-120,2024-12-22
Keegan Murray,rebounds,over,draftkings,4.5,140,7.5,100,2024-12-22
Tyrese Haliburton,rebounds,over,fanduel,5.5,-132,5.5,257,2024-12-22
Tyrese Haliburton,rebounds,over,draftkings,5.5,475,5.5,257,2024-12-22
Malik Monk,points,over,espnbet,16.5,-150,16.5,-129,2024-12-22
Malik Monk,points,over,fanduel,17.5,100,16.5,-129,2024-12-22
Malik Monk,points,over,draftkings,14.5,-115,16.5,-129,2024-12-22
De'Aaron Fox,rebounds,over,draftkings,5.5,290,4.5,-135,2024-12-22
Pascal Siakam,points,under,fanduel,19.5,-136,19.5,-134,2024-12-22
Pascal Siakam,points,under,draftkings,19.5,-298,19.5,-134,2024-12-22
Malik Monk,points,under,espnbet,16.5,105,16.5,129,2024-12-22
Malik Monk,points,under,fanduel,17.5,-132,16.5,129,2024-12-22
Malik Monk,points,under,draftkings,14.5,-115,16.5,129,2024-12-22
Tyrese Haliburton,rebounds,under,draftkings,5.5,-775,5.5,-257,2024-12-22
Tyrese Haliburton,rebounds,under,fanduel,5.5,100,5.5,-257,2024-12-22
Andrew Nembhard,points,under,fanduel,13.5,118,12.5,-108,2024-12-22
Andrew Nembhard,points,under,draftkings,12.5,-125,12.5,-108,2024-12-22
Keegan Murray,points,under,fanduel,10.5,-4000,10.5,-164,2024-12-22
Keegan Murray,points,under,draftkings,10.5,-140,10.5,-164,2024-12-22
Myles Turner,rebounds,over,fanduel,7.5,-102,7.5,121,2024-12-22
Myles Turner,rebounds,over,draftkings,6.5,165,7.5,121,2024-12-22
De'Aaron Fox,assists,under,fanduel,4.5,110,5.5,137,2024-12-22
De'Aaron Fox,assists,under,draftkings,7.5,-925,5.5,137,2024-12-22
Bennedict Mathurin,rebounds,over,fanduel,7.5,126,5.5,108,2024-12-22
Bennedict Mathurin,rebounds,over,draftkings,8.5,210,5.5,108,2024-12-22
Kevin Huerter,rebounds,over,draftkings,5.5,2200,5.5,2285,2024-12-22
T.J. McConnell,points,over,espnbet,14.5,130,10.0,100,2024-12-22
T.J. McConnell,points,over,fanduel,8.5,-110,10.0,100,2024-12-22
T.J. McConnell,points,over,draftkings,12.5,120,10.0,100,2024-12-22
Pascal Siakam,rebounds,over,fanduel,10.5,-178,8.5,100,2024-12-22
Pascal Siakam,rebounds,over,draftkings,10.5,180,8.5,100,2024-12-22
Domantas Sabonis,points,under,espnbet,19.5,-110,19.5,106,2024-12-22
Domantas Sabonis,points,under,fanduel,18.5,128,19.5,106,2024-12-22
Domantas Sabonis,points,under,draftkings,17.5,-120,19.5,106,2024-12-22
Myles Turner,points,under,fanduel,17.5,-114,14.5,-110,2024-12-22
Myles Turner,points,under,draftkings,15.5,-160,14.5,-110,2024-12-22
T.J. McConnell,points,under,espnbet,14.5,-185,10.0,100,2024-12-22
T.J. McConnell,points,under,fanduel,8.5,-120,10.0,100,2024-12-22
T.J. McConnell,points,under,draftkings,12.5,-154,10.0,100,2024-12-22
Domantas Sabonis,assists,over,fanduel,5.5,140,5.5,166,2024-12-22
Domantas Sabonis,assists,over,draftkings,4.5,150,5.5,166,2024-12-22
Kelly Olynyk,points,under,fanduel,10.5,-108,10.5,106,2024-12-22
Alperen Sengun,assists,over,fanduel,2.5,-144,4.5,100,2024-12-22
Dillon Brooks,points,under,fanduel,24.5,-166,16.5,100,2024-12-22
Jonathan Mogbo,assists,over,fanduel,3.5,124,3.5,170,2024-12-22
Jonathan Mogbo,points,under,fanduel,5.5,-138,16.5,100,2024-12-22
Fred VanVleet,points,over,fanduel,2.5,-146,15.5,-108,2024-12-22
Jalen Green,rebounds,over,fanduel,3.5,-166,5.5,173,2024-12-22
Scottie Barnes,points,over,fanduel,4.5,-102,12.5,100,2024-12-22
Jalen Green,points,under,fanduel,27.5,-122,20.5,100,2024-12-22
Jalen Green,points,over,fanduel,27.5,-108,20.5,100,2024-12-22
Scottie Barnes,assists,under,fanduel,3.5,118,5.5,100,2024-12-22
Amen Thompson,points,over,fanduel,13.5,-122,13.5,-107,2024-12-22
Alperen Sengun,points,under,fanduel,18.5,114,21.5,-113,2024-12-22
Jonathan Mogbo,rebounds,over,fanduel,3.5,-144,5.5,100,2024-12-22
Dillon Brooks,rebounds,under,fanduel,4.5,138,4.5,155,2024-12-22
Dillon Brooks,points,over,fanduel,24.5,124,16.5,100,2024-12-22
Alperen Sengun,points,over,fanduel,18.5,-152,21.5,113,2024-12-22
Jalen Green,assists,under,fanduel,2.5,-112,2.5,102,2024-12-22
Fred VanVleet,assists,over,fanduel,5.5,120,5.5,107,2024-12-22
Jonathan Mogbo,rebounds,under,fanduel,3.5,108,5.5,100,2024-12-22
Fred VanVleet,points,under,fanduel,2.5,110,15.5,108,2024-12-22
Jalen Green,rebounds,under,fanduel,3.5,124,5.5,-173,2024-12-22
Alperen Sengun,assists,under,fanduel,2.5,108,4.5,100,2024-12-22
Ja'Kobe Walter,points,over,fanduel,20.5,-112,20.5,102,2024-12-22
Jonathan Mogbo,assists,under,fanduel,3.5,-166,3.5,-170,2024-12-22
Amen Thompson,points,under,fanduel,13.5,-106,13.5,107,2024-12-22
Scottie Barnes,rebounds,over,fanduel,6.5,114,8.5,100,2024-12-22
Scottie Barnes,assists,over,fanduel,3.5,-158,5.5,100,2024-12-22
Jabari Smith,rebounds,over,fanduel,8.5,146,8.0,100,2024-12-22
Scottie Barnes,points,under,fanduel,4.5,-130,12.5,100,2024-12-22
Jonathan Mogbo,points,over,fanduel,5.5,104,16.5,100,2024-12-22
Jabari Smith,rebounds,under,fanduel,8.5,-198,8.0,100,2024-12-22
Kelly Olynyk,points,over,fanduel,10.5,-122,10.5,-106,2024-12-22
Dillon Brooks,rebounds,over,fanduel,4.5,-186,4.5,-155,2024-12-22
Ja'Kobe Walter,points,under,fanduel,20.5,-118,20.5,-102,2024-12-22
Jabari Smith,points,under,fanduel,10.5,104,12.5,100,2024-12-22
Jabari Smith,points,over,fanduel,10.5,-138,12.5,100,2024-12-22
Alperen Sengun,rebounds,over,fanduel,8.5,102,8.5,116,2024-12-22
Jalen Green,assists,over,fanduel,2.5,-118,2.5,-102,2024-12-22
Fred VanVleet,rebounds,under,fanduel,7.5,124,5.5,-242,2024-12-22
Alperen Sengun,rebounds,under,fanduel,8.5,-136,8.5,-116,2024-12-22
Fred VanVleet,assists,under,fanduel,5.5,-160,5.5,-107,2024-12-22
Scottie Barnes,rebounds,under,fanduel,6.5,-152,8.5,100,2024-12-22
Fred VanVleet,rebounds,over,fanduel,7.5,-166,5.5,242,2024-12-22
Herbert Jones,assists,over,fanduel,5.5,188,2.5,-101,2024-12-22
Herbert Jones,assists,over,betrivers,2.5,-115,2.5,-101,2024-12-22
Yves Missi,rebounds,under,fanduel,9.5,-162,9.5,100,2024-12-22
Yves Missi,rebounds,under,betrivers,9.5,-115,9.5,100,2024-12-22
Peyton Watson,rebounds,under,fanduel,1.5,162,1.5,180,2024-12-22
Dejounte Murray,points,under,fanduel,19.5,-188,18.5,101,2024-12-22
Dejounte Murray,points,under,betrivers,19.5,-108,18.5,101,2024-12-22
Herbert Jones,rebounds,over,fanduel,4.5,-102,3.5,107,2024-12-22
Herbert Jones,rebounds,over,betrivers,3.5,-108,3.5,107,2024-12-22
Aaron Gordon,points,under,fanduel,13.5,-130,13.5,-108,2024-12-22
Aaron Gordon,points,under,betrivers,12.5,-106,13.5,-108,2024-12-22
Dejounte Murray,assists,under,fanduel,15.5,-125,8.5,-133,2024-12-22
Dejounte Murray,assists,under,betrivers,6.5,-165,8.5,-133,2024-12-22
Christian Braun,rebounds,under,fanduel,4.5,114,4.5,-115,2024-12-22
Christian Braun,rebounds,under,betrivers,4.5,-136,4.5,-115,2024-12-22
Nikola Jokić,rebounds,over,fanduel,12.5,122,12.5,104,2024-12-22
Nikola Jokić,rebounds,over,betrivers,12.5,-113,12.5,104,2024-12-22
Dejounte Murray,points,over,fanduel,19.5,140,18.5,-101,2024-12-22
Dejounte Murray,points,over,betrivers,19.5,-127,18.5,-101,2024-12-22
Nikola Jokić,assists,under,fanduel,8.5,-144,8.5,124,2024-12-22
Nikola Jokić,assists,under,betrivers,8.5,108,8.5,124,2024-12-22
Nikola Jokić,points,over,fanduel,29.5,112,29.0,100,2024-12-22
Nikola Jokić,points,over,betrivers,29.5,-113,29.0,100,2024-12-22
Peyton Watson,rebounds,over,fanduel,1.5,-220,1.5,-180,2024-12-22
Peyton Watson,points,under,fanduel,2.5,-166,2.5,-140,2024-12-22
Herbert Jones,rebounds,under,fanduel,4.5,-130,3.5,-107,2024-12-22
Herbert Jones,rebounds,under,betrivers,3.5,-127,3.5,-107,2024-12-22
CJ McCollum,points,over,fanduel,22.5,-118,20.5,107,2024-12-22
CJ McCollum,points,over,betrivers,20.5,-109,20.5,107,2024-12-22
Nikola Jokić,rebounds,under,fanduel,12.5,-162,12.5,-104,2024-12-22
Nikola Jokić,rebounds,under,betrivers,12.5,-121,12.5,-104,2024-12-22
Aaron Gordon,points,over,fanduel,13.5,-102,13.5,108,2024-12-22
Aaron Gordon,points,over,betrivers,12.5,-129,13.5,108,2024-12-22
Trey Murphy III,assists,under,betrivers,2.5,-110,2.5,105,2024-12-22
CJ McCollum,rebounds,under,fanduel,4.5,-225,3.5,107,2024-12-22
CJ McCollum,rebounds,under,betrivers,3.5,-108,3.5,107,2024-12-22
Herbert Jones,points,over,fanduel,6.5,130,11.5,-111,2024-12-22
Herbert Jones,points,over,betrivers,11.5,-132,11.5,-111,2024-12-22
Dejounte Murray,assists,over,fanduel,15.5,-106,8.5,133,2024-12-22
Dejounte Murray,assists,over,betrivers,6.5,120,8.5,133,2024-12-22
Trey Murphy III,assists,over,betrivers,2.5,-122,2.5,-105,2024-12-22
Christian Braun,points,over,fanduel,8.5,138,12.5,110,2024-12-22
Christian Braun,points,over,betrivers,12.5,-105,12.5,110,2024-12-22
CJ McCollum,rebounds,over,fanduel,4.5,164,3.5,-107,2024-12-22
CJ McCollum,rebounds,over,betrivers,3.5,-125,3.5,-107,2024-12-22
Aaron Gordon,rebounds,over,fanduel,6.5,-132,5.5,107,2024-12-22
Aaron Gordon,rebounds,over,betrivers,5.5,-108,5.5,107,2024-12-22
Yves Missi,points,under,fanduel,15.5,-132,10.5,-115,2024-12-22
Yves Missi,points,under,betrivers,10.5,-136,10.5,-115,2024-12-22
CJ McCollum,assists,over,fanduel,8.5,104,8.5,118,2024-12-22
CJ McCollum,assists,over,betrivers,4.5,107,8.5,118,2024-12-22
Trey Murphy III,rebounds,under,fanduel,9.5,-192,4.5,110,2024-12-22
Trey Murphy III,rebounds,under,betrivers,4.5,-105,4.5,110,2024-12-22
Trey Murphy III,points,under,fanduel,24.5,-118,20.0,100,2024-12-22
Trey Murphy III,points,under,betrivers,18.5,-106,20.0,100,2024-12-22
Aaron Gordon,assists,under,betrivers,3.5,-186,2.5,147,2024-12-22
Dejounte Murray,rebounds,under,fanduel,6.5,-280,5.5,114,2024-12-22
Dejounte Murray,rebounds,under,betrivers,5.5,118,5.5,114,2024-12-22
Peyton Watson,points,over,fanduel,2.5,124,2.5,140,2024-12-22
Julian Strawther,points,under,fanduel,9.5,104,9.5,118,2024-12-22
CJ McCollum,assists,under,fanduel,8.5,-138,8.5,-118,2024-12-22
CJ McCollum,assists,under,betrivers,4.5,-143,8.5,-118,2024-12-22
Herbert Jones,points,under,fanduel,6.5,-174,11.5,111,2024-12-22
Herbert Jones,points,under,betrivers,11.5,-104,11.5,111,2024-12-22
Aaron Gordon,rebounds,under,fanduel,6.5,100,5.5,-107,2024-12-22
Aaron Gordon,rebounds,under,betrivers,5.5,-125,5.5,-107,2024-12-22
Aaron Gordon,assists,over,betrivers,3.5,135,2.5,-147,2024-12-22
Dejounte Murray,rebounds,over,fanduel,6.5,198,5.5,-114,2024-12-22
Dejounte Murray,rebounds,over,betrivers,5.5,-162,5.5,-114,2024-12-22
Nikola Jokić,points,under,fanduel,29.5,-148,29.0,100,2024-12-22
Nikola Jokić,points,under,betrivers,29.5,-121,29.0,100,2024-12-22
Yves Missi,points,over,fanduel,15.5,100,10.5,115,2024-12-22
Yves Missi,points,over,betrivers,10.5,100,10.5,115,2024-12-22
Herbert Jones,assists,under,fanduel,5.5,-260,2.5,101,2024-12-22
Herbert Jones,assists,under,betrivers,2.5,-118,2.5,101,2024-12-22
Nikola Jokić,assists,over,fanduel,8.5,108,8.5,-124,2024-12-22
Nikola Jokić,assists,over,betrivers,8.5,-148,8.5,-124,2024-12-22
Yves Missi,rebounds,over,fanduel,9.5,122,9.5,100,2024-12-22
Yves Missi,rebounds,over,betrivers,9.5,-118,9.5,100,2024-12-22
Trey Murphy III,rebounds,over,fanduel,9.5,142,4.5,-110,2024-12-22
Trey Murphy III,rebounds,over,betrivers,4.5,-130,4.5,-110,2024-12-22
CJ McCollum,points,under,fanduel,22.5,-112,20.5,-107,2024-12-22
CJ McCollum,points,under,betrivers,20.5,-125,20.5,-107,2024-12-22
Christian Braun,rebounds,over,fanduel,4.5,-152,4.5,115,2024-12-22
Christian Braun,rebounds,over,betrivers,4.5,100,4.5,115,2024-12-22
Christian Braun,points,under,fanduel,8.5,-186,12.5,-110,2024-12-22
Christian Braun,points,under,betrivers,12.5,-130,12.5,-110,2024-12-22
Julian Strawther,points,over,fanduel,9.5,-138,9.5,-118,2024-12-22
Trey Murphy III,points,over,fanduel,24.5,-112,20.0,100,2024-12-22
Trey Murphy III,points,over,betrivers,18.5,-129,20.0,100,2024-12-22
Jamal Murray,points,over,fanduel,23.5,-118,21.5,100,2024-12-22
Jamal Murray,points,under,fanduel,23.5,-112,21.5,100,2024-12-22
Tristan da Silva,points,under,fanduel,13.5,-102,10.5,100,2024-12-23
Derrick White,assists,over,fanduel,2.5,-146,3.5,124,2024-12-23
Anthony Black,points,over,fanduel,5.5,-144,9.5,101,2024-12-23
Jaylen Brown,points,under,espnbet,33.5,-115,33.5,104,2024-12-23
Anthony Black,assists,over,fanduel,2.5,-102,2.5,112,2024-12-23
Tristan da Silva,points,over,fanduel,13.5,-130,10.5,100,2024-12-23
Jalen Suggs,rebounds,under,fanduel,5.5,-136,13.5,100,2024-12-23
Al Horford,points,under,fanduel,8.5,-106,8.5,108,2024-12-23
Kristaps Porzingis,rebounds,over,fanduel,4.5,-180,4.5,-150,2024-12-23
Goga Bitadze,points,over,fanduel,12.5,-125,12.5,105,2024-12-23
Goga Bitadze,rebounds,under,fanduel,10.5,124,10.5,111,2024-12-23
Anthony Black,assists,under,fanduel,2.5,-130,2.5,-112,2024-12-23
Cole Anthony,assists,under,fanduel,1.5,148,1.5,165,2024-12-23
Derrick White,rebounds,over,fanduel,5.5,-110,5.5,105,2024-12-23
Al Horford,points,over,fanduel,8.5,-125,8.5,-108,2024-12-23
Cole Anthony,points,over,fanduel,10.5,-120,10.5,100,2024-12-23
Derrick White,rebounds,under,fanduel,5.5,-122,5.5,-105,2024-12-23
Derrick White,assists,under,fanduel,2.5,110,3.5,-124,2024-12-23
Anthony Black,points,under,fanduel,5.5,108,9.5,-101,2024-12-23
Jaylen Brown,points,over,espnbet,33.5,-125,33.5,-104,2024-12-23
Cole Anthony,assists,over,fanduel,1.5,-200,1.5,-165,2024-12-23
Goga Bitadze,points,under,fanduel,12.5,-106,12.5,-105,2024-12-23
Cole Anthony,points,under,fanduel,10.5,-110,10.5,100,2024-12-23
Kristaps Porzingis,rebounds,under,fanduel,4.5,134,4.5,150,2024-12-23
Goga Bitadze,rebounds,over,fanduel,10.5,-166,10.5,-111,2024-12-23
Jalen Suggs,rebounds,over,fanduel,5.5,102,13.5,100,2024-12-23
Devin Vassell,rebounds,under,fanduel,2.5,134,2.5,139,2024-12-23
Devin Vassell,rebounds,under,betrivers,2.5,120,2.5,139,2024-12-23
Paul George,rebounds,under,fanduel,7.5,-172,5.5,-107,2024-12-23
Paul George,rebounds,under,betrivers,5.5,-124,5.5,-107,2024-12-23
Caleb Martin,rebounds,over,fanduel,3.5,-106,2.5,100,2024-12-23
Tyrese Maxey,assists,under,fanduel,8.5,-122,5.5,105,2024-12-23
Tyrese Maxey,assists,under,betrivers,5.5,-109,5.5,105,2024-12-23
Stephon Castle,points,under,fanduel,17.5,-125,10.5,100,2024-12-23
Jeremy Sochan,rebounds,over,fanduel,6.5,-250,8.0,100,2024-12-23
Jeremy Sochan,rebounds,over,betrivers,7.5,-120,8.0,100,2024-12-23
Devin Vassell,rebounds,over,draftkings,5.5,370,2.5,-139,2024-12-23
Devin Vassell,rebounds,over,fanduel,2.5,-180,2.5,-139,2024-12-23
Devin Vassell,rebounds,over,betrivers,2.5,-162,2.5,-139,2024-12-23
Paul George,rebounds,over,fanduel,7.5,128,5.5,107,2024-12-23
Paul George,rebounds,over,betrivers,5.5,-108,5.5,107,2024-12-23
Paul George,assists,under,fanduel,4.5,-118,4.5,122,2024-12-23
Paul George,assists,under,betrivers,4.5,108,4.5,122,2024-12-23
Joel Embiid,assists,over,fanduel,3.5,-108,4.5,107,2024-12-23
Joel Embiid,assists,over,betrivers,4.5,-108,4.5,107,2024-12-23
Julian Champagnie,points,under,fanduel,2.5,110,4.5,-104,2024-12-23
Caleb Martin,rebounds,under,fanduel,3.5,-125,2.5,100,2024-12-23
Keldon Johnson,rebounds,under,fanduel,1.5,124,2.5,-145,2024-12-23
Paul George,points,over,fanduel,20.5,108,16.5,100,2024-12-23
Paul George,points,over,betrivers,16.5,-115,16.5,100,2024-12-23
Joel Embiid,rebounds,over,fanduel,8.5,116,8.5,-125,2024-12-23
Joel Embiid,rebounds,over,betrivers,8.5,-148,8.5,-125,2024-12-23
Victor Wembanyama,assists,over,fanduel,4.5,148,3.5,-111,2024-12-23
Victor Wembanyama,assists,over,betrivers,3.5,-130,3.5,-111,2024-12-23
Victor Wembanyama,points,under,fanduel,27.5,-130,24.5,100,2024-12-23
Victor Wembanyama,points,under,espnbet,28.5,-125,24.5,100,2024-12-23
Victor Wembanyama,points,under,betrivers,23.5,-110,24.5,100,2024-12-23
Victor Wembanyama,rebounds,over,fanduel,9.5,-180,9.5,-102,2024-12-23
Victor Wembanyama,rebounds,over,espnbet,9.5,135,9.5,-102,2024-12-23
Victor Wembanyama,rebounds,over,betrivers,9.5,-118,9.5,-102,2024-12-23
Devin Vassell,points,under,betrivers,16.5,-112,17.0,100,2024-12-23
Jeremy Sochan,rebounds,under,fanduel,6.5,182,8.0,100,2024-12-23
Jeremy Sochan,rebounds,under,betrivers,7.5,-112,8.0,100,2024-12-23
Jeremy Sochan,assists,over,fanduel,3.5,-118,3.5,-101,2024-12-23
Jeremy Sochan,assists,over,betrivers,2.5,-150,3.5,-101,2024-12-23
Victor Wembanyama,assists,under,fanduel,4.5,-200,3.5,111,2024-12-23
Victor Wembanyama,assists,under,betrivers,3.5,-103,3.5,111,2024-12-23
Jeremy Sochan,points,over,fanduel,16.5,-128,14.5,-114,2024-12-23
Jeremy Sochan,points,over,betrivers,13.5,-108,14.5,-114,2024-12-23
Devin Vassell,points,over,betrivers,16.5,-120,17.0,100,2024-12-23
Paul George,assists,over,fanduel,4.5,-112,4.5,-122,2024-12-23
Paul George,assists,over,betrivers,4.5,-143,4.5,-122,2024-12-23
Jeremy Sochan,points,under,fanduel,16.5,-102,14.5,114,2024-12-23
Jeremy Sochan,points,under,betrivers,13.5,-122,14.5,114,2024-12-23
Chris Paul,points,over,betrivers,7.5,-118,7.5,-105,2024-12-23
Chris Paul,points,over,fanduel,7.5,-144,7.5,-105,2024-12-23
Chris Paul,points,under,betrivers,7.5,-113,7.5,105,2024-12-23
Chris Paul,points,under,fanduel,7.5,108,7.5,105,2024-12-23
Joel Embiid,points,over,betrivers,29.5,-114,28.5,100,2024-12-23
Joel Embiid,points,over,fanduel,27.5,-104,28.5,100,2024-12-23
Joel Embiid,rebounds,under,fanduel,8.5,-154,8.5,125,2024-12-23
