,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,version https://git-lfs.github.com/spec/v1
24673,DraftKings Pick6,player_rebounds,Desmond Bane,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:25Z,
24674,DraftKings Pick6,player_rebounds,Naji Marshall,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24675,DraftKings Pick6,player_rebounds,Naji Marshall,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24676,DraftKings Pick6,player_rebounds,Nikola Jokic,Over,12.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24677,DraftKings Pick6,player_rebounds,Nikola Jokic,Under,12.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24678,DraftKings Pick6,player_rebounds,Yves Missi,Over,6.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24679,DraftKings Pick6,player_rebounds,Yves Missi,Under,6.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24680,DraftKings Pick6,player_rebounds,Jonas Valanciunas,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24681,DraftKings Pick6,player_rebounds,Jonas Valanciunas,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24682,DraftKings Pick6,player_rebounds,Rudy Gobert,Over,10.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24683,DraftKings Pick6,player_rebounds,Rudy Gobert,Under,10.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24684,DraftKings Pick6,player_rebounds,Jake LaRavia,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24685,DraftKings Pick6,player_rebounds,Jake LaRavia,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24686,DraftKings Pick6,player_rebounds,Jaren Jackson Jr,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:24Z,
24687,DraftKings Pick6,player_rebounds,Jaren Jackson Jr,Under,5.5,-137.0,2025-10-30,2025-10-29T17:05:24Z,
24688,Underdog,player_assists,Brandon Ingram,Over,3.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24689,Underdog,player_assists,Brandon Ingram,Under,3.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24690,Underdog,player_assists,Tari Eason,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24691,Underdog,player_assists,Tari Eason,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24692,Underdog,player_assists,Steven Adams,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24693,Underdog,player_assists,Steven Adams,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24694,Underdog,player_assists,Jaylen Brown,Over,4.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24695,Underdog,player_assists,Jaylen Brown,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24696,Underdog,player_assists,Payton Pritchard,Over,4.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24697,Underdog,player_assists,Payton Pritchard,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24698,Underdog,player_assists,Cade Cunningham,Over,8.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24699,Underdog,player_assists,Cade Cunningham,Under,8.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24700,Underdog,player_assists,Desmond Bane,Over,3.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24701,Underdog,player_assists,Desmond Bane,Under,3.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24702,Underdog,player_assists,Luke Kennard,Over,2.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24703,Underdog,player_assists,Luke Kennard,Under,2.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24704,Underdog,player_assists,Onyeka Okongwu,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24705,Underdog,player_assists,Onyeka Okongwu,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24706,Underdog,player_assists,Nikola Vucevic,Over,3.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24707,Underdog,player_assists,Nikola Vucevic,Under,3.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24708,Underdog,player_assists,Josh Giddey,Over,7.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24709,Underdog,player_assists,Josh Giddey,Under,7.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24710,Underdog,player_assists,Cooper Flagg,Over,3.5,-137.0,2025-10-30,2025-10-29T17:05:48Z,
24711,Underdog,player_assists,Cooper Flagg,Under,3.5,-137.0,2025-10-30,2025-10-29T17:05:48Z,
24712,Underdog,player_assists,Deni Avdija,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24713,Underdog,player_assists,Deni Avdija,Under,5.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24714,Underdog,player_assists,Shaedon Sharpe,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24715,Underdog,player_assists,Shaedon Sharpe,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24716,Underdog,player_assists,Kyle Filipowski,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24717,Underdog,player_assists,Kyle Filipowski,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:11Z,
24718,Underdog,player_assists,Austin Reaves,Over,7.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24719,Underdog,player_assists,Austin Reaves,Under,7.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24720,Underdog,player_assists,Rui Hachimura,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24721,Underdog,player_assists,Rui Hachimura,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24722,Underdog,player_assists,Donte DiVincenzo,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24723,Underdog,player_assists,Donte DiVincenzo,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24724,Underdog,player_assists,Jaden McDaniels,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24725,Underdog,player_assists,Jaden McDaniels,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24726,Underdog,player_assists,Mike Conley,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24727,Underdog,player_assists,Mike Conley,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24728,Underdog,player_assists,Terrence Shannon Jr.,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24729,Underdog,player_assists,Terrence Shannon Jr.,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24730,PrizePicks,player_assists,Alperen Sengun,Over,6.0,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24731,PrizePicks,player_assists,Alperen Sengun,Under,6.0,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24732,PrizePicks,player_assists,Tari Eason,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24733,PrizePicks,player_assists,Tari Eason,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24734,PrizePicks,player_assists,Amen Thompson,Over,5.0,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24735,PrizePicks,player_assists,Amen Thompson,Under,5.0,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24736,PrizePicks,player_assists,Ochai Agbaji,Over,0.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24737,PrizePicks,player_assists,Ochai Agbaji,Under,0.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24738,PrizePicks,player_assists,Jamal Shead,Over,3.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24739,PrizePicks,player_assists,Jamal Shead,Under,3.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24740,PrizePicks,player_assists,Steven Adams,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24741,PrizePicks,player_assists,Steven Adams,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24742,PrizePicks,player_assists,Brandon Ingram,Over,3.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24743,PrizePicks,player_assists,Brandon Ingram,Under,3.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24744,PrizePicks,player_assists,Josh Okogie,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24745,PrizePicks,player_assists,Josh Okogie,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24746,PrizePicks,player_assists,Payton Pritchard,Over,4.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24747,PrizePicks,player_assists,Payton Pritchard,Under,4.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24748,PrizePicks,player_assists,Evan Mobley,Over,4.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24749,PrizePicks,player_assists,Evan Mobley,Under,4.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24750,PrizePicks,player_assists,Derrick White,Over,5.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24751,PrizePicks,player_assists,Derrick White,Under,5.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24752,PrizePicks,player_assists,Jaylen Brown,Over,4.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24753,PrizePicks,player_assists,Jaylen Brown,Under,4.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24754,PrizePicks,player_assists,Donovan Mitchell,Over,5.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24755,PrizePicks,player_assists,Donovan Mitchell,Under,5.0,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24756,PrizePicks,player_assists,Franz Wagner,Over,4.0,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24757,PrizePicks,player_assists,Franz Wagner,Under,4.0,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24758,PrizePicks,player_assists,Cade Cunningham,Over,8.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24759,PrizePicks,player_assists,Cade Cunningham,Under,8.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24760,PrizePicks,player_assists,Desmond Bane,Over,3.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24761,PrizePicks,player_assists,Desmond Bane,Under,3.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24762,PrizePicks,player_assists,Cam Thomas,Over,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24763,PrizePicks,player_assists,Cam Thomas,Under,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24764,PrizePicks,player_assists,Jalen Johnson,Over,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24765,PrizePicks,player_assists,Jalen Johnson,Under,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24766,PrizePicks,player_assists,Trae Young,Over,11.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24767,PrizePicks,player_assists,Trae Young,Under,11.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24768,PrizePicks,player_assists,Nickeil Alexander-Walker,Over,2.5,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24769,PrizePicks,player_assists,Nickeil Alexander-Walker,Under,2.5,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24770,PrizePicks,player_assists,Luke Kennard,Over,2.5,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24771,PrizePicks,player_assists,Luke Kennard,Under,2.5,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24772,PrizePicks,player_assists,Egor Demin,Over,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24773,PrizePicks,player_assists,Egor Demin,Under,4.0,-137.0,2025-10-29,2025-10-29T17:05:31Z,
24774,PrizePicks,player_assists,Nikola Vucevic,Over,3.5,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24775,PrizePicks,player_assists,Nikola Vucevic,Under,3.5,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24776,PrizePicks,player_assists,Josh Giddey,Over,7.5,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24777,PrizePicks,player_assists,Josh Giddey,Under,7.5,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24778,PrizePicks,player_assists,Russell Westbrook,Over,4.0,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24779,PrizePicks,player_assists,Russell Westbrook,Under,4.0,-137.0,2025-10-30,2025-10-29T17:05:17Z,
24780,PrizePicks,player_assists,Pascal Siakam,Over,5.0,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24781,PrizePicks,player_assists,Pascal Siakam,Under,5.0,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24782,PrizePicks,player_assists,Pascal Siakam,Over,5.0,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24783,PrizePicks,player_assists,Pascal Siakam,Under,5.0,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24784,PrizePicks,player_assists,D'Angelo Russell,Over,5.5,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24785,PrizePicks,player_assists,D'Angelo Russell,Under,5.5,-137.0,2025-10-30,2025-10-29T17:04:59Z,
24786,PrizePicks,player_assists,Jamal Murray,Over,5.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24787,PrizePicks,player_assists,Jamal Murray,Under,5.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24788,PrizePicks,player_assists,Zion Williamson,Over,5.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24789,PrizePicks,player_assists,Zion Williamson,Under,5.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24790,PrizePicks,player_assists,Trey Murphy III,Over,4.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24791,PrizePicks,player_assists,Trey Murphy III,Under,4.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24792,PrizePicks,player_assists,Nikola Jokic,Over,9.5,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24793,PrizePicks,player_assists,Nikola Jokic,Under,9.5,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24794,PrizePicks,player_assists,Jordan Poole,Over,4.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24795,PrizePicks,player_assists,Jordan Poole,Under,4.0,-137.0,2025-10-30,2025-10-29T17:05:00Z,
24796,PrizePicks,player_assists,Shaedon Sharpe,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24797,PrizePicks,player_assists,Shaedon Sharpe,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24798,PrizePicks,player_assists,Toumani Camara,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24799,PrizePicks,player_assists,Toumani Camara,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24800,PrizePicks,player_assists,Keyonte George,Over,7.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24801,PrizePicks,player_assists,Keyonte George,Under,7.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24802,PrizePicks,player_assists,Svi Mykhailiuk,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24803,PrizePicks,player_assists,Svi Mykhailiuk,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24804,PrizePicks,player_assists,Jrue Holiday,Over,6.0,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24805,PrizePicks,player_assists,Jrue Holiday,Under,6.0,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24806,PrizePicks,player_assists,Jaden McDaniels,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24807,PrizePicks,player_assists,Jaden McDaniels,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24808,PrizePicks,player_assists,Austin Reaves,Over,7.0,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24809,PrizePicks,player_assists,Austin Reaves,Under,7.0,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24810,PrizePicks,player_assists,Rui Hachimura,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24811,PrizePicks,player_assists,Rui Hachimura,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24812,PrizePicks,player_assists,Mike Conley,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24813,PrizePicks,player_assists,Mike Conley,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24814,PrizePicks,player_assists,Julius Randle,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24815,PrizePicks,player_assists,Julius Randle,Under,5.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24816,PrizePicks,player_assists,Donte DiVincenzo,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24817,PrizePicks,player_assists,Donte DiVincenzo,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24818,PrizePicks,player_assists,Terrence Shannon Jr.,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24819,PrizePicks,player_assists,Terrence Shannon Jr.,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:32Z,
24820,PrizePicks,player_assists,Ja Morant,Over,7.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24821,PrizePicks,player_assists,Ja Morant,Under,7.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24822,PrizePicks,player_assists,Grayson Allen,Over,4.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24823,PrizePicks,player_assists,Grayson Allen,Under,4.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24824,PrizePicks,player_assists,Devin Booker,Over,7.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24825,PrizePicks,player_assists,Devin Booker,Under,7.0,-137.0,2025-10-30,2025-10-29T17:05:21Z,
24826,DraftKings Pick6,player_assists,Scottie Barnes,Over,4.5,-137.0,2025-10-29,2025-10-29T17:04:48Z,
24827,DraftKings Pick6,player_assists,Scottie Barnes,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:48Z,
24828,DraftKings Pick6,player_assists,Jaylen Brown,Over,4.5,-137.0,2025-10-29,2025-10-29T17:04:32Z,
24829,DraftKings Pick6,player_assists,Jaylen Brown,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:32Z,
24830,DraftKings Pick6,player_assists,Payton Pritchard,Over,4.5,-137.0,2025-10-29,2025-10-29T17:04:32Z,
24831,DraftKings Pick6,player_assists,Payton Pritchard,Under,4.5,-137.0,2025-10-29,2025-10-29T17:04:32Z,
24832,DraftKings Pick6,player_assists,Cade Cunningham,Over,8.5,-137.0,2025-10-29,2025-10-29T17:04:25Z,
24833,DraftKings Pick6,player_assists,Cade Cunningham,Under,8.5,-137.0,2025-10-29,2025-10-29T17:04:25Z,
24834,DraftKings Pick6,player_assists,D'Angelo Russell,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24835,DraftKings Pick6,player_assists,Pascal Siakam,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24836,DraftKings Pick6,player_assists,Nikola Jokic,Over,9.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24837,DraftKings Pick6,player_assists,Nikola Jokic,Under,9.5,-137.0,2025-10-30,2025-10-29T17:05:45Z,
24838,DraftKings Pick6,player_assists,Austin Reaves,Over,7.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24839,DraftKings Pick6,player_assists,Austin Reaves,Under,7.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24840,DraftKings Pick6,player_assists,Julius Randle,Over,5.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24841,DraftKings Pick6,player_assists,Julius Randle,Under,5.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24842,DraftKings Pick6,player_assists,Mike Conley,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24843,DraftKings Pick6,player_assists,Mike Conley,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24844,DraftKings Pick6,player_assists,Donte DiVincenzo,Over,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24845,DraftKings Pick6,player_assists,Donte DiVincenzo,Under,4.5,-137.0,2025-10-30,2025-10-29T17:05:03Z,
24846,Underdog,player_threes,Brandon Ingram,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24847,Underdog,player_threes,Brandon Ingram,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24848,Underdog,player_threes,Ochai Agbaji,Over,0.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24849,Underdog,player_threes,Ochai Agbaji,Under,0.5,-137.0,2025-10-29,2025-10-29T17:05:13Z,
24850,Underdog,player_threes,Derrick White,Over,3.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24851,Underdog,player_threes,Derrick White,Under,3.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24852,Underdog,player_threes,Evan Mobley,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24853,Underdog,player_threes,Evan Mobley,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24854,Underdog,player_threes,Lonzo Ball,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24855,Underdog,player_threes,Lonzo Ball,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24856,Underdog,player_threes,Craig Porter Jr,Over,0.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24857,Underdog,player_threes,Craig Porter Jr,Under,0.5,-137.0,2025-10-29,2025-10-29T17:04:42Z,
24858,Underdog,player_threes,Franz Wagner,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24859,Underdog,player_threes,Franz Wagner,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24860,Underdog,player_threes,Desmond Bane,Over,2.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24861,Underdog,player_threes,Desmond Bane,Under,2.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24862,Underdog,player_threes,Jalen Suggs,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24863,Underdog,player_threes,Jalen Suggs,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24864,Underdog,player_threes,Wendell Carter Jr,Over,0.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24865,Underdog,player_threes,Wendell Carter Jr,Under,0.5,-137.0,2025-10-29,2025-10-29T17:04:44Z,
24866,Underdog,player_threes,Cam Thomas,Over,2.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24867,Underdog,player_threes,Cam Thomas,Under,2.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24868,Underdog,player_threes,Ben Saraf,Over,0.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24869,Underdog,player_threes,Ben Saraf,Under,0.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24870,Underdog,player_threes,Noah Clowney,Over,1.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24871,Underdog,player_threes,Noah Clowney,Under,1.5,-137.0,2025-10-29,2025-10-29T17:04:47Z,
24872,Underdog,player_threes,Domantas Sabonis,Over,0.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24873,Underdog,player_threes,Domantas Sabonis,Under,0.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24874,Underdog,player_threes,Nikola Vucevic,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24875,Underdog,player_threes,Nikola Vucevic,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24876,Underdog,player_threes,Malik Monk,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24877,Underdog,player_threes,Malik Monk,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:18Z,
24878,Underdog,player_threes,Jarace Walker,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:48Z,
24879,Underdog,player_threes,Jarace Walker,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:48Z,
24880,Underdog,player_threes,Jordan Poole,Over,2.5,-137.0,2025-10-30,2025-10-29T17:05:43Z,
24881,Underdog,player_threes,Jordan Poole,Under,2.5,-137.0,2025-10-30,2025-10-29T17:05:43Z,
24882,Underdog,player_threes,Cameron Johnson,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:43Z,
24883,Underdog,player_threes,Cameron Johnson,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:43Z,
24884,Underdog,player_threes,Donovan Clingan,Over,0.5,-137.0,2025-10-30,2025-10-29T17:04:10Z,
24885,Underdog,player_threes,Donovan Clingan,Under,0.5,-137.0,2025-10-30,2025-10-29T17:04:10Z,
24886,Underdog,player_threes,Mike Conley,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24887,Underdog,player_threes,Mike Conley,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:10Z,
24888,Underdog,player_threes,Ja Morant,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24889,Underdog,player_threes,Ja Morant,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24890,Underdog,player_threes,Jaren Jackson Jr,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24891,Underdog,player_threes,Jaren Jackson Jr,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24892,Underdog,player_threes,Santi Aldama,Over,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24893,Underdog,player_threes,Santi Aldama,Under,1.5,-137.0,2025-10-30,2025-10-29T17:05:19Z,
24894,PrizePicks,player_threes,Ochai Agbaji,Over,0.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24895,PrizePicks,player_threes,Ochai Agbaji,Under,0.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24896,PrizePicks,player_threes,Brandon Ingram,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24897,PrizePicks,player_threes,Brandon Ingram,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:21Z,
24898,PrizePicks,player_threes,Evan Mobley,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24899,PrizePicks,player_threes,Evan Mobley,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24900,PrizePicks,player_threes,Derrick White,Over,3.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24901,PrizePicks,player_threes,Derrick White,Under,3.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24902,PrizePicks,player_threes,Craig Porter Jr,Over,0.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24903,PrizePicks,player_threes,Craig Porter Jr,Under,0.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24904,PrizePicks,player_threes,Lonzo Ball,Over,1.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24905,PrizePicks,player_threes,Lonzo Ball,Under,1.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24906,PrizePicks,player_threes,Anfernee Simons,Over,2.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24907,PrizePicks,player_threes,Anfernee Simons,Under,2.5,-137.0,2025-10-29,2025-10-29T17:05:28Z,
24908,PrizePicks,player_threes,Wendell Carter Jr,Over,0.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
24909,PrizePicks,player_threes,Wendell Carter Jr,Under,0.5,-137.0,2025-10-29,2025-10-29T17:05:00Z,
